endTime,startTime,hierarchyLevel,visitProbability,topCandidateProbability,semanticType,placeID,latitude,longitude,relativeWeekNum
2025-01-02T13:24:11.863+01:00,2025-01-02 13:04:10.183,0,0.719843,0.454218,Unknown,ChIJWTUjZY3MHkcR2U7HZ_LJC-s,52.228840,21.003270,4
2025-01-03T14:34:57.261+01:00,2025-01-02 13:55:48.961,0,0.675701,0.270666,Unknown,ChIJJTQFFZgtGUcR56w6CTfS4Sc,52.128864,21.065024,4
2025-01-03T16:07:57.953+01:00,2025-01-03 15:32:21.111,0,0.525485,0.310695,Searched Address,ChIJA1EHdJgtGUcRfgrcZf-1y8w,52.129028,21.066516,4
2025-01-03T16:35:35.024+01:00,2025-01-03 16:30:47.530,0,0.907422,0.269973,Unknown,ChIJD9StvOjMHkcRvSFaLhn0Qb4,52.219501,21.015339,4
2025-01-03T17:32:27.445+01:00,2025-01-03 16:58:55.073,0,0.789081,0.849554,Searched Address,ChIJUQny9WbLHkcRvotyC0ysr7M,52.229278,20.959009,4
2025-01-03T18:11:41.716+01:00,2025-01-03 17:55:20.038,0,0.79269,0.351324,Unknown,ChIJIQZkFPPMHkcRpQq8gdD-KIw,52.230499,21.010829,4
2025-01-04T11:34:01.834+01:00,2025-01-03 18:40:15.000,0,0.788266,0.246341,Searched Address,ChIJA1EHdJgtGUcRfgrcZf-1y8w,52.129028,21.066516,4
2025-01-04T13:11:08.385+01:00,2025-01-04 11:50:12.761,0,0.585402,0.420054,Unknown,ChIJRbUMt5QyGUcRYcsU07KsfUw,52.163845,21.026112,4
2025-01-06T12:19:28.414+01:00,2025-01-04 13:34:10.171,0,0.752346,0.237295,Unknown,ChIJEZoZbZgtGUcR33xqnX7JPlI,52.128991,21.065424,4
2025-01-06T13:10:20.497+01:00,2025-01-06 13:03:00.936,0,0.794927,0.686294,Unknown,ChIJnYDN2s8yGUcRMTeG8Lt_WEI,52.181626,21.022873,5
2025-01-06T13:39:32.000+01:00,2025-01-06 13:29:15.625,0,0.936941,0.681948,Unknown,ChIJIQZkFPPMHkcRpQq8gdD-KIw,52.230499,21.010829,5
2025-01-07T09:26:07.223+01:00,2025-01-06 14:10:14.000,0,0.475391,0.473955,Unknown,ChIJ07TYV6rMHkcRRAUQ0C9LhlE,52.204741,20.959326,5
2025-01-07T15:24:21.072+01:00,2025-01-07 09:26:07.223,0,0.89218,0.246569,Unknown,ChIJEZoZbZgtGUcR33xqnX7JPlI,52.128991,21.065424,5
2025-01-07T17:12:16.838+01:00,2025-01-07 15:54:43.587,0,0.73906,0.454622,Unknown,ChIJF8u2SOnMHkcR7TrJJ2_WP80,52.220539,21.010349,5
2025-01-07T17:10:32.047+01:00,2025-01-07 15:55:49.019,1,0.73906,0.501875,Unknown,ChIJOWqUcOzMHkcROp3KVw-z22k,52.222157,21.007131,5
2025-01-07T17:58:28.721+01:00,2025-01-07 17:29:56.650,0,0.687089,0.855261,Searched Address,ChIJUQny9WbLHkcRvotyC0ysr7M,52.229278,20.959009,5
2025-01-07T18:36:31.807+01:00,2025-01-07 18:19:05.000,0,0.880214,0.285328,Unknown,ChIJ6eFsD_TMHkcRxdd5F5AgcDA,52.231117,21.011359,5
2025-01-07T18:36:31.807+01:00,2025-01-07 18:20:44.000,1,0.880214,0.534427,Unknown,ChIJ55j7A2PMHkcRVrjfaQJBbx8,52.231705,21.011242,5
2025-01-08T08:24:06.489+01:00,2025-01-07 19:07:56.586,0,0.777478,0.298058,Unknown,ChIJ4zcPZpgtGUcRZF9Ut87mAoU,52.129479,21.065922,5
2025-01-08T12:16:23.308+01:00,2025-01-08 08:57:11.910,0,0.80284,0.558647,Unknown,ChIJF8u2SOnMHkcR7TrJJ2_WP80,52.220539,21.010349,5
2025-01-08T12:16:23.308+01:00,2025-01-08 08:57:11.910,1,0.80284,0.552166,Unknown,ChIJOWqUcOzMHkcROp3KVw-z22k,52.222157,21.007131,5
2025-01-08T19:22:38.711+01:00,2025-01-08 12:44:31.109,0,0.521809,0.129397,Unknown,ChIJlzWnN70tGUcRsLTLGMOmGdc,52.131293,21.065740,5
2025-01-08T21:08:15.394+01:00,2025-01-08 19:38:01.930,0,0.739514,0.392101,Unknown,ChIJRbUMt5QyGUcRYcsU07KsfUw,52.163845,21.026112,5
2025-01-10T13:35:27.919+01:00,2025-01-08 21:25:27.767,0,0.919178,0.336024,Unknown,ChIJEZoZbZgtGUcR33xqnX7JPlI,52.128991,21.065424,5
2025-01-10T19:03:46.525+01:00,2025-01-10 14:06:40.100,0,0.663778,0.512614,Unknown,ChIJF8u2SOnMHkcR7TrJJ2_WP80,52.220539,21.010349,5
2025-01-10T19:02:08.891+01:00,2025-01-10 14:09:21.417,1,0.663778,0.532214,Unknown,ChIJOWqUcOzMHkcROp3KVw-z22k,52.222157,21.007131,5
2025-01-10T21:49:52.737+01:00,2025-01-10 19:20:57.787,0,0.901686,0.860825,Searched Address,ChIJ42xRrX7MHkcR8eCUNcawhqc,52.246389,20.993670,5
2025-01-11T11:17:41.818+01:00,2025-01-10 22:41:55.845,0,0.922952,0.341226,Unknown,ChIJEZoZbZgtGUcR33xqnX7JPlI,52.128991,21.065424,5
2025-01-11T13:09:08.094+01:00,2025-01-11 11:42:39.009,0,0.962835,0.383795,Unknown,ChIJRbUMt5QyGUcRYcsU07KsfUw,52.163845,21.026112,5
2025-01-11T13:24:33.828+01:00,2025-01-11 13:18:15.877,0,0.69421,0.422129,Unknown,ChIJjx5w448yGUcRV6ZM2_VdJ8M,52.155252,21.034855,5
2025-01-12T13:23:53.201+01:00,2025-01-11 14:06:08.215,0,0.938828,0.334129,Unknown,ChIJEZoZbZgtGUcR33xqnX7JPlI,52.128991,21.065424,5
2025-01-12T13:59:22.797+01:00,2025-01-12 13:23:53.201,0,0.453826,0.177793,Unknown,ChIJJTQFFZgtGUcR56w6CTfS4Sc,52.128864,21.065024,5
2025-01-12T16:06:34.052+01:00,2025-01-12 14:28:12.770,0,0.649309,0.321466,Unknown,ChIJlXJwlFnNHkcRA6tM8KnHtWU,52.220898,21.013656,5
2025-01-13T15:33:58.207+01:00,2025-01-12 16:50:14.343,0,0.839296,0.30143,Unknown,ChIJEZoZbZgtGUcR33xqnX7JPlI,52.128991,21.065424,5
2025-01-13T17:02:38.063+01:00,2025-01-13 15:47:33.885,0,0.936588,0.44498,Unknown,ChIJRbUMt5QyGUcRYcsU07KsfUw,52.163845,21.026112,6
2025-01-14T13:36:06.329+01:00,2025-01-13 17:41:54.775,0,0.905852,0.314996,Unknown,ChIJEZoZbZgtGUcR33xqnX7JPlI,52.128991,21.065424,6
2025-01-14T15:15:45.791+01:00,2025-01-14 13:36:06.329,0,0.48947,0.111214,Unknown,ChIJJTQFFZgtGUcR56w6CTfS4Sc,52.128864,21.065024,6
2025-01-14T15:46:48.724+01:00,2025-01-14 15:39:45.143,0,0.456782,0.240735,Unknown,ChIJD9StvOjMHkcRvSFaLhn0Qb4,52.219501,21.015339,6
2025-01-15T17:35:39.558+01:00,2025-01-14 20:20:02.292,0,0.712348,0.146145,Unknown,ChIJ1eENRpgtGUcRNiU_TXjAQJM,52.129531,21.064109,6
2025-01-16T08:55:51.036+01:00,2025-01-15 17:35:39.558,0,0.447371,0.16863,Unknown,ChIJ4zcPZpgtGUcRZF9Ut87mAoU,52.129479,21.065922,6
2025-01-16T18:35:44.789+01:00,2025-01-16 12:22:23.014,0,0.721752,0.43692,Unknown,ChIJF8u2SOnMHkcR7TrJJ2_WP80,52.220539,21.010349,6
2025-01-16T15:24:38.890+01:00,2025-01-16 15:04:36.169,1,0.721752,0.394405,Unknown,ChIJGVrIUenMHkcRkSvEAxUOK3E,52.220656,21.009989,6
2025-01-16T18:35:44.789+01:00,2025-01-16 15:25:31.424,1,0.721752,0.522893,Unknown,ChIJOWqUcOzMHkcROp3KVw-z22k,52.222157,21.007131,6
2025-01-17T12:49:11.020+01:00,2025-01-16 19:04:31.953,0,0.853137,0.34459,Unknown,ChIJEZoZbZgtGUcR33xqnX7JPlI,52.128991,21.065424,6
2025-01-17T18:56:22.843+01:00,2025-01-17 13:37:17.000,0,0.926293,0.533669,Unknown,ChIJF8u2SOnMHkcR7TrJJ2_WP80,52.220539,21.010349,6
2025-01-17T18:56:22.843+01:00,2025-01-17 13:37:17.000,1,0.926293,0.614871,Unknown,ChIJOWqUcOzMHkcROp3KVw-z22k,52.222157,21.007131,6
2025-01-18T11:27:02.246+01:00,2025-01-17 19:38:03.680,0,0.870117,0.307109,Unknown,ChIJEZoZbZgtGUcR33xqnX7JPlI,52.128991,21.065424,6
2025-01-18T11:57:41.433+01:00,2025-01-18 11:43:26.329,0,0.729418,0.375947,Unknown,ChIJRbUMt5QyGUcRYcsU07KsfUw,52.163845,21.026112,6
2025-01-18T17:17:50.638+01:00,2025-01-18 12:09:56.758,0,0.836993,0.281781,Unknown,ChIJEZoZbZgtGUcR33xqnX7JPlI,52.128991,21.065424,6
2025-01-18T18:18:48.999+01:00,2025-01-18 17:47:17.014,0,0.850125,0.37633,Unknown,ChIJ6eFsD_TMHkcRxdd5F5AgcDA,52.231117,21.011359,6
2025-01-18T18:08:58.802+01:00,2025-01-18 17:47:17.014,1,0.850125,0.415101,Unknown,ChIJ55j7A2PMHkcRVrjfaQJBbx8,52.231705,21.011242,6
2025-01-18T18:24:11.152+01:00,2025-01-18 18:18:48.999,0,0.579923,0.333147,Unknown,ChIJIQZkFPPMHkcRpQq8gdD-KIw,52.230499,21.010829,6
2025-01-18T19:48:51.999+01:00,2025-01-18 18:41:02.896,0,0.869481,0.912282,Unknown,ChIJUb1WoVfLHkcR_hRLT0p07mQ,52.212759,20.955427,6
2025-01-18T19:48:51.999+01:00,2025-01-18 18:41:02.896,1,0.869481,0.381631,Unknown,ChIJt5dWoVfLHkcRtXMPWXGA12o,52.212639,20.955740,6
2025-01-18T20:09:20.559+01:00,2025-01-18 20:02:55.029,0,0.888438,0.782826,Unknown,ChIJ249xMY3MHkcRkGgnFhTHz4g,52.229346,21.007076,6
2025-01-18T20:33:31.622+01:00,2025-01-18 20:29:13.166,0,0.831027,0.263263,Unknown,ChIJv6t_JJAyGUcRUJVvd5pu6ps,52.155964,21.033455,6
2025-01-19T17:07:59.326+01:00,2025-01-18 21:02:51.924,0,0.822842,0.314421,Unknown,ChIJEZoZbZgtGUcR33xqnX7JPlI,52.128991,21.065424,6
