endTime,startTime,hierarchyLevel,visitProbability,topCandidateProbability,semanticType,placeID,latitude,longitude,relativeWeekNum
2024-12-05T19:46:48.028+01:00,2024-12-05 18:51:53.928,0,0.875604,0.499423,Unknown,ChIJF8u2SOnMHkcR7TrJJ2_WP80,52.220539,21.010349,0
2024-12-05T19:46:48.028+01:00,2024-12-05 18:51:53.928,1,0.875604,0.658352,Unknown,ChIJOWqUcOzMHkcROp3KVw-z22k,52.222157,21.007131,0
2024-12-06T13:33:59.161+01:00,2024-12-05 20:20:32.036,0,0.609265,0.492461,Searched Address,ChIJA1EHdJgtGUcRfgrcZf-1y8w,52.129028,21.066516,0
2024-12-06T15:30:29.617+01:00,2024-12-06 14:03:13.000,0,0.908726,0.500205,Unknown,ChIJF8u2SOnMHkcR7TrJJ2_WP80,52.220539,21.010349,0
2024-12-06T14:07:33.223+01:00,2024-12-06 14:03:13.000,1,0.908726,0.662238,Unknown,ChIJOWqUcOzMHkcROp3KVw-z22k,52.222157,21.007131,0
2024-12-06T15:45:36.983+01:00,2024-12-06 15:34:02.958,0,0.963942,0.509434,Unknown,ChIJTeWAPIzMHkcRXOfYhMkscBI,52.230146,21.002703,0
2024-12-06T15:45:36.983+01:00,2024-12-06 15:34:02.958,1,0.963942,0.213656,Unknown,ChIJT8zquI3MHkcRT8t5IL-qhGs,52.229614,21.002375,0
2024-12-06T23:56:56.839+01:00,2024-12-06 16:31:37.852,0,0.809087,0.33375,Searched Address,ChIJA1EHdJgtGUcRfgrcZf-1y8w,52.129028,21.066516,0
2024-12-08T21:22:16.049+01:00,2024-12-06 23:56:56.839,0,0.841185,0.0,Unknown,ChIJEZoZbZgtGUcR33xqnX7JPlI,52.128991,21.065424,0
2024-12-09T09:37:23.525+01:00,2024-12-08 21:22:16.049,0,0.543726,0.118101,Unknown,ChIJJTQFFZgtGUcR56w6CTfS4Sc,52.128864,21.065024,0
2024-12-09T17:20:18.192+01:00,2024-12-09 10:08:46.173,0,0.52079,0.276673,Unknown,ChIJF8u2SOnMHkcR7TrJJ2_WP80,52.220539,21.010349,1
2024-12-09T12:26:41.655+01:00,2024-12-09 10:08:46.173,1,0.52079,0.573645,Unknown,ChIJOWqUcOzMHkcROp3KVw-z22k,52.222157,21.007131,1
2024-12-09T19:20:29.338+01:00,2024-12-09 17:38:26.673,0,0.745235,0.0,Unknown,ChIJF8u2SOnMHkcR7TrJJ2_WP80,52.220539,21.010349,1
2024-12-09T19:20:29.338+01:00,2024-12-09 17:38:26.673,1,0.745235,0.637917,Unknown,ChIJOWqUcOzMHkcROp3KVw-z22k,52.222157,21.007131,1
2024-12-10T14:07:16.425+01:00,2024-12-09 20:09:05.946,0,0.542623,0.0,Unknown,ChIJ1eENRpgtGUcRNiU_TXjAQJM,52.129531,21.064109,1
2024-12-10T17:16:44.126+01:00,2024-12-10 16:11:19.000,0,0.764253,0.57286,Unknown,ChIJF8u2SOnMHkcR7TrJJ2_WP80,52.220539,21.010349,1
2024-12-11T17:23:21.359+01:00,2024-12-10 17:49:41.675,0,0.971225,0.089322,Unknown,ChIJEZoZbZgtGUcR33xqnX7JPlI,52.128991,21.065424,1
2024-12-11T18:59:11.177+01:00,2024-12-11 17:52:16.632,0,0.861943,0.498328,Unknown,ChIJF8u2SOnMHkcR7TrJJ2_WP80,52.220539,21.010349,1
2024-12-11T18:59:11.177+01:00,2024-12-11 17:55:35.965,1,0.861943,0.555298,Unknown,ChIJOWqUcOzMHkcROp3KVw-z22k,52.222157,21.007131,1
2024-12-11T21:09:15.622+01:00,2024-12-11 19:22:45.086,0,0.924154,0.33464,Unknown,ChIJRbUMt5QyGUcRYcsU07KsfUw,52.163845,21.026112,1
2024-12-12T09:41:33.525+01:00,2024-12-11 21:23:57.389,0,0.633481,0.278091,Unknown,ChIJEZoZbZgtGUcR33xqnX7JPlI,52.128991,21.065424,1
2024-12-12T17:46:29.423+01:00,2024-12-12 10:18:53.122,0,0.633805,0.284245,Unknown,ChIJF8u2SOnMHkcR7TrJJ2_WP80,52.220539,21.010349,1
2024-12-12T14:44:29.668+01:00,2024-12-12 10:18:53.122,1,0.633805,0.540334,Unknown,ChIJOWqUcOzMHkcROp3KVw-z22k,52.222157,21.007131,1
2024-12-12T17:46:29.423+01:00,2024-12-12 15:18:21.866,1,0.904479,0.677708,Unknown,ChIJOWqUcOzMHkcROp3KVw-z22k,52.222157,21.007131,1
2024-12-13T11:38:27.606+01:00,2024-12-12 18:18:47.275,0,0.823436,0.270076,Unknown,ChIJEZoZbZgtGUcR33xqnX7JPlI,52.128991,21.065424,1
2024-12-13T13:17:10.597+01:00,2024-12-13 11:59:21.304,0,0.75749,0.148153,Unknown,ChIJ1ct2nUwtGUcR6hsKewA9psI,52.143894,21.054200,1
2024-12-14T11:30:13.635+01:00,2024-12-13 13:26:17.571,0,0.551393,0.188137,Unknown,ChIJEZoZbZgtGUcR33xqnX7JPlI,52.128991,21.065424,1
2024-12-14T13:10:28.095+01:00,2024-12-14 11:45:42.565,0,0.591373,0.197606,Unknown,ChIJRbUMt5QyGUcRYcsU07KsfUw,52.163845,21.026112,1
2024-12-14T13:42:34.554+01:00,2024-12-14 13:14:31.071,0,0.839486,0.0,Unknown,ChIJjx5w448yGUcRV6ZM2_VdJ8M,52.155252,21.034855,1
2024-12-17T20:05:00.077+01:00,2024-12-14 18:45:00.231,0,0.808231,0.0,Unknown,ChIJEZoZbZgtGUcR33xqnX7JPlI,52.128991,21.065424,1
2024-12-16T00:00:01.000+01:00,2024-12-16 00:00:00.000,1,0.0,0.0,Unknown,ChIJh8cbGsEtGUcRg08hvPsBltA,52.129119,21.065779,2
2024-12-17T21:00:53.618+01:00,2024-12-17 20:57:00.077,0,0.758811,0.0,Unknown,ChIJR2B1yIEyGUcREqvv0_knRe8,52.146123,21.043912,2
2024-12-18T08:59:54.948+01:00,2024-12-17 21:11:05.344,0,0.871473,0.0,Unknown,ChIJEZoZbZgtGUcR33xqnX7JPlI,52.128991,21.065424,2
2024-12-18T09:16:24.998+01:00,2024-12-18 09:06:46.000,0,0.51525,0.0,Unknown,ChIJNa0oNpotGUcRYKutQi2l4o8,52.131753,21.057892,2
2024-12-18T10:32:45.954+01:00,2024-12-18 09:21:34.999,0,0.835251,0.372757,Searched Address,ChIJGzeJZIQtGUcRO7V2cBaTBnY,52.135191,21.049539,2
2024-12-18T19:26:40.468+01:00,2024-12-18 10:45:34.000,0,0.916081,0.152454,Unknown,ChIJEZoZbZgtGUcR33xqnX7JPlI,52.128991,21.065424,2
2024-12-18T21:06:10.561+01:00,2024-12-18 19:37:57.496,0,0.57663,0.0,Unknown,ChIJRbUMt5QyGUcRYcsU07KsfUw,52.163845,21.026112,2
2024-12-19T09:27:02.465+01:00,2024-12-18 21:24:57.838,0,0.683199,0.0,Unknown,ChIJEZoZbZgtGUcR33xqnX7JPlI,52.128991,21.065424,2
2024-12-19T09:46:24.192+01:00,2024-12-19 09:39:27.730,0,0.799311,0.22101,Unknown,ChIJjx5w448yGUcRV6ZM2_VdJ8M,52.155252,21.034855,2
2024-12-19T18:30:09.684+01:00,2024-12-19 10:21:04.839,0,0.651782,0.400896,Unknown,ChIJF8u2SOnMHkcR7TrJJ2_WP80,52.220539,21.010349,2
2024-12-19T18:30:09.684+01:00,2024-12-19 10:21:04.839,1,0.651782,0.459558,Unknown,ChIJOWqUcOzMHkcROp3KVw-z22k,52.222157,21.007131,2
2024-12-19T19:04:14.998+01:00,2024-12-19 18:56:57.120,0,0.668103,0.597082,Unknown,ChIJ-djeq4ItGUcR_Z-0W13yJb0,52.140339,21.057582,2
2024-12-19T19:36:40.522+01:00,2024-12-19 19:11:14.999,0,0.80099,0.574875,Searched Address,ChIJp3_RApwtGUcRjBeO4SldHUI,52.134056,21.062089,2
2024-12-20T13:25:00.000+01:00,2024-12-19 20:23:21.776,0,0.790792,0.30258,Unknown,ChIJEZoZbZgtGUcR33xqnX7JPlI,52.128991,21.065424,2
2024-12-20T15:45:00.000+01:00,2024-12-20 14:00:00.000,0,0.0,0.0,Unknown,ChIJOWqUcOzMHkcROp3KVw-z22k,52.222157,21.007131,2
2024-12-20T15:58:00.000+01:00,2024-12-20 15:45:00.000,0,0.0,0.0,Unknown,ChIJEZoZbZgtGUcR33xqnX7JPlI,52.128991,21.065424,2
2024-12-20T22:47:00.000+01:00,2024-12-20 15:58:00.000,0,0.0,0.0,Unknown,ChIJtfiare7MHkcRU3S1ixSpcnM,52.221278,21.010564,2
2024-12-21T15:52:23.210+01:00,2024-12-20 22:47:00.000,0,0.659756,0.232357,Unknown,ChIJJTQFFZgtGUcR56w6CTfS4Sc,52.128864,21.065024,2
2024-12-21T17:06:57.999+01:00,2024-12-21 16:39:04.999,0,0.951162,0.0,Unknown,ChIJ_fyXfy_KHkcR8YC0BTGboXE,52.288860,20.931900,2
2024-12-21T19:24:04.080+01:00,2024-12-21 17:17:40.998,0,0.923164,0.820417,Unknown,ChIJP_gbiRzKHkcRikfhqpSSvDA,52.297503,20.906679,2
2024-12-21T19:34:10.383+01:00,2024-12-21 19:24:04.080,0,0.591703,0.0,Unknown,ChIJP_gbiRzKHkcRikfhqpSSvDA,52.297503,20.906679,2
2024-12-21T19:47:48.693+01:00,2024-12-21 19:40:40.247,0,0.944093,0.444056,Unknown,ChIJmeh-3zvKHkcRHO-EinaD5QY,52.282264,20.920511,2
2024-12-21T22:18:12.998+01:00,2024-12-21 20:18:08.671,0,0.705697,0.824242,Searched Address,ChIJ42xRrX7MHkcR8eCUNcawhqc,52.246389,20.993670,2
2024-12-22T13:14:23.402+01:00,2024-12-21 22:57:06.927,0,0.838183,0.299529,Unknown,ChIJEZoZbZgtGUcR33xqnX7JPlI,52.128991,21.065424,2
2024-12-22T15:32:57.555+01:00,2024-12-22 13:15:47.491,0,0.559891,0.267568,Searched Address,ChIJA1EHdJgtGUcRfgrcZf-1y8w,52.129028,21.066516,2
2024-12-22T16:06:40.566+01:00,2024-12-22 15:45:56.398,0,0.74826,0.0,Unknown,ChIJ906hXoIyGUcRRI_kS7FPFAg,52.150152,21.046419,2
2024-12-22T17:58:12.035+01:00,2024-12-22 17:51:47.415,0,0.902792,0.846506,Unknown,ChIJJfPc1HroIkcR16c9fXvkCyc,50.929741,22.253498,2
2024-12-23T13:21:30.215+01:00,2024-12-22 19:27:21.637,0,0.941342,0.82134,Searched Address,ChIJBxty4SHxPEcRJTbdbeVvsHA,49.989097,22.106879,2
2024-12-23T13:46:26.145+01:00,2024-12-23 13:44:43.258,0,0.375722,0.085701,Unknown,ChIJIy6qKlj6PEcR1ag7JVqm03I,50.026735,22.015961,3
2024-12-23T14:28:39.138+01:00,2024-12-23 13:46:26.145,0,0.817451,0.942035,Unknown,ChIJ6yNoIVj6PEcRLlh1V4RS-rw,50.026601,22.014732,3
2024-12-23T16:29:09.996+01:00,2024-12-23 14:42:47.007,0,0.882417,0.913489,Unknown,ChIJpewrl1z6PEcRZxNO8-XdDeU,50.019892,22.018502,3
2024-12-23T16:29:09.996+01:00,2024-12-23 15:41:49.991,1,0.882417,0.630908,Unknown,ChIJQZPVjQT7PEcRDVeugblxFXE,50.019781,22.018822,3
2024-12-23T18:00:57.741+01:00,2024-12-23 16:29:09.996,0,0.408822,0.0,Unknown,ChIJz4nvCvD6PEcRV7RHqH3mfTM,50.037962,22.022600,3
2024-12-24T19:33:45.000+01:00,2024-12-24 19:32:45.000,0,0.0,0.0,Unknown,ChIJBxty4SHxPEcRJTbdbeVvsHA,49.989097,22.106879,3
2024-12-26T01:10:20.001+01:00,2024-12-25 20:46:43.404,0,0.863445,0.182814,Unknown,ChIJGTFYdZr8PEcRXXBgrSgYeVQ,50.058862,21.940075,3
2024-12-27T18:44:59.119+01:00,2024-12-26 01:36:54.623,0,0.483465,0.564584,Searched Address,ChIJBxty4SHxPEcRJTbdbeVvsHA,49.989097,22.106879,3
2024-12-27T22:24:36.271+01:00,2024-12-27 19:35:47.000,0,0.846687,0.40548,Unknown,ChIJ7RG0DgL7PEcRKoS1-ky6_Ak,50.037478,22.004647,3
2024-12-28T18:03:36.980+01:00,2024-12-27 22:43:33.999,0,0.588551,0.547949,Searched Address,ChIJBxty4SHxPEcRJTbdbeVvsHA,49.989097,22.106879,3
2024-12-30T12:44:38.804+01:00,2024-12-28 18:53:19.468,0,0.793564,0.547878,Searched Address,ChIJBxty4SHxPEcRJTbdbeVvsHA,49.989097,22.106879,3
2024-12-30T13:23:36.321+01:00,2024-12-30 13:08:10.405,0,0.715105,0.640372,Unknown,ChIJ6yNoIVj6PEcRLlh1V4RS-rw,50.026601,22.014732,4
2024-12-30T13:48:44.399+01:00,2024-12-30 13:39:23.997,0,0.861489,0.591909,Unknown,ChIJmRc8UO36PEcRHXF45T5lolg,50.035447,22.035540,4
2024-12-30T13:48:44.399+01:00,2024-12-30 13:39:23.997,1,0.861489,0.859375,Unknown,ChIJcyc6oJL6PEcRUHBmt-_0hVM,50.035120,22.040107,4
2024-12-30T14:30:16.997+01:00,2024-12-30 13:56:21.503,0,0.870681,0.776704,Unknown,ChIJhfhuPlP7PEcRARuQ2yK2lIk,50.033291,22.034091,4
2024-12-30T14:56:29.425+01:00,2024-12-30 14:41:43.133,0,0.949906,0.290956,Unknown,ChIJFV0gqhL7PEcRPlcDev5AN80,50.027133,22.041744,4
2024-12-30T17:57:39.999+01:00,2024-12-30 15:10:28.576,0,0.614845,0.614438,Searched Address,ChIJBxty4SHxPEcRJTbdbeVvsHA,49.989097,22.106879,4
2024-12-30T18:20:56.770+01:00,2024-12-30 17:59:25.285,0,0.99283,0.901231,Unknown,ChIJxxzCYDvxPEcRVDgccWpaw0w,49.982315,22.113569,4
2024-12-31T18:27:20.680+01:00,2024-12-30 18:26:17.954,0,0.733461,0.583601,Searched Address,ChIJBxty4SHxPEcRJTbdbeVvsHA,49.989097,22.106879,4
2025-01-01T12:03:54.225+01:00,2024-12-31 19:04:17.954,0,0.750314,0.249485,Unknown,ChIJlZ_fnpD8PEcRXcrFe272xVw,50.058839,21.939615,4
2025-01-01T13:09:51.078+01:00,2025-01-01 12:03:54.225,0,0.543063,0.23948,Unknown,ChIJX0f7CZr8PEcRiukgjDlu8v8,50.059220,21.940395,4
2025-01-01T16:50:58.738+01:00,2025-01-01 13:35:37.089,0,0.936677,0.646248,Searched Address,ChIJBxty4SHxPEcRJTbdbeVvsHA,49.989097,22.106879,4
2025-01-01T18:08:19.674+01:00,2025-01-01 17:55:30.212,0,0.967176,0.644852,Unknown,ChIJhfhuPlP7PEcRARuQ2yK2lIk,50.033291,22.034091,4
2025-01-02T09:41:15.842+01:00,2025-01-02 08:45:15.723,0,0.788475,0.106332,Unknown,ChIJEZoZbZgtGUcR33xqnX7JPlI,52.128991,21.065424,4
2025-01-02T09:44:40.629+01:00,2025-01-02 09:41:15.842,0,0.428346,0.733459,Unknown,ChIJlzWnN70tGUcRsLTLGMOmGdc,52.131293,21.065740,4
2025-01-02T10:06:39.099+01:00,2025-01-02 10:01:19.912,0,0.872794,0.304581,Unknown,ChIJ_SJ_NdvMHkcRZdYYXWD2Q7E,52.208937,21.008737,4
2025-01-02T13:04:10.183+01:00,2025-01-02 10:11:27.916,0,0.898292,0.311955,Unknown,ChIJF8u2SOnMHkcR7TrJJ2_WP80,52.220539,21.010349,4
