"player_id","match_id","x","y","type","minute","timestamp"
"iXlnLnGETPtVPo6WkxoyxNFHCZYO0aJlqV3YrYxkqN5A3RxOKJ1QSLK3cagOfa8AHhUg_igPJCN4Ww","EUN1_3724465586",13616,4840,"kill",1,58262
"iXlnLnGETPtVPo6WkxoyxNFHCZYO0aJlqV3YrYxkqN5A3RxOKJ1QSLK3cagOfa8AHhUg_igPJCN4Ww","EUN1_3724465586",13229,5469,"kill",1,58262
"iXlnLnGETPtVPo6WkxoyxNFHCZYO0aJlqV3YrYxkqN5A3RxOKJ1QSLK3cagOfa8AHhUg_igPJCN4Ww","EUN1_3724465586",13011,2814,"assist",4,195881
"iXlnLnGETPtVPo6WkxoyxNFHCZYO0aJlqV3YrYxkqN5A3RxOKJ1QSLK3cagOfa8AHhUg_igPJCN4Ww","EUN1_3724465586",12880,4159,"assist",4,237498
"iXlnLnGETPtVPo6WkxoyxNFHCZYO0aJlqV3YrYxkqN5A3RxOKJ1QSLK3cagOfa8AHhUg_igPJCN4Ww","EUN1_3724465586",12616,3082,"death",5,241973
"iXlnLnGETPtVPo6WkxoyxNFHCZYO0aJlqV3YrYxkqN5A3RxOKJ1QSLK3cagOfa8AHhUg_igPJCN4Ww","EUN1_3724465586",13282,3698,"death",6,354415
"iXlnLnGETPtVPo6WkxoyxNFHCZYO0aJlqV3YrYxkqN5A3RxOKJ1QSLK3cagOfa8AHhUg_igPJCN4Ww","EUN1_3724465586",13799,3491,"kill",6,355450
"iXlnLnGETPtVPo6WkxoyxNFHCZYO0aJlqV3YrYxkqN5A3RxOKJ1QSLK3cagOfa8AHhUg_igPJCN4Ww","EUN1_3724465586",11883,3207,"assist",9,498015
"iXlnLnGETPtVPo6WkxoyxNFHCZYO0aJlqV3YrYxkqN5A3RxOKJ1QSLK3cagOfa8AHhUg_igPJCN4Ww","EUN1_3724465586",11568,2056,"death",9,504430
"iXlnLnGETPtVPo6WkxoyxNFHCZYO0aJlqV3YrYxkqN5A3RxOKJ1QSLK3cagOfa8AHhUg_igPJCN4Ww","EUN1_3724465586",9837,4397,"assist",12,665416
"iXlnLnGETPtVPo6WkxoyxNFHCZYO0aJlqV3YrYxkqN5A3RxOKJ1QSLK3cagOfa8AHhUg_igPJCN4Ww","EUN1_3724465586",10852,4380,"death",12,672470
"iXlnLnGETPtVPo6WkxoyxNFHCZYO0aJlqV3YrYxkqN5A3RxOKJ1QSLK3cagOfa8AHhUg_igPJCN4Ww","EUN1_3724465586",13866,4505,"kill",14,800667
"iXlnLnGETPtVPo6WkxoyxNFHCZYO0aJlqV3YrYxkqN5A3RxOKJ1QSLK3cagOfa8AHhUg_igPJCN4Ww","EUN1_3724465586",13783,4089,"kill",16,923113
"iXlnLnGETPtVPo6WkxoyxNFHCZYO0aJlqV3YrYxkqN5A3RxOKJ1QSLK3cagOfa8AHhUg_igPJCN4Ww","EUN1_3724465586",10579,4688,"death",16,939364
"iXlnLnGETPtVPo6WkxoyxNFHCZYO0aJlqV3YrYxkqN5A3RxOKJ1QSLK3cagOfa8AHhUg_igPJCN4Ww","EUN1_3724465586",8955,8510,"kill",17,1012926
"iXlnLnGETPtVPo6WkxoyxNFHCZYO0aJlqV3YrYxkqN5A3RxOKJ1QSLK3cagOfa8AHhUg_igPJCN4Ww","EUN1_3724465586",12100,6462,"death",18,1078368
"iXlnLnGETPtVPo6WkxoyxNFHCZYO0aJlqV3YrYxkqN5A3RxOKJ1QSLK3cagOfa8AHhUg_igPJCN4Ww","EUN1_3724465586",3614,8487,"death",20,1164927
"iXlnLnGETPtVPo6WkxoyxNFHCZYO0aJlqV3YrYxkqN5A3RxOKJ1QSLK3cagOfa8AHhUg_igPJCN4Ww","EUN1_3724465586",11844,3411,"kill",21,1233990
"iXlnLnGETPtVPo6WkxoyxNFHCZYO0aJlqV3YrYxkqN5A3RxOKJ1QSLK3cagOfa8AHhUg_igPJCN4Ww","EUN1_3724465586",11944,4168,"kill",21,1244445
"iXlnLnGETPtVPo6WkxoyxNFHCZYO0aJlqV3YrYxkqN5A3RxOKJ1QSLK3cagOfa8AHhUg_igPJCN4Ww","EUN1_3724465586",12929,4268,"assist",21,1249516
"iXlnLnGETPtVPo6WkxoyxNFHCZYO0aJlqV3YrYxkqN5A3RxOKJ1QSLK3cagOfa8AHhUg_igPJCN4Ww","EUN1_3724465586",13793,3267,"assist",22,1270612
"iXlnLnGETPtVPo6WkxoyxNFHCZYO0aJlqV3YrYxkqN5A3RxOKJ1QSLK3cagOfa8AHhUg_igPJCN4Ww","EUN1_3724465586",13866,4505,"assist",22,1279095
"iXlnLnGETPtVPo6WkxoyxNFHCZYO0aJlqV3YrYxkqN5A3RxOKJ1QSLK3cagOfa8AHhUg_igPJCN4Ww","EUN1_3724465586",10552,4953,"assist",23,1379220
"iXlnLnGETPtVPo6WkxoyxNFHCZYO0aJlqV3YrYxkqN5A3RxOKJ1QSLK3cagOfa8AHhUg_igPJCN4Ww","EUN1_3724465586",11121,6536,"assist",23,1379989
"iXlnLnGETPtVPo6WkxoyxNFHCZYO0aJlqV3YrYxkqN5A3RxOKJ1QSLK3cagOfa8AHhUg_igPJCN4Ww","EUN1_3724465586",8589,7358,"death",24,1413623
"iXlnLnGETPtVPo6WkxoyxNFHCZYO0aJlqV3YrYxkqN5A3RxOKJ1QSLK3cagOfa8AHhUg_igPJCN4Ww","EUN1_3724465586",6195,6249,"assist",27,1613260
"iXlnLnGETPtVPo6WkxoyxNFHCZYO0aJlqV3YrYxkqN5A3RxOKJ1QSLK3cagOfa8AHhUg_igPJCN4Ww","EUN1_3724465586",5342,4872,"death",28,1636409
"iXlnLnGETPtVPo6WkxoyxNFHCZYO0aJlqV3YrYxkqN5A3RxOKJ1QSLK3cagOfa8AHhUg_igPJCN4Ww","EUN1_3724465586",4871,6096,"assist",28,1638714
"iXlnLnGETPtVPo6WkxoyxNFHCZYO0aJlqV3YrYxkqN5A3RxOKJ1QSLK3cagOfa8AHhUg_igPJCN4Ww","EUN1_3724465586",6213,6031,"assist",28,1641753
"iXlnLnGETPtVPo6WkxoyxNFHCZYO0aJlqV3YrYxkqN5A3RxOKJ1QSLK3cagOfa8AHhUg_igPJCN4Ww","EUN1_3724465586",10745,4662,"assist",29,1711877
"iXlnLnGETPtVPo6WkxoyxNFHCZYO0aJlqV3YrYxkqN5A3RxOKJ1QSLK3cagOfa8AHhUg_igPJCN4Ww","EUN1_3724465586",9463,3472,"kill",30,1764515
"iXlnLnGETPtVPo6WkxoyxNFHCZYO0aJlqV3YrYxkqN5A3RxOKJ1QSLK3cagOfa8AHhUg_igPJCN4Ww","EUN1_3724465586",973,9638,"kill",31,1802038
"iXlnLnGETPtVPo6WkxoyxNFHCZYO0aJlqV3YrYxkqN5A3RxOKJ1QSLK3cagOfa8AHhUg_igPJCN4Ww","EUN1_3724465586",4992,4962,"assist",31,1815741
"iXlnLnGETPtVPo6WkxoyxNFHCZYO0aJlqV3YrYxkqN5A3RxOKJ1QSLK3cagOfa8AHhUg_igPJCN4Ww","EUN1_3724465586",5758,3719,"assist",33,1936526
"iXlnLnGETPtVPo6WkxoyxNFHCZYO0aJlqV3YrYxkqN5A3RxOKJ1QSLK3cagOfa8AHhUg_igPJCN4Ww","EUN1_3724465586",7465,3386,"assist",33,1945054
"iXlnLnGETPtVPo6WkxoyxNFHCZYO0aJlqV3YrYxkqN5A3RxOKJ1QSLK3cagOfa8AHhUg_igPJCN4Ww","EUN1_3724465586",9837,4397,"assist",34,2002563
"iXlnLnGETPtVPo6WkxoyxNFHCZYO0aJlqV3YrYxkqN5A3RxOKJ1QSLK3cagOfa8AHhUg_igPJCN4Ww","EUN1_3724465586",6904,1654,"death",35,2074926
"iXlnLnGETPtVPo6WkxoyxNFHCZYO0aJlqV3YrYxkqN5A3RxOKJ1QSLK3cagOfa8AHhUg_igPJCN4Ww","EUN1_3724465586",4806,8490,"assist",38,2243184
"iXlnLnGETPtVPo6WkxoyxNFHCZYO0aJlqV3YrYxkqN5A3RxOKJ1QSLK3cagOfa8AHhUg_igPJCN4Ww","EUN1_3724465586",5234,8387,"death",38,2244387
"iXlnLnGETPtVPo6WkxoyxNFHCZYO0aJlqV3YrYxkqN5A3RxOKJ1QSLK3cagOfa8AHhUg_igPJCN4Ww","EUN1_3724465586",10414,2437,"assist",39,2339500
"iXlnLnGETPtVPo6WkxoyxNFHCZYO0aJlqV3YrYxkqN5A3RxOKJ1QSLK3cagOfa8AHhUg_igPJCN4Ww","EUN1_3724465586",9944,2464,"assist",40,2345451
"iXlnLnGETPtVPo6WkxoyxNFHCZYO0aJlqV3YrYxkqN5A3RxOKJ1QSLK3cagOfa8AHhUg_igPJCN4Ww","EUN1_3724465586",10072,1497,"assist",40,2351600
"iXlnLnGETPtVPo6WkxoyxNFHCZYO0aJlqV3YrYxkqN5A3RxOKJ1QSLK3cagOfa8AHhUg_igPJCN4Ww","EUN1_3724465586",4973,930,"death",40,2355442
"iXlnLnGETPtVPo6WkxoyxNFHCZYO0aJlqV3YrYxkqN5A3RxOKJ1QSLK3cagOfa8AHhUg_igPJCN4Ww","EUN1_3724465586",7433,5114,"assist",41,2449737
"iXlnLnGETPtVPo6WkxoyxNFHCZYO0aJlqV3YrYxkqN5A3RxOKJ1QSLK3cagOfa8AHhUg_igPJCN4Ww","EUN1_3724465586",6284,6009,"death",41,2463926
"iXlnLnGETPtVPo6WkxoyxNFHCZYO0aJlqV3YrYxkqN5A3RxOKJ1QSLK3cagOfa8AHhUg_igPJCN4Ww","EUN1_3724465586",5841,5986,"assist",41,2465596
"iXlnLnGETPtVPo6WkxoyxNFHCZYO0aJlqV3YrYxkqN5A3RxOKJ1QSLK3cagOfa8AHhUg_igPJCN4Ww","EUN1_3724435305",11626,1013,"assist",7,372443
"iXlnLnGETPtVPo6WkxoyxNFHCZYO0aJlqV3YrYxkqN5A3RxOKJ1QSLK3cagOfa8AHhUg_igPJCN4Ww","EUN1_3724435305",11725,1100,"death",7,380125
"iXlnLnGETPtVPo6WkxoyxNFHCZYO0aJlqV3YrYxkqN5A3RxOKJ1QSLK3cagOfa8AHhUg_igPJCN4Ww","EUN1_3724435305",12830,4225,"death",13,748466
"iXlnLnGETPtVPo6WkxoyxNFHCZYO0aJlqV3YrYxkqN5A3RxOKJ1QSLK3cagOfa8AHhUg_igPJCN4Ww","EUN1_3724435305",4318,13875,"assist",14,830416
"iXlnLnGETPtVPo6WkxoyxNFHCZYO0aJlqV3YrYxkqN5A3RxOKJ1QSLK3cagOfa8AHhUg_igPJCN4Ww","EUN1_3724435305",4334,14025,"assist",14,837280
"iXlnLnGETPtVPo6WkxoyxNFHCZYO0aJlqV3YrYxkqN5A3RxOKJ1QSLK3cagOfa8AHhUg_igPJCN4Ww","EUN1_3724435305",8819,2362,"assist",17,1016927
"iXlnLnGETPtVPo6WkxoyxNFHCZYO0aJlqV3YrYxkqN5A3RxOKJ1QSLK3cagOfa8AHhUg_igPJCN4Ww","EUN1_3724435305",11865,1231,"kill",18,1030046
"iXlnLnGETPtVPo6WkxoyxNFHCZYO0aJlqV3YrYxkqN5A3RxOKJ1QSLK3cagOfa8AHhUg_igPJCN4Ww","EUN1_3724435305",8490,8978,"assist",18,1074476
"iXlnLnGETPtVPo6WkxoyxNFHCZYO0aJlqV3YrYxkqN5A3RxOKJ1QSLK3cagOfa8AHhUg_igPJCN4Ww","EUN1_3724435305",2430,12350,"death",21,1223048
"iXlnLnGETPtVPo6WkxoyxNFHCZYO0aJlqV3YrYxkqN5A3RxOKJ1QSLK3cagOfa8AHhUg_igPJCN4Ww","EUN1_3724435305",10714,5041,"death",25,1467436
"iXlnLnGETPtVPo6WkxoyxNFHCZYO0aJlqV3YrYxkqN5A3RxOKJ1QSLK3cagOfa8AHhUg_igPJCN4Ww","EUN1_3724435305",10932,4876,"assist",25,1472256
"iXlnLnGETPtVPo6WkxoyxNFHCZYO0aJlqV3YrYxkqN5A3RxOKJ1QSLK3cagOfa8AHhUg_igPJCN4Ww","EUN1_3724435305",10172,5958,"assist",25,1474141
"iXlnLnGETPtVPo6WkxoyxNFHCZYO0aJlqV3YrYxkqN5A3RxOKJ1QSLK3cagOfa8AHhUg_igPJCN4Ww","EUN1_3724435305",4720,9600,"death",27,1565388
"iXlnLnGETPtVPo6WkxoyxNFHCZYO0aJlqV3YrYxkqN5A3RxOKJ1QSLK3cagOfa8AHhUg_igPJCN4Ww","EUN1_3724435305",4992,7444,"assist",27,1579067
"iXlnLnGETPtVPo6WkxoyxNFHCZYO0aJlqV3YrYxkqN5A3RxOKJ1QSLK3cagOfa8AHhUg_igPJCN4Ww","EUN1_3724435305",9236,5684,"assist",28,1673383
"iXlnLnGETPtVPo6WkxoyxNFHCZYO0aJlqV3YrYxkqN5A3RxOKJ1QSLK3cagOfa8AHhUg_igPJCN4Ww","EUN1_3724435305",1759,3430,"assist",30,1790398
