"player_id","match_id","x","y","type","minute","timestamp"
"ExxYz2SH5JqVCFUxCloOfxs0KMCCsbC9O3XPCXu2ZL3MWFOu1ru5odV6jU1i5us8_VzHwnKyGQGyPg","EUW1_7261809798",768,7225,"kill",7,398554
"ExxYz2SH5JqVCFUxCloOfxs0KMCCsbC9O3XPCXu2ZL3MWFOu1ru5odV6jU1i5us8_VzHwnKyGQGyPg","EUW1_7261809798",8955,8510,"kill",8,429378
"ExxYz2SH5JqVCFUxCloOfxs0KMCCsbC9O3XPCXu2ZL3MWFOu1ru5odV6jU1i5us8_VzHwnKyGQGyPg","EUW1_7261809798",12527,2305,"assist",13,739194
"ExxYz2SH5JqVCFUxCloOfxs0KMCCsbC9O3XPCXu2ZL3MWFOu1ru5odV6jU1i5us8_VzHwnKyGQGyPg","EUW1_7261809798",2522,9119,"assist",15,881123
"ExxYz2SH5JqVCFUxCloOfxs0KMCCsbC9O3XPCXu2ZL3MWFOu1ru5odV6jU1i5us8_VzHwnKyGQGyPg","EUW1_7261809798",1651,10584,"assist",16,900694
"ExxYz2SH5JqVCFUxCloOfxs0KMCCsbC9O3XPCXu2ZL3MWFOu1ru5odV6jU1i5us8_VzHwnKyGQGyPg","EUW1_7261809798",9271,8761,"assist",20,1149557
"ExxYz2SH5JqVCFUxCloOfxs0KMCCsbC9O3XPCXu2ZL3MWFOu1ru5odV6jU1i5us8_VzHwnKyGQGyPg","EUW1_7261809798",8955,8510,"assist",20,1166816
"ExxYz2SH5JqVCFUxCloOfxs0KMCCsbC9O3XPCXu2ZL3MWFOu1ru5odV6jU1i5us8_VzHwnKyGQGyPg","EUW1_7261809798",6155,5868,"assist",23,1368596
"ExxYz2SH5JqVCFUxCloOfxs0KMCCsbC9O3XPCXu2ZL3MWFOu1ru5odV6jU1i5us8_VzHwnKyGQGyPg","EUW1_7261809798",10247,4814,"assist",25,1444598
"ExxYz2SH5JqVCFUxCloOfxs0KMCCsbC9O3XPCXu2ZL3MWFOu1ru5odV6jU1i5us8_VzHwnKyGQGyPg","EUW1_7261809798",7249,6022,"death",25,1463004
"ExxYz2SH5JqVCFUxCloOfxs0KMCCsbC9O3XPCXu2ZL3MWFOu1ru5odV6jU1i5us8_VzHwnKyGQGyPg","EUW1_7261809798",7212,6715,"assist",25,1466123
"ExxYz2SH5JqVCFUxCloOfxs0KMCCsbC9O3XPCXu2ZL3MWFOu1ru5odV6jU1i5us8_VzHwnKyGQGyPg","EUW1_7261809798",6274,4028,"death",27,1561906
"ExxYz2SH5JqVCFUxCloOfxs0KMCCsbC9O3XPCXu2ZL3MWFOu1ru5odV6jU1i5us8_VzHwnKyGQGyPg","EUW1_7261809798",7380,3687,"assist",27,1565318
"ExxYz2SH5JqVCFUxCloOfxs0KMCCsbC9O3XPCXu2ZL3MWFOu1ru5odV6jU1i5us8_VzHwnKyGQGyPg","EUW1_7261809798",1611,4107,"assist",29,1695858
"ExxYz2SH5JqVCFUxCloOfxs0KMCCsbC9O3XPCXu2ZL3MWFOu1ru5odV6jU1i5us8_VzHwnKyGQGyPg","EUW1_7261809798",1612,3259,"assist",29,1731660
"ExxYz2SH5JqVCFUxCloOfxs0KMCCsbC9O3XPCXu2ZL3MWFOu1ru5odV6jU1i5us8_VzHwnKyGQGyPg","EUW1_7261809798",1603,3570,"assist",29,1745312
