Date,Workout Name,Duration,Exercise Name,Set Order,Weight,Reps,Distance,Seconds,Notes,Workout Notes,RPE
2024-12-29 17:01:22,"Afternoon Workout",45m,"Push Up",2,0,20,0,0,,,
2024-12-29 17:01:22,"Afternoon Workout",45m,"Push Up",3,0,12,0,0,,,
2024-12-29 17:01:22,"Afternoon Workout",45m,"Push Up",4,0,15,0,0,,,
2024-12-29 17:01:22,"Afternoon Workout",45m,"Push Up",5,0,12,0,0,,,
2024-12-29 17:01:22,"Afternoon Workout",45m,"Triceps Dip",1,0,12,0,0,"",,
2024-12-29 17:01:22,"Afternoon Workout",45m,"Triceps Dip",2,0,8,0,0,,,
2024-12-29 17:01:22,"Afternoon Workout",45m,"Triceps Dip",3,0.0,9,0,0,,,
2024-12-29 17:01:22,"Afternoon Workout",45m,"Triceps Dip",4,0.0,9,0,0,,,
2024-12-29 17:01:22,"Afternoon Workout",45m,"Triceps Dip",5,0.0,10,0,0,,,
2024-12-29 17:01:22,"Afternoon Workout",45m,"Shoulder Press (Machine)",1,20.0,15,0,0,"",,
2024-12-29 17:01:22,"Afternoon Workout",45m,"Shoulder Press (Machine)",2,20.0,11,0,0,,,
2024-12-29 17:01:22,"Afternoon Workout",45m,"Bicep Curl (Dumbbell)",1,13.5,10,0,0,"",,
2024-12-30 18:52:03,"Evening Workout",1h,"Squat (Bodyweight)",1,0,40,0,0,"","",
2024-12-30 18:52:03,"Evening Workout",1h,"Squat (Bodyweight)",2,0,40,0,0,,,
2024-12-30 18:52:03,"Evening Workout",1h,"Pistol Squat",1,0,15,0,0,"",,
2024-12-30 18:52:03,"Evening Workout",1h,"Pistol Squat",2,0,15,0,0,,,
2024-12-30 18:52:03,"Evening Workout",1h,"Ab Wheel",1,0,20,0,0,"",,
2024-12-30 18:52:03,"Evening Workout",1h,"Ab Wheel",2,0,15,0,0,,,
2024-12-30 18:52:03,"Evening Workout",1h,"Glute Ham Raise",1,0,15,0,0,"",,
2024-12-30 18:52:03,"Evening Workout",1h,"Glute Ham Raise",2,0,15,0,0,,,
2024-12-30 18:52:03,"Evening Workout",1h,"Glute Ham Raise",3,0,15,0,0,,,
2024-12-30 18:52:03,"Evening Workout",1h,"Zercher Squat (Barbell)",1,20.0,40,0,0,"",,
2024-12-30 18:52:03,"Evening Workout",1h,"Zercher Squat (Barbell)",2,20.0,40,0,0,,,
2024-12-30 18:52:03,"Evening Workout",1h,"Leg Extension (Machine)",1,5.0,12,0,0,"",,
2024-12-30 18:52:03,"Evening Workout",1h,"Leg Extension (Machine)",2,5.0,12,0,0,,,
2024-12-30 18:52:03,"Evening Workout",1h,"Leg Extension (Machine)",3,5.0,12,0,0,,,
2024-12-30 18:52:03,"Evening Workout",1h,"Standing Calf Raise (Bodyweight)",1,0,50,0,0,"",,
2024-12-30 18:52:03,"Evening Workout",1h,"Standing Calf Raise (Bodyweight)",2,0,40,0,0,,,
2025-01-01 18:22:46,"Evening Workout",1h 10m,"Pull Up",1,0,8,0,0,"","",
2025-01-01 18:22:46,"Evening Workout",1h 10m,"Pull Up",2,0,12,0,0,,,
2025-01-01 18:22:46,"Evening Workout",1h 10m,"Pull Up",3,0,8,0,0,,,
2025-01-01 18:22:46,"Evening Workout",1h 10m,"Pull Up",4,0,6,0,0,,,
2025-01-01 18:22:46,"Evening Workout",1h 10m,"Pull Up",5,0,6,0,0,,,
2025-01-01 18:22:46,"Evening Workout",1h 10m,"Pull Up",6,0,6,0,0,,,
2025-01-01 18:22:46,"Evening Workout",1h 10m,"Pull Up",7,0,5,0,0,,,
2025-01-01 18:22:46,"Evening Workout",1h 10m,"Pull Up",8,0,4,0,0,,,
2025-01-01 18:22:46,"Evening Workout",1h 10m,"Pull Up",9,0,10,0,0,,,
2025-01-01 18:22:46,"Evening Workout",1h 10m,"Triceps Dip",1,0,20,0,0,"",,
2025-01-01 18:22:46,"Evening Workout",1h 10m,"Triceps Dip",2,0,15,0,0,,,
2025-01-01 18:22:46,"Evening Workout",1h 10m,"Triceps Dip",3,0.0,9,0,0,,,
2025-01-01 18:22:46,"Evening Workout",1h 10m,"Triceps Dip",4,0.0,12,0,0,,,
2025-01-01 18:22:46,"Evening Workout",1h 10m,"Triceps Dip",5,0.0,10,0,0,,,
2025-01-01 18:22:46,"Evening Workout",1h 10m,"Triceps Dip",6,0.0,12,0,0,,,
2025-01-01 18:22:46,"Evening Workout",1h 10m,"Triceps Dip",7,0.0,15,0,0,,,
2025-01-01 18:22:46,"Evening Workout",1h 10m,"Triceps Dip",8,0.0,10,0,0,,,
2025-01-01 18:22:46,"Evening Workout",1h 10m,"Shoulder Press (Machine)",1,20.0,17,0,0,"",,
2025-01-01 18:22:46,"Evening Workout",1h 10m,"Bicep Curl (Dumbbell)",1,13.5,12,0,0,"",,
2025-01-01 18:22:46,"Evening Workout",1h 10m,"Bicep Curl (Dumbbell)",2,13.5,7,0,0,,,
2025-01-01 18:22:46,"Evening Workout",1h 10m,"Bicep Curl (Dumbbell)",3,13.5,7,0,0,,,
2025-01-01 18:22:46,"Evening Workout",1h 10m,"Bicep Curl (Dumbbell)",4,11.0,8,0,0,,,
2025-01-01 18:22:46,"Evening Workout",1h 10m,"Seated Overhead Press (Dumbbell)",1,13.5,15,0,0,"",,
2025-01-04 22:10:03,"Evening Workout",1h 39m,"Pull Up",1,0,10,0,0,"","",
2025-01-04 22:10:03,"Evening Workout",1h 39m,"Pull Up",2,0,8,0,0,,,
2025-01-04 22:10:03,"Evening Workout",1h 39m,"Pull Up",3,0,6,0,0,,,
2025-01-04 22:10:03,"Evening Workout",1h 39m,"Pull Up",4,0,7,0,0,,,
2025-01-04 22:10:03,"Evening Workout",1h 39m,"Pull Up",5,0,4,0,0,,,
2025-01-04 22:10:03,"Evening Workout",1h 39m,"Pull Up",6,0,9,0,0,,,
2025-01-04 22:10:03,"Evening Workout",1h 39m,"Pull Up",7,0,5,0,0,,,
2025-01-04 22:10:03,"Evening Workout",1h 39m,"Pull Up",8,0,7,0,0,,,
