"Date","Workout.Name","Exercise.Name","Set.Order","Reps","Weight","Workout.Notes","DurationInMinutes","Owner","Body.Part"
"2024-12-06 21:48:00","Evening Workout","Lat Pulldown (Single Arm)",2,10,30,NA,99,"Ludwik","Back"
"2024-12-06 21:48:00","Evening Workout","Lat Pulldown (Single Arm)",3,6,40,NA,99,"Ludwik","Back"
"2024-12-06 21:48:00","Evening Workout","Lat Pulldown (Single Arm)",4,10,30,NA,99,"Ludwik","Back"
"2024-12-06 21:48:00","Evening Workout","Lat Pulldown (Single Arm)",5,8,30,NA,99,"Ludwik","Back"
"2024-12-07 20:30:00","Evening Workout","Bicep Curl (Dumbbell)",1,10,13.5,NA,83,"Ludwik","Arms"
"2024-12-07 20:30:00","Evening Workout","Bicep Curl (Dumbbell)",2,10,16,NA,83,"Ludwik","Arms"
"2024-12-07 20:30:00","Evening Workout","Bicep Curl (Dumbbell)",3,10,19.5,NA,83,"Ludwik","Arms"
"2024-12-07 20:30:00","Evening Workout","Bicep Curl (Dumbbell)",4,7,19.5,NA,83,"Ludwik","Arms"
"2024-12-07 20:30:00","Evening Workout","Bicep Curl (Dumbbell)",5,8,19.5,NA,83,"Ludwik","Arms"
"2024-12-07 20:30:00","Evening Workout","Hammer Curl (Dumbbell)",1,6,16,NA,83,"Ludwik","Arms"
"2024-12-07 20:30:00","Evening Workout","Hammer Curl (Dumbbell)",2,8,16,NA,83,"Ludwik","Arms"
"2024-12-07 20:30:00","Evening Workout","Hammer Curl (Dumbbell)",3,9,16,NA,83,"Ludwik","Arms"
"2024-12-07 20:30:00","Evening Workout","Bicep Curl (Cable)",1,8,25,NA,83,"Ludwik","Arms"
"2024-12-07 20:30:00","Evening Workout","Bicep Curl (Cable)",2,6,20,NA,83,"Ludwik","Arms"
"2024-12-07 20:30:00","Evening Workout","Bicep Curl (Cable)",3,8,15,NA,83,"Ludwik","Arms"
"2024-12-07 20:30:00","Evening Workout","Bicep Curl (Cable)",4,9,10,NA,83,"Ludwik","Arms"
"2024-12-07 20:30:00","Evening Workout","Bicep Curl (Cable)",5,16,5,NA,83,"Ludwik","Arms"
"2024-12-07 20:30:00","Evening Workout","Cable Kickback",1,10,20,NA,83,"Ludwik","Arms"
"2024-12-07 20:30:00","Evening Workout","Cable Kickback",2,10,20,NA,83,"Ludwik","Arms"
"2024-12-07 20:30:00","Evening Workout","Cable Kickback",3,12,20,NA,83,"Ludwik","Arms"
"2024-12-07 20:30:00","Evening Workout","Cable Kickback",4,9,15,NA,83,"Ludwik","Arms"
"2024-12-07 20:30:00","Evening Workout","Cable Kickback",5,15,10,NA,83,"Ludwik","Arms"
"2024-12-07 20:30:00","Evening Workout","Cable Kickback",6,35,5,NA,83,"Ludwik","Arms"
"2024-12-07 20:30:00","Evening Workout","Triceps Extension (Cable) (Single Arm)",1,7,20,NA,83,"Ludwik","Arms"
"2024-12-07 20:30:00","Evening Workout","Triceps Extension (Cable)",2,10,20,NA,83,"Ludwik","Arms"
"2024-12-07 20:30:00","Evening Workout","Triceps Extension (Cable)",3,10,20,NA,83,"Ludwik","Arms"
"2024-12-07 20:30:00","Evening Workout","Triceps Extension (Cable)",4,10,20,NA,83,"Ludwik","Arms"
"2024-12-07 20:30:00","Evening Workout","Triceps Extension (Cable)",5,7,20,NA,83,"Ludwik","Arms"
"2024-12-07 20:30:00","Evening Workout","Wrist Roller",1,20,16,NA,83,"Ludwik","Arms"
"2024-12-08 21:30:00","Legs","Squat (Barbell)",1,10,70,NA,73,"Ludwik","Legs"
"2024-12-08 21:30:00","Legs","Squat (Barbell)",2,10,90,NA,73,"Ludwik","Legs"
"2024-12-08 21:30:00","Legs","Squat (Barbell)",3,10,100,NA,73,"Ludwik","Legs"
"2024-12-08 21:30:00","Legs","Leg Extension (Machine) (Single leg)",1,10,20,NA,73,"Ludwik","Legs"
"2024-12-08 21:30:00","Legs","Leg Extension (Machine)",2,10,20,NA,73,"Ludwik","Legs"
"2024-12-08 21:30:00","Legs","Leg Extension (Machine)",3,10,20,NA,73,"Ludwik","Legs"
"2024-12-08 21:30:00","Legs","Standing Calf Raise (Dumbbell)",1,10,0,NA,73,"Ludwik","Legs"
"2024-12-08 21:30:00","Legs","Standing Calf Raise (Dumbbell)",2,10,16,NA,73,"Ludwik","Legs"
"2024-12-08 21:30:00","Legs","Standing Calf Raise (Dumbbell)",3,10,22,NA,73,"Ludwik","Legs"
"2024-12-08 21:30:00","Legs","Standing Calf Raise (Dumbbell)",4,10,22,NA,73,"Ludwik","Legs"
"2024-12-08 21:30:00","Legs","Lying Leg Curl (Machine)",1,10,10,NA,73,"Ludwik","Legs"
"2024-12-08 21:30:00","Legs","Lying Leg Curl (Machine)",2,10,10,NA,73,"Ludwik","Legs"
"2024-12-08 21:30:00","Legs","Lying Leg Curl (Machine)",3,10,15,NA,73,"Ludwik","Legs"
"2024-12-15 21:50:00","Legs","Squat (Barbell)",1,10,70,NA,73,"Ludwik","Legs"
"2024-12-15 21:50:00","Legs","Squat (Barbell)",2,10,90,NA,73,"Ludwik","Legs"
"2024-12-15 21:50:00","Legs","Squat (Barbell)",3,10,100,NA,73,"Ludwik","Legs"
"2024-12-15 21:50:00","Legs","Leg Extension (Machine) (Single leg)",1,10,20,NA,73,"Ludwik","Legs"
"2024-12-15 21:50:00","Legs","Leg Extension (Machine)",2,10,20,NA,73,"Ludwik","Legs"
"2024-12-15 21:50:00","Legs","Leg Extension (Machine)",3,10,20,NA,73,"Ludwik","Legs"
"2024-12-15 21:50:00","Legs","Standing Calf Raise (Dumbbell)",1,10,0,NA,73,"Ludwik","Legs"
"2024-12-15 21:50:00","Legs","Standing Calf Raise (Dumbbell)",2,10,16,NA,73,"Ludwik","Legs"
"2024-12-15 21:50:00","Legs","Standing Calf Raise (Dumbbell)",3,10,22,NA,73,"Ludwik","Legs"
"2024-12-15 21:50:00","Legs","Standing Calf Raise (Dumbbell)",4,10,22,NA,73,"Ludwik","Legs"
"2024-12-15 21:50:00","Legs","Lying Leg Curl (Machine)",1,10,10,NA,73,"Ludwik","Legs"
"2024-12-15 21:50:00","Legs","Lying Leg Curl (Machine)",2,10,10,NA,73,"Ludwik","Legs"
"2024-12-15 21:50:00","Legs","Lying Leg Curl (Machine)",3,10,15,NA,73,"Ludwik","Legs"
"2024-12-26 22:01:00","Evening Workout","Bench Press (Dumbbell)",1,10,22,NA,59,"Ludwik","Chest"
"2024-12-26 22:01:00","Evening Workout","Bench Press (Dumbbell)",2,10,32,NA,64,"Ludwik","Chest"
"2024-12-26 22:01:00","Evening Workout","Bench Press (Dumbbell)",3,7,34.5,NA,64,"Ludwik","Chest"
"2024-12-26 22:01:00","Evening Workout","Bench Press (Dumbbell)",4,9,32,NA,64,"Ludwik","Chest"
"2024-12-26 22:01:00","Evening Workout","Chest Fly (Band)",1,10,30,NA,64,"Ludwik","Chest"
"2024-12-26 22:01:00","Evening Workout","Chest Fly (Band)",2,10,30,NA,64,"Ludwik","Chest"
"2024-12-26 22:01:00","Evening Workout","Chest Fly (Band)",3,8,30,NA,64,"Ludwik","Chest"
"2024-12-26 22:01:00","Evening Workout","Incline Bench Press (Dumbbell)",1,10,27,NA,64,"Ludwik","Chest"
"2024-12-26 22:01:00","Evening Workout","Incline Bench Press (Dumbbell)",2,7,24.5,NA,64,"Ludwik","Chest"
"2024-12-26 22:01:00","Evening Workout","Incline Bench Press (Dumbbell)",3,10,22,NA,64,"Ludwik","Chest"
"2024-12-26 22:01:00","Evening Workout","Incline Bench Press (Dumbbell)",4,7,22,NA,64,"Ludwik","Chest"
"2024-12-26 22:01:00","Evening Workout","Bench Press (Dumbbell) (Reversed )",1,8,16,NA,64,"Ludwik","Chest"
"2024-12-26 22:01:00","Evening Workout","Bench Press (Dumbbell)",2,10,16,NA,64,"Ludwik","Chest"
"2024-12-26 22:01:00","Evening Workout","Bench Press (Dumbbell)",3,8,16,NA,64,"Ludwik","Chest"
"2024-12-26 22:01:00","Evening Workout","Triceps Pushdown (Cable - Straight Bar)",1,4,25,NA,64,"Ludwik","Arms"
"2024-12-26 22:01:00","Evening Workout","Triceps Pushdown (Cable - Straight Bar)",2,5,20,NA,64,"Ludwik","Arms"
"2024-12-26 22:01:00","Evening Workout","Triceps Pushdown (Cable - Straight Bar)",3,7,15,NA,64,"Ludwik","Arms"
"2024-12-26 22:01:00","Evening Workout","Triceps Pushdown (Cable - Straight Bar)",4,10,10,NA,64,"Ludwik","Arms"
"2024-12-26 22:01:00","Evening Workout","Triceps Pushdown (Cable - Straight Bar)",5,30,5,NA,64,"Ludwik","Arms"
"2024-12-26 22:01:00","Evening Workout","Triceps Pushdown (Cable - Straight Bar)",6,4,20,NA,64,"Ludwik","Arms"
"2024-12-26 22:01:00","Evening Workout","Triceps Pushdown (Cable - Straight Bar)",7,7,15,NA,64,"Ludwik","Arms"
"2024-12-26 22:01:00","Evening Workout","Triceps Pushdown (Cable - Straight Bar)",8,13,10,NA,64,"Ludwik","Arms"
"2024-12-26 22:01:00","Evening Workout","Triceps Pushdown (Cable - Straight Bar)",9,30,5,NA,64,"Ludwik","Arms"
"2024-12-27 20:48:00","Evening Workout","Seated Row (Machine)",1,10,50,NA,80,"Ludwik","Back"
"2024-12-27 20:48:00","Evening Workout","Seated Row (Machine)",2,10,60,NA,80,"Ludwik","Back"
"2024-12-27 20:48:00","Evening Workout","Seated Row (Machine)",3,10,60,NA,80,"Ludwik","Back"
"2024-12-27 20:48:00","Evening Workout","Seated Row (Machine)",4,10,60,NA,80,"Ludwik","Back"
"2024-12-27 20:48:00","Evening Workout","Seated Row (Machine)",5,9,70,NA,80,"Ludwik","Back"
"2024-12-27 20:48:00","Evening Workout","Good Morning (Barbell)",1,10,20,NA,80,"Ludwik","Back"
"2024-12-27 20:48:00","Evening Workout","Good Morning (Barbell)",2,10,50,NA,80,"Ludwik","Back"
"2024-12-27 20:48:00","Evening Workout","Good Morning (Barbell)",3,10,50,NA,80,"Ludwik","Back"
"2024-12-27 20:48:00","Evening Workout","Good Morning (Barbell)",4,10,50,NA,80,"Ludwik","Back"
"2024-12-27 20:48:00","Evening Workout","Iso-Lateral Row (Machine)",1,10,40,NA,80,"Ludwik","Back"
"2024-12-27 20:48:00","Evening Workout","Iso-Lateral Row (Machine)",2,10,60,NA,80,"Ludwik","Back"
"2024-12-27 20:48:00","Evening Workout","Iso-Lateral Row (Machine)",3,10,60,NA,80,"Ludwik","Back"
"2024-12-27 20:48:00","Evening Workout","Iso-Lateral Row (Machine)",4,10,60,NA,80,"Ludwik","Back"
"2024-12-27 20:48:00","Evening Workout","Reverse Fly (Dumbbell)",1,11,6,NA,80,"Ludwik","Shoulders"
"2024-12-27 20:48:00","Evening Workout","Reverse Fly (Dumbbell)",2,10,6,NA,80,"Ludwik","Shoulders"
"2024-12-27 20:48:00","Evening Workout","Reverse Fly (Dumbbell)",3,10,6,NA,80,"Ludwik","Shoulders"
"2024-12-27 20:48:00","Evening Workout","Bicep Curl (Cable)",1,13,20,NA,80,"Ludwik","Arms"
"2024-12-27 20:48:00","Evening Workout","Bicep Curl (Cable)",2,9,15,NA,80,"Ludwik","Arms"
"2024-12-27 20:48:00","Evening Workout","Bicep Curl (Cable)",3,8,10,NA,80,"Ludwik","Arms"
"2024-12-27 20:48:00","Evening Workout","Bicep Curl (Cable)",4,20,5,NA,80,"Ludwik","Arms"
"2024-12-27 20:48:00","Evening Workout","Lat Pulldown (Single Arm)",1,10,20,NA,80,"Ludwik","Back"
"2024-12-27 20:48:00","Evening Workout","Lat Pulldown (Single Arm)",2,10,30,NA,80,"Ludwik","Back"
"2024-12-27 20:48:00","Evening Workout","Lat Pulldown (Single Arm)",3,6,40,NA,80,"Ludwik","Back"
"2024-12-27 20:48:00","Evening Workout","Lat Pulldown (Single Arm)",4,10,30,NA,80,"Ludwik","Back"
"2024-12-27 20:48:00","Evening Workout","Lat Pulldown (Single Arm)",5,8,30,NA,80,"Ludwik","Back"
"2024-12-28 20:48:00","Evening Workout","Bicep Curl (Dumbbell)",1,10,13.5,NA,70,"Ludwik","Arms"
"2024-12-28 20:48:00","Evening Workout","Bicep Curl (Dumbbell)",2,10,16,NA,70,"Ludwik","Arms"
"2024-12-28 20:48:00","Evening Workout","Bicep Curl (Dumbbell)",3,10,19.5,NA,70,"Ludwik","Arms"
"2024-12-28 20:48:00","Evening Workout","Bicep Curl (Dumbbell)",4,7,19.5,NA,70,"Ludwik","Arms"
"2024-12-28 20:48:00","Evening Workout","Bicep Curl (Dumbbell)",5,8,19.5,NA,70,"Ludwik","Arms"
"2024-12-28 20:48:00","Evening Workout","Hammer Curl (Dumbbell)",1,6,16,NA,70,"Ludwik","Arms"
"2024-12-28 20:48:00","Evening Workout","Hammer Curl (Dumbbell)",2,8,16,NA,70,"Ludwik","Arms"
"2024-12-28 20:48:00","Evening Workout","Hammer Curl (Dumbbell)",3,9,16,NA,70,"Ludwik","Arms"
"2024-12-28 20:48:00","Evening Workout","Bicep Curl (Cable)",1,8,25,NA,70,"Ludwik","Arms"
"2024-12-28 20:48:00","Evening Workout","Bicep Curl (Cable)",2,6,20,NA,70,"Ludwik","Arms"
"2024-12-28 20:48:00","Evening Workout","Bicep Curl (Cable)",3,8,15,NA,70,"Ludwik","Arms"
"2024-12-28 20:48:00","Evening Workout","Bicep Curl (Cable)",4,9,10,NA,70,"Ludwik","Arms"
"2024-12-28 20:48:00","Evening Workout","Bicep Curl (Cable)",5,16,5,NA,70,"Ludwik","Arms"
"2024-12-28 20:48:00","Evening Workout","Cable Kickback",1,10,20,NA,70,"Ludwik","Arms"
"2024-12-28 20:48:00","Evening Workout","Cable Kickback",2,10,20,NA,70,"Ludwik","Arms"
"2024-12-28 20:48:00","Evening Workout","Cable Kickback",3,12,20,NA,70,"Ludwik","Arms"
"2024-12-28 20:48:00","Evening Workout","Cable Kickback",4,9,15,NA,70,"Ludwik","Arms"
"2024-12-28 20:48:00","Evening Workout","Cable Kickback",5,15,10,NA,70,"Ludwik","Arms"
"2024-12-28 20:48:00","Evening Workout","Cable Kickback",6,35,5,NA,70,"Ludwik","Arms"
"2024-12-28 20:48:00","Evening Workout","Triceps Extension (Cable) (Single Arm)",1,7,20,NA,70,"Ludwik","Arms"
"2024-12-28 20:48:00","Evening Workout","Triceps Extension (Cable)",2,10,20,NA,70,"Ludwik","Arms"
"2024-12-28 20:48:00","Evening Workout","Triceps Extension (Cable)",3,10,20,NA,70,"Ludwik","Arms"
"2024-12-28 20:48:00","Evening Workout","Triceps Extension (Cable)",4,10,20,NA,70,"Ludwik","Arms"
"2024-12-28 20:48:00","Evening Workout","Triceps Extension (Cable)",5,7,20,NA,70,"Ludwik","Arms"
"2024-12-28 20:48:00","Evening Workout","Wrist Roller",1,20,16,NA,70,"Ludwik","Arms"
"2024-12-29 21:50:00","Legs","Squat (Barbell)",1,10,70,NA,77,"Ludwik","Legs"
"2024-12-29 21:50:00","Legs","Squat (Barbell)",2,10,90,NA,77,"Ludwik","Legs"
"2024-12-29 21:50:00","Legs","Squat (Barbell)",3,10,100,NA,77,"Ludwik","Legs"
"2024-12-29 21:50:00","Legs","Leg Extension (Machine) (Single leg)",1,10,20,NA,77,"Ludwik","Legs"
"2024-12-29 21:50:00","Legs","Leg Extension (Machine)",2,10,20,NA,77,"Ludwik","Legs"
"2024-12-29 21:50:00","Legs","Leg Extension (Machine)",3,10,20,NA,77,"Ludwik","Legs"
"2024-12-29 21:50:00","Legs","Standing Calf Raise (Dumbbell)",1,10,0,NA,77,"Ludwik","Legs"
"2024-12-29 21:50:00","Legs","Standing Calf Raise (Dumbbell)",2,10,16,NA,77,"Ludwik","Legs"
"2024-12-29 21:50:00","Legs","Standing Calf Raise (Dumbbell)",3,10,22,NA,77,"Ludwik","Legs"
"2024-12-29 21:50:00","Legs","Standing Calf Raise (Dumbbell)",4,10,22,NA,77,"Ludwik","Legs"
"2024-12-29 21:50:00","Legs","Lying Leg Curl (Machine)",1,10,10,NA,77,"Ludwik","Legs"
"2024-12-29 21:50:00","Legs","Lying Leg Curl (Machine)",2,10,10,NA,77,"Ludwik","Legs"
"2024-12-29 21:50:00","Legs","Lying Leg Curl (Machine)",3,10,15,NA,77,"Ludwik","Legs"
"2025-01-13 20:01:00","Evening Workout","Bench Press (Dumbbell)",1,10,22,NA,77,"Ludwik","Chest"
"2025-01-13 20:01:00","Evening Workout","Bench Press (Dumbbell)",2,10,32,NA,54,"Ludwik","Chest"
"2025-01-13 20:01:00","Evening Workout","Bench Press (Dumbbell)",3,7,34.5,NA,54,"Ludwik","Chest"
"2025-01-13 20:01:00","Evening Workout","Bench Press (Dumbbell)",4,9,32,NA,54,"Ludwik","Chest"
"2025-01-13 20:01:00","Evening Workout","Chest Fly (Band)",1,10,30,NA,54,"Ludwik","Chest"
"2025-01-13 20:01:00","Evening Workout","Chest Fly (Band)",2,10,30,NA,54,"Ludwik","Chest"
"2025-01-13 20:01:00","Evening Workout","Chest Fly (Band)",3,8,30,NA,54,"Ludwik","Chest"
"2025-01-13 20:01:00","Evening Workout","Incline Bench Press (Dumbbell)",1,10,27,NA,54,"Ludwik","Chest"
"2025-01-13 20:01:00","Evening Workout","Incline Bench Press (Dumbbell)",2,7,24.5,NA,54,"Ludwik","Chest"
"2025-01-13 20:01:00","Evening Workout","Incline Bench Press (Dumbbell)",3,10,22,NA,54,"Ludwik","Chest"
"2025-01-13 20:01:00","Evening Workout","Incline Bench Press (Dumbbell)",4,7,22,NA,54,"Ludwik","Chest"
"2025-01-13 20:01:00","Evening Workout","Bench Press (Dumbbell) (Reversed )",1,8,16,NA,54,"Ludwik","Chest"
"2025-01-13 20:01:00","Evening Workout","Bench Press (Dumbbell)",2,10,16,NA,54,"Ludwik","Chest"
"2025-01-13 20:01:00","Evening Workout","Bench Press (Dumbbell)",3,8,16,NA,54,"Ludwik","Chest"
"2025-01-13 20:01:00","Evening Workout","Triceps Pushdown (Cable - Straight Bar)",1,4,25,NA,54,"Ludwik","Arms"
"2025-01-13 20:01:00","Evening Workout","Triceps Pushdown (Cable - Straight Bar)",2,5,20,NA,54,"Ludwik","Arms"
"2025-01-13 20:01:00","Evening Workout","Triceps Pushdown (Cable - Straight Bar)",3,7,15,NA,54,"Ludwik","Arms"
"2025-01-13 20:01:00","Evening Workout","Triceps Pushdown (Cable - Straight Bar)",4,10,10,NA,54,"Ludwik","Arms"
"2025-01-13 20:01:00","Evening Workout","Triceps Pushdown (Cable - Straight Bar)",5,30,5,NA,54,"Ludwik","Arms"
"2025-01-13 20:01:00","Evening Workout","Triceps Pushdown (Cable - Straight Bar)",6,4,20,NA,54,"Ludwik","Arms"
"2025-01-13 20:01:00","Evening Workout","Triceps Pushdown (Cable - Straight Bar)",7,7,15,NA,54,"Ludwik","Arms"
"2025-01-13 20:01:00","Evening Workout","Triceps Pushdown (Cable - Straight Bar)",8,13,10,NA,54,"Ludwik","Arms"
"2025-01-13 20:01:00","Evening Workout","Triceps Pushdown (Cable - Straight Bar)",9,30,5,NA,54,"Ludwik","Arms"
"2025-01-14 21:01:00","Evening Workout","Seated Row (Machine)",1,10,50,NA,86,"Ludwik","Back"
"2025-01-14 21:01:00","Evening Workout","Seated Row (Machine)",2,10,60,NA,86,"Ludwik","Back"
"2025-01-14 21:01:00","Evening Workout","Seated Row (Machine)",3,10,60,NA,86,"Ludwik","Back"
"2025-01-14 21:01:00","Evening Workout","Seated Row (Machine)",4,10,60,NA,86,"Ludwik","Back"
"2025-01-14 21:01:00","Evening Workout","Seated Row (Machine)",5,9,70,NA,86,"Ludwik","Back"
"2025-01-14 21:01:00","Evening Workout","Good Morning (Barbell)",1,10,20,NA,86,"Ludwik","Back"
"2025-01-14 21:01:00","Evening Workout","Good Morning (Barbell)",2,10,50,NA,86,"Ludwik","Back"
"2025-01-14 21:01:00","Evening Workout","Good Morning (Barbell)",3,10,50,NA,86,"Ludwik","Back"
"2025-01-14 21:01:00","Evening Workout","Good Morning (Barbell)",4,10,50,NA,86,"Ludwik","Back"
"2025-01-14 21:01:00","Evening Workout","Iso-Lateral Row (Machine)",1,10,40,NA,86,"Ludwik","Back"
"2025-01-14 21:01:00","Evening Workout","Iso-Lateral Row (Machine)",2,10,60,NA,86,"Ludwik","Back"
"2025-01-14 21:01:00","Evening Workout","Iso-Lateral Row (Machine)",3,10,60,NA,86,"Ludwik","Back"
"2025-01-14 21:01:00","Evening Workout","Iso-Lateral Row (Machine)",4,10,60,NA,86,"Ludwik","Back"
"2025-01-14 21:01:00","Evening Workout","Reverse Fly (Dumbbell)",1,11,6,NA,86,"Ludwik","Shoulders"
"2025-01-14 21:01:00","Evening Workout","Reverse Fly (Dumbbell)",2,10,6,NA,86,"Ludwik","Shoulders"
"2025-01-14 21:01:00","Evening Workout","Reverse Fly (Dumbbell)",3,10,6,NA,86,"Ludwik","Shoulders"
"2025-01-14 21:01:00","Evening Workout","Bicep Curl (Cable)",1,13,20,NA,86,"Ludwik","Arms"
"2025-01-14 21:01:00","Evening Workout","Bicep Curl (Cable)",2,9,15,NA,86,"Ludwik","Arms"
"2025-01-14 21:01:00","Evening Workout","Bicep Curl (Cable)",3,8,10,NA,86,"Ludwik","Arms"
"2025-01-14 21:01:00","Evening Workout","Bicep Curl (Cable)",4,20,5,NA,86,"Ludwik","Arms"
"2025-01-14 21:01:00","Evening Workout","Lat Pulldown (Single Arm)",1,10,20,NA,86,"Ludwik","Back"
"2025-01-14 21:01:00","Evening Workout","Lat Pulldown (Single Arm)",2,10,30,NA,86,"Ludwik","Back"
"2025-01-14 21:01:00","Evening Workout","Lat Pulldown (Single Arm)",3,6,40,NA,86,"Ludwik","Back"
"2025-01-14 21:01:00","Evening Workout","Lat Pulldown (Single Arm)",4,10,30,NA,86,"Ludwik","Back"
"2025-01-14 21:01:00","Evening Workout","Lat Pulldown (Single Arm)",5,8,30,NA,86,"Ludwik","Back"
"2025-01-15 22:01:00","Evening Workout","Bicep Curl (Dumbbell)",1,10,13.5,NA,75,"Ludwik","Arms"
"2025-01-15 22:01:00","Evening Workout","Bicep Curl (Dumbbell)",2,10,16,NA,75,"Ludwik","Arms"
"2025-01-15 22:01:00","Evening Workout","Bicep Curl (Dumbbell)",3,10,19.5,NA,75,"Ludwik","Arms"
"2025-01-15 22:01:00","Evening Workout","Bicep Curl (Dumbbell)",4,7,19.5,NA,75,"Ludwik","Arms"
"2025-01-15 22:01:00","Evening Workout","Bicep Curl (Dumbbell)",5,8,19.5,NA,75,"Ludwik","Arms"
"2025-01-15 22:01:00","Evening Workout","Hammer Curl (Dumbbell)",1,6,16,NA,75,"Ludwik","Arms"
"2025-01-15 22:01:00","Evening Workout","Hammer Curl (Dumbbell)",2,8,16,NA,75,"Ludwik","Arms"
"2025-01-15 22:01:00","Evening Workout","Hammer Curl (Dumbbell)",3,9,16,NA,75,"Ludwik","Arms"
"2025-01-15 22:01:00","Evening Workout","Bicep Curl (Cable)",1,8,25,NA,75,"Ludwik","Arms"
"2025-01-15 22:01:00","Evening Workout","Bicep Curl (Cable)",2,6,20,NA,75,"Ludwik","Arms"
"2025-01-15 22:01:00","Evening Workout","Bicep Curl (Cable)",3,8,15,NA,75,"Ludwik","Arms"
"2025-01-15 22:01:00","Evening Workout","Bicep Curl (Cable)",4,9,10,NA,75,"Ludwik","Arms"
"2025-01-15 22:01:00","Evening Workout","Bicep Curl (Cable)",5,16,5,NA,75,"Ludwik","Arms"
"2025-01-15 22:01:00","Evening Workout","Cable Kickback",1,10,20,NA,75,"Ludwik","Arms"
"2025-01-15 22:01:00","Evening Workout","Cable Kickback",2,10,20,NA,75,"Ludwik","Arms"
"2025-01-15 22:01:00","Evening Workout","Cable Kickback",3,12,20,NA,75,"Ludwik","Arms"
"2025-01-15 22:01:00","Evening Workout","Cable Kickback",4,9,15,NA,75,"Ludwik","Arms"
"2025-01-15 22:01:00","Evening Workout","Cable Kickback",5,15,10,NA,75,"Ludwik","Arms"
"2025-01-15 22:01:00","Evening Workout","Cable Kickback",6,35,5,NA,75,"Ludwik","Arms"
"2025-01-15 22:01:00","Evening Workout","Triceps Extension (Cable) (Single Arm)",1,7,20,NA,75,"Ludwik","Arms"
"2025-01-15 22:01:00","Evening Workout","Triceps Extension (Cable)",2,10,20,NA,75,"Ludwik","Arms"
"2025-01-15 22:01:00","Evening Workout","Triceps Extension (Cable)",3,10,20,NA,75,"Ludwik","Arms"
"2025-01-15 22:01:00","Evening Workout","Triceps Extension (Cable)",4,10,20,NA,75,"Ludwik","Arms"
"2025-01-15 22:01:00","Evening Workout","Triceps Extension (Cable)",5,7,20,NA,75,"Ludwik","Arms"
"2025-01-15 22:01:00","Evening Workout","Wrist Roller",1,20,16,NA,75,"Ludwik","Arms"
"2025-01-16 22:20:00","Legs","Squat (Barbell)",1,10,70,NA,68,"Ludwik","Legs"
"2025-01-16 22:20:00","Legs","Squat (Barbell)",2,10,90,NA,68,"Ludwik","Legs"
"2025-01-16 22:20:00","Legs","Squat (Barbell)",3,10,100,NA,68,"Ludwik","Legs"
"2025-01-16 22:20:00","Legs","Leg Extension (Machine) (Single leg)",1,10,20,NA,68,"Ludwik","Legs"
"2025-01-16 22:20:00","Legs","Leg Extension (Machine)",2,10,20,NA,68,"Ludwik","Legs"
"2025-01-16 22:20:00","Legs","Leg Extension (Machine)",3,10,20,NA,68,"Ludwik","Legs"
"2025-01-16 22:20:00","Legs","Standing Calf Raise (Dumbbell)",1,10,0,NA,68,"Ludwik","Legs"
"2025-01-16 22:20:00","Legs","Standing Calf Raise (Dumbbell)",2,10,16,NA,68,"Ludwik","Legs"
"2025-01-16 22:20:00","Legs","Standing Calf Raise (Dumbbell)",3,10,22,NA,68,"Ludwik","Legs"
"2025-01-16 22:20:00","Legs","Standing Calf Raise (Dumbbell)",4,10,22,NA,68,"Ludwik","Legs"
"2025-01-16 22:20:00","Legs","Lying Leg Curl (Machine)",1,10,10,NA,68,"Ludwik","Legs"
"2025-01-16 22:20:00","Legs","Lying Leg Curl (Machine)",2,10,10,NA,68,"Ludwik","Legs"
"2025-01-16 22:20:00","Legs","Lying Leg Curl (Machine)",3,10,15,NA,68,"Ludwik","Legs"
"2025-01-19 21:14:00","Evening Workout","Bench Press (Dumbbell)",1,10,22,NA,77,"Ludwik","Chest"
"2025-01-19 21:14:00","Evening Workout","Bench Press (Dumbbell)",2,10,32,NA,58,"Ludwik","Chest"
"2025-01-19 21:14:00","Evening Workout","Bench Press (Dumbbell)",3,7,34.5,NA,58,"Ludwik","Chest"
"2025-01-19 21:14:00","Evening Workout","Bench Press (Dumbbell)",4,9,32,NA,58,"Ludwik","Chest"
"2025-01-19 21:14:00","Evening Workout","Chest Fly (Band)",1,10,30,NA,58,"Ludwik","Chest"
"2025-01-19 21:14:00","Evening Workout","Chest Fly (Band)",2,10,30,NA,58,"Ludwik","Chest"
"2025-01-19 21:14:00","Evening Workout","Chest Fly (Band)",3,8,30,NA,58,"Ludwik","Chest"
"2025-01-19 21:14:00","Evening Workout","Incline Bench Press (Dumbbell)",1,10,27,NA,58,"Ludwik","Chest"
"2025-01-19 21:14:00","Evening Workout","Incline Bench Press (Dumbbell)",2,7,24.5,NA,58,"Ludwik","Chest"
"2025-01-19 21:14:00","Evening Workout","Incline Bench Press (Dumbbell)",3,10,22,NA,58,"Ludwik","Chest"
"2025-01-19 21:14:00","Evening Workout","Incline Bench Press (Dumbbell)",4,7,22,NA,58,"Ludwik","Chest"
"2025-01-19 21:14:00","Evening Workout","Bench Press (Dumbbell) (Reversed )",1,8,16,NA,58,"Ludwik","Chest"
"2025-01-19 21:14:00","Evening Workout","Bench Press (Dumbbell)",2,10,16,NA,58,"Ludwik","Chest"
