"Date","Workout.Name","Exercise.Name","Set.Order","Reps","Weight","Workout.Notes","DurationInMinutes","Owner","Body.Part"
"2024-12-12 20:48:00","Evening Workout","Seated Row (Machine)",1,10,50,NA,99,"Ludwik","Back"
"2024-12-12 20:48:00","Evening Workout","Seated Row (Machine)",2,10,60,NA,99,"Ludwik","Back"
"2024-12-12 20:48:00","Evening Workout","Seated Row (Machine)",3,10,60,NA,99,"Ludwik","Back"
"2024-12-12 20:48:00","Evening Workout","Seated Row (Machine)",4,10,60,NA,99,"Ludwik","Back"
"2024-12-12 20:48:00","Evening Workout","Seated Row (Machine)",5,9,70,NA,99,"Ludwik","Back"
"2024-12-12 20:48:00","Evening Workout","Good Morning (Barbell)",1,10,20,NA,99,"Ludwik","Back"
"2024-12-12 20:48:00","Evening Workout","Good Morning (Barbell)",2,10,50,NA,99,"Ludwik","Back"
"2024-12-12 20:48:00","Evening Workout","Good Morning (Barbell)",3,10,50,NA,99,"Ludwik","Back"
"2024-12-12 20:48:00","Evening Workout","Good Morning (Barbell)",4,10,50,NA,99,"Ludwik","Back"
"2024-12-12 20:48:00","Evening Workout","Iso-Lateral Row (Machine)",1,10,40,NA,99,"Ludwik","Back"
"2024-12-12 20:48:00","Evening Workout","Iso-Lateral Row (Machine)",2,10,60,NA,99,"Ludwik","Back"
"2024-12-12 20:48:00","Evening Workout","Iso-Lateral Row (Machine)",3,10,60,NA,99,"Ludwik","Back"
"2024-12-12 20:48:00","Evening Workout","Iso-Lateral Row (Machine)",4,10,60,NA,99,"Ludwik","Back"
"2024-12-12 20:48:00","Evening Workout","Reverse Fly (Dumbbell)",1,11,6,NA,99,"Ludwik","Shoulders"
"2024-12-12 20:48:00","Evening Workout","Reverse Fly (Dumbbell)",2,10,6,NA,99,"Ludwik","Shoulders"
"2024-12-12 20:48:00","Evening Workout","Reverse Fly (Dumbbell)",3,10,6,NA,99,"Ludwik","Shoulders"
"2024-12-12 20:48:00","Evening Workout","Bicep Curl (Cable)",1,13,20,NA,99,"Ludwik","Arms"
"2024-12-12 20:48:00","Evening Workout","Bicep Curl (Cable)",2,9,15,NA,99,"Ludwik","Arms"
"2024-12-12 20:48:00","Evening Workout","Bicep Curl (Cable)",3,8,10,NA,99,"Ludwik","Arms"
"2024-12-12 20:48:00","Evening Workout","Bicep Curl (Cable)",4,20,5,NA,99,"Ludwik","Arms"
"2024-12-12 20:48:00","Evening Workout","Lat Pulldown (Single Arm)",1,10,20,NA,99,"Ludwik","Back"
"2024-12-12 20:48:00","Evening Workout","Lat Pulldown (Single Arm)",2,10,30,NA,99,"Ludwik","Back"
"2024-12-12 20:48:00","Evening Workout","Lat Pulldown (Single Arm)",3,6,40,NA,99,"Ludwik","Back"
"2024-12-12 20:48:00","Evening Workout","Lat Pulldown (Single Arm)",4,10,30,NA,99,"Ludwik","Back"
"2024-12-12 20:48:00","Evening Workout","Lat Pulldown (Single Arm)",5,8,30,NA,99,"Ludwik","Back"
"2024-12-16 21:05:00","Evening Workout","Bicep Curl (Dumbbell)",1,10,13.5,NA,83,"Ludwik","Arms"
"2024-12-16 21:05:00","Evening Workout","Bicep Curl (Dumbbell)",2,10,16,NA,83,"Ludwik","Arms"
"2024-12-16 21:05:00","Evening Workout","Bicep Curl (Dumbbell)",3,10,19.5,NA,83,"Ludwik","Arms"
"2024-12-16 21:05:00","Evening Workout","Bicep Curl (Dumbbell)",4,7,19.5,NA,83,"Ludwik","Arms"
"2024-12-16 21:05:00","Evening Workout","Bicep Curl (Dumbbell)",5,8,19.5,NA,83,"Ludwik","Arms"
"2024-12-16 21:05:00","Evening Workout","Hammer Curl (Dumbbell)",1,6,16,NA,83,"Ludwik","Arms"
"2024-12-16 21:05:00","Evening Workout","Hammer Curl (Dumbbell)",2,8,16,NA,83,"Ludwik","Arms"
"2024-12-16 21:05:00","Evening Workout","Hammer Curl (Dumbbell)",3,9,16,NA,83,"Ludwik","Arms"
"2024-12-16 21:05:00","Evening Workout","Bicep Curl (Cable)",1,8,25,NA,83,"Ludwik","Arms"
"2024-12-16 21:05:00","Evening Workout","Bicep Curl (Cable)",2,6,20,NA,83,"Ludwik","Arms"
"2024-12-16 21:05:00","Evening Workout","Bicep Curl (Cable)",3,8,15,NA,83,"Ludwik","Arms"
"2024-12-16 21:05:00","Evening Workout","Bicep Curl (Cable)",4,9,10,NA,83,"Ludwik","Arms"
"2024-12-16 21:05:00","Evening Workout","Bicep Curl (Cable)",5,16,5,NA,83,"Ludwik","Arms"
"2024-12-16 21:05:00","Evening Workout","Cable Kickback",1,10,20,NA,83,"Ludwik","Arms"
"2024-12-16 21:05:00","Evening Workout","Cable Kickback",2,10,20,NA,83,"Ludwik","Arms"
"2024-12-16 21:05:00","Evening Workout","Cable Kickback",3,12,20,NA,83,"Ludwik","Arms"
"2024-12-16 21:05:00","Evening Workout","Cable Kickback",4,9,15,NA,83,"Ludwik","Arms"
"2024-12-16 21:05:00","Evening Workout","Cable Kickback",5,15,10,NA,83,"Ludwik","Arms"
"2024-12-16 21:05:00","Evening Workout","Cable Kickback",6,35,5,NA,83,"Ludwik","Arms"
"2024-12-16 21:05:00","Evening Workout","Triceps Extension (Cable) (Single Arm)",1,7,20,NA,83,"Ludwik","Arms"
"2024-12-16 21:05:00","Evening Workout","Triceps Extension (Cable)",2,10,20,NA,83,"Ludwik","Arms"
"2024-12-16 21:05:00","Evening Workout","Triceps Extension (Cable)",3,10,20,NA,83,"Ludwik","Arms"
"2024-12-16 21:05:00","Evening Workout","Triceps Extension (Cable)",4,10,20,NA,83,"Ludwik","Arms"
"2024-12-16 21:05:00","Evening Workout","Triceps Extension (Cable)",5,7,20,NA,83,"Ludwik","Arms"
"2024-12-16 21:05:00","Evening Workout","Wrist Roller",1,20,16,NA,83,"Ludwik","Arms"
"2024-12-18 18:16:00","Evening Workout","Bench Press (Dumbbell)",1,10,22,NA,61,"Ludwik","Chest"
"2024-12-18 18:16:00","Evening Workout","Bench Press (Dumbbell)",2,10,32,NA,61,"Ludwik","Chest"
"2024-12-18 18:16:00","Evening Workout","Bench Press (Dumbbell)",3,7,34.5,NA,61,"Ludwik","Chest"
"2024-12-18 18:16:00","Evening Workout","Bench Press (Dumbbell)",4,6,38,NA,61,"Ludwik","Chest"
"2024-12-18 18:16:00","Evening Workout","Bench Press (Dumbbell)",5,6,38,NA,61,"Ludwik","Chest"
"2024-12-18 18:16:00","Evening Workout","Chest Fly (Band)",1,10,30,NA,61,"Ludwik","Chest"
"2024-12-18 18:16:00","Evening Workout","Chest Fly (Band)",2,8,35,NA,61,"Ludwik","Chest"
"2024-12-18 18:16:00","Evening Workout","Chest Fly (Band)",3,6,35,NA,61,"Ludwik","Chest"
"2024-12-18 18:16:00","Evening Workout","Incline Bench Press (Dumbbell)",1,6,27,NA,61,"Ludwik","Chest"
"2024-12-18 18:16:00","Evening Workout","Incline Bench Press (Dumbbell)",2,4,27,NA,61,"Ludwik","Chest"
"2024-12-18 18:16:00","Evening Workout","Incline Bench Press (Dumbbell)",3,6,24.5,NA,61,"Ludwik","Chest"
"2024-12-18 18:16:00","Evening Workout","Incline Bench Press (Dumbbell)",4,7,24.5,NA,61,"Ludwik","Chest"
"2024-12-18 18:16:00","Evening Workout","Bench Press (Dumbbell) (Reversed )",1,5,22,NA,61,"Ludwik","Chest"
"2024-12-18 18:16:00","Evening Workout","Bench Press (Dumbbell)",2,7,16,NA,61,"Ludwik","Chest"
"2024-12-18 18:16:00","Evening Workout","Bench Press (Dumbbell)",3,10,16,NA,61,"Ludwik","Chest"
"2024-12-19 20:02:00","Evening Workout","Lat Pulldown (Single Arm) (One arm)",1,10,20,NA,63,"Ludwik","Back"
"2024-12-19 20:02:00","Evening Workout","Lat Pulldown (Single Arm)",2,10,30,NA,63,"Ludwik","Back"
"2024-12-19 20:02:00","Evening Workout","Lat Pulldown (Single Arm)",3,5,40,NA,63,"Ludwik","Back"
"2024-12-19 20:02:00","Evening Workout","Lat Pulldown (Single Arm)",4,10,30,NA,63,"Ludwik","Back"
"2024-12-19 20:02:00","Evening Workout","Lat Pulldown (Single Arm)",5,8,30,NA,63,"Ludwik","Back"
"2024-12-19 20:02:00","Evening Workout","Seated Row (Machine)",1,10,50,NA,63,"Ludwik","Back"
"2024-12-19 20:02:00","Evening Workout","Seated Row (Machine)",2,10,60,NA,63,"Ludwik","Back"
"2024-12-19 20:02:00","Evening Workout","Seated Row (Machine)",3,10,70,NA,63,"Ludwik","Back"
"2024-12-19 20:02:00","Evening Workout","Seated Row (Machine)",4,10,70,NA,63,"Ludwik","Back"
"2024-12-19 20:02:00","Evening Workout","Good Morning (Barbell)",1,10,20,NA,63,"Ludwik","Back"
"2024-12-19 20:02:00","Evening Workout","Good Morning (Barbell)",2,10,50,NA,63,"Ludwik","Back"
"2024-12-19 20:02:00","Evening Workout","Good Morning (Barbell)",3,10,50,NA,63,"Ludwik","Back"
"2024-12-19 20:02:00","Evening Workout","Good Morning (Barbell)",4,10,50,NA,63,"Ludwik","Back"
"2024-12-19 20:02:00","Evening Workout","Iso-Lateral Row (Machine)",1,10,40,NA,63,"Ludwik","Back"
"2024-12-19 20:02:00","Evening Workout","Iso-Lateral Row (Machine)",2,10,60,NA,63,"Ludwik","Back"
"2024-12-19 20:02:00","Evening Workout","Iso-Lateral Row (Machine)",3,10,70,NA,63,"Ludwik","Back"
"2024-12-19 20:02:00","Evening Workout","Iso-Lateral Row (Machine)",4,10,70,NA,63,"Ludwik","Back"
"2024-12-19 20:02:00","Evening Workout","Reverse Fly (Dumbbell)",1,10,6,NA,63,"Ludwik","Shoulders"
"2024-12-19 20:02:00","Evening Workout","Reverse Fly (Dumbbell)",2,10,6,NA,63,"Ludwik","Shoulders"
"2024-12-19 20:02:00","Evening Workout","Reverse Fly (Dumbbell)",3,9,8.5,NA,63,"Ludwik","Shoulders"
"2025-01-04 20:39:00","Evening Workout","Bench Press (Dumbbell)",1,10,22,NA,66,"Ludwik","Chest"
"2025-01-04 20:39:00","Evening Workout","Bench Press (Dumbbell)",2,10,32,NA,66,"Ludwik","Chest"
"2025-01-04 20:39:00","Evening Workout","Bench Press (Dumbbell)",3,7,34.5,NA,66,"Ludwik","Chest"
"2025-01-04 20:39:00","Evening Workout","Bench Press (Dumbbell)",4,6,38,NA,66,"Ludwik","Chest"
"2025-01-04 20:39:00","Evening Workout","Bench Press (Dumbbell)",5,5,38,NA,66,"Ludwik","Chest"
"2025-01-04 20:39:00","Evening Workout","Chest Fly (Band)",1,10,30,NA,66,"Ludwik","Chest"
"2025-01-04 20:39:00","Evening Workout","Chest Fly (Band)",2,8,35,NA,66,"Ludwik","Chest"
"2025-01-04 20:39:00","Evening Workout","Chest Fly (Band)",3,8,35,NA,66,"Ludwik","Chest"
"2025-01-04 20:39:00","Evening Workout","Incline Bench Press (Dumbbell) (Reversed)",1,6,22,NA,66,"Ludwik","Chest"
"2025-01-04 20:39:00","Evening Workout","Incline Bench Press (Dumbbell)",2,5,22,NA,66,"Ludwik","Chest"
"2025-01-04 20:39:00","Evening Workout","Incline Bench Press (Dumbbell)",3,7,22,NA,66,"Ludwik","Chest"
"2025-01-04 20:39:00","Evening Workout","Incline Bench Press (Dumbbell)",1,6,27,NA,66,"Ludwik","Chest"
"2025-01-04 20:39:00","Evening Workout","Incline Bench Press (Dumbbell)",2,4,27,NA,66,"Ludwik","Chest"
"2025-01-04 20:39:00","Evening Workout","Incline Bench Press (Dumbbell)",3,6,24.5,NA,66,"Ludwik","Chest"
"2025-01-05 21:30:00","Legs","Squat (Barbell)",1,10,70,NA,73,"Ludwik","Legs"
"2025-01-05 21:30:00","Legs","Squat (Barbell)",2,10,90,NA,73,"Ludwik","Legs"
"2025-01-05 21:30:00","Legs","Squat (Barbell)",3,10,100,NA,73,"Ludwik","Legs"
"2025-01-05 21:30:00","Legs","Leg Extension (Machine) (Single leg)",1,10,20,NA,73,"Ludwik","Legs"
"2025-01-05 21:30:00","Legs","Leg Extension (Machine)",2,10,20,NA,73,"Ludwik","Legs"
"2025-01-05 21:30:00","Legs","Leg Extension (Machine)",3,10,20,NA,73,"Ludwik","Legs"
"2025-01-05 21:30:00","Legs","Standing Calf Raise (Dumbbell)",1,10,0,NA,73,"Ludwik","Legs"
"2025-01-05 21:30:00","Legs","Standing Calf Raise (Dumbbell)",2,10,16,NA,73,"Ludwik","Legs"
"2025-01-05 21:30:00","Legs","Standing Calf Raise (Dumbbell)",3,10,22,NA,73,"Ludwik","Legs"
"2025-01-05 21:30:00","Legs","Standing Calf Raise (Dumbbell)",4,10,22,NA,73,"Ludwik","Legs"
"2025-01-05 21:30:00","Legs","Lying Leg Curl (Machine)",1,10,10,NA,73,"Ludwik","Legs"
"2025-01-05 21:30:00","Legs","Lying Leg Curl (Machine)",2,10,10,NA,73,"Ludwik","Legs"
"2025-01-05 21:30:00","Legs","Lying Leg Curl (Machine)",3,10,15,NA,73,"Ludwik","Legs"
"2025-01-06 20:22:00","Evening Workout","Bicep Curl (Dumbbell)",1,10,13.5,NA,82,"Ludwik","Arms"
"2025-01-06 20:22:00","Evening Workout","Bicep Curl (Dumbbell)",2,10,19.5,NA,82,"Ludwik","Arms"
"2025-01-06 20:22:00","Evening Workout","Bicep Curl (Dumbbell)",3,6,22,NA,82,"Ludwik","Arms"
"2025-01-06 20:22:00","Evening Workout","Bicep Curl (Dumbbell)",4,7,22,NA,82,"Ludwik","Arms"
"2025-01-06 20:22:00","Evening Workout","Bicep Curl (Dumbbell)",5,5,22,NA,82,"Ludwik","Arms"
"2025-01-06 20:22:00","Evening Workout","Hammer Curl (Dumbbell)",1,6,19.5,NA,82,"Ludwik","Arms"
"2025-01-06 20:22:00","Evening Workout","Hammer Curl (Dumbbell)",2,6,19.5,NA,82,"Ludwik","Arms"
"2025-01-06 20:22:00","Evening Workout","Hammer Curl (Dumbbell)",3,8,16,NA,82,"Ludwik","Arms"
"2025-01-06 20:22:00","Evening Workout","Bicep Curl (Cable) (Single arm)",1,6,25,NA,82,"Ludwik","Arms"
"2025-01-06 20:22:00","Evening Workout","Bicep Curl (Cable)",2,5,20,NA,82,"Ludwik","Arms"
"2025-01-06 20:22:00","Evening Workout","Bicep Curl (Cable)",3,5,15,NA,82,"Ludwik","Arms"
"2025-01-06 20:22:00","Evening Workout","Bicep Curl (Cable)",4,7,10,NA,82,"Ludwik","Arms"
"2025-01-06 20:22:00","Evening Workout","Bicep Curl (Cable)",5,16,5,NA,82,"Ludwik","Arms"
"2025-01-06 20:22:00","Evening Workout","Cable Kickback",1,10,5,NA,82,"Ludwik","Arms"
"2025-01-06 20:22:00","Evening Workout","Cable Kickback",2,6,20,NA,82,"Ludwik","Arms"
"2025-01-06 20:22:00","Evening Workout","Cable Kickback",3,10,15,NA,82,"Ludwik","Arms"
"2025-01-06 20:22:00","Evening Workout","Cable Kickback",4,12,15,NA,82,"Ludwik","Arms"
"2025-01-06 20:22:00","Evening Workout","Triceps Extension (Cable) (Single Arm)",1,11,20,NA,82,"Ludwik","Arms"
"2025-01-06 20:22:00","Evening Workout","Triceps Extension (Cable)",2,12,20,NA,82,"Ludwik","Arms"
"2025-01-06 20:22:00","Evening Workout","Triceps Extension (Cable)",3,7,20,NA,82,"Ludwik","Arms"
"2025-01-06 20:22:00","Evening Workout","Triceps Extension",1,6,20,NA,82,"Ludwik","Arms"
"2025-01-06 20:22:00","Evening Workout","Triceps Extension",2,6,15,NA,82,"Ludwik","Arms"
"2025-01-06 20:22:00","Evening Workout","Triceps Extension",3,11,10,NA,82,"Ludwik","Arms"
"2025-01-06 20:22:00","Evening Workout","Triceps Extension",4,26,5,NA,82,"Ludwik","Arms"
"2025-01-08 21:46:00","Evening Workout","Lat Pulldown (Single Arm)",1,10,20,NA,66,"Ludwik","Back"
"2025-01-08 21:46:00","Evening Workout","Lat Pulldown (Single Arm)",2,10,30,NA,66,"Ludwik","Back"
"2025-01-08 21:46:00","Evening Workout","Lat Pulldown (Single Arm)",3,5,40,NA,66,"Ludwik","Back"
"2025-01-08 21:46:00","Evening Workout","Lat Pulldown (Single Arm)",4,10,30,NA,66,"Ludwik","Back"
"2025-01-08 21:46:00","Evening Workout","Lat Pulldown (Single Arm)",5,8,30,NA,66,"Ludwik","Back"
"2025-01-08 21:46:00","Evening Workout","Seated Row (Machine)",1,10,50,NA,66,"Ludwik","Back"
"2025-01-08 21:46:00","Evening Workout","Seated Row (Machine)",2,10,60,NA,66,"Ludwik","Back"
"2025-01-08 21:46:00","Evening Workout","Seated Row (Machine)",3,10,70,NA,66,"Ludwik","Back"
"2025-01-08 21:46:00","Evening Workout","Seated Row (Machine)",4,10,80,NA,66,"Ludwik","Back"
"2025-01-08 21:46:00","Evening Workout","Good Morning (Barbell)",1,10,20,NA,66,"Ludwik","Back"
"2025-01-08 21:46:00","Evening Workout","Good Morning (Barbell)",2,10,50,NA,66,"Ludwik","Back"
"2025-01-08 21:46:00","Evening Workout","Good Morning (Barbell)",3,10,50,NA,66,"Ludwik","Back"
"2025-01-08 21:46:00","Evening Workout","Good Morning (Barbell)",4,16,60,NA,66,"Ludwik","Back"
"2025-01-08 21:46:00","Evening Workout","Iso-Lateral Row (Machine)",1,10,40,NA,66,"Ludwik","Back"
"2025-01-08 21:46:00","Evening Workout","Iso-Lateral Row (Machine)",2,10,60,NA,66,"Ludwik","Back"
"2025-01-08 21:46:00","Evening Workout","Iso-Lateral Row (Machine)",3,10,70,NA,66,"Ludwik","Back"
"2025-01-08 21:46:00","Evening Workout","Iso-Lateral Row (Machine)",4,10,70,NA,66,"Ludwik","Back"
"2025-01-08 21:46:00","Evening Workout","Reverse Fly (Dumbbell)",1,10,6,NA,66,"Ludwik","Shoulders"
"2025-01-08 21:46:00","Evening Workout","Reverse Fly (Dumbbell)",2,10,8.5,NA,66,"Ludwik","Shoulders"
"2025-01-08 21:46:00","Evening Workout","Reverse Fly (Dumbbell)",3,20,6,NA,66,"Ludwik","Shoulders"
"2025-01-09 22:52:00","Evening Workout","Reverse Crunch",1,20,0,NA,50,"Ludwik","Core"
"2025-01-09 22:52:00","Evening Workout","Reverse Crunch",2,20,0,NA,50,"Ludwik","Core"
"2025-01-09 22:52:00","Evening Workout","Reverse Crunch",3,20,0,NA,50,"Ludwik","Core"
"2025-01-09 22:52:00","Evening Workout","Flat Knee Raise",1,20,NA,NA,50,"Ludwik","Core"
"2025-01-09 22:52:00","Evening Workout","Flat Knee Raise",2,20,NA,NA,50,"Ludwik","Core"
"2025-01-09 22:52:00","Evening Workout","Flat Leg Raise",1,20,NA,NA,50,"Ludwik","Core"
"2025-01-09 22:52:00","Evening Workout","Flat Leg Raise",2,20,NA,NA,50,"Ludwik","Core"
"2025-01-09 22:52:00","Evening Workout","Russian Twist",1,20,NA,NA,50,"Ludwik","Core"
"2025-01-09 22:52:00","Evening Workout","Russian Twist",2,20,NA,NA,50,"Ludwik","Core"
"2025-01-09 22:52:00","Evening Workout","Ludwik's abdominal oblique muscles",1,10,0,NA,50,"Ludwik","Core"
"2025-01-09 22:52:00","Evening Workout","Ludwik's abdominal oblique muscles",2,20,0,NA,50,"Ludwik","Core"
"2025-01-09 22:52:00","Evening Workout","Ludwik's abdominal oblique muscles",3,10,10,NA,50,"Ludwik","Core"
"2025-01-09 22:52:00","Evening Workout","Ludwik's abdominal oblique muscles",4,10,10,NA,50,"Ludwik","Core"
"2025-01-09 22:52:00","Evening Workout","Decline Crunch (With resistance band)",1,20,0,NA,50,"Ludwik","Core"
"2025-01-09 22:52:00","Evening Workout","Decline Crunch",2,25,0,NA,50,"Ludwik","Core"
"2024-12-05 21:40:00","Evening Workout","Bench Press (Dumbbell)",1,10,22,NA,59,"Ludwik","Chest"
"2024-12-05 21:40:00","Evening Workout","Bench Press (Dumbbell)",2,10,32,NA,51,"Ludwik","Chest"
"2024-12-05 21:40:00","Evening Workout","Bench Press (Dumbbell)",3,7,34.5,NA,51,"Ludwik","Chest"
"2024-12-05 21:40:00","Evening Workout","Bench Press (Dumbbell)",4,9,32,NA,51,"Ludwik","Chest"
"2024-12-05 21:40:00","Evening Workout","Chest Fly (Band)",1,10,30,NA,51,"Ludwik","Chest"
"2024-12-05 21:40:00","Evening Workout","Chest Fly (Band)",2,10,30,NA,51,"Ludwik","Chest"
"2024-12-05 21:40:00","Evening Workout","Chest Fly (Band)",3,8,30,NA,51,"Ludwik","Chest"
"2024-12-05 21:40:00","Evening Workout","Incline Bench Press (Dumbbell)",1,10,27,NA,51,"Ludwik","Chest"
"2024-12-05 21:40:00","Evening Workout","Incline Bench Press (Dumbbell)",2,7,24.5,NA,51,"Ludwik","Chest"
"2024-12-05 21:40:00","Evening Workout","Incline Bench Press (Dumbbell)",3,10,22,NA,51,"Ludwik","Chest"
"2024-12-05 21:40:00","Evening Workout","Incline Bench Press (Dumbbell)",4,7,22,NA,51,"Ludwik","Chest"
"2024-12-05 21:40:00","Evening Workout","Bench Press (Dumbbell) (Reversed )",1,8,16,NA,51,"Ludwik","Chest"
"2024-12-05 21:40:00","Evening Workout","Bench Press (Dumbbell)",2,10,16,NA,51,"Ludwik","Chest"
"2024-12-05 21:40:00","Evening Workout","Bench Press (Dumbbell)",3,8,16,NA,51,"Ludwik","Chest"
"2024-12-05 21:40:00","Evening Workout","Triceps Pushdown (Cable - Straight Bar)",1,4,25,NA,51,"Ludwik","Arms"
"2024-12-05 21:40:00","Evening Workout","Triceps Pushdown (Cable - Straight Bar)",2,5,20,NA,51,"Ludwik","Arms"
"2024-12-05 21:40:00","Evening Workout","Triceps Pushdown (Cable - Straight Bar)",3,7,15,NA,51,"Ludwik","Arms"
"2024-12-05 21:40:00","Evening Workout","Triceps Pushdown (Cable - Straight Bar)",4,10,10,NA,51,"Ludwik","Arms"
"2024-12-05 21:40:00","Evening Workout","Triceps Pushdown (Cable - Straight Bar)",5,30,5,NA,51,"Ludwik","Arms"
"2024-12-05 21:40:00","Evening Workout","Triceps Pushdown (Cable - Straight Bar)",6,4,20,NA,51,"Ludwik","Arms"
"2024-12-05 21:40:00","Evening Workout","Triceps Pushdown (Cable - Straight Bar)",7,7,15,NA,51,"Ludwik","Arms"
"2024-12-05 21:40:00","Evening Workout","Triceps Pushdown (Cable - Straight Bar)",8,13,10,NA,51,"Ludwik","Arms"
"2024-12-05 21:40:00","Evening Workout","Triceps Pushdown (Cable - Straight Bar)",9,30,5,NA,51,"Ludwik","Arms"
"2024-12-06 21:48:00","Evening Workout","Seated Row (Machine)",1,10,50,NA,99,"Ludwik","Back"
"2024-12-06 21:48:00","Evening Workout","Seated Row (Machine)",2,10,60,NA,99,"Ludwik","Back"
"2024-12-06 21:48:00","Evening Workout","Seated Row (Machine)",3,10,60,NA,99,"Ludwik","Back"
"2024-12-06 21:48:00","Evening Workout","Seated Row (Machine)",4,10,60,NA,99,"Ludwik","Back"
"2024-12-06 21:48:00","Evening Workout","Seated Row (Machine)",5,9,70,NA,99,"Ludwik","Back"
"2024-12-06 21:48:00","Evening Workout","Good Morning (Barbell)",1,10,20,NA,99,"Ludwik","Back"
"2024-12-06 21:48:00","Evening Workout","Good Morning (Barbell)",2,10,50,NA,99,"Ludwik","Back"
"2024-12-06 21:48:00","Evening Workout","Good Morning (Barbell)",3,10,50,NA,99,"Ludwik","Back"
"2024-12-06 21:48:00","Evening Workout","Good Morning (Barbell)",4,10,50,NA,99,"Ludwik","Back"
"2024-12-06 21:48:00","Evening Workout","Iso-Lateral Row (Machine)",1,10,40,NA,99,"Ludwik","Back"
"2024-12-06 21:48:00","Evening Workout","Iso-Lateral Row (Machine)",2,10,60,NA,99,"Ludwik","Back"
"2024-12-06 21:48:00","Evening Workout","Iso-Lateral Row (Machine)",3,10,60,NA,99,"Ludwik","Back"
"2024-12-06 21:48:00","Evening Workout","Iso-Lateral Row (Machine)",4,10,60,NA,99,"Ludwik","Back"
"2024-12-06 21:48:00","Evening Workout","Reverse Fly (Dumbbell)",1,11,6,NA,99,"Ludwik","Shoulders"
"2024-12-06 21:48:00","Evening Workout","Reverse Fly (Dumbbell)",2,10,6,NA,99,"Ludwik","Shoulders"
"2024-12-06 21:48:00","Evening Workout","Reverse Fly (Dumbbell)",3,10,6,NA,99,"Ludwik","Shoulders"
"2024-12-06 21:48:00","Evening Workout","Bicep Curl (Cable)",1,13,20,NA,99,"Ludwik","Arms"
"2024-12-06 21:48:00","Evening Workout","Bicep Curl (Cable)",2,9,15,NA,99,"Ludwik","Arms"
"2024-12-06 21:48:00","Evening Workout","Bicep Curl (Cable)",3,8,10,NA,99,"Ludwik","Arms"
"2024-12-06 21:48:00","Evening Workout","Bicep Curl (Cable)",4,20,5,NA,99,"Ludwik","Arms"
"2024-12-06 21:48:00","Evening Workout","Lat Pulldown (Single Arm)",1,10,20,NA,99,"Ludwik","Back"
