;2024-12-08;2024-12-09;2024-12-10;2024-12-11;2024-12-12;2024-12-13;2024-12-14;2024-12-15;2024-12-16;2024-12-17;2024-12-18;2024-12-19;2024-12-20;2024-12-21;2024-12-22;2024-12-23;2024-12-24;2024-12-25;2024-12-26;2024-12-27;2024-12-28;2024-12-29;2024-12-30;2024-12-31;2025-01-01;2025-01-02;2025-01-03;2025-01-04;2025-01-05;2025-01-06;2025-01-07;2025-01-08;2025-01-09;2025-01-10;2025-01-11
Duolingo;00:01:00;00:12:00;00:15:00;00:07:00;00:11:00;00:02:00;00:02:00;00:02:00;00:02:00;00:06:00;00:07:00;00:03:00;00:14:00;00:22:00;00:13:00;00:15:00;00:05:00;00:38:00;00:02:00;00:13:00;00:02:00;00:06:00;00:10:00;00:05:00;00:11:00;00:03:00;00:08:00;00:09:00;00:06:00;00:06:00;00:02:00;00:02:00;00:03:00;00:06:00;00:02:00
Messenger;01:05:00;01:32:00;02:37:00;01:27:00;00:48:00;02:45:00;00:36:00;03:27:00;02:27:00;00:19:00;01:36:00;01:03:00;01:14:00;00:44:00;00:24:00;00:55:00;00:22:00;00:17:00;01:26:00;00:59:00;01:29:00;01:19:00;01:18:00;01:03:00;00:48:00;00:39:00;01:17:00;00:48:00;01:04:00;00:50:00;02:00:00;01:10:00;00:59:00;00:30:00;00:24:00
Google;00:13:00;00:45:00;00:21:00;00:09:00;00:01:00;00:09:00;00:19:00;00:01:00;00:02:00;00:02:00;00:01:00;00:03:00;00:00:00;00:15:00;00:02:00;00:06:00;00:04:00;00:04:00;00:18:00;00:14:00;00:11:00;00:04:00;00:12:00;00:21:00;00:05:00;00:10:00;00:03:00;00:06:00;00:24:00;00:04:00;00:01:00;00:09:00;00:09:00;00:07:00;00:07:00
Facebook;00:10:00;00:21:00;00:06:00;00:11:00;00:10:00;00:11:00;00:14:00;00:24:00;00:13:00;00:10:00;00:19:00;00:09:00;00:20:00;00:11:00;00:01:00;00:13:00;00:19:00;00:20:00;00:07:00;00:12:00;00:10:00;00:10:00;00:10:00;00:01:00;00:07:00;00:02:00;00:10:00;00:08:00;00:20:00;00:14:00;00:20:00;00:14:00;00:03:00;00:09:00;00:13:00
Mobile USOS PW;00:05:00;00:05:00;00:07:00;00:00:00;00:00:00;00:00:00;00:00:00;00:08:00;00:01:00;00:01:00;00:01:00;00:07:00;00:01:00;00:02:00;00:01:00;00:01:00;00:00:00;00:00:00;00:00:00;00:03:00;00:01:00;00:01:00;00:02:00;00:01:00;00:00:00;00:03:00;00:03:00;00:00:00;00:01:00;00:01:00;00:00:00;00:02:00;00:02:00;00:01:00;00:00:00
Teams;00:00:00;00:01:00;00:00:00;00:00:00;00:00:00;00:22:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:08:00;00:00:00;00:00:00;00:00:00;00:01:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:02:00;00:18:00;00:00:00;00:00:00;00:01:00;00:04:00;00:00:00;00:08:00;00:16:00;00:00:00
YouTube;00:29:00;00:50:00;00:49:00;00:18:00;00:32:00;00:04:00;00:06:00;00:28:00;00:12:00;00:04:00;00:03:00;00:07:00;00:27:00;00:25:00;00:10:00;00:29:00;00:30:00;00:46:00;00:50:00;00:32:00;00:15:00;00:35:00;00:23:00;00:14:00;00:21:00;00:11:00;00:25:00;00:29:00;00:03:00;00:40:00;00:21:00;00:39:00;00:10:00;00:34:00;00:11:00
WhatsApp;00:23:00;00:10:00;01:04:00;00:09:00;00:11:00;00:05:00;00:14:00;00:01:00;00:08:00;00:36:00;00:03:00;00:13:00;00:07:00;00:03:00;00:01:00;00:02:00;00:04:00;00:03:00;00:00:00;00:04:00;00:01:00;00:06:00;00:01:00;00:08:00;00:15:00;00:15:00;00:07:00;00:23:00;00:08:00;00:04:00;00:19:00;00:10:00;00:03:00;00:01:00;00:01:00
Mapy;00:00:00;00:02:00;00:07:00;00:00:00;00:00:00;00:00:00;00:01:00;00:00:00;00:00:00;00:03:00;00:02:00;00:00:00;00:00:00;00:03:00;00:05:00;00:08:00;00:34:00;00:01:00;00:00:00;00:22:00;00:09:00;00:00:00;00:01:00;00:02:00;00:01:00;00:00:00;00:00:00;00:04:00;00:04:00;00:01:00;00:00:00;00:00:00;00:00:00;00:01:00;00:03:00
Phone ;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:22:00;00:00:00;00:09:00;00:03:00;00:02:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:58:00;00:58:00;00:26:00;00:01:00;00:01:00;00:00:00;00:06:00;00:12:00;00:01:00;00:13:00;00:01:00;00:09:00;00:01:00
Simple Time Tracker;00:02:00;00:06:00;00:02:00;00:19:00;00:02:00;00:02:00;00:02:00;00:03:00;00:15:00;00:21:00;00:05:00;00:02:00;00:03:00;00:05:00;00:02:00;00:03:00;00:00:00;00:07:00;00:00:00;00:00:00;00:00:00;00:09:00;00:10:00;00:00:00;00:00:00;00:00:00;00:16:00;00:00:00;00:05:00;00:30:00;00:00:00;00:00:00;00:00:00;00:18:00;00:10:00
Total time;02:40:00;05:01:00;06:18:00;03:24:00;02:30:00;04:39:00;01:39:00;05:00:00;03:47:00;02:03:00;02:43:00;02:04:00;02:42:00;02:37:00;01:29:00;03:03:00;02:12:00;02:29:00;02:57:00;03:03:00;02:36:00;02:40:00;04:00:00;03:14:00;02:29:00;01:42:00;02:59:00;02:56:00;02:38:00;03:06:00;03:20:00;02:55:00;02:07:00;02:37:00;01:27:00
Unlocked;75;177;132;112;78;150;80;113;157;58;119;98;82;118;54;95;50;31;33;61;90;54;76;99;47;78;111;94;76;69;90;80;110;83;68
Notifications;146;197;197;233;180;187;96;210;212;107;184;162;181;163;97;123;101;86;83;120;124;100;146;155;141;140;112;120;174;98;150;145;133;96;92
