"Year","Sex","Country/Region/World","ISO","Prevalence of BMI<18.5 kg/m² (underweight)","Prevalence of BMI<18.5 kg/m² (underweight) lower 95% uncertainty interval","Prevalence of BMI<18.5 kg/m² (underweight) upper 95% uncertainty interval","Prevalence of BMI>=30 kg/m² (obesity)","Prevalence of BMI>=30 kg/m² (obesity) lower 95% uncertainty interval","Prevalence of BMI>=30 kg/m² (obesity) upper 95% uncertainty interval","Combined prevalence of BMI<18.5 kg/m² and BMI>=30 kg/m² (double burden of underweight and obesity)","Combined prevalence of BMI<18.5 kg/m² and BMI>=30 kg/m² (double burden of underweight and obesity) lower 95% uncertainty interval","Combined prevalence of BMI<18.5 kg/m² and BMI>=30 kg/m² (double burden of underweight and obesity) upper 95% uncertainty interval","Proportion of double burden from obesity","Proportion of double burden from obesity lower 95% uncertainty interval","Proportion of double burden from obesity upper 95% uncertainty interval","Prevalence of BMI 18.5 kg/m² to <20 kg/m²","Prevalence of BMI 18.5 kg/m² to <20 kg/m² lower 95% uncertainty interval","Prevalence of BMI 18.5 kg/m² to <20 kg/m² upper 95% uncertainty interval","Prevalence of BMI 20 kg/m² to <25 kg/m²","Prevalence of BMI 20 kg/m² to <25 kg/m² lower 95% uncertainty interval","Prevalence of BMI 20 kg/m² to <25 kg/m² upper 95% uncertainty interval","Prevalence of BMI 25 kg/m² to <30 kg/m²","Prevalence of BMI 25 kg/m² to <30 kg/m² lower 95% uncertainty interval","Prevalence of BMI 25 kg/m² to <30 kg/m² upper 95% uncertainty interval","Prevalence of BMI 30 kg/m² to <35 kg/m²","Prevalence of BMI 30 kg/m² to <35 kg/m² lower 95% uncertainty interval","Prevalence of BMI 30 kg/m² to <35 kg/m² upper 95% uncertainty interval","Prevalence of BMI 35 kg/m² to <40 kg/m²","Prevalence of BMI 35 kg/m² to <40 kg/m² lower 95% uncertainty interval","Prevalence of BMI 35 kg/m² to <40 kg/m² upper 95% uncertainty interval","Prevalence of BMI >=40 kg/m² (morbid obesity)","Prevalence of BMI >=40 kg/m² (morbid obesity) lower 95% uncertainty interval","Prevalence of BMI >=40 kg/m² (morbid obesity) upper 95% uncertainty interval"
2000,"Women","Poland","POL",0.03828328732237781,0.03184642875503859,0.04533417791225946,0.18016293016153953,0.16725854787319258,0.19304684766836652,0.21844621748391732,0.20420828462128565,0.2330108296373554,0.7441781657074622,0.7167304229031263,0.7719431991973361,0.08065284924187553,0.07228160130370798,0.08927435139332135,0.4168924796501576,0.400662109502131,0.4335646831940138,0.2840084516240496,0.2680149002630619,0.29990002714686764,0.12877103400667322,0.11681915662518312,0.14087258164977584,0.039445458576556826,0.03372757075040526,0.04556853110611581,0.011946437578309443,0.009369861678837514,0.015045830216707029
2001,"Women","Poland","POL",0.03820696167977318,0.03211589118960051,0.044772612552128235,0.18246648053005554,0.17012894029863637,0.1945859783100544,0.22067344220982876,0.20711777639008236,0.2343570853818069,0.7475251368152824,0.7214527589855276,0.7735998047867806,0.07986676026768523,0.07204356158567049,0.08797434835693739,0.4151136837078535,0.39952220382520864,0.43067760448394504,0.2843461118146325,0.2689067760557214,0.29957094088992753,0.13014613204021752,0.11870532719990284,0.1416296224536027,0.04003556252478277,0.034587485577821084,0.045936431757746296,0.012284785965055268,0.009751553158312696,0.015301711401547314
2002,"Women","Poland","POL",0.038062496794689996,0.032194492143280434,0.04442388615271847,0.18494380003560074,0.17322883302413422,0.19642822304409374,0.22300629683029072,0.2099392613623639,0.2360062268814219,0.7512406485856066,0.7266953905166155,0.7761601097914012,0.0790141135779644,0.07172280795528946,0.08664802964531804,0.41313864997743577,0.3984238294067983,0.427807462239014,0.2848409376143091,0.2703933954071003,0.2993237753096537,0.1316027960512031,0.12055352471724765,0.1424335977351165,0.04068299215652759,0.035414117997296296,0.04631739359199482,0.012658011827870045,0.010115626480821623,0.01562741015017927
2003,"Women","Poland","POL",0.03786721139695451,0.032156359274026505,0.04377897237848357,0.18759841114814774,0.17628055817400148,0.19870341927583723,0.22546562254510222,0.2128018237297308,0.23779600640486914,0.7552574254686936,0.7318327682713579,0.7788900400752226,0.0781207107587301,0.07119553715925622,0.08535295898363394,0.4109736691637365,0.3967143892071462,0.4247882963341379,0.28543999553243116,0.2717694193211843,0.299394880130612,0.13315682396849698,0.1225208581966949,0.14362006571968913,0.04137603349835627,0.036331649306407615,0.04690248687998573,0.013065553681294447,0.010526124325163668,0.015972511552499898
2004,"Women","Poland","POL",0.03763953469179999,0.032082033537214,0.043425163281127895,0.19037198559137847,0.1794486284255854,0.2012114516007321,0.22801152028317845,0.21577026767287763,0.24018854745156706,0.759447646909114,0.7369366071242207,0.7821336438492975,0.077197012065835,0.07051388491305886,0.08429692508943354,0.4087146434667987,0.39498364928174534,0.4219230518810481,0.2860768221841878,0.27303565727085893,0.29931500287417867,0.13476330329141145,0.12444535186752996,0.1448428192407854,0.042102491235476686,0.03713686999295764,0.04756790787522107,0.013506191064490343,0.010956621587968871,0.016461067102846345
2005,"Women","Poland","POL",0.037395606495399886,0.031972483023128294,0.04300593965151131,0.19323465202493026,0.18240943679387328,0.20396324162199028,0.23063025852033014,0.2184544338695929,0.24262016588810822,0.7637152821661846,0.7416737851487892,0.7861048006511864,0.07627828374702887,0.0696323312062669,0.08311144062891036,0.40641024837620177,0.3928623722173131,0.41954366424676676,0.2866812073564392,0.27391578108149883,0.29966445938260444,0.13640702373082092,0.12652748648771484,0.14633088374847542,0.04284529979254551,0.03794002654316904,0.04834562188768603,0.013982328501563848,0.011414617511000766,0.016976331302213238
2006,"Women","Poland","POL",0.03714625046937995,0.03175824958179031,0.04262065983747365,0.19619922584244823,0.1853637254077044,0.2070410343131356,0.2333454763118282,0.2213131350614209,0.2453435550431364,0.7680261375152039,0.7463463690110257,0.7901390147123268,0.07538540963270457,0.06876133352386585,0.08214883800851386,0.40407059804991863,0.3908345313060788,0.4167624733057109,0.28719851400554863,0.2743264658596118,0.30017903823569125,0.13809219807196108,0.1281158673247759,0.14816890393845736,0.043612921488852895,0.03861129085072027,0.04907556023461423,0.01449410628163426,0.011840997476033595,0.017573990148717543
2007,"Women","Poland","POL",0.036912859414365895,0.0315408316105587,0.042487866599092566,0.19927760393015764,0.1881246268750097,0.21039339714508073,0.23619046334452348,0.22408588179920158,0.24813315905942016,0.7723063167626409,0.7505014809382701,0.7944300333900078,0.0745455734392708,0.06791897169121455,0.08133423487937114,0.4016736628406061,0.38821469439897444,0.41470721051271053,0.2875902983755995,0.27456942888815,0.3006332169529909,0.1398218671603341,0.12967226990808067,0.14983916746600434,0.04440423115104125,0.03925670621175433,0.04990372795735431,0.015051505618782289,0.012289439941803048,0.018255071485887276
2008,"Women","Poland","POL",0.03670715282640901,0.03127941067220999,0.0424296897448464,0.20241585856194777,0.19132788299358264,0.21360459807045762,0.2391230113883568,0.22679582371901386,0.2513004103862069,0.7764667480182413,0.7543133903185736,0.7986635891260402,0.07376202429968023,0.06722255080823386,0.08065567987999574,0.3992787165675336,0.38542833692032546,0.412613059788203,0.28783624574442934,0.27461629124431153,0.3012346476629554,0.14156215880103623,0.13132235737772516,0.15185543137865903,0.04520274277152191,0.039887438520792295,0.05082258362629574,0.015650956989389644,0.012784658514548106,0.018984807195606853
2009,"Women","Poland","POL",0.03651339885344723,0.03097807655852745,0.042287865651497156,0.205574354638935,0.19435555610137586,0.21715688077693604,0.24208775349238223,0.22956953151183287,0.2544790220810068,0.7805299471211439,0.7583400786061955,0.802866922788243,0.07302685173308893,0.0663996354596212,0.07996137428425157,0.39690885878538146,0.3827210673116367,0.41055517975630634,0.28797653398914735,0.274653329009953,0.3018292695478227,0.14327893833195018,0.13274195224153615,0.1537847470535492,0.04600140163469169,0.04052684451490839,0.05186417056284001,0.016294014672293133,0.01321582134135756,0.019863876243010094
2010,"Women","Poland","POL",0.03633119107341159,0.03079986445158287,0.042326148512318945,0.20871041798769055,0.19713691048547935,0.2206980510407049,0.24504160906110214,0.2319931037271453,0.25816145826473547,0.7844677948585589,0.7618365078982081,0.8068497850888146,0.07233087036180418,0.06561322696499235,0.07935607610564206,0.39460763957254985,0.37994748207773293,0.4088385674001268,0.28801987900454384,0.2744102038270266,0.301859766864757,0.14495027799324536,0.13426396432984755,0.15588263258281923,0.04677846605538,0.04101411912657193,0.05285791357510798,0.016981673939065224,0.013678384058889747,0.020815753663528523
2011,"Women","Poland","POL",0.03615802325168461,0.030493509935905688,0.04226447857855373,0.21184334678170685,0.19963304086142084,0.22463329370459031,0.24800137003339146,0.23454602087295007,0.26187015323444246,0.7883074460531283,0.76452946643622,0.8114816781644767,0.07164756881555426,0.06476995158578383,0.0789307339697748,0.39236975966414805,0.3771481441658812,0.40744743647548826,0.28798129948690626,0.27382269767340794,0.3023908572744456,0.14657490249201255,0.13548747920532483,0.15811074795963664,0.04754552581984406,0.041566005277897486,0.0539842889439729,0.017722918469850225,0.01417476362774911,0.021908579021177255
2012,"Women","Poland","POL",0.03600061205153089,0.03013033040812465,0.04247630618342988,0.21498759589883198,0.20219064011413831,0.2282209914185486,0.25098820795036286,0.23685029227104237,0.2655456556365355,0.7920445625679153,0.767317082494143,0.816026127437111,0.07095534449450731,0.0637609881174609,0.07852544335311755,0.3901790136454985,0.37400782831053553,0.4063665282833129,0.2878774319096313,0.2726949063358179,0.30324787928256447,0.1481526440008204,0.13632581974205638,0.16067840024817648,0.04831080924405693,0.04189863533890442,0.05528400630313667,0.018524142653954634,0.014711478454784314,0.02300603448310854
2013,"Women","Poland","POL",0.035835329183932806,0.02966468795954415,0.04259882630761859,0.21812595920218542,0.2041613129440979,0.23219133640293912,0.25396128838611826,0.23879247339305676,0.26962770888660353,0.7957434178832081,0.7698104653980572,0.8210830022044536,0.07026748591100992,0.06257297347468983,0.07836261859719361,0.388050761945302,0.37081593849398525,0.405112952455573,0.2877204617575698,0.2714044101103942,0.304502509089107,0.1496655734624049,0.13684491849689084,0.16336903681758172,0.049069090169582136,0.042099226801225485,0.05662046586752558,0.019391295570198402,0.0151123043173492,0.024351170105897782
2014,"Women","Poland","POL",0.03567778705850518,0.029123156597937166,0.04293118114294226,0.2212290586579428,0.20586461101143716,0.23692636762484173,0.25690684571644795,0.24037316499205919,0.27418604271159847,0.7993375632197551,0.7719657249038189,0.8262987650043442,0.06957197696663824,0.061272634418633655,0.07822850531348431,0.38597661652944376,0.3668997349375455,0.40412130040701094,0.28754455878747004,0.26999895631983106,0.30566026905313826,0.1510821947274079,0.13695841785828655,0.16572835552137882,0.04981603359054012,0.042187892953677544,0.058141158289471,0.02033083033999479,0.015511686096861335,0.02604883620134402
2015,"Women","Poland","POL",0.0355236135530567,0.028363649256220178,0.043478391075616324,0.22434401516673003,0.20716652801839378,0.24188765497361708,0.25986762871978675,0.24180860612034938,0.27893284925323986,0.8028840892812109,0.7736545405412375,0.8318474405772378,0.06885688898327112,0.05971575712409112,0.07834487732343647,0.38392507647838187,0.36351930432574336,0.40374928739130295,0.2873504038185603,0.2682193832058165,0.30738781479194044,0.1524330100052172,0.13674799307527288,0.16850781034686615,0.05054686512615872,0.042178586354715476,0.05988780374776107,0.021364140035354126,0.015978483036126184,0.027844449432888118
2016,"Women","Poland","POL",0.03537753706470552,0.027696996965829966,0.04414873965400164,0.22745152574524255,0.2084225471289667,0.24726226479000782,0.26282906280994806,0.24234311988275078,0.28404537127169177,0.8063510319756582,0.773742542319336,0.8368824821099907,0.06816415448981747,0.058282072341679446,0.07862425532497788,0.38190153088839424,0.35950902641930893,0.4039181053243305,0.2871052498118402,0.26562295967654087,0.30958003241495796,0.15371043017989156,0.13616648676317453,0.17147430977051026,0.05124932469575962,0.04200931882413249,0.06164180127284415,0.02249177086959137,0.016257155480249624,0.03003050296039445
2017,"Women","Poland","POL",0.0352583540245911,0.02687477411323175,0.04496369786961351,0.23053207934405623,0.20899654194034853,0.25275075095751615,0.2657904333686473,0.24281967696735665,0.2897928806053438,0.8096657029411422,0.7739408866919851,0.8430573925193684,0.06750649325894392,0.0564884466668226,0.07919183460185818,0.37990917158494064,0.3547612163664514,0.4046054322139491,0.2867938997874681,0.2628021811523479,0.3115811243715868,0.15490661932262145,0.13543468265134428,0.17521293274294322,0.051913094815887184,0.041558641776846886,0.0636779404209853,0.023712365205547606,0.01650852548988663,0.032338084469173425
2018,"Women","Poland","POL",0.03516064131180582,0.026028045708881307,0.04581836736124558,0.23357936175030666,0.20906313710293978,0.2586849842372959,0.2687400030621125,0.24312458537062107,0.29544995388010115,0.8128469329613872,0.7739587649989521,0.8488010996232415,0.06687992014038383,0.054689378048784626,0.07987550862568196,0.37793788576202986,0.35012990652355397,0.405536296066536,0.28644218903547386,0.2596363181380039,0.3146732871377766,0.15603267241016974,0.1340654054040786,0.1789495680915068,0.0525294539594883,0.04084484991312808,0.06605728965861576,0.025017235380648612,0.016839427773529796,0.035296603668023736
2019,"Women","Poland","POL",0.03508801951741043,0.02507875047657494,0.046904854552215686,0.23662153041824627,0.20916823141552313,0.2648763908415088,0.2717095499356567,0.24270873181829086,0.30185746777656053,0.8159057038050176,0.7734006245898166,0.8548381660455242,0.06628836820114208,0.05290214715515768,0.0809197041960778,0.37596912793863146,0.34459279208718707,0.40733205015210777,0.28603295192456973,0.25582513897607395,0.3180348852908774,0.1571077221057087,0.13219692750048204,0.18271992453613617,0.053104273197430336,0.03998600964796948,0.06830950024928144,0.026409535115107238,0.017007498352758308,0.038220065618263036
2020,"Women","Poland","POL",0.03503609118878754,0.024133163827849458,0.04796520386672949,0.23971853401140653,0.20853187140249982,0.27135525898968965,0.27475462520019406,0.24217318769220914,0.30826317881825155,0.8188976121723591,0.7718209995209002,0.8615678903955551,0.06572216137122919,0.051089221793337546,0.08230214294226144,0.3739446066345653,0.3383053184354188,0.4091536365810436,0.2855786047940115,0.2518050597725676,0.32141997612350776,0.1581561702877802,0.13003851830328503,0.18694612742008043,0.053661591225965116,0.03908771661393689,0.07101042212697377,0.02790077249766122,0.017165733388650625,0.04172042184466401
2021,"Women","Poland","POL",0.03500609330014153,0.023168553326476847,0.04918609235435676,0.24290867320116505,0.20810902476938378,0.27859715541576585,0.2779147665013066,0.241598839176534,0.3156518707200609,0.821844292191637,0.7703310044701359,0.8685801531259817,0.06516523674736333,0.04913874551234929,0.08352096600211649,0.37185528991563144,0.33186500419354137,0.41179140577481066,0.2850647048356987,0.24752423209246835,0.32531185474553065,0.15919167302481424,0.1280359085882202,0.19150158722228552,0.05422357623990161,0.037876104002063045,0.07362858412633884,0.0294934239364492,0.017263824379122047,0.04565951739156987
2022,"Women","Poland","POL",0.0349951557602649,0.02218683393674511,0.050680621546529796,0.24618001691861313,0.2075658961052399,0.2863504164465052,0.28117517267887804,0.24060458921615507,0.3238263165193984,0.8247506829528097,0.7680582370739721,0.8756834920929548,0.06461930808295889,0.047220112534519035,0.08482103066484555,0.369703758135269,0.325290678331952,0.4142094306545965,0.28450175910289405,0.24301037570083023,0.3291194176670718,0.1602019191352423,0.12537851506769365,0.19645035125390156,0.05479602820878484,0.03688066380026761,0.07653489346218569,0.031182069574586007,0.017094052774597933,0.04984891892696841
1990,"Men","Poland","POL",0.014683012424620572,0.010299117339264571,0.020109942427549952,0.11407916947743947,0.09743745668350609,0.1315420067801357,0.12876218190206004,0.11152958333815062,0.14665445027058208,0.8248634601945074,0.782411131520208,0.8627911464088787,0.04377953552890102,0.035896742533627596,0.053196707178083794,0.4474618451590584,0.4216325008765846,0.4736362497130461,0.3799964354099805,0.3527028544482746,0.40732502141325744,0.09592944099803911,0.08000684770390974,0.11300484440775514,0.015909762552550596,0.011617377173287879,0.02122830980039102,0.0022399659268497597,0.0012494199538391163,0.0035476318767351926
1991,"Men","Poland","POL",0.014761083775530098,0.010577077261325825,0.020036216495689266,0.11775870560498976,0.10154364673521422,0.1351469339477524,0.13251978938051986,0.11562100363275624,0.15022423973179336,0.828646615987911,0.7886834666978766,0.864696659519884,0.04320015848513252,0.03571546531808474,0.051858418480636305,0.44286214170244564,0.41742036050682074,0.4679071549290523,0.38141790843190193,0.3556638603562916,0.40739938095272615,0.09873287645279313,0.08306074690446669,0.11538573521692508,0.01657667040469267,0.0122709854609308,0.021890042593905278,0.0024491587475039592,0.001390658147000192,0.0038362467819301835
1992,"Men","Poland","POL",0.01483969979471358,0.010753816816255056,0.01999796601242171,0.12155915322070455,0.10568834902266402,0.1386440755300439,0.13639885301541815,0.1196865563060362,0.15353205423425426,0.8323868668996824,0.7945095589591711,0.8664469649932953,0.04261558793768404,0.03552923627213333,0.050843426279169913,0.4382536498622121,0.41359670180770214,0.46232069128867936,0.3827319071846857,0.35783252898424034,0.4080293721463965,0.10159976475555942,0.08629173243706925,0.11809723680304465,0.01727964106192762,0.012942500395667484,0.022543670037052047,0.0026797474032175216,0.0015585913738028346,0.004107434062313712
1993,"Men","Poland","POL",0.01491392134199351,0.010992698732635243,0.019886658614677845,0.12555748581967222,0.10991564362576174,0.14214313611778498,0.14047140716166573,0.12415822015451364,0.15749725191490813,0.8361931551135707,0.8001332180149205,0.8683702711248441,0.04202259248106924,0.03537671421826326,0.04981488843461802,0.4335578144392365,0.4103188806457506,0.4568497972875396,0.3839481839180285,0.3598395147842599,0.4079089929672943,0.1045929154418302,0.0894754561103695,0.12070117093064715,0.018033229293677924,0.013697466581243621,0.02328830595986259,0.002931341084164082,0.0017401732800578853,0.0044246490238794185
1994,"Men","Poland","POL",0.014979424338362768,0.011136739302846714,0.019896525931537998,0.1298466435508463,0.11463106432477996,0.14621350486434995,0.14482606788920907,0.12880483331024842,0.16174530990643465,0.8401650351682037,0.8061593112381558,0.8705684254237286,0.0414126202609914,0.03507614124416899,0.048742316847094486,0.4286487506738022,0.4060392049800277,0.45087158406724387,0.38511255917599735,0.3619640780019513,0.408258719920317,0.10778263097914051,0.09314280089912669,0.12384737790057866,0.01885969482403419,0.014503998767801111,0.024102224365761243,0.0032043177476715977,0.0019505843149456499,0.004778123592717384
1995,"Men","Poland","POL",0.015028148126487964,0.011338334816151516,0.01980468002396386,0.1344599840738264,0.11949487312645743,0.15043634861864655,0.14948813220031434,0.1340578375314601,0.16583947796974804,0.8443576837928252,0.8124607316173901,0.8729485451716238,0.04075427083455188,0.03464256970088807,0.047633814490115486,0.4234972906171105,0.4019224196473153,0.4448419548643099,0.38626030434802333,0.36414559380535766,0.40832410159408794,0.11118101215045356,0.09673100564777708,0.12670897487406838,0.019777984767742746,0.015410222141091622,0.024936191193402554,0.0035009871556300597,0.0021868304726050188,0.005134688478414968
1996,"Men","Poland","POL",0.015046305511802461,0.011449418961455722,0.01962959837855221,0.13939473237760172,0.12477877261866639,0.1552964647128056,0.1544410378894042,0.13944590456525638,0.1702966701273433,0.848828804411984,0.8183330372201203,0.87587446621796,0.04004922353911425,0.034299264176659905,0.04642906955719359,0.41800825986907475,0.3972846854591671,0.4381883567992089,0.3875014767024068,0.366403574367665,0.4082487021958542,0.11478913047104188,0.10074398601353646,0.13001823644628163,0.02077876365375666,0.016363583915038733,0.025888928767383464,0.003826838252803202,0.002459266484550426,0.005546657755863781
1997,"Men","Poland","POL",0.015025271318086992,0.011522949398306313,0.0193944264186283,0.14469611012832134,0.13065285609330707,0.15999032865172383,0.15972138144640832,0.14536372744114215,0.17535341388303605,0.8536347011672066,0.8248565045459741,0.879202967330857,0.03928132059904397,0.0339517774314399,0.045185439635737665,0.41207974928818386,0.39225377835536773,0.43122730574783946,0.38891754666636386,0.3691218583926132,0.40889127103879735,0.11864255565314959,0.10506500188738459,0.13322131358294104,0.021871170604974014,0.01747815798687004,0.026951013318672338,0.0041823838701977294,0.002765770905131237,0.005953748316134465
