"Country","Sex","Year","Age-standardised mean systolic blood pressure (mmHg)","Age-standardised mean systolic blood pressure lower 95% uncertainty interval (mmHg)","Age-standardised mean systolic blood pressure upper 95% uncertainty interval (mmHg)","Age-standardised mean diastolic blood pressure (mmHg)","Age-standardised mean diastolic blood pressure lower 95% uncertainty interval (mmHg)","Age-standardised mean diastolic blood pressure upper 95% uncertainty interval (mmHg)","Age-standardised prevalence of raised blood pressure","Age-standardised prevalence of raised blood pressure lower 95% uncertainty interval","Age-standardised prevalence of raised blood pressure upper 95% uncertainty interval","Crude prevalence of raised blood pressure","Crude prevalence of raised blood pressure lower 95% uncertainty interval","Crude prevalence of raised blood pressure upper 95% uncertainty interval","Number of adults with raised blood pressure","Number of adults with raised blood pressure lower 95% uncertainty interval","Number of adults with raised blood pressure upper 95% uncertainty interval"
"Poland","Men",1975,134.666689377865,128.370856879244,141.018760267224,82.7535029486853,78.3891316073165,87.0036244832399,0.442553557766213,0.322810478698145,0.567996847990797,0.427594684436191,0.309970042625859,0.551104112141433,4852218.42406892,3485472.82274814,6382438.04154802
"Poland","Men",1976,134.721665360406,128.886987381415,140.492478790239,82.8642567177206,78.8938646841349,86.7159245429536,0.443897641888818,0.332830236606177,0.561243660526418,0.428615579449664,0.319820200065712,0.544589920208068,4941455.95286644,3638015.94597586,6399358.43743113
"Poland","Men",1977,134.772925846065,129.514602417192,140.024751093907,82.9711938823034,79.3091730699935,86.4678839490778,0.445124997610102,0.340947379715537,0.553264323913114,0.429758907887597,0.327440769284209,0.536920351809302,5026358.93545463,3780265.69346042,6417013.80602938
"Poland","Men",1978,134.814278352631,130.035271342099,139.536229156277,83.0714564048443,79.7421569595471,86.2829815367496,0.446099200026725,0.349390193066846,0.546779185949441,0.430910889576309,0.336449916052318,0.530948764306736,5105510.81784637,3919320.35608671,6434434.65074571
"Poland","Men",1979,134.842289147665,130.530676485903,139.120219793452,83.1642371064612,80.1242457944959,86.0552941724411,0.446738421049134,0.356582517301219,0.54164402965601,0.432006643005763,0.343392457150006,0.526166567492048,5178347.93833108,4041111.05223462,6450155.32353215
"Poland","Men",1980,134.854032258114,130.932659489289,138.716579299722,83.2490110401033,80.4768514165549,85.9104660373714,0.447034125530427,0.361967270628766,0.536047125902304,0.433043345925145,0.349359135314175,0.521856666538922,5245047.8545328,4153946.91844203,6472254.79289462
"Poland","Men",1981,134.832515132516,131.252511995894,138.411946469976,83.3142070783367,80.7887206992133,85.7541882201187,0.446599286132084,0.366870624382862,0.530589527446917,0.433637366939777,0.355019075503715,0.517273527064621,5300914.56559402,4251521.02815349,6481655.27797949
"Poland","Men",1982,134.774044589171,131.502467422035,138.105150577176,83.3541352804105,81.0718588641817,85.6158652080478,0.445292209816227,0.368216988544252,0.525825554564386,0.433633298304947,0.357783731732741,0.512811515925512,5343928.25841045,4326957.51933082,6483935.78556041
"Poland","Men",1983,134.691203844273,131.622182717166,137.75498189414,83.3803542447916,81.2610487464209,85.4998910008953,0.443485888421729,0.370121784202546,0.51945037997307,0.433367414290996,0.360695604757955,0.509550661341637,5378515.69819299,4388436.00018908,6479748.46904828
"Poland","Men",1984,134.579992854249,131.712627496331,137.498367389506,83.387061054464,81.3845874526109,85.3809947085764,0.441148990169191,0.370328798440463,0.514343343642672,0.432767805269399,0.363075003145857,0.505967721230191,5404293.82330679,4434921.99507127,6480949.49072141
"Poland","Men",1985,134.450982771852,131.740189333693,137.219614805191,83.3828153897422,81.4832164203283,85.2543510410914,0.438569901040932,0.369334058394502,0.509327053717037,0.432073889733244,0.363446944673835,0.502546206333895,5424876.93396458,4468739.99125228,6480098.47468457
"Poland","Men",1986,134.31582474847,131.718516567949,137.024980078364,83.373673470255,81.5221206536704,85.1986004017893,0.435866054327267,0.368852746136711,0.50476585823702,0.431398819835979,0.364664444445849,0.500311059020856,5441868.93761235,4501149.71184424,6484247.07357298
"Poland","Men",1987,134.188058409848,131.612612745772,136.874825216385,83.3647571143046,81.5444253378714,85.1260448585038,0.433310640621009,0.367725462005107,0.501692941359748,0.430976856993003,0.365768481745867,0.500182051148987,5458947.41362661,4528353.40143234,6492970.62439389
"Poland","Men",1988,134.073347922869,131.526094661242,136.726832363568,83.3565854681743,81.5588394597406,85.1073257224868,0.430884136509378,0.367104984981668,0.498797930155219,0.430670617401375,0.366921873059905,0.499040227735734,5476230.99592275,4549953.32488914,6505236.47353006
"Poland","Men",1989,133.972543557442,131.416902713471,136.596143557761,83.3504021311398,81.5500063744796,85.1145378691642,0.428560688338652,0.364427650047202,0.495687332443179,0.430306009620013,0.36600425270379,0.4982135404068,5493786.27620866,4564389.80992075,6521681.46765182
"Poland","Men",1990,133.882665849704,131.329289799293,136.562817145612,83.338820132741,81.5525076209545,85.1009782268569,0.426179979672441,0.362296408442276,0.492526867909211,0.429617823275046,0.364706216130008,0.496868029086934,5509910.36254546,4573468.46654321,6544599.1060119
"Poland","Men",1991,133.797955906671,131.229495317397,136.490388613817,83.3163571299353,81.5369304760046,85.0921983988246,0.423516646922816,0.359454684510723,0.489600002397679,0.428332303622269,0.363562347303999,0.494960677409426,5521794.49227005,4581169.48450666,6560324.06087699
"Poland","Men",1992,133.719069082694,131.148758133832,136.424488500219,83.2834030709547,81.4904044282347,85.073621172901,0.42056222756343,0.356818317827751,0.486357814411224,0.426468141853147,0.361509583822092,0.492599228204007,5529469.41617155,4587476.96471613,6572411.6722855
"Poland","Men",1993,133.642351179418,131.034690239346,136.358344126519,83.2354761163352,81.4323004209221,85.0093827718145,0.417190290460711,0.353380357940917,0.482309566289666,0.423961309137802,0.359124959897109,0.489647367529344,5531696.23140399,4590418.75703317,6570985.27483188
"Poland","Men",1994,133.567653348981,130.940409457463,136.258495608552,83.1737714833659,81.3461180797348,84.9437958084604,0.413376367172994,0.349380705077091,0.477711806427015,0.420887454740611,0.355464963216897,0.486586433295039,5528648.98226649,4586769.138324,6569398.45712863
"Poland","Men",1995,133.495933806394,130.904356163356,136.208681805595,83.0958365773736,81.283047819909,84.9166987942268,0.40913130957217,0.345872803223701,0.472474727427875,0.417335372281735,0.352815097429227,0.482389425685643,5520817.04283163,4582654.27228717,6553807.5368922
"Poland","Men",1996,133.435932282013,130.860429765868,136.085915442016,83.0040159273184,81.2231287867281,84.8008280600045,0.404561311190989,0.342239557723758,0.467845884134963,0.413438231948215,0.349632204757937,0.477773051092261,5509591.40908041,4575117.70449836,6535122.69144107
"Poland","Men",1997,133.391467494471,130.831746927764,136.00304277591,82.9012368875411,81.1613449169767,84.6719071761398,0.399830794182571,0.339185031309479,0.462123654597245,0.409358446308352,0.347928386875402,0.472687984998379,5497090.28230233,4572288.00793948,6513925.4294782
"Poland","Men",1998,133.375161266545,130.881507099512,135.949113146074,82.7965468056652,81.0924272400817,84.5299959697851,0.395167351203896,0.335332240155896,0.456684160088997,0.405340877753228,0.344022673132013,0.468077312712489,5486587.43554866,4570530.07169004,6495044.73863174
"Poland","Men",1999,133.384287579336,130.91447336672,135.891906323258,82.6914495245464,81.0155752228825,84.3697934385677,0.39068731533459,0.331766139004736,0.450902417661788,0.401510904746423,0.341128059914351,0.463416111492824,5479888.12120682,4572659.49438357,6482327.60200285
"Poland","Men",2000,133.418541590584,130.984135660237,135.895651919945,82.5862678843702,80.9550899580552,84.2207644914227,0.386487854045818,0.328794246489082,0.44698563730709,0.397980461071915,0.3386701460049,0.459287925464436,5478430.04461221,4580699.65153508,6472116.35312638
"Poland","Men",2001,133.474576888459,131.099035802581,135.881599241248,82.4852724627076,80.9055275839663,84.0707990343524,0.382608302366874,0.325719446064024,0.441463895508454,0.394799800680796,0.336679281512007,0.454773333697111,5482930.43979972,4591455.06378629,6465887.21116168
"Poland","Men",2002,133.549729254109,131.257102184787,135.883804385045,82.3910914257172,80.8283603830887,83.9474845290775,0.379172726761301,0.322823701567749,0.436668326968469,0.392123502370868,0.334268862318962,0.450704964281306,5494967.41106033,4610445.6905547,6473506.06842898
"Poland","Men",2003,133.640048380849,131.406290071911,135.903790810275,82.3026203779824,80.7701088748853,83.8246283513808,0.37616138271006,0.320823542382017,0.432473265286177,0.389977165595223,0.33348851540773,0.447921726765611,5513527.11743158,4633499.77399037,6487347.51832802
"Poland","Men",2004,133.730898214517,131.531308970184,135.959236221029,82.2174949380053,80.7104929648604,83.7050606312962,0.373389309350152,0.31899322225344,0.430193642491644,0.388225826109892,0.33210726237154,0.44602092030687,5534914.71629928,4658032.99622359,6502729.12819394
"Poland","Men",2005,133.813204707945,131.617759717163,136.05718442277,82.1308682641304,80.6083536653077,83.6300667806465,0.370765895484903,0.316487499753538,0.427490288977361,0.386813443050556,0.331266094724081,0.443776672491307,5556990.08288295,4678281.12299761,6525065.60694062
