"Country","Sex","Year","Age-standardised mean systolic blood pressure (mmHg)","Age-standardised mean systolic blood pressure lower 95% uncertainty interval (mmHg)","Age-standardised mean systolic blood pressure upper 95% uncertainty interval (mmHg)","Age-standardised mean diastolic blood pressure (mmHg)","Age-standardised mean diastolic blood pressure lower 95% uncertainty interval (mmHg)","Age-standardised mean diastolic blood pressure upper 95% uncertainty interval (mmHg)","Age-standardised prevalence of raised blood pressure","Age-standardised prevalence of raised blood pressure lower 95% uncertainty interval","Age-standardised prevalence of raised blood pressure upper 95% uncertainty interval","Crude prevalence of raised blood pressure","Crude prevalence of raised blood pressure lower 95% uncertainty interval","Crude prevalence of raised blood pressure upper 95% uncertainty interval","Number of adults with raised blood pressure","Number of adults with raised blood pressure lower 95% uncertainty interval","Number of adults with raised blood pressure upper 95% uncertainty interval"
"Poland","Men",2006,133.885806378339,131.681247327139,136.135288166479,82.0435653137243,80.4789554542421,83.5491945378943,0.36819150942673,0.313358974960493,0.425014711657478,0.385654497783146,0.329748511205676,0.443014429172954,5578019.49801892,4686165.86075893,6556959.89771989
"Poland","Men",2007,133.944447228668,131.665358869158,136.257795373596,81.9550803218607,80.3547099477671,83.5275269962866,0.365653269677801,0.311000564391331,0.423393313539347,0.384725861222821,0.328629869312955,0.443737921322137,5597806.83233402,4689553.28399601,6595378.82074044
"Poland","Men",2008,133.984572873618,131.61659609365,136.360836010097,81.8640942151153,80.1635655856238,83.5406904351534,0.363071314644782,0.306448573058359,0.422500262883566,0.383924185963449,0.326040216389041,0.444568417774099,5614959.25108119,4680705.9541278,6642655.86532949
"Poland","Men",2009,134.009793029842,131.448102283493,136.543322293887,81.7704578059828,79.978503115075,83.5673531907086,0.360451539765684,0.30156426502076,0.422231561215151,0.383220346561039,0.322516927294251,0.446223011713559,5629402.57840333,4660617.24403106,6695778.64719547
"Poland","Men",2010,134.02778833329,131.23641429462,136.839847782052,81.676574199071,79.6964789106899,83.6449585016635,0.357878583745773,0.295329217158279,0.42348663344096,0.382673436810504,0.318240173845832,0.448909168936956,5642273.76675101,4620959.82368574,6773347.60140376
"Poland","Men",2011,134.04202995051,130.901208723113,137.132488526635,81.5817425892815,79.3792646997042,83.8141441105717,0.355281636092898,0.28779391346038,0.425990717388318,0.382195790779303,0.312505752146917,0.453653719324937,5652326.64799059,4566024.65649685,6847590.46176815
"Poland","Men",2012,134.061034680068,130.569570332422,137.511921859357,81.4913393183038,79.0283366859106,83.9338325456101,0.352795757097489,0.28071682203075,0.430543144042198,0.381927231852703,0.307181010280924,0.460865087675328,5661516.88303202,4493594.12791871,6942714.85163013
"Poland","Men",2013,134.079887740847,130.128564172136,137.925862819514,81.4025693832286,78.6411144010742,84.1218499240238,0.350329061323445,0.272481626908951,0.434151886560013,0.381777668053325,0.300831440757054,0.467505812562783,5668502.18569389,4404966.52754528,7056216.37756115
"Poland","Men",2014,134.097336225161,129.62773397493,138.436846445096,81.3151041621919,78.1946461518076,84.3201034475944,0.347941414806104,0.262766258899741,0.440369429041129,0.381818667371748,0.292421622224204,0.476905242713599,5674323.21232269,4307037.99920849,7171012.30927705
"Poland","Men",2015,134.113183427578,129.075371540958,138.951339894885,81.2279157953623,77.7561540428148,84.552051729359,0.345629425873202,0.254626984826278,0.446161698745169,0.382046353796358,0.285759231718829,0.484557484248813,5679023.76682223,4194435.80297602,7299665.61008722
"Poland","Women",1975,132.536547927817,124.666401843193,140.398802389497,82.3285358426246,77.44132142495,87.3692603073048,0.361746644416014,0.253752522837399,0.48506774701142,0.382166398636686,0.273797086995607,0.503852345899307,4774302.55043984,3359310.88900497,6432275.90466564
"Poland","Women",1976,132.458473491691,125.32925396041,139.626624503594,82.2670210405393,77.7874596131979,86.8305291770693,0.360601128919002,0.259057076181072,0.475161141414705,0.381211620083292,0.279350898647189,0.494232274816326,4831575.03547221,3482676.73027509,6406873.80223541
"Poland","Women",1977,132.372330539558,125.980495990661,138.918031737846,82.2016989873027,78.1304113596829,86.3234709436759,0.359357303595259,0.265947353021383,0.465395252718401,0.380394514581685,0.286860809483636,0.484850749960828,4885370.30897808,3603870.85474867,6380120.92721527
"Poland","Women",1978,132.279272234853,126.463761145803,138.246376661784,82.1317543339286,78.4861806568548,85.8490747429146,0.357965092227515,0.270611078627677,0.456685674248089,0.379670722828633,0.292656119583053,0.475960590132785,4934959.44785342,3716452.03700358,6359571.73761889
"Poland","Women",1979,132.176003719749,126.833004098855,137.586755830698,82.0582281091913,78.7109274395828,85.3935107311663,0.356411187393175,0.273615262467425,0.448069021794008,0.37901845314569,0.29671359050361,0.469480590639421,4980102.58000218,3815834.77328421,6341451.0940891
"Poland","Women",1980,132.063283723599,127.216993875794,136.947073538532,81.9794327601182,78.944190877329,85.0247777854875,0.354675612053503,0.276979871935479,0.441551283178756,0.378404501735782,0.301182342138772,0.463909689588934,5020481.80246038,3901692.61853538,6321525.35225649
"Poland","Women",1981,131.934100061028,127.548675073609,136.295612942344,81.8891276559486,79.1042916708237,84.6416727205528,0.352581238006704,0.279243524842995,0.43484204466562,0.377654083684429,0.304484834644435,0.458262309053489,5053799.42611623,3974698.57430909,6297842.66753895
"Poland","Women",1982,131.788418636774,127.904703530563,135.725625929224,81.7899194763684,79.2549555114916,84.2986997040777,0.350107630381273,0.280785110479176,0.427687749025667,0.376733683775309,0.307528820954604,0.453222940517347,5079755.83447357,4032603.89803965,6273515.84572977
"Poland","Women",1983,131.627875064185,128.108301711553,135.205300136317,81.6842286728671,79.3723693596051,83.995017721512,0.34743129812138,0.281604427696068,0.419832995280224,0.375768271711311,0.309860338607211,0.446475859646126,5100571.50140555,4083878.60310563,6244872.80324384
"Poland","Women",1984,131.447897557654,128.173434292141,134.739330641992,81.5717753223213,79.4490925817242,83.6677405242921,0.344511792692528,0.281726365783159,0.411519787268713,0.374652382094022,0.311746172768876,0.44210262126754,5115571.8867758,4121196.47224104,6222390.04800337
"Poland","Women",1985,131.251810653791,128.252721718454,134.323894936117,81.455842359206,79.4659848459007,83.4029615907521,0.341472997941919,0.28086775661397,0.406768475806785,0.37345337559096,0.312595620981729,0.437973820884582,5126434.89439235,4153157.0341709,6200446.43305898
"Poland","Women",1986,131.042166224181,128.205455985149,133.918222139045,81.3403118232515,79.4200806839672,83.2229835910074,0.338380630291369,0.280406074837305,0.40115336298386,0.372218576616787,0.313029121827374,0.434638973646653,5133978.89092146,4174976.42048307,6184369.40625156
"Poland","Women",1987,130.831921929011,128.101637554996,133.60357129477,81.2304804096751,79.4074915004208,83.0629307179471,0.33528707749964,0.278380112685717,0.396384862880286,0.370986522397605,0.312686863761888,0.432036360431962,5139314.35799123,4189632.60072424,6172558.98905228
"Poland","Women",1988,130.612508315133,127.955175539521,133.369307614067,81.1233582357439,79.3216216505112,82.9039023467564,0.332161992232187,0.276402074764569,0.391759311941704,0.369680182679508,0.311828776900902,0.429719185437056,5143045.70984849,4202119.85466682,6158696.41349433
"Poland","Women",1989,130.385275973486,127.745993205018,133.107556326661,81.0154081840048,79.2249767715237,82.7967446997303,0.329000477366386,0.273809354516207,0.387463913027759,0.368242633912408,0.311170028363189,0.426967522067375,5146415.06868995,4209276.40175174,6152718.47025867
"Poland","Women",1990,130.149402170119,127.51663939758,132.827881870529,80.9041010133184,79.121591366636,82.6471450219282,0.325771002244867,0.27112883050837,0.383192217667605,0.366603789263188,0.309776996400978,0.425240298110698,5149897.30443066,4216047.23578011,6153637.81820473
"Poland","Women",1991,129.899712775068,127.257848273909,132.546507083589,80.7854579566267,78.9968612177925,82.5578603416134,0.322336084744586,0.268485410518321,0.378812234085642,0.364604476822329,0.308616343654456,0.422743664753782,5151879.05019798,4219841.10628983,6157757.2091887
"Poland","Women",1992,129.639743553741,127.009467008842,132.268491764079,80.6618085879259,78.8680357141799,82.4331309239185,0.318647331044782,0.265924441855942,0.374281821016379,0.362197541953497,0.306318309849541,0.418859478840122,5151378.44547138,4220944.31776374,6153905.59890271
"Poland","Women",1993,129.365128585575,126.764491717478,132.022907709859,80.5331746909154,78.7760965829558,82.3230500048416,0.314658352791851,0.261965102357301,0.369847904905021,0.359349150229326,0.30419889668878,0.415519183125272,5147219.84426515,4221123.93824135,6148500.10906695
"Poland","Women",1994,129.085261999314,126.463684299958,131.769277246356,80.4020222517702,78.6593429933278,82.1714171214456,0.310413522040123,0.258861748167927,0.364950329116394,0.356132843620062,0.30164539506236,0.412404753052932,5139325.64405215,4212737.05009956,6136667.14446326
"Poland","Women",1995,128.798999435967,126.182026978937,131.45939265484,80.2660640818892,78.5563154874726,82.0185821905499,0.30584553208638,0.255544678461443,0.359831344688116,0.352504092450079,0.299266986503674,0.408870022500893,5126156.10789195,4209236.54235782,6128465.40298991
"Poland","Women",1996,128.509664893849,125.879709855122,131.090537363654,80.1279113247367,78.3883817840124,81.8561968994004,0.301067231924972,0.25193810934789,0.354710247807046,0.348590681872678,0.295995971087137,0.404218364586432,5109122.32674676,4201548.41497831,6100436.25379154
"Poland","Women",1997,128.219913672446,125.644020526014,130.742261400698,79.9898025012217,78.2546905335485,81.6897584737601,0.296164016968743,0.247448287926698,0.348209316268023,0.344492404360964,0.292506511516176,0.399010456856135,5089673.95307213,4186844.69204303,6066185.32124422
"Poland","Women",1998,127.934873885007,125.433456582757,130.436153330851,79.8562692233044,78.1406377911492,81.5219828017924,0.291217994518315,0.243784978540006,0.342285112550761,0.340326511386135,0.289181234758407,0.394478825040292,5069538.90336914,4174201.32830487,6036086.28165424
"Poland","Women",1999,127.655728840544,125.180330046316,130.125781645389,79.7304680930543,78.079555925931,81.3587679462757,0.28634743316564,0.240033450535967,0.336199316188159,0.336254758540806,0.285617255930011,0.389472099328389,5051259.40062197,4166887.35823528,6014878.70805415
"Poland","Women",2000,127.384008063798,124.972933834873,129.81261155443,79.614373910496,77.9980540935443,81.2078090818791,0.28159395937394,0.236013377888406,0.330714276481584,0.332353755581107,0.282309332639318,0.385002790647496,5035953.52311735,4164971.83126175,5995963.26743333
"Poland","Women",2001,127.118345723773,124.759886749477,129.524205077922,79.5084522577134,77.9168374397163,81.0798633901307,0.276973494175073,0.23219070608722,0.325564576210127,0.32865511440439,0.27986960591162,0.380471255418946,5024070.73924506,4159125.59812079,5980502.96452818
"Poland","Women",2002,126.859882129675,124.490972358679,129.214857668009,79.4155731004877,77.843123837728,80.9865385397518,0.272631341570488,0.22856230281568,0.320729450485705,0.325325612640306,0.277538360425554,0.376530805785848,5017636.16311365,4155620.53869724,5969888.63468553
"Poland","Women",2003,126.606203031111,124.241405000605,128.915219914353,79.3362429356943,77.7763670420632,80.8578723126474,0.268521436529015,0.224797250092786,0.315997137810306,0.322338409258684,0.27522990225635,0.372729602398006,5015144.04444444,4149027.57903308,5964450.92779294
"Poland","Women",2004,126.356659809241,124.011001953988,128.663279310773,79.2686529167963,77.742455369044,80.8028513284378,0.264601092069414,0.221479963815825,0.31120651414448,0.319667742530977,0.272387106763612,0.370101720052467,5014792.76170503,4142744.25243646,5968948.18185773
"Poland","Women",2005,126.105086804114,123.753720770856,128.388417799453,79.2080133711886,77.677486039616,80.7567243564188,0.260858877640088,0.217558561916052,0.307913923637777,0.317313722634523,0.269433504449423,0.368480296004182,5015577.09063473,4134025.68324725,5971889.57425569
"Poland","Women",2006,125.846294794928,123.45974088215,128.190632395493,79.1523559732304,77.6217494934208,80.7438776017712,0.257260375628778,0.213590012182653,0.304690595849648,0.315248666828039,0.267278914618104,0.366010923599881,5016728.51143827,4118299.55565716,5989981.86001892
"Poland","Women",2007,125.579136631767,123.070826969013,128.023322919646,79.1034766682398,77.5498095854708,80.7440886615769,0.253778080259903,0.209045778216317,0.302012891280279,0.313438991241426,0.264130913392015,0.365503981481277,5017884.68022367,4095305.6415026,6013276.32222256
"Poland","Women",2008,125.303403124702,122.635226406469,127.874717392509,79.0589977893936,77.4405023631893,80.7690972469126,0.250397901684597,0.203374352881055,0.300601701125736,0.311854526042123,0.260240463709338,0.365952474677628,5018711.87354268,4063752.49372766,6047174.8900396
"Poland","Women",2009,125.020606848738,122.162042239456,127.784588914378,79.0183541086498,77.2422328262119,80.8362761285849,0.247123573618343,0.198112265985308,0.299023357837358,0.310475848320068,0.255986111301703,0.366822077640597,5019232.29414006,4019970.26249333,6085996.27726889
"Poland","Women",2010,124.734762141824,121.619456253959,127.740413515302,78.9816060554399,77.0357599131955,80.9801030900772,0.24397904307162,0.192553331239136,0.298487133960127,0.309312408909525,0.251658766904673,0.369143799528686,5019856.69526014,3968635.80418649,6131992.18536871
"Poland","Women",2011,124.444337865743,120.958149081908,127.732757220234,78.9458702816237,76.8012655090728,81.1503137608403,0.240944493091884,0.186685535332513,0.299523944815154,0.308330170501775,0.247564471981797,0.371683668363374,5020116.02729787,3906106.58702471,6198872.93619995
"Poland","Women",2012,124.158014212045,120.301933329944,127.811919807403,78.9123728634471,76.5446974363318,81.3755230396032,0.238002730430258,0.180481770457591,0.30045179457403,0.30751152453217,0.241656695862769,0.376101893146398,5019669.16788066,3838542.28621043,6283965.45563637
"Poland","Women",2013,123.871912929879,119.557309663943,127.920585785964,78.8798961435144,76.1828294015294,81.6627732851472,0.23514573921607,0.173293706340561,0.302762182486079,0.306856412713893,0.236233099674318,0.381834312992877,5018511.86211831,3756125.20440635,6379137.85860025
"Poland","Women",2014,123.586774122889,118.708875308782,128.226016549909,78.8484323253914,75.7756684024496,81.9689798931036,0.23236881670666,0.166704674724611,0.305821596104941,0.306373500265044,0.229841844753848,0.387584038199909,5016770.41703331,3668712.94931438,6478905.69439344
"Poland","Women",2015,123.302399797533,117.842332359707,128.513598617786,78.8170871843713,75.4157897895132,82.3355746606273,0.229716549037621,0.159367882334536,0.309801454047005,0.306117788566931,0.223464758860924,0.39518212045001,5015427.41940704,3571406.2575635,6585157.76466077
