placeID,placeName,category,latitude,longitude
ChIJtT6XOGPMHkcRapL1TUAZ7jM,Kino Muranów,university,52.244961,20.999682
ChIJIz88wmTMHkcRXPfwb8aJp-s,Vege Miasto,restaurants,52.246042,21.005019
ChIJtT6XOGPMHkcRapL1TUAZ7jM,Kino Muranów,university,52.244961,20.999682
ChIJlf4F833MHkcRdbBuXPlZIGM,Bar Paragraf,restaurants,52.24152,20.992647
ChIJ41Yyy_7KHkcRUTyBDVozopw,Dom Michal,home,52.252081,20.911787
ChIJVVeUACLLHkcR1IvOdg6DR5U,Metro Bemowo,transport,52.240039,20.914032
ChIJF8u2SOnMHkcR7TrJJ2_WP80,Politechnika,university,52.220539,21.010349
ChIJOWqUcOzMHkcROp3KVw-z22k,Mini,university,52.222157,21.007131
ChIJBV4ts-HNHkcR7k8uYM2Nrm0,Lubaszka,restaurants,52.225487,21.01142
ChIJF8u2SOnMHkcR7TrJJ2_WP80,Politechnika,university,52.220539,21.010349
ChIJOWqUcOzMHkcROp3KVw-z22k,Mini,university,52.222157,21.007131
ChIJ41Yyy_7KHkcRUTyBDVozopw,Dom Michal,home,52.252081,20.911787
ChIJydRnTCtIGUcRIFzn607Fu74,Dom Podkowa Leśna,home,52.111168,20.733128
ChIJsQ4Jz25JGUcRMjuUjnYlFLI,Podkowa Leśna,home,52.109999,20.733017
ChIJh5dJ3DEzGUcRDeoctCSY8T4,Dom kol,entertainment,52.189517,20.992322
ChIJ916NDfPMHkcR9ru4Y7VuuCM,Kino,entertainment,52.178934,21.003812
ChIJ5xAXcywzGUcRB462jrXIlnE,Galeria Mokotów,shopping,52.179958,21.005291
ChIJg--Tk9gyGUcRg9FNyP4xV8s,Kino,entertainment,52.17906,21.004202
ChIJ5xAXcywzGUcRB462jrXIlnE,Galeria Mokotów,shopping,52.179958,21.005291
ChIJ41Yyy_7KHkcRUTyBDVozopw,Dom Michal,home,52.252081,20.911787
ChIJf4EALRzLHkcRjl5zjQBeHGY,Lidl,shopping,52.23929,20.91502
ChIJ5TYzuWDLHkcRTZW5KwHL0fc,Warsaw Expo,entertainment,52.224981,20.962129
ChIJ41Yyy_7KHkcRUTyBDVozopw,Dom Michal,home,52.252081,20.911787
ChIJY254sTzNHkcRylKTWltki7E,Bułkę przez bibułkę,restaurants,52.229219,21.01884
ChIJY7ccMfLMHkcRmsnIs8KBz7E,QQ Warsaw,restaurants,52.2283,21.013814
ChIJh5dJ3DEzGUcRDeoctCSY8T4,Dom kol,entertainment,52.189517,20.992322
ChIJfyLKjezMHkcRkCcjAX1i2Xc,Przystanek Koszykowa,transport,52.223109,21.00513
ChIJF8u2SOnMHkcR7TrJJ2_WP80,Politechnika,university,52.220539,21.010349
ChIJF8u2SOnMHkcR7TrJJ2_WP80,Politechnika,university,52.220539,21.010349
ChIJOWqUcOzMHkcROp3KVw-z22k,Mini,university,52.222157,21.007131
ChIJ41Yyy_7KHkcRUTyBDVozopw,Dom Michal,home,52.252081,20.911787
ChIJVVeUACLLHkcR1IvOdg6DR5U,Metro Bemowo,transport,52.240039,20.914032
ChIJTeWAPIzMHkcRXOfYhMkscBI,Carrefour,shopping,52.230146,21.002703
ChIJ1Q2PpY3MHkcRHrorSFhMgl4,Kino,entertainment,52.230138,21.003163
ChIJ41Yyy_7KHkcRUTyBDVozopw,Dom Michal,home,52.252081,20.911787
ChIJf4EALRzLHkcRjl5zjQBeHGY,Lidl,shopping,52.23929,20.91502
ChIJF8u2SOnMHkcR7TrJJ2_WP80,Politechnika,university,52.220539,21.010349
ChIJOWqUcOzMHkcROp3KVw-z22k,Mini,university,52.222157,21.007131
ChIJIQZkFPPMHkcRpQq8gdD-KIw,Metro Centrum,transport,52.230499,21.010829
ChIJm5QPjvXMHkcR5k9SNsdalN4,Kawiarnia Nowy Świat,restaurants,52.235707,21.018144
ChIJ41Yyy_7KHkcRUTyBDVozopw,Dom Michal,home,52.252081,20.911787
ChIJhyCNaz7MHkcRfJL7bpYY5A8,Dom kol 2,home,52.260074,21.034165
ChIJPU8lh9PHGEcRkvkTkSA74gg,Lump Garwolin,shopping,51.895704,21.617635
ChIJy0GkjZgrGUcR71OfCIsukDk,Lump Otwock,shopping,52.100566,21.264417
ChIJEX6U780rGUcR2OWIUA1J4Nc,McDonald,restaurants,52.127783,21.239709
ChIJ41Yyy_7KHkcRUTyBDVozopw,Dom Michal,home,52.252081,20.911787
ChIJWTUjZY3MHkcR2U7HZ_LJC-s,Dworzec Centralny,transport,52.22884,21.00327
ChIJZSi2aP3MHkcRxwuAjyIXQ7M,Kawiarnia Muranów,restaurants,52.249396,20.997752
ChIJ41Yyy_7KHkcRUTyBDVozopw,Dom Michal,home,52.252081,20.911787
ChIJh5dJ3DEzGUcRDeoctCSY8T4,Dom kol,entertainment,52.189517,20.992322
ChIJsaxq1ozMHkcR3eCCfLpqqNg,Kinoteka PKIN,entertainment,52.231288,21.006501
ChIJ249xMY3MHkcRkGgnFhTHz4g,Warszawa Śródmieście,transport,52.229346,21.007076
ChIJKS8BRLPNHkcRxeoTK8N8CyU,Jassmine,entertainment,52.223102,21.007818
ChIJOc0CZg3NHkcReDz4rvuDHvE,hotel,home,52.223155,21.008002
ChIJ41Yyy_7KHkcRUTyBDVozopw,Dom Michal,home,52.252081,20.911787
ChIJp8naBVXKHkcRvKqgvYDj5Qk,Bazarek,Shopping,52.256497,20.920567
ChIJ41Yyy_7KHkcRUTyBDVozopw,Dom Michal,home,52.252081,20.911787
ChIJm5QPjvXMHkcR5k9SNsdalN4,Kawiarnia Nowy Świat,restaurants,52.235707,21.018144
ChIJB7gMhfbMHkcRvDVORamNJmM,In Side Pub,restaurants,52.232759,21.01902
ChIJ41Yyy_7KHkcRUTyBDVozopw,Dom Michal,home,52.252081,20.911787
ChIJj5eyKhrNHkcRNt1ub9V_90g,Armand,restaurants,52.227314,21.015427
ChIJi2tvd_DMHkcROtlyNWVaMdE,Fryzjer,entertainment,52.226498,21.02219
ChIJVzH__ebMHkcRheabIiwiDPI,Bar Swietlica,entertainment,52.216561,21.019664
ChIJ41Yyy_7KHkcRUTyBDVozopw,Dom Michal,home,52.252081,20.911787
ChIJMxeG4orMHkcRh8fqCO60lb4,Metro Świętokrzyska,transport,52.235234,21.008446
ChIJCzYm5OXMHkcRaQAxHmWQ8Z0,Plan B,restaurants,52.219998,21.018755
ChIJRymMjtHLHkcR6QpW2NlHH5A,Dom kol 3,entertainment,52.283321,20.954671
ChIJi-i86R3LHkcRrCRK3_Gj8e0,Przystanek Tramwajowy,transport,52.239905,20.913069
ChIJ41Yyy_7KHkcRUTyBDVozopw,Dom Michal,home,52.252081,20.911787
ChIJsaxq1ozMHkcR3eCCfLpqqNg,Kinoteka PKIN,entertainment,52.231288,21.006501
ChIJIQZkFPPMHkcRpQq8gdD-KIw,Metro Centrum,transport,52.230499,21.010829
ChIJ41Yyy_7KHkcRUTyBDVozopw,Dom Michal,home,52.252081,20.911787
ChIJVVeUACLLHkcR1IvOdg6DR5U,Metro Bemowo,transport,52.240039,20.914032
ChIJi2ZA6MvNHkcRxgDsH39QKis,G-Ramen Kikuyu,restaurants,52.22134,21.010368
ChIJzVd-refMHkcRnPtRuz9z264,Mod,restaurants,52.216734,21.017934
ChIJF8u2SOnMHkcR7TrJJ2_WP80,Politechnika,university,52.220539,21.010349
ChIJOWqUcOzMHkcROp3KVw-z22k,Mini,university,52.222157,21.007131
ChIJI224g1_MHkcRTziMWjko1nw,Metro Nowy Świat,transport,52.236794,21.017133
ChIJOUau4A_LHkcRkPanDAKXNWg,Auchan,shopping,52.241858,20.931143
ChIJCa_r4Q_LHkcRtI1qxhpQPEU,Kino Wola Park,entertainment,52.242589,20.930803
ChIJ41Yyy_7KHkcRUTyBDVozopw,Dom Michal,home,52.252081,20.911787
ChIJF8u2SOnMHkcR7TrJJ2_WP80,Politechnika,university,52.220539,21.010349
ChIJv9rU8xTNHkcRnbkBic0KO3I,Coffedesk Wilcza,restaurants,52.236322,21.004856
ChIJT2JZBrXNHkcRddoMSrO3sHs,k-bar,restaurants,52.223419,21.016475
ChIJF8u2SOnMHkcR7TrJJ2_WP80,Politechnika,university,52.220539,21.010349
ChIJOWqUcOzMHkcROp3KVw-z22k,Mini,university,52.222157,21.007131
ChIJ41Yyy_7KHkcRUTyBDVozopw,Dom Michal,home,52.252081,20.911787
ChIJEWlPLCvKHkcR8tvl1TEty8M,Las bielański,entertainment,52.290086,20.950123
ChIJR-Jr_dtg_UYRecIf97ahsmE,Galeria pod kosciolem,entertainment,52.295318,20.959919
ChIJfYyGRczLHkcRCXFxcvgdXS8,Las Kawiarnia,restaurants,52.279251,20.947846
ChIJyX8PvNzLHkcRQJ1NA5O5Osg,Stare Bielany,entertainment,52.279228,20.94772
ChIJ41Yyy_7KHkcRUTyBDVozopw,Dom Michal,home,52.252081,20.911787
ChIJF8u2SOnMHkcR7TrJJ2_WP80,Politechnika,university,52.220539,21.010349
ChIJOWqUcOzMHkcROp3KVw-z22k,Mini,university,52.222157,21.007131
ChIJTeWAPIzMHkcRXOfYhMkscBI,Carrefour,shopping,52.230146,21.002703
ChIJaw-Ywo7MHkcRLieMmK78fRc,Metro Rondo ONZ,transport,52.233061,20.998145
ChIJ41Yyy_7KHkcRUTyBDVozopw,Dom Michal,home,52.252081,20.911787
ChIJi2tvd_DMHkcROtlyNWVaMdE,Fryzjer,entertainment,52.226498,21.02219
ChIJT2JZBrXNHkcRddoMSrO3sHs,k-bar,restaurants,52.223419,21.016475
ChIJM2YI3mbMHkcRIun7sNWgzcg,Nero Stare Miasto,restaurants,52.243994,21.013985
ChIJ41Yyy_7KHkcRUTyBDVozopw,Dom Michal,home,52.252081,20.911787
ChIJH7HkCoTJHkcR4ykwEnHNRyQ,Dom kolegi,home,52.319293,20.998111
ChIJ8UjcIJ2lHkcRNaXnnGJeBvM,Lotnisko Modlin,transport,52.445915,20.65156
ChIJ0bpRKvwGbUcRaK9a9lZu1fI,Mieszkanie kolegi,entertainment,48.187354,16.391645
ChIJQ5U7zWIHbUcRGl-RtIIbjn4,Belweder,entertainment,48.191671,16.383968
ChIJr_-OK34HbUcRZxpLwIGr0P0,Wieden Kawiarnia,restaurants,48.190137,16.371677
ChIJdWDYUZoHbUcRTq4MHzRMp2s,Park przy Hofburgu,entertainment,48.204338,16.365834
ChIJ_YHCiaIHbUcRM7HPfSBZcfc,Plac w Wiedniu,entertainment,48.211692,16.369482
ChIJ0Sj7j6EHbUcR1Fq6yLU4cEY,Pub w wiedniu,restaurants,48.211889,16.374109
ChIJUU071tupbUcRyFdx20Nwgqg,Wien Bannhof,transport,48.185187,16.376597
ChIJ0bpRKvwGbUcRaK9a9lZu1fI,Mieszkanie kolegi,entertainment,48.187354,16.391645
ChIJ_f28ImQHbUcRwDifilghy90,Hotel w Wiedniu,entertainment,48.193697,16.390307
ChIJvwxZQ2QHbUcRb4Oi-KV0oMY,Hotel Enzienna,home,48.194053,16.38906
ChIJf4_SAIQHbUcRfrPx69pVVaU,Fiero Restaurant,restaurants,48.192188,16.39475
ChIJvwxZQ2QHbUcRb4Oi-KV0oMY,Hotel Enzienna,home,48.194053,16.38906
ChIJ1W6yH2QHbUcRpptHA4HOf5c,Eurospar,shopping,48.193341,16.390714
ChIJhz6foGYHbUcReGbUCLx_if8,TUW CS, university,48.193202,16.39125
ChIJj10_up0HbUcRniqFMP0MmME,1516 Brewing Company,restaurants,48.203368,16.373084
ChIJ1b8dhpwHbUcRVn03JY0mWf0,Filharmonia Wiedenska,entertainment,48.203431,16.369203
ChIJ5eU-1AqobUcRLHwJ_LuNqM0,Park Schonbrunn,entertainment,48.180263,16.309809
ChIJfUKmznSobUcRhSONpphi5jo,Palac Schonbrunn, entertainment,48.178231,16.308731
ChIJlfzKNwSobUcR144ObzzlhfM,Technische Musueum,entertainment,48.190637,16.317879
ChIJPU4FiaEHbUcRFFyMUpNiapM,Bar w Wiedniu,restaurants,48.211859,16.373639
ChIJHzfP-9AHbUcRzPsWSAXHdNE,Bar Philosoph,restaurants,48.211744,16.373854
ChIJI85wbpwHbUcRiJL_xm_zLE4,Cafe Sacher Wien,restaurants,48.204001,16.369796
ChIJx2oWgoIHbUcRMvVm3Lylq84,Resselpark,entertainment,48.198563,16.3717
ChIJ_ZkAYZ0HbUcR74X5wovq_fE,Kawiarnia Wiedenska,restaurants,48.201184,16.374133
ChIJ0bpRKvwGbUcRaK9a9lZu1fI,Mieszkanie kolegi,entertainment,48.187354,16.391645
ChIJvwxZQ2QHbUcRb4Oi-KV0oMY,Hotel Enzienna,home,48.194053,16.38906
ChIJGZJ3hXsHbUcRoSEOdidtTe8,Rennweg Station,transport,48.195525,16.386131
ChIJualQc5wHbUcRrzBxds3JZ7I,TUW,university,48.211547,16.361517
ChIJ_WDSuJUHbUcR2QUpvg7vqR4,Rathaus,entertainment,48.210821,16.358083
ChIJ3wYgv5kHbUcRX0LEFIAWhYY,Hofburg,entertainment,48.205658,16.36478
ChIJm6KCZnMHbUcRF0kfTP5M-HY,Sklep w wiedniu,shopping,48.206095,16.384886
ChIJIYudCacHbUcRzr6YiaOaoyo,Kebab w Wiedniu,restaurants,48.180856,16.375371
ChIJ0bpRKvwGbUcRaK9a9lZu1fI,Mieszkanie kolegi,entertainment,48.187354,16.391645
ChIJvwxZQ2QHbUcRb4Oi-KV0oMY,Hotel Enzienna,home,48.194053,16.38906
ChIJm74aR6tVbEcRS5vSjRBSeiQ,Lotnisko w Wiedniu,transport,48.117948,16.566258
ChIJ41zpQhwzGUcR0ehDaKL1xSI,Lotnisko Chopina,transport,52.164867,20.969163
ChIJ41Yyy_7KHkcRUTyBDVozopw,Dom Michal,home,52.252081,20.911787
ChIJVVeUACLLHkcR1IvOdg6DR5U,Metro Bemowo,transport,52.240039,20.914032
ChIJF8u2SOnMHkcR7TrJJ2_WP80,Politechnika,university,52.220539,21.010349
ChIJOWqUcOzMHkcROp3KVw-z22k,Mini,university,52.222157,21.007131
ChIJTeWAPIzMHkcRXOfYhMkscBI,Carrefour,shopping,52.230146,21.002703
ChIJaw-Ywo7MHkcRLieMmK78fRc,Metro Rondo ONZ,transport,52.233061,20.998145
ChIJ41Yyy_7KHkcRUTyBDVozopw,Dom Michal,home,52.252081,20.911787
ChIJF8u2SOnMHkcR7TrJJ2_WP80,Politechnika,university,52.220539,21.010349
ChIJOWqUcOzMHkcROp3KVw-z22k,Mini,university,52.222157,21.007131
ChIJ3-o1GhvNHkcRz9bt3hynnbc,happa to mame,restaurants,52.225487,21.01142
ChIJF8u2SOnMHkcR7TrJJ2_WP80,Politechnika,university,52.220539,21.010349
ChIJOWqUcOzMHkcROp3KVw-z22k,Mini,university,52.222157,21.007131
ChIJT2JZBrXNHkcRddoMSrO3sHs,k-bar,restaurants,52.223419,21.016475
ChIJ4XEPbe7MHkcRE7nzOMzeXR0,Coffedesk Wilcza,restaurants,52.224563,21.01347
ChIJj5eyKhrNHkcRNt1ub9V_90g,Armand,restaurants,52.227314,21.015427
ChIJ41Yyy_7KHkcRUTyBDVozopw,Dom Michal,home,52.252081,20.911787
ChIJf4EALRzLHkcRjl5zjQBeHGY,Lidl,shopping,52.23929,20.91502
ChIJF8u2SOnMHkcR7TrJJ2_WP80,Politechnika,university,52.220539,21.010349
ChIJGVrIUenMHkcRkSvEAxUOK3E,Gmach Główny PW,university,52.220656,21.009989
ChIJs1jRHenMHkcRYbW211PIixg,EITI,university,52.219035,21.011858
ChIJ3b4effPMHkcRkExradLGdhw,Cukiernia,entertainment,52.231732,21.01245
ChIJhVL4alzMHkcRKga7oYwiso4,Biblioteka UW,university,52.242565,21.024769
ChIJ8cYmWlzMHkcR8Me3vLWkPYA,BUW,university,52.2436,21.024037
ChIJf4EALRzLHkcRjl5zjQBeHGY,Lidl,shopping,52.23929,20.91502
ChIJ41Yyy_7KHkcRUTyBDVozopw,Dom Michal,home,52.252081,20.911787
ChIJf4EALRzLHkcRjl5zjQBeHGY,Lidl,shopping,52.23929,20.91502
ChIJF8u2SOnMHkcR7TrJJ2_WP80,Politechnika,university,52.220539,21.010349
ChIJOWqUcOzMHkcROp3KVw-z22k,Mini,university,52.222157,21.007131
ChIJrdSaPJ_NHkcRNi17qvYtZew,Kebab Chemielna,restaurants,52.232717,21.016815
ChIJm5QPjvXMHkcR5k9SNsdalN4,Kawiarnia Nowy Świat,restaurants,52.235707,21.018144
ChIJF8u2SOnMHkcR7TrJJ2_WP80,Politechnika,university,52.220539,21.010349
ChIJOWqUcOzMHkcROp3KVw-z22k,Mini,university,52.222157,21.007131
ChIJn4Q4zGrLHkcRhsxqATdHRyM,WAT,university,52.25332,20.901432
ChIJ41Yyy_7KHkcRUTyBDVozopw,Dom Michal,home,52.252081,20.911787
ChIJF8u2SOnMHkcR7TrJJ2_WP80,Politechnika,university,52.220539,21.010349
ChIJOWqUcOzMHkcROp3KVw-z22k,Mini,university,52.222157,21.007131
ChIJdS76AO_MHkcRjdJlOmL53TY,Pracownia Vintage,shopping,52.222744,21.015033
ChIJh5dJ3DEzGUcRDeoctCSY8T4,Dom kol,entertainment,52.189517,20.992322
ChIJZV81h-jMHkcRFp6pneXHQcY,Metro Politechnika, transport,52.21762,21.01448
ChIJE_jm9AHNHkcRA2nt41RWBqA,Zabka,shopping,52.226635,21.041927
ChIJ41Yyy_7KHkcRUTyBDVozopw,Dom Michal,home,52.252081,20.911787
ChIJVVeUACLLHkcR1IvOdg6DR5U,Metro Bemowo,transport,52.240039,20.914032
ChIJF8u2SOnMHkcR7TrJJ2_WP80,Politechnika,university,52.220539,21.010349
ChIJOWqUcOzMHkcROp3KVw-z22k,Mini,university,52.222157,21.007131
