"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Guatemala","GTM","GDP (current US$)","NY.GDP.MKTP.CD","1043599900","1076699900","1143600000","1262800000","1299099900","1331399900","1390700000","1453500000","1610500000","1715399900","1904000000","1984800000","2101300000","2569200100","3161499900","3645900000","4365300200","5480500200","6070600200","6902600200","7878700000","8607500300","8716999700","9050000400","9470000100","9721652086.95652","7231963515.98174","7084399840","7841602824.42748","8410724360.79545","7650196845.21546","9406135143.41165","10440781587.5435","11400017301.4587","12983233310.7467","14655404433.2771","15674835615.3139","17790026221.6139","19395491992.9939","18318412251.3642","19288929030.0508","18405220247.4412","20444205991.025","21576351798.9145","23577298094.6571","26783389293.922","29744246827.1839","33567850824.1039","38503720224.3166","37126148264.6383","40676578423.4871","46876006272.2387","49593929487.1263","52996446269.442","57852153058.502","62186064718.7424","66053403469.0024","71653754066.2763","73328365862.4329","77172317258.6478","77715183063.2054","86053083476.0294","95003330315.8754","102050473863.636",
"Guam","GUM","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3394000000","3569000000","3869000000","4213000000","4238000000","4397000000","4658000000","4828000000","4949000000","4984000000","5265000000","5399000000","5610000000","5799000000","5901000000","6013000000","6051000000","6355000000","5916000000","6234000000","6910000000","",
"Guyana","GUY","GDP (current US$)","NY.GDP.MKTP.CD","170216241.126064","185849535.376162","194949512.626218","175757893.938598","194774513.063717","213235294.117647","228705882.352941","250176470.588235","229750000","249300000","267800000","282050000","285380952.380952","307047619.047619","433954545.454545","494791666.666667","454440000","449880000","507080000","530440000","603200000","570357107.142857","482000000","489333333.333333","437631605.263158","453488372.093023","504651139.534884","354591846.938775","413799990","379779389.705882","396582263.291139","348533094.812165","373573141.486811","454101382.488479","540874934.201012","621626785.915493","705406001.424501","749138009.56454","717530683.169567","694754988.258295","712667896.727512","712167450.162898","726131434.715338","743063950.317749","787814379.183843","824880550.343965","2379817990.6918","2730971595.39574","3025187433.33637","3165663152.73351","3432912516.92427","3691384317.52178","4063088535.76331","4167800928.83553","4127660151.8087","4279840193.7046","4482697336.56174","4748174334.14044","4787636997.85343","5173760191.84652","5471256594.72422","8041362110.31175","14718388489.2086","16786302158.2734",
"High income","HIC","GDP (current US$)","NY.GDP.MKTP.CD","1092681910636.61","1165571615004.35","1260544911051.24","1355913364088.1","1482006061458.11","1610880796545.39","1762770956963.86","1883245565212.18","2042819926658.1","2251670738554.68","2471430871017","2745745471453.57","3189501756772.02","3869203380449.92","4374887819976.59","4881968689614.13","5316705508568.39","6017649327457.81","7224423199614.2","8349033768623.11","9318973466251.5","9463529620224.12","9370788287370.25","9680375566671.55","10091350207473.4","10589659647967.2","12863823517433.6","14914230823362.9","16785555755731.4","17481687412866.6","19577046428304.5","20659797917552.1","22119166125282.9","22272082420753.6","23818722465725.5","26430046395918.6","26643709351548.7","26208151153812.5","26174130826663.1","27403905274743.5","28036716903140.2","27811072270318.1","29022750091985.2","32574954634084.8","36387608557612.2","38623901277744.2","40986059390577","45098647855102.4","48338201243505.7","44940316093124.7","47340327876456","51524951092552.4","51710003724530.8","52439877375602.6","53310162826089.1","49773105280474.1","50737236574099.6","53336788717601.6","56684556889445.8","57218295248360.4","55791128824226.2","62461025675219.6","64444446480056.6","67653743404264.1",
"Hong Kong SAR, China","HKG","GDP (current US$)","NY.GDP.MKTP.CD","1320796651.69457","1383681651.13776","1612346412.26475","1935298266.45384","2206466461.26434","2435078534.03141","2489845016.64894","2692474989.12571","2716964388.42418","3189740055.13982","3800766535.62088","4476001946.01486","5710090213.15035","8030117555.62033","9388695366.84578","10048089558.0636","12876366008.8077","15719433719.4337","18315136409.1427","22526184533.17","28861857810.6515","31055226088.6943","32291215843.6433","29907227184.179","33511383985.6741","35699772165.7093","41075396884.8952","50622896162.6006","59707404560.5944","68790219177.9733","76928784620.8158","88959997899.9293","104272507639.282","120354212475","135811771026.33","144652295363.667","159718183550.734","177353174849.714","168885443660.072","165768095391.557","171668891194.349","169404327616.605","166348866131.028","161385558801.811","169099768875.193","181569311742.213","193535442896.365","211596944503.8","219278749139.734","214047795659.045","228638668727.291","248513617677.287","262628865879.697","275696879834.966","291459995978.893","309385622601.348","320860317562.562","341273289534.466","361731070995.726","363074545072.389","344943149590.058","368954169748.818","358696261481.16","382054574298.529",
"Honduras","HND","GDP (current US$)","NY.GDP.MKTP.CD","335650000","356200000","387750000","410200000","457000000","508650000","549950000","598100000","646800000","668000050","723000000","731000000","802996336.516486","912499493.750253","1034500000","1124000000","1347999950","1669499950","3097242093.2","3544281976.3","3968160046","4043894878.6","4266503525.6","4476697184.85","4915311846.5","5278120712.5","5677828959","6190521241.5","5902717091.41631","5432344901.72414","4923009551.55642","4648668478.56753","4943700431.07368","4926728932.95069","4642280682.14252","5347445005.21376","5215028986.48649","5737099650.19011","6366340265.87888","6414520529.61672","7186638029.05875","7651162302.3456","7858255412.86038","8230391346.67228","8869299234.3377","9757012696.56212","10917477066.1429","12361257680.5627","13881731875.7466","14587496229.1811","15839344591.9842","17710275685.4074","18528554397.5695","18499729214.904","19756533971.8698","20979791685.416","21717604952.1835","23136247990.5977","24067750760.499","24882225741.8119","23352232483.755","28144331506.6149","31426041806.7985","34400509852.0436",
"Heavily indebted poor countries (HIPC)","HPC","GDP (current US$)","NY.GDP.MKTP.CD","19354196920.0215","20466946573.6776","21702560908.2065","23202556343.3746","25329361322.7954","27407155530.4901","29546591559.5823","30437412379.5173","32454194328.7914","34788569876.6261","33482337771.5921","35707193075.5912","39808037888.0256","48392033697.7889","56393309396.5793","64331879474.8874","70328556359.0086","80079419060.1689","93710679429.077","106004660870.75","118158955500.902","120573695619.681","121466070068.647","123124522167.943","129205222177.453","137540014545.078","124423789697.546","132904929286.287","140121552753.85","144827895670.963","167698097617.125","182522872477.575","137478391074.758","142227536704.237","121486215558.282","141409774172.687","154144082762.936","161383997622.499","166850582010.555","167809406850.794","181381059271.133","174623068211.625","189453215972.277","214945631968.986","247743498935.084","283838004106.178","332982475731.497","397470489216.475","472367096833.115","468776321860.39","509061582442.261","564065134052.837","583888328733.146","655856029913.909","694344337474.543","667302120360.803","674512464051.689","724757996634.928","774607047567.848","803355942387.056","811360288084.988","902263213997.82","981675388899.477","1130472157492.99",
"Croatia","HRV","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25650213158.6167","18760386774.7973","10621169290.9986","11259647874.4986","15062911616.8222","22778296980.7532","24147533317.0613","24172615137.0424","25885224248.95","23770693686.838","22128414548.5444","23062561236.6444","26757989560.5798","35256066455.7356","41855195584.6518","45025679589.5466","49601653625.1683","59320099744.9501","68526332324.3644","62093280554.1259","58836405998.5311","62772620898.6471","57411354937.6808","59589170667.5698","59489433514.5849","51011170111.8487","52740059263.4245","56322449844.1579","61861145806.2687","61867157679.3215","58221300897.8838","69602166351.4771","71997070660.4835","82688842717.3926",
"Haiti","HTI","GDP (current US$)","NY.GDP.MKTP.CD","273187200","271066000","281896800","294883400","325281200","353251800","368948600","369124200","367968800","391820400","331200000","362800000","371998958.402916","466798973.042259","565399321.520814","681400000","879000000","947000000","974200000","1080600000","1383800000","1479400000","1474200000","1623600000","1816200000","2009400000","2318000000","2047200000","2613926800","2736243800","3096289800","3473562627.79423","2257129791.61575","1878253767.31305","2167569046.11837","2813313278.81082","2907517603.76719","3338949151.59927","3723903723.63772","4153725883.84082","6813566098.8675","6331970324.31022","6205847213.6351","5071947798.27263","6087360684.2969","7030149730.33692","7638739122.67242","9228637767.69009","10432962634.8748","11597002834.7786","11859312725.1448","13008746038.8867","13708925477.1304","14902488604.2421","15146883497.6331","14849629308.6025","14069277526.2278","15093357161.1498","16403864617.8458","15016090929.5125","14508222518.3018","20877414952.6375","20253551920.5516","19850829757.7471",
"Hungary","HUN","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","4870283626.18043","5412100260.1731","5762071728.12373","6271045034.4683","7355242314.22407","9108483160.5037","9983664739.3203","11383139029.4345","13192437321.2442","14735449496.7289","17230354544.8242","19894622393.194","23041569234.9792","23628554956.6052","24062916721.3121","21838893330.6052","21173432184.8711","21440475719.8582","24697337084.1012","27143185296.5443","29702631093.8815","30323270274.4059","34365891768.6878","34753569692.915","38730585922.2189","40124916940.5945","43166678735.2183","46425677734.1435","46658755151.6017","47296952928.7561","48706787306.2574","49073380173.7159","47218405892.4258","53749989092.0197","67608919144.3684","85285062818.0077","104120820258.669","113211158292.936","115715618613.052","140186716681.425","158325614580.628","131069255620.567","132175349953.713","141942264554.475","128814279315.132","135684315697.713","141033843265.669","125174166987.372","128609822750.039","143112196040.326","160565642983.587","164020460331.659","157288955508.176","182109999477.691","177006128624.627","212388906458.724",
"IBRD only","IBD","GDP (current US$)","NY.GDP.MKTP.CD","326647514998.481","322098726641.683","327041835204.808","361188678549.815","409917161582.388","449606624512.909","455110460848.841","474061106039.631","500737527389.403","557158810956.071","606864433924.854","658436487864.558","741446464309.962","935257264659.15","1166117926870.05","1283182211382.14","1384184182987.91","1572414965445.11","1688541859448.72","2054980853162.8","2495337530229.91","2679716239809.97","2598534706334.65","2671753233490.07","2773573376450.62","2856094151218.43","2906164344615.23","2962762817058.33","3156451762787.78","3174083997481.79","3560303900038.58","3448774162440.42","3624577197344.42","3934211426064.52","4339185750582.64","4916948102663.38","5368909819962.31","5694529340364.16","5541398163455.25","5397562849862.58","5873248460100.09","5954917913637.39","6043651266693.34","6788178855352.03","8085419494002.9","9657998889452.8","11453342785003.8","14221824723610","17060926940839.9","16541826277696.3","20111983284711.5","23807285173177.4","25304734948065.9","26693510662628.9","27592783808400.6","25838353087075.7","26027770587219.1","28745223958869","30579316565085.1","31246593993598.4","30103859045527.8","35740404315658.1","37733201523901.4","38733043068564.9",
