IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Location,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified
ORALHEALTH_FLUORIDETOOTHPHASTE_LABOURDAYS,Number of labour days needed to buy annual supply of fluoride toothpaste per person,numeric,EUR,Europe,Country,ESP,Spain,Year,2019,true,,,,,,,,,,,,,0.28,,,,,,0.3,,,EN,2023-04-19T22:00:00.000Z
ORALHEALTH_FLUORIDETOOTHPHASTE_LABOURDAYS,Number of labour days needed to buy annual supply of fluoride toothpaste per person,numeric,WPR,Western Pacific,Country,CHN,China,Year,2019,true,,,,,,,,,,,,,0.4,,,,,,0.4,,,EN,2023-04-19T22:00:00.000Z
ORALHEALTH_FLUORIDETOOTHPHASTE_LABOURDAYS,Number of labour days needed to buy annual supply of fluoride toothpaste per person,numeric,EUR,Europe,Country,CYP,Cyprus,Year,2019,true,,,,,,,,,,,,,0.36,,,,,,0.4,,,EN,2023-04-19T22:00:00.000Z
ORALHEALTH_FLUORIDETOOTHPHASTE_LABOURDAYS,Number of labour days needed to buy annual supply of fluoride toothpaste per person,numeric,EUR,Europe,Country,PRT,Portugal,Year,2019,true,,,,,,,,,,,,,0.42,,,,,,0.4,,,EN,2023-04-19T22:00:00.000Z
ORALHEALTH_FLUORIDETOOTHPHASTE_LABOURDAYS,Number of labour days needed to buy annual supply of fluoride toothpaste per person,numeric,EUR,Europe,Country,ALB,Albania,Year,2019,true,,,,,,,,,,,,,0.54,,,,,,0.5,,,EN,2023-04-19T22:00:00.000Z
ORALHEALTH_FLUORIDETOOTHPHASTE_LABOURDAYS,Number of labour days needed to buy annual supply of fluoride toothpaste per person,numeric,EUR,Europe,Country,HRV,Croatia,Year,2019,true,,,,,,,,,,,,,0.54,,,,,,0.5,,,EN,2023-04-19T22:00:00.000Z
ORALHEALTH_FLUORIDETOOTHPHASTE_LABOURDAYS,Number of labour days needed to buy annual supply of fluoride toothpaste per person,numeric,EUR,Europe,Country,GRC,Greece,Year,2019,true,,,,,,,,,,,,,0.49,,,,,,0.5,,,EN,2023-04-19T22:00:00.000Z
ORALHEALTH_FLUORIDETOOTHPHASTE_LABOURDAYS,Number of labour days needed to buy annual supply of fluoride toothpaste per person,numeric,SEAR,South-East Asia,Country,IDN,Indonesia,Year,2019,true,,,,,,,,,,,,,0.51,,,,,,0.5,,,EN,2023-04-19T22:00:00.000Z
ORALHEALTH_FLUORIDETOOTHPHASTE_LABOURDAYS,Number of labour days needed to buy annual supply of fluoride toothpaste per person,numeric,EMR,Eastern Mediterranean,Country,LBN,Lebanon,Year,2019,true,,,,,,,,,,,,,0.52,,,,,,0.5,,,EN,2023-04-19T22:00:00.000Z
ORALHEALTH_FLUORIDETOOTHPHASTE_LABOURDAYS,Number of labour days needed to buy annual supply of fluoride toothpaste per person,numeric,WPR,Western Pacific,Country,MYS,Malaysia,Year,2019,true,,,,,,,,,,,,,0.5,,,,,,0.5,,,EN,2023-04-19T22:00:00.000Z
ORALHEALTH_FLUORIDETOOTHPHASTE_LABOURDAYS,Number of labour days needed to buy annual supply of fluoride toothpaste per person,numeric,AMR,Americas,Country,MEX,Mexico,Year,2019,true,,,,,,,,,,,,,0.48,,,,,,0.5,,,EN,2023-04-19T22:00:00.000Z
ORALHEALTH_FLUORIDETOOTHPHASTE_LABOURDAYS,Number of labour days needed to buy annual supply of fluoride toothpaste per person,numeric,EUR,Europe,Country,ROU,Romania,Year,2019,true,,,,,,,,,,,,,0.46,,,,,,0.5,,,EN,2023-04-19T22:00:00.000Z
ORALHEALTH_FLUORIDETOOTHPHASTE_LABOURDAYS,Number of labour days needed to buy annual supply of fluoride toothpaste per person,numeric,SEAR,South-East Asia,Country,THA,Thailand,Year,2019,true,,,,,,,,,,,,,0.59,,,,,,0.6,,,EN,2023-04-19T22:00:00.000Z
ORALHEALTH_FLUORIDETOOTHPHASTE_LABOURDAYS,Number of labour days needed to buy annual supply of fluoride toothpaste per person,numeric,AMR,Americas,Country,PER,Peru,Year,2019,true,,,,,,,,,,,,,0.72,,,,,,0.7,,,EN,2023-04-19T22:00:00.000Z
ORALHEALTH_FLUORIDETOOTHPHASTE_LABOURDAYS,Number of labour days needed to buy annual supply of fluoride toothpaste per person,numeric,EUR,Europe,Country,BGR,Bulgaria,Year,2019,true,,,,,,,,,,,,,0.77,,,,,,0.8,,,EN,2023-04-19T22:00:00.000Z
ORALHEALTH_FLUORIDETOOTHPHASTE_LABOURDAYS,Number of labour days needed to buy annual supply of fluoride toothpaste per person,numeric,WPR,Western Pacific,Country,KHM,Cambodia,Year,2019,true,,,,,,,,,,,,,0.83,,,,,,0.8,,,EN,2023-04-19T22:00:00.000Z
ORALHEALTH_FLUORIDETOOTHPHASTE_LABOURDAYS,Number of labour days needed to buy annual supply of fluoride toothpaste per person,numeric,AFR,Africa,Country,CAF,Central African Republic,Year,2019,true,,,,,,,,,,,,,0.78,,,,,,0.8,,,EN,2023-04-19T22:00:00.000Z
ORALHEALTH_FLUORIDETOOTHPHASTE_LABOURDAYS,Number of labour days needed to buy annual supply of fluoride toothpaste per person,numeric,AMR,Americas,Country,CRI,Costa Rica,Year,2019,true,,,,,,,,,,,,,0.76,,,,,,0.8,,,EN,2023-04-19T22:00:00.000Z
ORALHEALTH_FLUORIDETOOTHPHASTE_LABOURDAYS,Number of labour days needed to buy annual supply of fluoride toothpaste per person,numeric,SEAR,South-East Asia,Country,MMR,Myanmar,Year,2019,true,,,,,,,,,,,,,0.77,,,,,,0.8,,,EN,2023-04-19T22:00:00.000Z
ORALHEALTH_FLUORIDETOOTHPHASTE_LABOURDAYS,Number of labour days needed to buy annual supply of fluoride toothpaste per person,numeric,AFR,Africa,Country,SEN,Senegal,Year,2019,true,,,,,,,,,,,,,0.91,,,,,,0.9,,,EN,2023-04-19T22:00:00.000Z
ORALHEALTH_FLUORIDETOOTHPHASTE_LABOURDAYS,Number of labour days needed to buy annual supply of fluoride toothpaste per person,numeric,WPR,Western Pacific,Country,SLB,Solomon Islands,Year,2019,true,,,,,,,,,,,,,0.93,,,,,,0.9,,,EN,2023-04-19T22:00:00.000Z
ORALHEALTH_FLUORIDETOOTHPHASTE_LABOURDAYS,Number of labour days needed to buy annual supply of fluoride toothpaste per person,numeric,AMR,Americas,Country,COL,Colombia,Year,2019,true,,,,,,,,,,,,,0.96,,,,,,1.0,,,EN,2023-04-19T22:00:00.000Z
ORALHEALTH_FLUORIDETOOTHPHASTE_LABOURDAYS,Number of labour days needed to buy annual supply of fluoride toothpaste per person,numeric,AMR,Americas,Country,ECU,Ecuador,Year,2019,true,,,,,,,,,,,,,0.99,,,,,,1.0,,,EN,2023-04-19T22:00:00.000Z
ORALHEALTH_FLUORIDETOOTHPHASTE_LABOURDAYS,Number of labour days needed to buy annual supply of fluoride toothpaste per person,numeric,EMR,Eastern Mediterranean,Country,EGY,Egypt,Year,2019,true,,,,,,,,,,,,,1.09,,,,,,1.1,,,EN,2023-04-19T22:00:00.000Z
ORALHEALTH_FLUORIDETOOTHPHASTE_LABOURDAYS,Number of labour days needed to buy annual supply of fluoride toothpaste per person,numeric,AFR,Africa,Country,MLI,Mali,Year,2019,true,,,,,,,,,,,,,1.16,,,,,,1.2,,,EN,2023-04-19T22:00:00.000Z
ORALHEALTH_FLUORIDETOOTHPHASTE_LABOURDAYS,Number of labour days needed to buy annual supply of fluoride toothpaste per person,numeric,WPR,Western Pacific,Country,PHL,Philippines,Year,2019,true,,,,,,,,,,,,,1.18,,,,,,1.2,,,EN,2023-04-19T22:00:00.000Z
ORALHEALTH_FLUORIDETOOTHPHASTE_LABOURDAYS,Number of labour days needed to buy annual supply of fluoride toothpaste per person,numeric,AMR,Americas,Country,BRA,Brazil,Year,2019,true,,,,,,,,,,,,,1.37,,,,,,1.4,,,EN,2023-04-19T22:00:00.000Z
ORALHEALTH_FLUORIDETOOTHPHASTE_LABOURDAYS,Number of labour days needed to buy annual supply of fluoride toothpaste per person,numeric,AFR,Africa,Country,ZAF,South Africa,Year,2019,true,,,,,,,,,,,,,1.38,,,,,,1.4,,,EN,2023-04-19T22:00:00.000Z
ORALHEALTH_FLUORIDETOOTHPHASTE_LABOURDAYS,Number of labour days needed to buy annual supply of fluoride toothpaste per person,numeric,WPR,Western Pacific,Country,LAO,Lao People's Democratic Republic,Year,2019,true,,,,,,,,,,,,,1.49,,,,,,1.5,,,EN,2023-04-19T22:00:00.000Z
ORALHEALTH_FLUORIDETOOTHPHASTE_LABOURDAYS,Number of labour days needed to buy annual supply of fluoride toothpaste per person,numeric,AFR,Africa,Country,TGO,Togo,Year,2019,true,,,,,,,,,,,,,1.58,,,,,,1.6,,,EN,2023-04-19T22:00:00.000Z
ORALHEALTH_FLUORIDETOOTHPHASTE_LABOURDAYS,Number of labour days needed to buy annual supply of fluoride toothpaste per person,numeric,SEAR,South-East Asia,Country,NPL,Nepal,Year,2019,true,,,,,,,,,,,,,1.8,,,,,,1.8,,,EN,2023-04-19T22:00:00.000Z
ORALHEALTH_FLUORIDETOOTHPHASTE_LABOURDAYS,Number of labour days needed to buy annual supply of fluoride toothpaste per person,numeric,AFR,Africa,Country,NGA,Nigeria,Year,2019,true,,,,,,,,,,,,,1.79,,,,,,1.8,,,EN,2023-04-19T22:00:00.000Z
ORALHEALTH_FLUORIDETOOTHPHASTE_LABOURDAYS,Number of labour days needed to buy annual supply of fluoride toothpaste per person,numeric,AFR,Africa,Country,BEN,Benin,Year,2019,true,,,,,,,,,,,,,11.82,,,,,,11.8,,,EN,2023-04-19T22:00:00.000Z
ORALHEALTH_FLUORIDETOOTHPHASTE_LABOURDAYS,Number of labour days needed to buy annual supply of fluoride toothpaste per person,numeric,EMR,Eastern Mediterranean,Country,JOR,Jordan,Year,2019,true,,,,,,,,,,,,,2.05,,,,,,2.1,,,EN,2023-04-19T22:00:00.000Z
ORALHEALTH_FLUORIDETOOTHPHASTE_LABOURDAYS,Number of labour days needed to buy annual supply of fluoride toothpaste per person,numeric,AFR,Africa,Country,BFA,Burkina Faso,Year,2019,true,,,,,,,,,,,,,2.75,,,,,,2.7,,,EN,2023-04-19T22:00:00.000Z
ORALHEALTH_FLUORIDETOOTHPHASTE_LABOURDAYS,Number of labour days needed to buy annual supply of fluoride toothpaste per person,numeric,SEAR,South-East Asia,Country,BGD,Bangladesh,Year,2019,true,,,,,,,,,,,,,2.75,,,,,,2.8,,,EN,2023-04-19T22:00:00.000Z
ORALHEALTH_FLUORIDETOOTHPHASTE_LABOURDAYS,Number of labour days needed to buy annual supply of fluoride toothpaste per person,numeric,AFR,Africa,Country,MRT,Mauritania,Year,2019,true,,,,,,,,,,,,,2.82,,,,,,2.8,,,EN,2023-04-19T22:00:00.000Z
ORALHEALTH_FLUORIDETOOTHPHASTE_LABOURDAYS,Number of labour days needed to buy annual supply of fluoride toothpaste per person,numeric,AFR,Africa,Country,SLE,Sierra Leone,Year,2019,true,,,,,,,,,,,,,3.68,,,,,,3.7,,,EN,2023-04-19T22:00:00.000Z
ORALHEALTH_FLUORIDETOOTHPHASTE_LABOURDAYS,Number of labour days needed to buy annual supply of fluoride toothpaste per person,numeric,AFR,Africa,Country,TZA,United Republic of Tanzania,Year,2019,true,,,,,,,,,,,,,3.68,,,,,,3.7,,,EN,2023-04-19T22:00:00.000Z
ORALHEALTH_FLUORIDETOOTHPHASTE_LABOURDAYS,Number of labour days needed to buy annual supply of fluoride toothpaste per person,numeric,AFR,Africa,Country,GHA,Ghana,Year,2019,true,,,,,,,,,,,,,4.47,,,,,,4.5,,,EN,2023-04-19T22:00:00.000Z
ORALHEALTH_FLUORIDETOOTHPHASTE_LABOURDAYS,Number of labour days needed to buy annual supply of fluoride toothpaste per person,numeric,AFR,Africa,Country,LSO,Lesotho,Year,2019,true,,,,,,,,,,,,,4.69,,,,,,4.7,,,EN,2023-04-19T22:00:00.000Z
ORALHEALTH_FLUORIDETOOTHPHASTE_LABOURDAYS,Number of labour days needed to buy annual supply of fluoride toothpaste per person,numeric,AFR,Africa,Country,UGA,Uganda,Year,2019,true,,,,,,,,,,,,,6.55,,,,,,6.6,,,EN,2023-04-19T22:00:00.000Z
ORALHEALTH_FLUORIDETOOTHPHASTE_LABOURDAYS,Number of labour days needed to buy annual supply of fluoride toothpaste per person,numeric,AFR,Africa,Country,COG,Congo,Year,2019,true,,,,,,,,,,,,,7.39,,,,,,7.4,,,EN,2023-04-19T22:00:00.000Z
ORALHEALTH_FLUORIDETOOTHPHASTE_LABOURDAYS,Number of labour days needed to buy annual supply of fluoride toothpaste per person,numeric,AFR,Africa,Country,MOZ,Mozambique,Year,2019,true,,,,,,,,,,,,,8.59,,,,,,8.6,,,EN,2023-04-19T22:00:00.000Z
ORALHEALTH_FLUORIDETOOTHPHASTE_LABOURDAYS,Number of labour days needed to buy annual supply of fluoride toothpaste per person,numeric,AFR,Africa,Country,ZWE,Zimbabwe,Year,2019,true,,,,,,,,,,,,,9,,,,,,9.0,,,EN,2023-04-19T22:00:00.000Z
