IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Location,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified
ORALHEALTH_PRODLOSS_ORALDISEASES,Total productivity losses due to 5 oral diseases in million (US$),numeric,AMR,Americas,Country,VEN,Venezuela (Bolivarian Republic of),Year,2019,true,,,,,,,,,,,,,238.6,,,,,,238.6,,,EN,2023-04-19T22:00:00.000Z
ORALHEALTH_PRODLOSS_ORALDISEASES,Total productivity losses due to 5 oral diseases in million (US$),numeric,AFR,Africa,Country,NER,Niger,Year,2019,true,,,,,,,,,,,,,24.04,,,,,,24.0,,,EN,2023-04-19T22:00:00.000Z
ORALHEALTH_PRODLOSS_ORALDISEASES,Total productivity losses due to 5 oral diseases in million (US$),numeric,AFR,Africa,Country,GNQ,Equatorial Guinea,Year,2019,true,,,,,,,,,,,,,24.85,,,,,,24.8,,,EN,2023-04-19T22:00:00.000Z
ORALHEALTH_PRODLOSS_ORALDISEASES,Total productivity losses due to 5 oral diseases in million (US$),numeric,EUR,Europe,Country,MNE,Montenegro,Year,2019,true,,,,,,,,,,,,,24.86,,,,,,24.9,,,EN,2023-04-19T22:00:00.000Z
ORALHEALTH_PRODLOSS_ORALDISEASES,Total productivity losses due to 5 oral diseases in million (US$),numeric,AFR,Africa,Country,MOZ,Mozambique,Year,2019,true,,,,,,,,,,,,,25.06,,,,,,25.1,,,EN,2023-04-19T22:00:00.000Z
ORALHEALTH_PRODLOSS_ORALDISEASES,Total productivity losses due to 5 oral diseases in million (US$),numeric,WPR,Western Pacific,Country,BRN,Brunei Darussalam,Year,2019,true,,,,,,,,,,,,,26.15,,,,,,26.2,,,EN,2023-04-19T22:00:00.000Z
ORALHEALTH_PRODLOSS_ORALDISEASES,Total productivity losses due to 5 oral diseases in million (US$),numeric,EUR,Europe,Country,KGZ,Kyrgyzstan,Year,2019,true,,,,,,,,,,,,,26.47,,,,,,26.5,,,EN,2023-04-19T22:00:00.000Z
ORALHEALTH_PRODLOSS_ORALDISEASES,Total productivity losses due to 5 oral diseases in million (US$),numeric,AFR,Africa,Country,MDG,Madagascar,Year,2019,true,,,,,,,,,,,,,26.91,,,,,,26.9,,,EN,2023-04-19T22:00:00.000Z
ORALHEALTH_PRODLOSS_ORALDISEASES,Total productivity losses due to 5 oral diseases in million (US$),numeric,WPR,Western Pacific,Country,LAO,Lao People's Democratic Republic,Year,2019,true,,,,,,,,,,,,,27.43,,,,,,27.4,,,EN,2023-04-19T22:00:00.000Z
ORALHEALTH_PRODLOSS_ORALDISEASES,Total productivity losses due to 5 oral diseases in million (US$),numeric,AFR,Africa,Country,GIN,Guinea,Year,2019,true,,,,,,,,,,,,,27.47,,,,,,27.5,,,EN,2023-04-19T22:00:00.000Z
ORALHEALTH_PRODLOSS_ORALDISEASES,Total productivity losses due to 5 oral diseases in million (US$),numeric,EUR,Europe,Country,BLR,Belarus,Year,2019,true,,,,,,,,,,,,,271.2,,,,,,271.2,,,EN,2023-04-19T22:00:00.000Z
ORALHEALTH_PRODLOSS_ORALDISEASES,Total productivity losses due to 5 oral diseases in million (US$),numeric,SEAR,South-East Asia,Country,IDN,Indonesia,Year,2019,true,,,,,,,,,,,,,3213,,,,,,3 212.8,,,EN,2023-04-19T22:00:00.000Z
