Date,Messenger,Facebook,Instagram,2048,Snapchat,Spotify,BeReal,Photos,TikTok,Chrome,mBank,Youtube,Tinder,Callendar,X,Uber Eats,Chess,Netflix,Fitatu
2024-12-02,01:22:00,00:36:00,00:21:00,00:16:00,00:12:00,00:12:00,00:11:00,00:08:00,00:08:00,00:07:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00
2024-12-03,00:38:00,00:17:00,00:00:00,00:17:00,00:12:00,00:34:00,00:05:00,00:06:00,00:17:00,00:05:00,00:01:00,00:00:00,00:01:00,00:02:00,00:00:00,00:00:00,00:00:00,00:00:00
2024-12-04,01:56:00,00:07:00,00:03:00,00:19:00,00:08:00,00:25:00,00:02:00,00:02:00,00:18:00,00:02:00,00:01:00,00:00:00,00:00:00,00:01:00,00:24:00,00:00:00,00:00:00,00:00:00
2024-12-05,00:51:00,00:07:00,00:02:00,00:03:00,00:24:00,00:13:00,00:02:00,00:00:00,01:24:00,00:03:00,00:01:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00
2024-12-06,00:57:00,00:00:00,00:22:00,00:19:00,00:09:00,00:14:00,00:00:00,00:12:00,00:39:00,00:11:00,00:01:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00
2024-12-07,00:43:00,00:09:00,00:00:00,00:23:00,00:00:00,00:41:00,00:04:00,00:04:00,00:00:00,00:12:00,00:00:00,00:00:00,00:00:00,00:02:00,00:00:00,00:00:00,00:00:00,00:00:00
2024-12-08,01:02:00,00:35:00,00:02:00,00:27:00,00:14:00,00:12:00,00:03:00,00:00:00,00:00:00,00:31:00,00:06:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00
2024-12-09,01:16:00,00:58:00,00:01:00,00:28:00,00:07:00,00:13:00,00:04:00,00:09:00,01:02:00,00:10:00,00:00:00,00:08:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00
2024-12-10,00:46:00,00:15:00,00:06:00,00:07:00,00:40:00,00:05:00,00:08:00,00:03:00,00:25:00,00:07:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:12:00,00:00:00,00:00:00
2024-12-11,00:48:00,00:22:00,00:14:00,00:31:00,00:28:00,00:53:00,00:05:00,00:12:00,01:01:00,00:12:00,00:02:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00
2024-12-12,00:38:00,00:36:00,00:00:00,00:07:00,00:14:00,00:09:00,00:04:00,00:04:00,00:05:00,00:02:00,00:02:00,00:00:00,00:01:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00
2024-12-13,01:42:00,00:29:00,00:03:00,01:27:00,00:24:00,00:13:00,00:05:00,00:20:00,00:00:00,00:03:00,00:06:00,00:09:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00
2024-12-14,00:30:00,02:11:00,00:02:00,00:18:00,00:14:00,00:08:00,00:04:00,00:11:00,01:09:00,00:33:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00
2024-12-15,01:07:00,01:07:00,00:00:00,00:08:00,00:20:00,00:07:00,00:02:00,00:07:00,01:10:00,00:00:00,00:02:00,00:00:00,00:19:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00
2024-12-16,00:42:00,00:14:00,00:00:00,00:00:00,00:05:00,00:16:00,00:01:00,00:01:00,00:47:00,00:05:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00
2024-12-17,00:54:00,00:42:00,00:00:00,00:15:00,00:21:00,00:07:00,00:04:00,00:16:00,01:59:00,00:00:00,00:01:00,00:04:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00
2024-12-18,01:18:00,00:40:00,00:01:00,00:00:00,00:13:00,00:07:00,00:00:00,00:14:00,01:03:00,00:29:00,00:01:00,00:25:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00
2024-12-19,00:34:00,00:05:00,00:00:00,00:22:00,00:17:00,00:07:00,00:03:00,00:23:00,00:00:00,00:04:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:05:00,00:00:00
