outcome,age_group,years,geography,estimate,ci_lower,ci_upper
Cocaine Use in the Past Year,12 or Older,2004-06,"Florida Circuit 19",0.0246791853,0.0173127426,0.0350681415
Cocaine Use in the Past Year,12 to 17,2004-06,"Florida Circuit 19",0.019640384,0.0116546344,0.0329157321
Cocaine Use in the Past Year,18 or Older,2004-06,"Florida Circuit 19",0.0251545975,0.017327719,0.036385947
Cocaine Use in the Past Year,18 to 25,2004-06,"Florida Circuit 19",0.099788636,0.0701496774,0.1400640455
Cocaine Use in the Past Year,26 or Older,2004-06,"Florida Circuit 19",0.0167929439,0.0100359502,0.0279707404
Cocaine Use in the Past Year,12 or Older,2004-06,"Florida Circuit 20",0.0222733109,0.0162753327,0.0304133957
Cocaine Use in the Past Year,12 to 17,2004-06,"Florida Circuit 20",0.0210213785,0.0126301644,0.0347910983
Cocaine Use in the Past Year,18 or Older,2004-06,"Florida Circuit 20",0.0223749535,0.0161036181,0.0310115965
Cocaine Use in the Past Year,18 to 25,2004-06,"Florida Circuit 20",0.0899838272,0.0643705765,0.1244332472
Cocaine Use in the Past Year,26 or Older,2004-06,"Florida Circuit 20",0.0149125454,0.0094163822,0.0235404785
Cocaine Use in the Past Year,12 or Older,2004-06,"Florida Circuit 5",0.0195536335,0.013884277,0.0274734585
Cocaine Use in the Past Year,12 to 17,2004-06,"Florida Circuit 5",0.0194255261,0.0114136891,0.0328742544
Cocaine Use in the Past Year,18 or Older,2004-06,"Florida Circuit 5",0.0195609699,0.0135467748,0.028168968
Cocaine Use in the Past Year,18 to 25,2004-06,"Florida Circuit 5",0.0838532577,0.0583844636,0.1190277794
Cocaine Use in the Past Year,26 or Older,2004-06,"Florida Circuit 5",0.0130673475,0.0079056526,0.0215260508
Cocaine Use in the Past Year,12 or Older,2004-06,"Florida South (Circuits 11 and 16)",0.0260159473,0.019282935,0.0350159819
Cocaine Use in the Past Year,12 to 17,2004-06,"Florida South (Circuits 11 and 16)",0.0131208704,0.0078413798,0.0218765902
Cocaine Use in the Past Year,18 or Older,2004-06,"Florida South (Circuits 11 and 16)",0.0274034911,0.0200124195,0.0374200331
Cocaine Use in the Past Year,18 to 25,2004-06,"Florida South (Circuits 11 and 16)",0.0622167448,0.0459139007,0.0837998708
Cocaine Use in the Past Year,26 or Older,2004-06,"Florida South (Circuits 11 and 16)",0.0219006308,0.0145855708,0.0327624174
Cocaine Use in the Past Year,12 or Older,2004-06,"Georgia",0.0210918584,0.0161208389,0.027552814
Cocaine Use in the Past Year,12 to 17,2004-06,"Georgia",0.0150511324,0.0103400629,0.0218612136
Cocaine Use in the Past Year,18 or Older,2004-06,"Georgia",0.021823641,0.0163436948,0.0290866497
Cocaine Use in the Past Year,18 to 25,2004-06,"Georgia",0.0445546333,0.033765126,0.0585828465
Cocaine Use in the Past Year,26 or Older,2004-06,"Georgia",0.0177348724,0.0121733341,0.025770981
Cocaine Use in the Past Year,12 or Older,2004-06,"Georgia Region 1",0.019515436,0.0129546312,0.0293002923
Cocaine Use in the Past Year,12 to 17,2004-06,"Georgia Region 1",0.0223058072,0.0124671127,0.039597589
Cocaine Use in the Past Year,18 or Older,2004-06,"Georgia Region 1",0.019186449,0.0122127364,0.0300212621
Cocaine Use in the Past Year,18 to 25,2004-06,"Georgia Region 1",0.05174531,0.032995308,0.0802658304
Cocaine Use in the Past Year,26 or Older,2004-06,"Georgia Region 1",0.0138618039,0.0077049357,0.0248154728
Cocaine Use in the Past Year,12 or Older,2004-06,"Georgia Region 2",0.0205779508,0.0138063362,0.0305679033
Cocaine Use in the Past Year,12 to 17,2004-06,"Georgia Region 2",0.0162793346,0.0091751423,0.0287247408
Cocaine Use in the Past Year,18 or Older,2004-06,"Georgia Region 2",0.0210969513,0.0137722744,0.0321900507
Cocaine Use in the Past Year,18 to 25,2004-06,"Georgia Region 2",0.050858536,0.0333070761,0.0769229287
Cocaine Use in the Past Year,26 or Older,2004-06,"Georgia Region 2",0.0156096847,0.0088009902,0.0275394284
Cocaine Use in the Past Year,12 or Older,2004-06,"Georgia Region 3",0.023108541,0.0160343561,0.0331984772
Cocaine Use in the Past Year,12 to 17,2004-06,"Georgia Region 3",0.013768668,0.0080954658,0.0233240933
Cocaine Use in the Past Year,18 or Older,2004-06,"Georgia Region 3",0.0242019582,0.0164411897,0.0354938587
Cocaine Use in the Past Year,18 to 25,2004-06,"Georgia Region 3",0.0433604655,0.0296826815,0.0629321964
Cocaine Use in the Past Year,26 or Older,2004-06,"Georgia Region 3",0.0208378197,0.0128358505,0.0336581919
Cocaine Use in the Past Year,12 or Older,2004-06,"Georgia Region 4",0.0180915739,0.011418969,0.028550667
Cocaine Use in the Past Year,12 to 17,2004-06,"Georgia Region 4",0.0108813159,0.0059899391,0.0196878717
Cocaine Use in the Past Year,18 or Older,2004-06,"Georgia Region 4",0.0190217996,0.011670775,0.0308584181
Cocaine Use in the Past Year,18 to 25,2004-06,"Georgia Region 4",0.0341465497,0.020840944,0.0554657334
Cocaine Use in the Past Year,26 or Older,2004-06,"Georgia Region 4",0.0163053086,0.0089594975,0.0294946385
Cocaine Use in the Past Year,12 or Older,2004-06,"Georgia Region 5",0.0198253254,0.0130134589,0.0300941284
Cocaine Use in the Past Year,12 to 17,2004-06,"Georgia Region 5",0.0148565642,0.0083079846,0.0264293473
Cocaine Use in the Past Year,18 or Older,2004-06,"Georgia Region 5",0.0204709289,0.0130434154,0.0319909104
Cocaine Use in the Past Year,18 to 25,2004-06,"Georgia Region 5",0.0440735574,0.0276092683,0.0696527479
Cocaine Use in the Past Year,26 or Older,2004-06,"Georgia Region 5",0.0156360906,0.0087085214,0.0279192837
Cocaine Use in the Past Year,12 or Older,2004-06,"Hawaii",0.0199418013,0.0150165862,0.0264390523
Cocaine Use in the Past Year,12 to 17,2004-06,"Hawaii",0.0135630306,0.0088071468,0.0208331261
Cocaine Use in the Past Year,18 or Older,2004-06,"Hawaii",0.0206403383,0.0152911867,0.027807883
Cocaine Use in the Past Year,18 to 25,2004-06,"Hawaii",0.055038687,0.0411904833,0.0731872642
Cocaine Use in the Past Year,26 or Older,2004-06,"Hawaii",0.0153705757,0.0102615215,0.022964329
Cocaine Use in the Past Year,12 or Older,2004-06,"Hawaii Hawaii Island",0.0208206625,0.0136526944,0.0316312863
Cocaine Use in the Past Year,12 to 17,2004-06,"Hawaii Hawaii Island",0.0132887431,0.0070269556,0.0249900397
Cocaine Use in the Past Year,18 or Older,2004-06,"Hawaii Hawaii Island",0.0217407703,0.0139112215,0.0338258043
Cocaine Use in the Past Year,18 to 25,2004-06,"Hawaii Hawaii Island",0.0561186738,0.0352518462,0.088207982
Cocaine Use in the Past Year,26 or Older,2004-06,"Hawaii Hawaii Island",0.0170696705,0.0098091231,0.0295440065
Cocaine Use in the Past Year,12 or Older,2004-06,"Hawaii Honolulu",0.020329172,0.0146450045,0.0281564941
Cocaine Use in the Past Year,12 to 17,2004-06,"Hawaii Honolulu",0.0137084435,0.0082417526,0.0227180876
Cocaine Use in the Past Year,18 or Older,2004-06,"Hawaii Honolulu",0.0210308915,0.0148713611,0.0296647987
Cocaine Use in the Past Year,18 to 25,2004-06,"Hawaii Honolulu",0.055689616,0.0400631576,0.076922692
Cocaine Use in the Past Year,26 or Older,2004-06,"Hawaii Honolulu",0.0154411769,0.0095536172,0.0248659422
Cocaine Use in the Past Year,12 or Older,2004-06,"Hawaii Kauai and Maui",0.0175112551,0.0119437673,0.025606722
Cocaine Use in the Past Year,12 to 17,2004-06,"Hawaii Kauai and Maui",0.0131885635,0.0078996715,0.0219401027
Cocaine Use in the Past Year,18 or Older,2004-06,"Hawaii Kauai and Maui",0.0180101818,0.0119984603,0.0269518547
Cocaine Use in the Past Year,18 to 25,2004-06,"Hawaii Kauai and Maui",0.0506366018,0.0339538559,0.0748808203
Cocaine Use in the Past Year,26 or Older,2004-06,"Hawaii Kauai and Maui",0.0137247959,0.0082075374,0.0228653527
Cocaine Use in the Past Year,12 or Older,2004-06,"Hawaii Maui",0.0177743169,0.0114882579,0.0274045794
Cocaine Use in the Past Year,12 to 17,2004-06,"Hawaii Maui",0.0131586981,0.0070799617,0.0243286567
Cocaine Use in the Past Year,18 or Older,2004-06,"Hawaii Maui",0.0182970905,0.0115263265,0.0289287199
Cocaine Use in the Past Year,18 to 25,2004-06,"Hawaii Maui",0.0513895811,0.0327367701,0.07979367
Cocaine Use in the Past Year,26 or Older,2004-06,"Hawaii Maui",0.0138225972,0.0076413945,0.0248784871
Cocaine Use in the Past Year,12 or Older,2004-06,"Idaho",0.0195340404,0.0156030082,0.0244308801
Cocaine Use in the Past Year,12 to 17,2004-06,"Idaho",0.0167582953,0.0118104043,0.0237292966
Cocaine Use in the Past Year,18 or Older,2004-06,"Idaho",0.019884387,0.0156194786,0.0252839201
Cocaine Use in the Past Year,18 to 25,2004-06,"Idaho",0.0619701171,0.0491292125,0.0778923181
Cocaine Use in the Past Year,26 or Older,2004-06,"Idaho",0.0114871879,0.0078989805,0.0166779806
Cocaine Use in the Past Year,12 or Older,2004-06,"Idaho Region 1",0.0183973577,0.012501035,0.0269987432
Cocaine Use in the Past Year,12 to 17,2004-06,"Idaho Region 1",0.0181855796,0.0102464209,0.0320768166
Cocaine Use in the Past Year,18 or Older,2004-06,"Idaho Region 1",0.0184206107,0.0121860057,0.02775534
Cocaine Use in the Past Year,18 to 25,2004-06,"Idaho Region 1",0.0707327148,0.0457832814,0.1077430802
Cocaine Use in the Past Year,26 or Older,2004-06,"Idaho Region 1",0.0107325521,0.0059990651,0.0191290613
Cocaine Use in the Past Year,12 or Older,2004-06,"Idaho Region 2",0.0214341937,0.0142666936,0.0320853936
Cocaine Use in the Past Year,12 to 17,2004-06,"Idaho Region 2",suppressed,suppressed,suppressed
Cocaine Use in the Past Year,18 or Older,2004-06,"Idaho Region 2",0.0220260304,0.0143622699,0.033639631
Cocaine Use in the Past Year,18 to 25,2004-06,"Idaho Region 2",0.0645052478,0.0401517346,0.1020594536
Cocaine Use in the Past Year,26 or Older,2004-06,"Idaho Region 2",suppressed,suppressed,suppressed
Cocaine Use in the Past Year,12 or Older,2004-06,"Idaho Region 3",0.0165557667,0.0112762001,0.0242466304
Cocaine Use in the Past Year,12 to 17,2004-06,"Idaho Region 3",0.0195982005,0.0109034684,0.0349811435
Cocaine Use in the Past Year,18 or Older,2004-06,"Idaho Region 3",0.0161714882,0.0106026045,0.0245926535
Cocaine Use in the Past Year,18 to 25,2004-06,"Idaho Region 3",0.0508526015,0.0325968788,0.0785026946
Cocaine Use in the Past Year,26 or Older,2004-06,"Idaho Region 3",0.0096153963,0.0052434402,0.0175682895
Cocaine Use in the Past Year,12 or Older,2004-06,"Idaho Region 4",0.0227704724,0.0163573555,0.031617118
Cocaine Use in the Past Year,12 to 17,2004-06,"Idaho Region 4",0.0160384907,0.0091881584,0.0278525917
Cocaine Use in the Past Year,18 or Older,2004-06,"Idaho Region 4",0.0235157445,0.0165937499,0.0332276497
Cocaine Use in the Past Year,18 to 25,2004-06,"Idaho Region 4",0.0716015778,0.0513291398,0.0990446951
Cocaine Use in the Past Year,26 or Older,2004-06,"Idaho Region 4",0.0140692118,0.0082703818,0.0238362043
Cocaine Use in the Past Year,12 or Older,2004-06,"Idaho Region 5",0.017976784,0.0121643294,0.0264921069
Cocaine Use in the Past Year,12 to 17,2004-06,"Idaho Region 5",0.0177576149,0.00981041,0.0319350516
Cocaine Use in the Past Year,18 or Older,2004-06,"Idaho Region 5",0.0180072078,0.0118181586,0.0273477013
Cocaine Use in the Past Year,18 to 25,2004-06,"Idaho Region 5",0.0616851531,0.0395798489,0.0949161403
Cocaine Use in the Past Year,26 or Older,2004-06,"Idaho Region 5",0.0102373231,0.0056161135,0.0185899984
Cocaine Use in the Past Year,12 or Older,2004-06,"Idaho Region 6",0.0187129177,0.0126289136,0.0276458369
Cocaine Use in the Past Year,12 to 17,2004-06,"Idaho Region 6",0.0149059458,0.0080689872,0.0273760681
Cocaine Use in the Past Year,18 or Older,2004-06,"Idaho Region 6",0.0192681185,0.0126298059,0.0292920623
Cocaine Use in the Past Year,18 to 25,2004-06,"Idaho Region 6",0.0555964872,0.0358280019,0.0853073824
Cocaine Use in the Past Year,26 or Older,2004-06,"Idaho Region 6",0.0107070174,0.0057756243,0.0197652684
Cocaine Use in the Past Year,12 or Older,2004-06,"Idaho Region 7",0.0182926192,0.0127615819,0.026157365
Cocaine Use in the Past Year,12 to 17,2004-06,"Idaho Region 7",0.0148722482,0.0084693407,0.0259889403
Cocaine Use in the Past Year,18 or Older,2004-06,"Idaho Region 7",0.0188644679,0.0127980383,0.0277257002
Cocaine Use in the Past Year,18 to 25,2004-06,"Idaho Region 7",0.0520955307,0.0341389762,0.0787270969
Cocaine Use in the Past Year,26 or Older,2004-06,"Idaho Region 7",0.0100696593,0.005744673,0.017593177
Cocaine Use in the Past Year,12 or Older,2004-06,"Illinois",0.0248620586,0.0213747658,0.0289015005
Cocaine Use in the Past Year,12 to 17,2004-06,"Illinois",0.0144117205,0.0113809836,0.0182346514
Cocaine Use in the Past Year,18 or Older,2004-06,"Illinois",0.026090147,0.0222512224,0.0305706795
Cocaine Use in the Past Year,18 to 25,2004-06,"Illinois",0.061354864,0.0536387487,0.0700987497
Cocaine Use in the Past Year,26 or Older,2004-06,"Illinois",0.0197985171,0.0157033474,0.0249345845
Cocaine Use in the Past Year,12 or Older,2004-06,"Illinois Region 1 (Cook)",0.0296622073,0.0234547444,0.0374495173
Cocaine Use in the Past Year,12 to 17,2004-06,"Illinois Region 1 (Cook)",0.0112512051,0.0075995099,0.0166282017
Cocaine Use in the Past Year,18 or Older,2004-06,"Illinois Region 1 (Cook)",0.0317417829,0.0248911492,0.0403997568
Cocaine Use in the Past Year,18 to 25,2004-06,"Illinois Region 1 (Cook)",0.0547893912,0.0443186919,0.0675590119
Cocaine Use in the Past Year,26 or Older,2004-06,"Illinois Region 1 (Cook)",0.0275802164,0.020115903,0.0377076926
Cocaine Use in the Past Year,12 or Older,2004-06,"Illinois Region 2",0.019706093,0.0156974358,0.02471274
Cocaine Use in the Past Year,12 to 17,2004-06,"Illinois Region 2",0.0171988206,0.0119955695,0.0246028543
Cocaine Use in the Past Year,18 or Older,2004-06,"Illinois Region 2",0.020020736,0.0156472092,0.0255849273
Cocaine Use in the Past Year,18 to 25,2004-06,"Illinois Region 2",0.063039252,0.0503917705,0.0785983027
Cocaine Use in the Past Year,26 or Older,2004-06,"Illinois Region 2",0.0128271874,0.0087086712,0.0188563876
Cocaine Use in the Past Year,12 or Older,2004-06,"Illinois Region 3",0.0229039047,0.0173750365,0.0301381402
Cocaine Use in the Past Year,12 to 17,2004-06,"Illinois Region 3",0.0149525816,0.0092055136,0.0241999506
Cocaine Use in the Past Year,18 or Older,2004-06,"Illinois Region 3",0.023835257,0.0178479023,0.031766199
Cocaine Use in the Past Year,18 to 25,2004-06,"Illinois Region 3",0.0655936109,0.0488667546,0.0875191523
Cocaine Use in the Past Year,26 or Older,2004-06,"Illinois Region 3",0.0151100814,0.0097058799,0.0234520645
Cocaine Use in the Past Year,12 or Older,2004-06,"Illinois Region 4",0.0232196479,0.0171883128,0.0312999619
Cocaine Use in the Past Year,12 to 17,2004-06,"Illinois Region 4",0.0161118196,0.0096712533,0.026725729
Cocaine Use in the Past Year,18 or Older,2004-06,"Illinois Region 4",0.02404177,0.0174960604,0.0329542526
Cocaine Use in the Past Year,18 to 25,2004-06,"Illinois Region 4",0.0777317364,0.0555879036,0.1076908494
Cocaine Use in the Past Year,26 or Older,2004-06,"Illinois Region 4",0.014989786,0.0093529445,0.0239417411
Cocaine Use in the Past Year,12 or Older,2004-06,"Illinois Region 5",0.0229381645,0.0173189674,0.0303242683
Cocaine Use in the Past Year,12 to 17,2004-06,"Illinois Region 5",0.0170640603,0.0106064459,0.0273446579
Cocaine Use in the Past Year,18 or Older,2004-06,"Illinois Region 5",0.0236229174,0.0175021766,0.0318148488
Cocaine Use in the Past Year,18 to 25,2004-06,"Illinois Region 5",0.0687525652,0.0521621203,0.0901179976
Cocaine Use in the Past Year,26 or Older,2004-06,"Illinois Region 5",0.0157038022,0.0098852166,0.0248612962
Cocaine Use in the Past Year,12 or Older,2004-06,"Indiana",0.0223907171,0.0179186149,0.027947198
Cocaine Use in the Past Year,12 to 17,2004-06,"Indiana",0.014427514,0.0101748055,0.0204210331
Cocaine Use in the Past Year,18 or Older,2004-06,"Indiana",0.023332045,0.0184615646,0.0294488914
Cocaine Use in the Past Year,18 to 25,2004-06,"Indiana",0.0695393847,0.0559032546,0.0861980036
Cocaine Use in the Past Year,26 or Older,2004-06,"Indiana",0.0149670905,0.0105677215,0.0211587625
Cocaine Use in the Past Year,12 or Older,2004-06,"Indiana Central",0.0238232839,0.0166757968,0.0339285838
Cocaine Use in the Past Year,12 to 17,2004-06,"Indiana Central",0.0124878516,0.0071441212,0.0217411125
Cocaine Use in the Past Year,18 or Older,2004-06,"Indiana Central",0.0251286462,0.0173214161,0.0363247284
Cocaine Use in the Past Year,18 to 25,2004-06,"Indiana Central",0.066427604,0.0464452262,0.094158189
Cocaine Use in the Past Year,26 or Older,2004-06,"Indiana Central",0.0182863406,0.0110587732,0.0300938121
Cocaine Use in the Past Year,12 or Older,2004-06,"Indiana East",0.0201487804,0.0137434219,0.0294503226
Cocaine Use in the Past Year,12 to 17,2004-06,"Indiana East",0.0147333381,0.0081627994,0.0264516953
Cocaine Use in the Past Year,18 or Older,2004-06,"Indiana East",0.0207499578,0.0138839385,0.0309050132
Cocaine Use in the Past Year,18 to 25,2004-06,"Indiana East",0.0649800039,0.0420563461,0.0991059675
Cocaine Use in the Past Year,26 or Older,2004-06,"Indiana East",0.0126523144,0.0072403065,0.0220199786
Cocaine Use in the Past Year,12 or Older,2004-06,"Indiana North Central",0.0224077942,0.0152702764,0.0327704538
Cocaine Use in the Past Year,12 to 17,2004-06,"Indiana North Central",0.0144186383,0.0078392372,0.0263732867
Cocaine Use in the Past Year,18 or Older,2004-06,"Indiana North Central",0.0233707878,0.0156284345,0.0348130682
Cocaine Use in the Past Year,18 to 25,2004-06,"Indiana North Central",0.0705550881,0.0464305759,0.1058232267
Cocaine Use in the Past Year,26 or Older,2004-06,"Indiana North Central",0.0150770357,0.0086057534,0.0262855171
Cocaine Use in the Past Year,12 or Older,2004-06,"Indiana Northeast",0.0190084022,0.0125225634,0.0287556441
Cocaine Use in the Past Year,12 to 17,2004-06,"Indiana Northeast",0.0137812011,0.0076335934,0.0247561907
Cocaine Use in the Past Year,18 or Older,2004-06,"Indiana Northeast",0.0196732133,0.0126080997,0.0305747636
Cocaine Use in the Past Year,18 to 25,2004-06,"Indiana Northeast",0.06041521,0.0389450509,0.0925814966
Cocaine Use in the Past Year,26 or Older,2004-06,"Indiana Northeast",0.0124418536,0.0066728825,0.0230824315
Cocaine Use in the Past Year,12 or Older,2004-06,"Indiana Northwest",0.0213033683,0.014168838,0.0319140974
Cocaine Use in the Past Year,12 to 17,2004-06,"Indiana Northwest",0.0125765054,0.0071113249,0.0221480846
Cocaine Use in the Past Year,18 or Older,2004-06,"Indiana Northwest",0.0223659693,0.0145459762,0.0342439425
Cocaine Use in the Past Year,18 to 25,2004-06,"Indiana Northwest",0.0618354233,0.0399850752,0.0944514089
Cocaine Use in the Past Year,26 or Older,2004-06,"Indiana Northwest",0.0158855746,0.0088951962,0.0282130333
Cocaine Use in the Past Year,12 or Older,2004-06,"Indiana Southeast",0.0229508049,0.0157055023,0.033425026
Cocaine Use in the Past Year,12 to 17,2004-06,"Indiana Southeast",0.0194414181,0.0108094302,0.0347245958
Cocaine Use in the Past Year,18 or Older,2004-06,"Indiana Southeast",0.0233508462,0.0156337603,0.0347427679
Cocaine Use in the Past Year,18 to 25,2004-06,"Indiana Southeast",0.0897621001,0.0588656026,0.1345565728
Cocaine Use in the Past Year,26 or Older,2004-06,"Indiana Southeast",0.0128407202,0.0072227614,0.0227283621
Cocaine Use in the Past Year,12 or Older,2004-06,"Indiana Southwest",0.021419491,0.014446056,0.0316510529
Cocaine Use in the Past Year,12 to 17,2004-06,"Indiana Southwest",suppressed,suppressed,suppressed
Cocaine Use in the Past Year,18 or Older,2004-06,"Indiana Southwest",0.0221489795,0.0146288365,0.0334038986
Cocaine Use in the Past Year,18 to 25,2004-06,"Indiana Southwest",0.076428324,0.0494855293,0.1162463191
Cocaine Use in the Past Year,26 or Older,2004-06,"Indiana Southwest",suppressed,suppressed,suppressed
Cocaine Use in the Past Year,12 or Older,2004-06,"Indiana West",0.025284101,0.0177617414,0.0358759296
Cocaine Use in the Past Year,12 to 17,2004-06,"Indiana West",0.0157778313,0.0087800805,0.0281941725
Cocaine Use in the Past Year,18 or Older,2004-06,"Indiana West",0.0264341367,0.0182907969,0.0380624468
Cocaine Use in the Past Year,18 to 25,2004-06,"Indiana West",0.0710673963,0.0481507304,0.1037026406
Cocaine Use in the Past Year,26 or Older,2004-06,"Indiana West",0.0139333006,0.0079904672,0.0241882879
Cocaine Use in the Past Year,12 or Older,2004-06,"Iowa",0.0188805786,0.0148616036,0.0239599586
Cocaine Use in the Past Year,12 to 17,2004-06,"Iowa",0.0177976376,0.0124661012,0.0253508455
Cocaine Use in the Past Year,18 or Older,2004-06,"Iowa",0.0189964514,0.0146540574,0.0245934976
Cocaine Use in the Past Year,18 to 25,2004-06,"Iowa",0.0570429886,0.0442840965,0.0731963639
Cocaine Use in the Past Year,26 or Older,2004-06,"Iowa",0.012017229,0.008216564,0.0175448348
Cocaine Use in the Past Year,12 or Older,2004-06,"Iowa Central",0.0234872746,0.0157237385,0.0349479241
Cocaine Use in the Past Year,12 to 17,2004-06,"Iowa Central",0.0228657459,0.0128116845,0.0404862223
Cocaine Use in the Past Year,18 or Older,2004-06,"Iowa Central",0.0235493351,0.0153380624,0.0359958348
Cocaine Use in the Past Year,18 to 25,2004-06,"Iowa Central",0.0706274338,0.0465292856,0.1058211603
Cocaine Use in the Past Year,26 or Older,2004-06,"Iowa Central",0.0153521842,0.0084746651,0.027655402
Cocaine Use in the Past Year,12 or Older,2004-06,"Iowa North Central",0.0189621703,0.0128600929,0.0278778964
Cocaine Use in the Past Year,12 to 17,2004-06,"Iowa North Central",0.0177112181,0.0100051128,0.0311658444
Cocaine Use in the Past Year,18 or Older,2004-06,"Iowa North Central",0.0190977088,0.012609202,0.0288276228
Cocaine Use in the Past Year,18 to 25,2004-06,"Iowa North Central",0.0539359063,0.0345415017,0.083280567
Cocaine Use in the Past Year,26 or Older,2004-06,"Iowa North Central",0.0112029857,0.006295088,0.0198607965
Cocaine Use in the Past Year,12 or Older,2004-06,"Iowa Northeast",0.0184507993,0.0129139467,0.0262983295
Cocaine Use in the Past Year,12 to 17,2004-06,"Iowa Northeast",0.0170594123,0.0099160764,0.02919691
Cocaine Use in the Past Year,18 or Older,2004-06,"Iowa Northeast",0.0186024572,0.0126588449,0.0272596813
Cocaine Use in the Past Year,18 to 25,2004-06,"Iowa Northeast",0.055913877,0.0383319841,0.0808818712
Cocaine Use in the Past Year,26 or Older,2004-06,"Iowa Northeast",0.0116817138,0.0066710472,0.0203787129
Cocaine Use in the Past Year,12 or Older,2004-06,"Iowa Northwest",0.0153078514,0.0100989098,0.0231407188
Cocaine Use in the Past Year,12 to 17,2004-06,"Iowa Northwest",0.0153988537,0.0085928083,0.0274464745
Cocaine Use in the Past Year,18 or Older,2004-06,"Iowa Northwest",0.0152971106,0.0097756316,0.0238620831
Cocaine Use in the Past Year,18 to 25,2004-06,"Iowa Northwest",0.0489708906,0.0302866512,0.0782515449
Cocaine Use in the Past Year,26 or Older,2004-06,"Iowa Northwest",0.0098788683,0.0054216141,0.0179344727
Cocaine Use in the Past Year,12 or Older,2004-06,"Iowa Southeast",0.0193999784,0.0133694846,0.0280732132
Cocaine Use in the Past Year,12 to 17,2004-06,"Iowa Southeast",0.0165151264,0.0093250648,0.0290862934
Cocaine Use in the Past Year,18 or Older,2004-06,"Iowa Southeast",0.0197068708,0.0132672103,0.0291797909
Cocaine Use in the Past Year,18 to 25,2004-06,"Iowa Southeast",0.056635482,0.0375843028,0.0844957191
Cocaine Use in the Past Year,26 or Older,2004-06,"Iowa Southeast",0.0123662285,0.0070880182,0.0214898764
Cocaine Use in the Past Year,12 or Older,2004-06,"Iowa Southwest",0.0167675045,0.0112272127,0.0249727137
Cocaine Use in the Past Year,12 to 17,2004-06,"Iowa Southwest",0.0183689587,0.0100964382,0.0331922972
Cocaine Use in the Past Year,18 or Older,2004-06,"Iowa Southwest",0.0165942576,0.0107244422,0.0255936855
Cocaine Use in the Past Year,18 to 25,2004-06,"Iowa Southwest",0.0543659995,0.034101131,0.085606114
Cocaine Use in the Past Year,26 or Older,2004-06,"Iowa Southwest",0.0108774862,0.0060170628,0.0195866653
Cocaine Use in the Past Year,12 or Older,2004-06,"Kansas",0.0250690328,0.0198706532,0.0315835425
Cocaine Use in the Past Year,12 to 17,2004-06,"Kansas",0.0166248654,0.0117556915,0.0234629542
Cocaine Use in the Past Year,18 or Older,2004-06,"Kansas",0.026053612,0.0203768756,0.0332581237
Cocaine Use in the Past Year,18 to 25,2004-06,"Kansas",0.0657252579,0.0510548569,0.0842369337
Cocaine Use in the Past Year,26 or Older,2004-06,"Kansas",0.0184104884,0.0129472723,0.0261179586
Cocaine Use in the Past Year,12 or Older,2004-06,"Kansas Kansas City Metro",0.0305052152,0.021745257,0.0426402567
Cocaine Use in the Past Year,12 to 17,2004-06,"Kansas Kansas City Metro",0.0165980976,0.0095125659,0.0288078593
Cocaine Use in the Past Year,18 or Older,2004-06,"Kansas Kansas City Metro",0.0320854082,0.0225416135,0.045481891
Cocaine Use in the Past Year,18 to 25,2004-06,"Kansas Kansas City Metro",0.069350842,0.0489284106,0.0974242883
Cocaine Use in the Past Year,26 or Older,2004-06,"Kansas Kansas City Metro",0.0246637151,0.0151903745,0.0398062184
Cocaine Use in the Past Year,12 or Older,2004-06,"Kansas Northeast",0.0224614884,0.0153695984,0.0327170083
Cocaine Use in the Past Year,12 to 17,2004-06,"Kansas Northeast",0.0177832174,0.0101340054,0.0310251404
Cocaine Use in the Past Year,18 or Older,2004-06,"Kansas Northeast",0.0230018671,0.0153499452,0.0343352469
Cocaine Use in the Past Year,18 to 25,2004-06,"Kansas Northeast",0.0636314396,0.0415305299,0.0963117547
Cocaine Use in the Past Year,26 or Older,2004-06,"Kansas Northeast",0.0144699562,0.0082095966,0.0253820778
Cocaine Use in the Past Year,12 or Older,2004-06,"Kansas South Central",0.0194200861,0.0130275292,0.0288577295
Cocaine Use in the Past Year,12 to 17,2004-06,"Kansas South Central",0.0174950283,0.0098900742,0.0307660863
Cocaine Use in the Past Year,18 or Older,2004-06,"Kansas South Central",0.0196531511,0.0128477883,0.0299538745
Cocaine Use in the Past Year,18 to 25,2004-06,"Kansas South Central",0.0616735291,0.0390805766,0.0960225571
Cocaine Use in the Past Year,26 or Older,2004-06,"Kansas South Central",0.0123064416,0.0069118016,0.021819073
Cocaine Use in the Past Year,12 or Older,2004-06,"Kansas Southeast",0.0215164882,0.0139375059,0.0330785397
Cocaine Use in the Past Year,12 to 17,2004-06,"Kansas Southeast",suppressed,suppressed,suppressed
Cocaine Use in the Past Year,18 or Older,2004-06,"Kansas Southeast",0.02210966,0.0139493535,0.0348748689
Cocaine Use in the Past Year,18 to 25,2004-06,"Kansas Southeast",0.0636857644,0.0381206183,0.10453264
Cocaine Use in the Past Year,26 or Older,2004-06,"Kansas Southeast",suppressed,suppressed,suppressed
Cocaine Use in the Past Year,12 or Older,2004-06,"Kansas West",0.0198323313,0.013308477,0.029458718
Cocaine Use in the Past Year,12 to 17,2004-06,"Kansas West",0.0166677409,0.0094046154,0.0293738031
