outcome,age_group,years,geography,estimate,ci_lower,ci_upper
Cocaine Use in the Past Year,12 or Older,2004-06,"West",0.0236562241,0.0216498137,0.0258436679
Cocaine Use in the Past Year,12 to 17,2004-06,"West",0.0174258286,0.0150621191,0.0201528869
Cocaine Use in the Past Year,18 or Older,2004-06,"West",0.0244161526,0.0222091717,0.0268364273
Cocaine Use in the Past Year,18 to 25,2004-06,"West",0.0690577292,0.0636993867,0.0748307874
Cocaine Use in the Past Year,26 or Older,2004-06,"West",0.0162703737,0.0139651057,0.0189488672
Cocaine Use in the Past Year,12 or Older,2004-06,"South",0.023450787,0.0219155507,0.0250908113
Cocaine Use in the Past Year,12 to 17,2004-06,"South",0.0168480737,0.0150347274,0.0188759374
Cocaine Use in the Past Year,18 or Older,2004-06,"South",0.0242125641,0.0225323791,0.0260147019
Cocaine Use in the Past Year,18 to 25,2004-06,"South",0.064350035,0.0606177937,0.068295364
Cocaine Use in the Past Year,26 or Older,2004-06,"South",0.0172391054,0.0154238944,0.0192637656
Cocaine Use in the Past Year,12 or Older,2004-06,"Midwest",0.0228583769,0.0212888606,0.0245407039
Cocaine Use in the Past Year,12 to 17,2004-06,"Midwest",0.0153879151,0.0137444871,0.0172244159
Cocaine Use in the Past Year,18 or Older,2004-06,"Midwest",0.0237240845,0.0219927715,0.0255881239
Cocaine Use in the Past Year,18 to 25,2004-06,"Midwest",0.064500393,0.0606644232,0.0685612171
Cocaine Use in the Past Year,26 or Older,2004-06,"Midwest",0.0164357533,0.0145875839,0.0185136768
Cocaine Use in the Past Year,12 or Older,2004-06,"Northeast",0.0255093548,0.0234517444,0.0277423673
Cocaine Use in the Past Year,12 to 17,2004-06,"Northeast",0.0152190667,0.0133204205,0.0173835713
Cocaine Use in the Past Year,18 or Older,2004-06,"Northeast",0.026641849,0.0243808881,0.0291062248
Cocaine Use in the Past Year,18 to 25,2004-06,"Northeast",0.0755837907,0.0704498223,0.0810592669
Cocaine Use in the Past Year,26 or Older,2004-06,"Northeast",0.0186819552,0.016317049,0.0213821679
Cocaine Use in the Past Year,12 or Older,2004-06,"United States",0.0237505978,0.0226362846,0.0249183666
Cocaine Use in the Past Year,12 to 17,2004-06,"United States",0.016367482,0.0151577471,0.0176720329
Cocaine Use in the Past Year,18 or Older,2004-06,"United States",0.0246068525,0.0235135616,0.0257496369
Cocaine Use in the Past Year,18 to 25,2004-06,"United States",0.0674832256,0.0648648816,0.0701993278
Cocaine Use in the Past Year,26 or Older,2004-06,"United States",0.0171156383,0.0159599232,0.018353482
Cocaine Use in the Past Year,12 or Older,2004-06,"Alabama",0.0215176676,0.0171589115,0.0269532833
Cocaine Use in the Past Year,12 to 17,2004-06,"Alabama",0.0151714544,0.0106806504,0.0215094164
Cocaine Use in the Past Year,18 or Older,2004-06,"Alabama",0.0222359789,0.0174811658,0.0282469023
Cocaine Use in the Past Year,18 to 25,2004-06,"Alabama",0.0584719586,0.0459515309,0.0741387291
Cocaine Use in the Past Year,26 or Older,2004-06,"Alabama",0.0158911375,0.0113459273,0.0222162555
Cocaine Use in the Past Year,12 or Older,2004-06,"Alabama Region 1",0.018482249,0.0130317024,0.0261520958
Cocaine Use in the Past Year,12 to 17,2004-06,"Alabama Region 1",0.0166632302,0.0094395135,0.0292517491
Cocaine Use in the Past Year,18 or Older,2004-06,"Alabama Region 1",0.018673912,0.0128929859,0.0269760397
Cocaine Use in the Past Year,18 to 25,2004-06,"Alabama Region 1",0.0553422561,0.0366005575,0.0828554748
Cocaine Use in the Past Year,26 or Older,2004-06,"Alabama Region 1",0.0129653122,0.0078972731,0.0212161898
Cocaine Use in the Past Year,12 or Older,2004-06,"Alabama Region 2",0.0224363609,0.0159701421,0.0314370724
Cocaine Use in the Past Year,12 to 17,2004-06,"Alabama Region 2",0.0160617108,0.0095936361,0.0267727104
Cocaine Use in the Past Year,18 or Older,2004-06,"Alabama Region 2",0.0231416252,0.0161320169,0.0330945639
Cocaine Use in the Past Year,18 to 25,2004-06,"Alabama Region 2",0.0582130854,0.0409147031,0.0821982623
Cocaine Use in the Past Year,26 or Older,2004-06,"Alabama Region 2",0.0168795149,0.0102933259,0.0275625183
Cocaine Use in the Past Year,12 or Older,2004-06,"Alabama Region 3",0.0230675456,0.0157479279,0.0336729194
Cocaine Use in the Past Year,12 to 17,2004-06,"Alabama Region 3",0.0105653149,0.0058989495,0.0188530043
Cocaine Use in the Past Year,18 or Older,2004-06,"Alabama Region 3",0.0246299965,0.0165231145,0.036566541
Cocaine Use in the Past Year,18 to 25,2004-06,"Alabama Region 3",0.0529663356,0.034750048,0.0799409158
Cocaine Use in the Past Year,26 or Older,2004-06,"Alabama Region 3",0.01850711,0.0108131921,0.0315011496
Cocaine Use in the Past Year,12 or Older,2004-06,"Alabama Region 4",0.0227714726,0.0157550021,0.0328085589
Cocaine Use in the Past Year,12 to 17,2004-06,"Alabama Region 4",0.0161752368,0.0095238031,0.0273437953
Cocaine Use in the Past Year,18 or Older,2004-06,"Alabama Region 4",0.0235407493,0.0159424881,0.0346329254
Cocaine Use in the Past Year,18 to 25,2004-06,"Alabama Region 4",0.0683014116,0.0469689484,0.0983231161
Cocaine Use in the Past Year,26 or Older,2004-06,"Alabama Region 4",0.0162235238,0.0093756914,0.0279318625
Cocaine Use in the Past Year,12 or Older,2004-06,"Alaska",0.0270257509,0.0213256851,0.0341961319
Cocaine Use in the Past Year,12 to 17,2004-06,"Alaska",0.0171301867,0.0114328532,0.0255931689
Cocaine Use in the Past Year,18 or Older,2004-06,"Alaska",0.028489757,0.0221237653,0.0366189324
Cocaine Use in the Past Year,18 to 25,2004-06,"Alaska",0.0763427828,0.0613208067,0.0946735887
Cocaine Use in the Past Year,26 or Older,2004-06,"Alaska",0.0192767678,0.0129482876,0.0286086462
Cocaine Use in the Past Year,12 or Older,2004-06,"Alaska Southeast",0.0228669881,0.0151143227,0.0344571414
Cocaine Use in the Past Year,12 to 17,2004-06,"Alaska Southeast",0.0181186369,0.0100404829,0.0324828783
Cocaine Use in the Past Year,18 or Older,2004-06,"Alaska Southeast",0.0234957027,0.015043759,0.0365200862
Cocaine Use in the Past Year,18 to 25,2004-06,"Alaska Southeast",0.0685469845,0.0435950668,0.1061945571
Cocaine Use in the Past Year,26 or Older,2004-06,"Alaska Southeast",0.0163212719,0.008885612,0.0297922043
Cocaine Use in the Past Year,12 or Older,2004-06,"Alaska Gulf Coast",0.0198443688,0.0128044307,0.0306347862
Cocaine Use in the Past Year,12 to 17,2004-06,"Alaska Gulf Coast",0.0166908135,0.0092482788,0.0299417079
Cocaine Use in the Past Year,18 or Older,2004-06,"Alaska Gulf Coast",0.0203217447,0.0125682158,0.0327001425
Cocaine Use in the Past Year,18 to 25,2004-06,"Alaska Gulf Coast",0.0647917054,0.0406503591,0.1017494656
Cocaine Use in the Past Year,26 or Older,2004-06,"Alaska Gulf Coast",0.0133826876,0.006862963,0.0259343269
Cocaine Use in the Past Year,12 or Older,2004-06,"Alaska Rural",0.0195057431,0.0120538355,0.031418054
Cocaine Use in the Past Year,12 to 17,2004-06,"Alaska Rural",0.0098196627,0.0049312252,0.0194593536
Cocaine Use in the Past Year,18 or Older,2004-06,"Alaska Rural",0.0212712263,0.012698755,0.0354230352
Cocaine Use in the Past Year,18 to 25,2004-06,"Alaska Rural",0.0303452408,0.0180740913,0.0505190762
Cocaine Use in the Past Year,26 or Older,2004-06,"Alaska Rural",0.0191418977,0.0100691215,0.0360916427
Cocaine Use in the Past Year,12 or Older,2004-06,"Alaska Urban",0.0303241409,0.0232909409,0.0393955024
Cocaine Use in the Past Year,12 to 17,2004-06,"Alaska Urban",0.0185275512,0.0114396176,0.029874419
Cocaine Use in the Past Year,18 or Older,2004-06,"Alaska Urban",0.0320318107,0.0241906355,0.0423044432
Cocaine Use in the Past Year,18 to 25,2004-06,"Alaska Urban",0.0877776672,0.0686893737,0.1115351878
Cocaine Use in the Past Year,26 or Older,2004-06,"Alaska Urban",0.0209572795,0.0132830487,0.0329173554
Cocaine Use in the Past Year,12 or Older,2004-06,"Arizona",0.0290078052,0.0232009358,0.0362141697
Cocaine Use in the Past Year,12 to 17,2004-06,"Arizona",0.0236790941,0.0163170853,0.034247081
Cocaine Use in the Past Year,18 or Older,2004-06,"Arizona",0.0296487064,0.0233746166,0.0375421175
Cocaine Use in the Past Year,18 to 25,2004-06,"Arizona",0.0834959742,0.066741474,0.1039878051
Cocaine Use in the Past Year,26 or Older,2004-06,"Arizona",0.0200323289,0.0141728183,0.0282449469
Cocaine Use in the Past Year,12 or Older,2004-06,"Arizona Central",0.0289601808,0.0222500416,0.0376161018
Cocaine Use in the Past Year,12 to 17,2004-06,"Arizona Central",0.0241389866,0.0153599416,0.0377433956
Cocaine Use in the Past Year,18 or Older,2004-06,"Arizona Central",0.029533953,0.0222840996,0.0390482553
Cocaine Use in the Past Year,18 to 25,2004-06,"Arizona Central",0.0840231326,0.0644138421,0.1089071221
Cocaine Use in the Past Year,26 or Older,2004-06,"Arizona Central",0.0193424089,0.0125996943,0.0295853641
Cocaine Use in the Past Year,12 or Older,2004-06,"Arizona South A",0.0365506592,0.0251124443,0.0529159645
Cocaine Use in the Past Year,12 to 17,2004-06,"Arizona South A",0.0277344614,0.0149735247,0.0508097229
Cocaine Use in the Past Year,18 or Older,2004-06,"Arizona South A",0.0375762487,0.0253555528,0.0553524816
Cocaine Use in the Past Year,18 to 25,2004-06,"Arizona South A",0.094986018,0.0637726732,0.1392051042
Cocaine Use in the Past Year,26 or Older,2004-06,"Arizona South A",0.0272463778,0.0162594213,0.045315543
Cocaine Use in the Past Year,12 or Older,2004-06,"Arizona Rural North",0.0256339648,0.0171628651,0.0381239738
Cocaine Use in the Past Year,12 to 17,2004-06,"Arizona Rural North",0.0211214395,0.0117461119,0.0376943974
Cocaine Use in the Past Year,18 or Older,2004-06,"Arizona Rural North",0.0262109431,0.0171097155,0.0399566098
Cocaine Use in the Past Year,18 to 25,2004-06,"Arizona Rural North",0.0764798887,0.0501099255,0.1150461278
Cocaine Use in the Past Year,26 or Older,2004-06,"Arizona Rural North",0.0182923774,0.010362157,0.032094818
Cocaine Use in the Past Year,12 or Older,2004-06,"Arizona Rural South",0.0222978448,0.0147048624,0.0336775191
Cocaine Use in the Past Year,12 to 17,2004-06,"Arizona Rural South",0.0188234951,0.0101761317,0.0345625361
Cocaine Use in the Past Year,18 or Older,2004-06,"Arizona Rural South",0.0227316656,0.0145962365,0.0352393406
Cocaine Use in the Past Year,18 to 25,2004-06,"Arizona Rural South",0.0694575689,0.0433041854,0.1095967177
Cocaine Use in the Past Year,26 or Older,2004-06,"Arizona Rural South",0.0154570193,0.0087240947,0.0272433509
Cocaine Use in the Past Year,12 or Older,2004-06,"Arkansas",0.0205135556,0.0164016131,0.0256295152
Cocaine Use in the Past Year,12 to 17,2004-06,"Arkansas",0.0160205765,0.0112013328,0.0228652974
Cocaine Use in the Past Year,18 or Older,2004-06,"Arkansas",0.0210222053,0.0165823686,0.0266186074
Cocaine Use in the Past Year,18 to 25,2004-06,"Arkansas",0.0638633517,0.0504250661,0.0805790396
Cocaine Use in the Past Year,26 or Older,2004-06,"Arkansas",0.0134967458,0.0095369664,0.019068985
Cocaine Use in the Past Year,12 or Older,2004-06,"Arkansas Catchment Area 8",0.0208738505,0.0144604831,0.0300448965
Cocaine Use in the Past Year,12 to 17,2004-06,"Arkansas Catchment Area 8",0.0148277716,0.008438801,0.0259273179
Cocaine Use in the Past Year,18 or Older,2004-06,"Arkansas Catchment Area 8",0.0215227155,0.0145907772,0.0316422009
Cocaine Use in the Past Year,18 to 25,2004-06,"Arkansas Catchment Area 8",0.0629826679,0.0423915613,0.0926083582
Cocaine Use in the Past Year,26 or Older,2004-06,"Arkansas Catchment Area 8",0.0144929688,0.0083996901,0.0248954418
Cocaine Use in the Past Year,12 or Older,2004-06,"Arkansas Areas 5 and 6",0.017955999,0.0123823659,0.0259724951
Cocaine Use in the Past Year,12 to 17,2004-06,"Arkansas Areas 5 and 6",0.0162821932,0.0088124982,0.0298924429
Cocaine Use in the Past Year,18 or Older,2004-06,"Arkansas Areas 5 and 6",0.0181583731,0.0122290274,0.0268843648
Cocaine Use in the Past Year,18 to 25,2004-06,"Arkansas Areas 5 and 6",0.0581634011,0.0386297298,0.0866839276
Cocaine Use in the Past Year,26 or Older,2004-06,"Arkansas Areas 5 and 6",0.0107238363,0.0060547612,0.0189248727
Cocaine Use in the Past Year,12 or Older,2004-06,"Arkansas Areas 7, 12, and 13",0.0254623423,0.0165491865,0.0389856967
Cocaine Use in the Past Year,12 to 17,2004-06,"Arkansas Areas 7, 12, and 13",0.0111825698,0.0058974202,0.0211036153
Cocaine Use in the Past Year,18 or Older,2004-06,"Arkansas Areas 7, 12, and 13",0.0272025078,0.0173947408,0.0423021682
Cocaine Use in the Past Year,18 to 25,2004-06,"Arkansas Areas 7, 12, and 13",0.0563443865,0.0360133962,0.0871157882
Cocaine Use in the Past Year,26 or Older,2004-06,"Arkansas Areas 7, 12, and 13",0.021969433,0.012549407,0.0381870095
Cocaine Use in the Past Year,12 or Older,2004-06,"Arkansas Areas 8, 10, and 11",0.018669703,0.0128429869,0.0270674493
Cocaine Use in the Past Year,12 to 17,2004-06,"Arkansas Areas 8, 10, and 11",0.0136040558,0.0075833785,0.0242877513
Cocaine Use in the Past Year,18 or Older,2004-06,"Arkansas Areas 8, 10, and 11",0.0192249842,0.0129480216,0.0284571727
Cocaine Use in the Past Year,18 to 25,2004-06,"Arkansas Areas 8, 10, and 11",0.0610826676,0.0419310684,0.0881765058
Cocaine Use in the Past Year,26 or Older,2004-06,"Arkansas Areas 8, 10, and 11",0.0125469761,0.0070856447,0.022123891
Cocaine Use in the Past Year,12 or Older,2004-06,"Arkansas Areas 1 and 2",0.0226224379,0.0159948127,0.0319072429
Cocaine Use in the Past Year,12 to 17,2004-06,"Arkansas Areas 1 and 2",0.0216063327,0.0121753188,0.0380611452
Cocaine Use in the Past Year,18 or Older,2004-06,"Arkansas Areas 1 and 2",0.0227374773,0.0157212521,0.0327806835
Cocaine Use in the Past Year,18 to 25,2004-06,"Arkansas Areas 1 and 2",0.0819134085,0.055621966,0.1190654822
Cocaine Use in the Past Year,26 or Older,2004-06,"Arkansas Areas 1 and 2",0.011808214,0.0066778916,0.0207974096
Cocaine Use in the Past Year,12 or Older,2004-06,"Arkansas Areas 3 and 4",0.018332028,0.0128448526,0.0261012835
Cocaine Use in the Past Year,12 to 17,2004-06,"Arkansas Areas 3 and 4",0.0170598841,0.0096325224,0.030040555
Cocaine Use in the Past Year,18 or Older,2004-06,"Arkansas Areas 3 and 4",0.0184693968,0.0126448383,0.0269038003
Cocaine Use in the Past Year,18 to 25,2004-06,"Arkansas Areas 3 and 4",0.0590391314,0.038944683,0.0885465226
Cocaine Use in the Past Year,26 or Older,2004-06,"Arkansas Areas 3 and 4",0.0114078757,0.006692464,0.0193808721
Cocaine Use in the Past Year,12 or Older,2004-06,"California",0.0229783446,0.0199668847,0.0264317514
Cocaine Use in the Past Year,12 to 17,2004-06,"California",0.0163085336,0.0129398579,0.020535942
Cocaine Use in the Past Year,18 or Older,2004-06,"California",0.0238212646,0.0204975324,0.0276687251
Cocaine Use in the Past Year,18 to 25,2004-06,"California",0.0651235341,0.0569462923,0.0743823774
Cocaine Use in the Past Year,26 or Older,2004-06,"California",0.0162139178,0.012809685,0.0205040506
Cocaine Use in the Past Year,12 or Older,2004-06,"California Region 10",0.0251987009,0.0180969307,0.0349881083
Cocaine Use in the Past Year,12 to 17,2004-06,"California Region 10",0.0178258058,0.0104311641,0.0303019824
Cocaine Use in the Past Year,18 or Older,2004-06,"California Region 10",0.0261625295,0.018445351,0.0369867623
Cocaine Use in the Past Year,18 to 25,2004-06,"California Region 10",0.0852922435,0.0589785463,0.1218260994
Cocaine Use in the Past Year,26 or Older,2004-06,"California Region 10",0.0148838397,0.0088011012,0.025064259
Cocaine Use in the Past Year,12 or Older,2004-06,"California Region 3",0.0188033011,0.0130152408,0.0270947309
Cocaine Use in the Past Year,12 to 17,2004-06,"California Region 3",0.0165796133,0.0094793956,0.028843146
Cocaine Use in the Past Year,18 or Older,2004-06,"California Region 3",0.0191485656,0.01277575,0.0286081578
Cocaine Use in the Past Year,18 to 25,2004-06,"California Region 3",0.0538711669,0.0355698868,0.0807998536
Cocaine Use in the Past Year,26 or Older,2004-06,"California Region 3",0.0125673021,0.0070948383,0.0221666075
Cocaine Use in the Past Year,12 or Older,2004-06,"California Region 4",0.0257105195,0.0177244359,0.0371587655
Cocaine Use in the Past Year,12 to 17,2004-06,"California Region 4",0.0169939892,0.0098301727,0.0292244074
Cocaine Use in the Past Year,18 or Older,2004-06,"California Region 4",0.02635759,0.017896683,0.0386610464
Cocaine Use in the Past Year,18 to 25,2004-06,"California Region 4",0.0676041346,0.0460195329,0.09826973
Cocaine Use in the Past Year,26 or Older,2004-06,"California Region 4",0.0206921485,0.0126689564,0.0336233572
Cocaine Use in the Past Year,12 or Older,2004-06,"California Region 5",0.0237756981,0.0172478227,0.0326920257
Cocaine Use in the Past Year,12 to 17,2004-06,"California Region 5",0.0187758593,0.0114070435,0.0307567466
Cocaine Use in the Past Year,18 or Older,2004-06,"California Region 5",0.024326453,0.0173005136,0.0341066777
Cocaine Use in the Past Year,18 to 25,2004-06,"California Region 5",0.0677524491,0.0477904465,0.0952187614
Cocaine Use in the Past Year,26 or Older,2004-06,"California Region 5",0.0173982712,0.0110803196,0.0272195362
Cocaine Use in the Past Year,12 or Older,2004-06,"California Region 7",0.0251467042,0.0176940818,0.0356244791
Cocaine Use in the Past Year,12 to 17,2004-06,"California Region 7",0.017557149,0.0100996142,0.0303524672
Cocaine Use in the Past Year,18 or Older,2004-06,"California Region 7",0.026151285,0.0180013456,0.0378488174
Cocaine Use in the Past Year,18 to 25,2004-06,"California Region 7",0.0703031366,0.0478930719,0.10207508
Cocaine Use in the Past Year,26 or Older,2004-06,"California Region 7",0.0171083016,0.0101059924,0.0288211562
Cocaine Use in the Past Year,12 or Older,2004-06,"California Region 8",0.0246198849,0.0177811125,0.0339978678
Cocaine Use in the Past Year,12 to 17,2004-06,"California Region 8",0.017158999,0.0103122873,0.0284209559
Cocaine Use in the Past Year,18 or Older,2004-06,"California Region 8",0.0258223771,0.0182539947,0.0364123401
Cocaine Use in the Past Year,18 to 25,2004-06,"California Region 8",0.0682082927,0.0472206595,0.0975688198
Cocaine Use in the Past Year,26 or Older,2004-06,"California Region 8",0.0166072358,0.0102166031,0.0268867143
Cocaine Use in the Past Year,12 or Older,2004-06,"California Region 9",0.0229461297,0.0161401783,0.0325271168
Cocaine Use in the Past Year,12 to 17,2004-06,"California Region 9",0.0169115613,0.0096363121,0.0295157995
Cocaine Use in the Past Year,18 or Older,2004-06,"California Region 9",0.0238454107,0.0163983637,0.0345555979
Cocaine Use in the Past Year,18 to 25,2004-06,"California Region 9",0.0684780758,0.0461775951,0.1004143252
Cocaine Use in the Past Year,26 or Older,2004-06,"California Region 9",0.0144486882,0.0084759513,0.0245261174
Cocaine Use in the Past Year,12 or Older,2004-06,"California Region 11 (Los Angeles)",0.0206658727,0.0159997937,0.0266558749
Cocaine Use in the Past Year,12 to 17,2004-06,"California Region 11 (Los Angeles)",0.0122793415,0.0079383771,0.0189487472
Cocaine Use in the Past Year,18 or Older,2004-06,"California Region 11 (Los Angeles)",0.0217375019,0.0165926836,0.0284314307
Cocaine Use in the Past Year,18 to 25,2004-06,"California Region 11 (Los Angeles)",0.055011754,0.0433201011,0.0696292037
Cocaine Use in the Past Year,26 or Older,2004-06,"California Region 11 (Los Angeles)",0.0153344852,0.0101614588,0.0230796077
Cocaine Use in the Past Year,12 or Older,2004-06,"California Region 14 (Orange)",0.0220636382,0.015905027,0.030532947
Cocaine Use in the Past Year,12 to 17,2004-06,"California Region 14 (Orange)",0.0209335976,0.012724303,0.0342554865
Cocaine Use in the Past Year,18 or Older,2004-06,"California Region 14 (Orange)",0.0221970784,0.0156377248,0.0314199776
Cocaine Use in the Past Year,18 to 25,2004-06,"California Region 14 (Orange)",0.0660401023,0.0470118436,0.092026405
Cocaine Use in the Past Year,26 or Older,2004-06,"California Region 14 (Orange)",0.0145239096,0.0087533914,0.0240064103
Cocaine Use in the Past Year,12 or Older,2004-06,"California Region 6 (Santa Clara)",0.0197318545,0.0139024701,0.0279362855
Cocaine Use in the Past Year,12 to 17,2004-06,"California Region 6 (Santa Clara)",0.0157992721,0.0092165837,0.0269555522
Cocaine Use in the Past Year,18 or Older,2004-06,"California Region 6 (Santa Clara)",0.0201419984,0.0138926057,0.029119578
Cocaine Use in the Past Year,18 to 25,2004-06,"California Region 6 (Santa Clara)",0.0549571248,0.0373005898,0.0802746033
Cocaine Use in the Past Year,26 or Older,2004-06,"California Region 6 (Santa Clara)",0.0143497212,0.0087569347,0.0234300196
Cocaine Use in the Past Year,12 or Older,2004-06,"California Region 13 (Riverside)",0.0214015597,0.0154452323,0.0295858708
Cocaine Use in the Past Year,12 to 17,2004-06,"California Region 13 (Riverside)",0.0181738785,0.0110127849,0.0298509433
Cocaine Use in the Past Year,18 or Older,2004-06,"California Region 13 (Riverside)",0.0218825124,0.0153706419,0.0310661353
Cocaine Use in the Past Year,18 to 25,2004-06,"California Region 13 (Riverside)",0.0685352823,0.0479975635,0.0969658152
Cocaine Use in the Past Year,26 or Older,2004-06,"California Region 13 (Riverside)",0.0135244914,0.0080318303,0.0226874638
Cocaine Use in the Past Year,12 or Older,2004-06,"California Region 1",0.0261221276,0.0182934225,0.0371742758
Cocaine Use in the Past Year,12 to 17,2004-06,"California Region 1",0.0229523846,0.0131957198,0.0396332093
Cocaine Use in the Past Year,18 or Older,2004-06,"California Region 1",0.0265200285,0.0181001543,0.0387022977
Cocaine Use in the Past Year,18 to 25,2004-06,"California Region 1",0.0888111536,0.0597321449,0.1300879472
Cocaine Use in the Past Year,26 or Older,2004-06,"California Region 1",0.0157416639,0.0090910151,0.0271244988
Cocaine Use in the Past Year,12 or Older,2004-06,"California Region 12",0.0222592033,0.0160389035,0.0308163426
Cocaine Use in the Past Year,12 to 17,2004-06,"California Region 12",0.0180853394,0.0108604148,0.029971033
Cocaine Use in the Past Year,18 or Older,2004-06,"California Region 12",0.0229378549,0.016109421,0.0325649138
Cocaine Use in the Past Year,18 to 25,2004-06,"California Region 12",0.0636465321,0.0445589264,0.0901392542
Cocaine Use in the Past Year,26 or Older,2004-06,"California Region 12",0.0144755344,0.0086884223,0.0240238631
Cocaine Use in the Past Year,12 or Older,2004-06,"California Region 15",0.0244945565,0.018354607,0.0326201785
Cocaine Use in the Past Year,12 to 17,2004-06,"California Region 15",0.0166821521,0.0101908933,0.0271945267
Cocaine Use in the Past Year,18 or Older,2004-06,"California Region 15",0.0254419493,0.0188053567,0.0343386931
Cocaine Use in the Past Year,18 to 25,2004-06,"California Region 15",0.070409883,0.051642785,0.0953115621
Cocaine Use in the Past Year,26 or Older,2004-06,"California Region 15",0.0163011657,0.0104299243,0.0253926536
Cocaine Use in the Past Year,12 or Older,2004-06,"California Region 2",0.0290076754,0.0211710528,0.0396276447
Cocaine Use in the Past Year,12 to 17,2004-06,"California Region 2",0.0166457008,0.0098225823,0.0280740233
Cocaine Use in the Past Year,18 or Older,2004-06,"California Region 2",0.0305733201,0.0219243804,0.0424859686
Cocaine Use in the Past Year,18 to 25,2004-06,"California Region 2",0.079612153,0.0595878098,0.105609936
Cocaine Use in the Past Year,26 or Older,2004-06,"California Region 2",0.0221117128,0.0138044643,0.0352394635
Cocaine Use in the Past Year,12 or Older,2004-06,"Colorado",0.0280216409,0.0222704448,0.0352045684
Cocaine Use in the Past Year,12 to 17,2004-06,"Colorado",0.0184304134,0.0128744588,0.0263201024
Cocaine Use in the Past Year,18 or Older,2004-06,"Colorado",0.0291096049,0.0228535908,0.0370132909
Cocaine Use in the Past Year,18 to 25,2004-06,"Colorado",0.0825758608,0.0657177479,0.1032804153
Cocaine Use in the Past Year,26 or Older,2004-06,"Colorado",0.0198160642,0.0139052131,0.0281677376
Cocaine Use in the Past Year,12 or Older,2004-06,"Colorado Region 1",0.0254898611,0.0177513201,0.0364766753
Cocaine Use in the Past Year,12 to 17,2004-06,"Colorado Region 1",0.01680473,0.0096898144,0.0289909585
Cocaine Use in the Past Year,18 or Older,2004-06,"Colorado Region 1",0.026622595,0.0181750501,0.0388411315
Cocaine Use in the Past Year,18 to 25,2004-06,"Colorado Region 1",0.0777173219,0.0519990452,0.1146177235
Cocaine Use in the Past Year,26 or Older,2004-06,"Colorado Region 1",0.0157105182,0.0090879339,0.0270274984
Cocaine Use in the Past Year,12 or Older,2004-06,"Colorado Region 3",0.0237643879,0.0158716196,0.0354407886
Cocaine Use in the Past Year,12 to 17,2004-06,"Colorado Region 3",0.0162600313,0.0092108397,0.028548626
Cocaine Use in the Past Year,18 or Older,2004-06,"Colorado Region 3",0.024648793,0.0161271562,0.037501655
Cocaine Use in the Past Year,18 to 25,2004-06,"Colorado Region 3",0.0744045115,0.0477544073,0.1141443811
Cocaine Use in the Past Year,26 or Older,2004-06,"Colorado Region 3",0.0161043567,0.0090587738,0.0284722877
Cocaine Use in the Past Year,12 or Older,2004-06,"Colorado Region 4",0.0227773268,0.0149124306,0.034644332
Cocaine Use in the Past Year,12 to 17,2004-06,"Colorado Region 4",0.0156147198,0.0086424855,0.0280525656
Cocaine Use in the Past Year,18 or Older,2004-06,"Colorado Region 4",0.0236647313,0.0151383407,0.0368139435
Cocaine Use in the Past Year,18 to 25,2004-06,"Colorado Region 4",0.0679502061,0.0427784508,0.1062888957
Cocaine Use in the Past Year,26 or Older,2004-06,"Colorado Region 4",0.0167366272,0.0093581425,0.0297579674
Cocaine Use in the Past Year,12 or Older,2004-06,"Colorado Regions 2 and 7",0.0307757975,0.0230588225,0.0409670731
Cocaine Use in the Past Year,12 to 17,2004-06,"Colorado Regions 2 and 7",0.020255616,0.0126942624,0.0321741262
Cocaine Use in the Past Year,18 or Older,2004-06,"Colorado Regions 2 and 7",0.0319102805,0.0235550417,0.0430984048
Cocaine Use in the Past Year,18 to 25,2004-06,"Colorado Regions 2 and 7",0.0891772606,0.067395756,0.1171142808
Cocaine Use in the Past Year,26 or Older,2004-06,"Colorado Regions 2 and 7",0.0222819538,0.0143977187,0.0343332236
Cocaine Use in the Past Year,12 or Older,2004-06,"Colorado Regions 5 and 6",0.0252372798,0.0168956306,0.0375400753
Cocaine Use in the Past Year,12 to 17,2004-06,"Colorado Regions 5 and 6",0.0161651791,0.0090775888,0.0286267437
Cocaine Use in the Past Year,18 or Older,2004-06,"Colorado Regions 5 and 6",0.0262499299,0.0172243172,0.0398134047
Cocaine Use in the Past Year,18 to 25,2004-06,"Colorado Regions 5 and 6",0.0737192247,0.0474841992,0.1127335878
Cocaine Use in the Past Year,26 or Older,2004-06,"Colorado Regions 5 and 6",0.0181124393,0.0103608158,0.0314790993
Cocaine Use in the Past Year,12 or Older,2004-06,"Connecticut",0.0256506011,0.0207047211,0.0317396458
Cocaine Use in the Past Year,12 to 17,2004-06,"Connecticut",0.0192553331,0.013945981,0.0265316129
Cocaine Use in the Past Year,18 or Older,2004-06,"Connecticut",0.0263805451,0.0209884089,0.033111124
Cocaine Use in the Past Year,18 to 25,2004-06,"Connecticut",0.0854964514,0.0692609584,0.10510793
Cocaine Use in the Past Year,26 or Older,2004-06,"Connecticut",0.0173535048,0.0122704342,0.0244900466
Cocaine Use in the Past Year,12 or Older,2004-06,"Connecticut Eastern",0.0269011016,0.0188023283,0.0383519286
Cocaine Use in the Past Year,12 to 17,2004-06,"Connecticut Eastern",0.0192425124,0.0110124265,0.033415497
