outcome,age_group,years,geography,estimate,ci_lower,ci_upper
Marijuana Use in the Past Month,12 or Older,2006-08,"Florida Region C - Central",0.0530086389,0.0461388144,0.0608361057
Marijuana Use in the Past Month,12 to 17,2006-08,"Florida Region C - Central",0.0629946355,0.0526174153,0.0752558811
Marijuana Use in the Past Month,18 or Older,2006-08,"Florida Region C - Central",0.0520116751,0.0448603614,0.0602311103
Marijuana Use in the Past Month,18 to 25,2006-08,"Florida Region C - Central",0.1552322608,0.1358998391,0.1767522733
Marijuana Use in the Past Month,26 or Older,2006-08,"Florida Region C - Central",0.0369973973,0.0302173106,0.0452278344
Marijuana Use in the Past Month,12 or Older,2006-08,"Florida Region E - Sun Coast",0.0562948655,0.0486684012,0.0650347181
Marijuana Use in the Past Month,12 to 17,2006-08,"Florida Region E - Sun Coast",0.072432237,0.0607128674,0.0862061703
Marijuana Use in the Past Month,18 or Older,2006-08,"Florida Region E - Sun Coast",0.0548215495,0.0469390971,0.063938893
Marijuana Use in the Past Month,18 to 25,2006-08,"Florida Region E - Sun Coast",0.1762973184,0.1537436132,0.2013722882
Marijuana Use in the Past Month,26 or Older,2006-08,"Florida Region E - Sun Coast",0.03938563,0.031911171,0.0485230589
Marijuana Use in the Past Month,12 or Older,2006-08,"Florida Circuit 10",0.0447981715,0.0323300969,0.0617676283
Marijuana Use in the Past Month,12 to 17,2006-08,"Florida Circuit 10",0.054338826,0.0370375837,0.0790584247
Marijuana Use in the Past Month,18 or Older,2006-08,"Florida Circuit 10",0.0438198912,0.031178001,0.0612636066
Marijuana Use in the Past Month,18 to 25,2006-08,"Florida Circuit 10",0.1330767144,0.0969723461,0.1799447102
Marijuana Use in the Past Month,26 or Older,2006-08,"Florida Circuit 10",0.0303003839,0.0197315585,0.046263029
Marijuana Use in the Past Month,12 or Older,2006-08,"Florida Region D - Southeast",0.0577462148,0.0483067885,0.068896628
Marijuana Use in the Past Month,12 to 17,2006-08,"Florida Region D - Southeast",0.0645432654,0.0519680043,0.0799050213
Marijuana Use in the Past Month,18 or Older,2006-08,"Florida Region D - Southeast",0.0570589981,0.0472153132,0.0688067368
Marijuana Use in the Past Month,18 to 25,2006-08,"Florida Region D - Southeast",0.1639222167,0.1391616234,0.1921052342
Marijuana Use in the Past Month,26 or Older,2006-08,"Florida Region D - Southeast",0.0432410596,0.0337923364,0.0551808687
Marijuana Use in the Past Month,12 or Older,2006-08,"Florida Circuit 15 (Palm Beach)",0.0709818741,0.0553312933,0.0906345354
Marijuana Use in the Past Month,12 to 17,2006-08,"Florida Circuit 15 (Palm Beach)",0.0880604792,0.0653813123,0.1176164925
Marijuana Use in the Past Month,18 or Older,2006-08,"Florida Circuit 15 (Palm Beach)",0.0693883045,0.0532869374,0.0898929488
Marijuana Use in the Past Month,18 to 25,2006-08,"Florida Circuit 15 (Palm Beach)",0.202510095,0.1611156453,0.2513531567
Marijuana Use in the Past Month,26 or Older,2006-08,"Florida Circuit 15 (Palm Beach)",0.0529473565,0.0379591152,0.0734021937
Marijuana Use in the Past Month,12 or Older,2006-08,"Florida Circuit 19",0.052698936,0.0389379428,0.0709640802
Marijuana Use in the Past Month,12 to 17,2006-08,"Florida Circuit 19",0.0818853025,0.0572288797,0.1158591924
Marijuana Use in the Past Month,18 or Older,2006-08,"Florida Circuit 19",0.0499836372,0.0363391513,0.0683877281
Marijuana Use in the Past Month,18 to 25,2006-08,"Florida Circuit 19",0.1565860059,0.1176313904,0.2054372933
Marijuana Use in the Past Month,26 or Older,2006-08,"Florida Circuit 19",0.03608953,0.0240565438,0.0538095125
Marijuana Use in the Past Month,12 or Older,2006-08,"Florida Circuit 20",0.0573776031,0.0440530303,0.0744186683
Marijuana Use in the Past Month,12 to 17,2006-08,"Florida Circuit 20",0.0823521529,0.0600208596,0.1120020068
Marijuana Use in the Past Month,18 or Older,2006-08,"Florida Circuit 20",0.0552839974,0.0418025161,0.0727830572
Marijuana Use in the Past Month,18 to 25,2006-08,"Florida Circuit 20",0.1881408147,0.145721904,0.2394466397
Marijuana Use in the Past Month,26 or Older,2006-08,"Florida Circuit 20",0.0398272969,0.02793189,0.0564942045
Marijuana Use in the Past Month,12 or Older,2006-08,"Florida Circuit 5",0.0463570585,0.0352949303,0.0606682383
Marijuana Use in the Past Month,12 to 17,2006-08,"Florida Circuit 5",0.0672112967,0.0480804776,0.0932087678
Marijuana Use in the Past Month,18 or Older,2006-08,"Florida Circuit 5",0.044589266,0.0334407671,0.0592267135
Marijuana Use in the Past Month,18 to 25,2006-08,"Florida Circuit 5",0.1637132927,0.1252597047,0.2111226143
Marijuana Use in the Past Month,26 or Older,2006-08,"Florida Circuit 5",0.0299789005,0.0205158206,0.0436125461
Marijuana Use in the Past Month,12 or Older,2006-08,"Florida South (Circuits 11 and 16)",0.0395640238,0.0315078529,0.0495746195
Marijuana Use in the Past Month,12 to 17,2006-08,"Florida South (Circuits 11 and 16)",0.0506243571,0.0373108991,0.0683510969
Marijuana Use in the Past Month,18 or Older,2006-08,"Florida South (Circuits 11 and 16)",0.0384132234,0.0301550196,0.048819164
Marijuana Use in the Past Month,18 to 25,2006-08,"Florida South (Circuits 11 and 16)",0.1180992402,0.0943261775,0.1468920647
Marijuana Use in the Past Month,26 or Older,2006-08,"Florida South (Circuits 11 and 16)",0.0262587815,0.0187388208,0.0366837135
Marijuana Use in the Past Month,12 or Older,2006-08,"Georgia",0.0563702093,0.0476018796,0.0666406633
Marijuana Use in the Past Month,12 to 17,2006-08,"Georgia",0.0533114806,0.0428724709,0.0661167001
Marijuana Use in the Past Month,18 or Older,2006-08,"Georgia",0.056737935,0.0474103258,0.0677701209
Marijuana Use in the Past Month,18 to 25,2006-08,"Georgia",0.145881311,0.1234654475,0.1715703066
Marijuana Use in the Past Month,26 or Older,2006-08,"Georgia",0.0414513509,0.0322942062,0.0530626611
Marijuana Use in the Past Month,12 or Older,2006-08,"Georgia Region 5",0.0575219778,0.041744213,0.0787729334
Marijuana Use in the Past Month,12 to 17,2006-08,"Georgia Region 5",0.0536138537,0.0358217785,0.0795141788
Marijuana Use in the Past Month,18 or Older,2006-08,"Georgia Region 5",0.0579957492,0.0415631099,0.0803804242
Marijuana Use in the Past Month,18 to 25,2006-08,"Georgia Region 5",0.1546403561,0.1148910652,0.2049573718
Marijuana Use in the Past Month,26 or Older,2006-08,"Georgia Region 5",0.0382201601,0.0242569775,0.0597290302
Marijuana Use in the Past Month,12 or Older,2006-08,"Georgia Region 6",0.0478381604,0.0337594405,0.0673787178
Marijuana Use in the Past Month,12 to 17,2006-08,"Georgia Region 6",0.0505694932,0.0337621682,0.0750935049
Marijuana Use in the Past Month,18 or Older,2006-08,"Georgia Region 6",0.0474922182,0.0329048731,0.0680910894
Marijuana Use in the Past Month,18 to 25,2006-08,"Georgia Region 6",0.1292845927,0.0902093184,0.1819016656
Marijuana Use in the Past Month,26 or Older,2006-08,"Georgia Region 6",0.0328503962,0.0206954001,0.0517669937
Marijuana Use in the Past Month,12 or Older,2006-08,"Georgia Region 1",0.0534207777,0.0400506552,0.070924484
Marijuana Use in the Past Month,12 to 17,2006-08,"Georgia Region 1",0.056433486,0.0394946859,0.0800318095
Marijuana Use in the Past Month,18 or Older,2006-08,"Georgia Region 1",0.0530646398,0.039194593,0.0714778256
Marijuana Use in the Past Month,18 to 25,2006-08,"Georgia Region 1",0.1489331655,0.1116688118,0.1958906234
Marijuana Use in the Past Month,26 or Older,2006-08,"Georgia Region 1",0.0384641356,0.0260652893,0.0564192547
Marijuana Use in the Past Month,12 or Older,2006-08,"Georgia Region 2",0.0499455244,0.0366277525,0.0677649942
Marijuana Use in the Past Month,12 to 17,2006-08,"Georgia Region 2",0.045225567,0.0297797362,0.0681201935
Marijuana Use in the Past Month,18 or Older,2006-08,"Georgia Region 2",0.0504894878,0.0366432698,0.0691919278
Marijuana Use in the Past Month,18 to 25,2006-08,"Georgia Region 2",0.1342637927,0.0983661375,0.1806373041
Marijuana Use in the Past Month,26 or Older,2006-08,"Georgia Region 2",0.0331785344,0.0216107527,0.0506179576
Marijuana Use in the Past Month,12 or Older,2006-08,"Georgia Region 3",0.0656549001,0.0509996475,0.0841480646
Marijuana Use in the Past Month,12 to 17,2006-08,"Georgia Region 3",0.0552879848,0.0394125626,0.0770451539
Marijuana Use in the Past Month,18 or Older,2006-08,"Georgia Region 3",0.0668975544,0.0513711833,0.0866877724
Marijuana Use in the Past Month,18 to 25,2006-08,"Georgia Region 3",0.156098433,0.1227444835,0.1964858044
Marijuana Use in the Past Month,26 or Older,2006-08,"Georgia Region 3",0.0530497888,0.0378744658,0.0738388325
Marijuana Use in the Past Month,12 or Older,2006-08,"Georgia Region 4",0.0529565568,0.0362859226,0.0766767148
Marijuana Use in the Past Month,12 to 17,2006-08,"Georgia Region 4",0.0533558149,0.0338209818,0.0832022203
Marijuana Use in the Past Month,18 or Older,2006-08,"Georgia Region 4",0.0529068588,0.0358094356,0.077511301
Marijuana Use in the Past Month,18 to 25,2006-08,"Georgia Region 4",suppressed,suppressed,suppressed
Marijuana Use in the Past Month,26 or Older,2006-08,"Georgia Region 4",0.0369176009,0.0226873277,0.0595299098
Marijuana Use in the Past Month,12 or Older,2006-08,"Hawaii",0.0604980932,0.0504645544,0.0723744819
Marijuana Use in the Past Month,12 to 17,2006-08,"Hawaii",0.0727941741,0.0585767848,0.0901319432
Marijuana Use in the Past Month,18 or Older,2006-08,"Hawaii",0.0592332244,0.0486065932,0.0720072683
Marijuana Use in the Past Month,18 to 25,2006-08,"Hawaii",0.1537365352,0.1281043755,0.1834184753
Marijuana Use in the Past Month,26 or Older,2006-08,"Hawaii",0.0444295495,0.0340155425,0.0578409425
Marijuana Use in the Past Month,12 or Older,2006-08,"Hawaii Hawaii Island",0.0923548819,0.0679776726,0.1243079725
Marijuana Use in the Past Month,12 to 17,2006-08,"Hawaii Hawaii Island",0.0980951269,0.0681359348,0.139258714
Marijuana Use in the Past Month,18 or Older,2006-08,"Hawaii Hawaii Island",0.0917025915,0.0663828664,0.1253827823
Marijuana Use in the Past Month,18 to 25,2006-08,"Hawaii Hawaii Island",suppressed,suppressed,suppressed
Marijuana Use in the Past Month,26 or Older,2006-08,"Hawaii Hawaii Island",0.0743584448,0.0498630698,0.1095004267
Marijuana Use in the Past Month,12 or Older,2006-08,"Hawaii Honolulu",0.0501537148,0.0402115578,0.0623942319
Marijuana Use in the Past Month,12 to 17,2006-08,"Hawaii Honolulu",0.0651831052,0.0496767121,0.0850963395
Marijuana Use in the Past Month,18 or Older,2006-08,"Hawaii Honolulu",0.0486612717,0.0382268587,0.0617609668
Marijuana Use in the Past Month,18 to 25,2006-08,"Hawaii Honolulu",0.1406571754,0.1126759455,0.174222739
Marijuana Use in the Past Month,26 or Older,2006-08,"Hawaii Honolulu",0.0339190506,0.024069169,0.0476032065
Marijuana Use in the Past Month,12 or Older,2006-08,"Hawaii Kauai and Maui",0.0797166237,0.0592889107,0.1063866382
Marijuana Use in the Past Month,12 to 17,2006-08,"Hawaii Kauai and Maui",0.0817223368,0.058986029,0.1121776867
Marijuana Use in the Past Month,18 or Older,2006-08,"Hawaii Kauai and Maui",0.0794962764,0.0581739762,0.1077397488
Marijuana Use in the Past Month,18 to 25,2006-08,"Hawaii Kauai and Maui",0.1782128854,0.1348983633,0.2317101661
Marijuana Use in the Past Month,26 or Older,2006-08,"Hawaii Kauai and Maui",0.0661404482,0.0455814882,0.0950488025
Marijuana Use in the Past Month,12 or Older,2006-08,"Hawaii Kauai",0.070916435,0.0466854816,0.1063212405
Marijuana Use in the Past Month,12 to 17,2006-08,"Hawaii Kauai",suppressed,suppressed,suppressed
Marijuana Use in the Past Month,18 or Older,2006-08,"Hawaii Kauai",0.0704165189,0.0455518486,0.1073274525
Marijuana Use in the Past Month,18 to 25,2006-08,"Hawaii Kauai",suppressed,suppressed,suppressed
Marijuana Use in the Past Month,26 or Older,2006-08,"Hawaii Kauai",suppressed,suppressed,suppressed
Marijuana Use in the Past Month,12 or Older,2006-08,"Hawaii Maui",0.0836859508,0.0594065616,0.1166575968
Marijuana Use in the Past Month,12 to 17,2006-08,"Hawaii Maui",0.0849297155,0.0574741785,0.1237784022
Marijuana Use in the Past Month,18 or Older,2006-08,"Hawaii Maui",0.0835533197,0.0583404361,0.1182936022
Marijuana Use in the Past Month,18 to 25,2006-08,"Hawaii Maui",suppressed,suppressed,suppressed
Marijuana Use in the Past Month,26 or Older,2006-08,"Hawaii Maui",0.0701799795,0.045992816,0.105677926
Marijuana Use in the Past Month,12 or Older,2006-08,"Idaho",0.0550210303,0.0465787787,0.0648892728
Marijuana Use in the Past Month,12 to 17,2006-08,"Idaho",0.0673109927,0.0550649581,0.0820439923
Marijuana Use in the Past Month,18 or Older,2006-08,"Idaho",0.0534949002,0.0446752467,0.0639391695
Marijuana Use in the Past Month,18 to 25,2006-08,"Idaho",0.1400264994,0.1189916481,0.164087245
Marijuana Use in the Past Month,26 or Older,2006-08,"Idaho",0.03778604,0.0293774153,0.0484812291
Marijuana Use in the Past Month,12 or Older,2006-08,"Idaho Region 1",0.0672640424,0.0492562832,0.0912236282
Marijuana Use in the Past Month,12 to 17,2006-08,"Idaho Region 1",0.0960607413,0.0669098238,0.1360600586
Marijuana Use in the Past Month,18 or Older,2006-08,"Idaho Region 1",0.0639909987,0.0459594785,0.0884411104
Marijuana Use in the Past Month,18 to 25,2006-08,"Idaho Region 1",suppressed,suppressed,suppressed
Marijuana Use in the Past Month,26 or Older,2006-08,"Idaho Region 1",0.0474331873,0.0312514159,0.0713764279
Marijuana Use in the Past Month,12 or Older,2006-08,"Idaho Region 2",0.0616478808,0.0422791846,0.0890644891
Marijuana Use in the Past Month,12 to 17,2006-08,"Idaho Region 2",0.0651884904,0.0426255513,0.098466283
Marijuana Use in the Past Month,18 or Older,2006-08,"Idaho Region 2",0.0613089463,0.0415533627,0.0895790311
Marijuana Use in the Past Month,18 to 25,2006-08,"Idaho Region 2",suppressed,suppressed,suppressed
Marijuana Use in the Past Month,26 or Older,2006-08,"Idaho Region 2",0.0401786681,0.0244445354,0.0653617967
Marijuana Use in the Past Month,12 or Older,2006-08,"Idaho Region 3",0.0420842055,0.0300231718,0.0586972448
Marijuana Use in the Past Month,12 to 17,2006-08,"Idaho Region 3",0.0506765697,0.0346547091,0.0735414891
Marijuana Use in the Past Month,18 or Older,2006-08,"Idaho Region 3",0.0409353894,0.0285579386,0.0583551645
Marijuana Use in the Past Month,18 to 25,2006-08,"Idaho Region 3",0.1182792847,0.0835453333,0.1648562183
Marijuana Use in the Past Month,26 or Older,2006-08,"Idaho Region 3",0.0277137622,0.0174934003,0.0436400574
Marijuana Use in the Past Month,12 or Older,2006-08,"Idaho Region 4",0.072901342,0.0579682617,0.0913084342
Marijuana Use in the Past Month,12 to 17,2006-08,"Idaho Region 4",0.0896695482,0.0656360152,0.1213602718
Marijuana Use in the Past Month,18 or Older,2006-08,"Idaho Region 4",0.0709623188,0.0555482876,0.090244872
Marijuana Use in the Past Month,18 to 25,2006-08,"Idaho Region 4",0.1883100248,0.151139866,0.2321218122
Marijuana Use in the Past Month,26 or Older,2006-08,"Idaho Region 4",0.0518097231,0.0371757458,0.0717748372
Marijuana Use in the Past Month,12 or Older,2006-08,"Idaho Region 5",0.0424475785,0.0294313674,0.0608593319
Marijuana Use in the Past Month,12 to 17,2006-08,"Idaho Region 5",0.0556848595,0.036610011,0.0838333991
Marijuana Use in the Past Month,18 or Older,2006-08,"Idaho Region 5",0.0406941613,0.0276393207,0.0595376214
Marijuana Use in the Past Month,18 to 25,2006-08,"Idaho Region 5",0.1155372677,0.0796983985,0.1646096041
Marijuana Use in the Past Month,26 or Older,2006-08,"Idaho Region 5",0.0285741967,0.017743645,0.0457079862
Marijuana Use in the Past Month,12 or Older,2006-08,"Idaho Region 6",0.0457237086,0.0319015011,0.0651318509
Marijuana Use in the Past Month,12 to 17,2006-08,"Idaho Region 6",0.0556009247,0.0364734422,0.0838859812
Marijuana Use in the Past Month,18 or Older,2006-08,"Idaho Region 6",0.0443308288,0.0303540659,0.0643164203
Marijuana Use in the Past Month,18 to 25,2006-08,"Idaho Region 6",0.1147920496,0.0794608745,0.1630501982
Marijuana Use in the Past Month,26 or Older,2006-08,"Idaho Region 6",0.0298103987,0.0183901401,0.0479760077
Marijuana Use in the Past Month,12 or Older,2006-08,"Idaho Region 7",0.0327460896,0.0232220899,0.0459922174
Marijuana Use in the Past Month,12 to 17,2006-08,"Idaho Region 7",0.038247001,0.0249047817,0.0583096056
Marijuana Use in the Past Month,18 or Older,2006-08,"Idaho Region 7",0.0319800612,0.0222738077,0.045718228
Marijuana Use in the Past Month,18 to 25,2006-08,"Idaho Region 7",0.0828618484,0.0576515174,0.1177192082
Marijuana Use in the Past Month,26 or Older,2006-08,"Idaho Region 7",0.0190375974,0.0115943244,0.0311088755
Marijuana Use in the Past Month,12 or Older,2006-08,"Illinois",0.0540142896,0.0490901661,0.0594014862
Marijuana Use in the Past Month,12 to 17,2006-08,"Illinois",0.0622408032,0.0548607022,0.0705396105
Marijuana Use in the Past Month,18 or Older,2006-08,"Illinois",0.0530695437,0.0477394269,0.0589579237
Marijuana Use in the Past Month,18 to 25,2006-08,"Illinois",0.1482829444,0.1355415409,0.1619976332
Marijuana Use in the Past Month,26 or Older,2006-08,"Illinois",0.0359991302,0.0303821026,0.0426089962
Marijuana Use in the Past Month,12 or Older,2006-08,"Illinois Region 1 (Cook)",0.0581446822,0.0503561216,0.0670528375
Marijuana Use in the Past Month,12 to 17,2006-08,"Illinois Region 1 (Cook)",0.0660899476,0.0544886279,0.0799524663
Marijuana Use in the Past Month,18 or Older,2006-08,"Illinois Region 1 (Cook)",0.0572249988,0.0489589389,0.0667886624
Marijuana Use in the Past Month,18 to 25,2006-08,"Illinois Region 1 (Cook)",0.1529321847,0.1337019307,0.1743715875
Marijuana Use in the Past Month,26 or Older,2006-08,"Illinois Region 1 (Cook)",0.04133117,0.0329363917,0.0517510964
Marijuana Use in the Past Month,12 or Older,2006-08,"Illinois Region 2",0.0516524573,0.0441837826,0.0603039593
Marijuana Use in the Past Month,12 to 17,2006-08,"Illinois Region 2",0.0616143403,0.0504139713,0.0751062587
Marijuana Use in the Past Month,18 or Older,2006-08,"Illinois Region 2",0.0504159888,0.0424207162,0.0598240323
Marijuana Use in the Past Month,18 to 25,2006-08,"Illinois Region 2",0.1505121075,0.1294721584,0.1742866327
Marijuana Use in the Past Month,26 or Older,2006-08,"Illinois Region 2",0.0327993215,0.0251426857,0.0426855175
Marijuana Use in the Past Month,12 or Older,2006-08,"Illinois Region 3",0.0552262748,0.045347619,0.0671056547
Marijuana Use in the Past Month,12 to 17,2006-08,"Illinois Region 3",0.0643515338,0.048467329,0.0849765736
Marijuana Use in the Past Month,18 or Older,2006-08,"Illinois Region 3",0.0543057706,0.0441692049,0.0666065115
Marijuana Use in the Past Month,18 to 25,2006-08,"Illinois Region 3",0.1482540473,0.121529541,0.1796534695
Marijuana Use in the Past Month,26 or Older,2006-08,"Illinois Region 3",0.0328050624,0.0239409138,0.0448005313
Marijuana Use in the Past Month,12 or Older,2006-08,"Illinois Region 4",0.0430685065,0.0331162244,0.0558389768
Marijuana Use in the Past Month,12 to 17,2006-08,"Illinois Region 4",0.0505872761,0.0361536741,0.0703625338
Marijuana Use in the Past Month,18 or Older,2006-08,"Illinois Region 4",0.0422805871,0.0320822421,0.0555347917
Marijuana Use in the Past Month,18 to 25,2006-08,"Illinois Region 4",0.1230670894,0.0940207217,0.159507049
Marijuana Use in the Past Month,26 or Older,2006-08,"Illinois Region 4",0.0276237051,0.0190057195,0.0399901454
Marijuana Use in the Past Month,12 or Older,2006-08,"Illinois Region 5",0.0510485748,0.0404933787,0.064171129
Marijuana Use in the Past Month,12 to 17,2006-08,"Illinois Region 5",0.0531134344,0.039261571,0.0714887218
Marijuana Use in the Past Month,18 or Older,2006-08,"Illinois Region 5",0.0508314498,0.0398085554,0.0647008891
Marijuana Use in the Past Month,18 to 25,2006-08,"Illinois Region 5",0.1423732472,0.1141832986,0.176138946
Marijuana Use in the Past Month,26 or Older,2006-08,"Illinois Region 5",0.033614275,0.0237938689,0.0472914898
Marijuana Use in the Past Month,12 or Older,2006-08,"Indiana",0.0635436209,0.0540633545,0.0745552721
Marijuana Use in the Past Month,12 to 17,2006-08,"Indiana",0.0754682884,0.0626169679,0.0907019625
Marijuana Use in the Past Month,18 or Older,2006-08,"Indiana",0.0621735037,0.0521987265,0.0739057541
Marijuana Use in the Past Month,18 to 25,2006-08,"Indiana",0.1662696919,0.1436105587,0.1917037119
Marijuana Use in the Past Month,26 or Older,2006-08,"Indiana",0.0443079934,0.0344552571,0.0568124139
Marijuana Use in the Past Month,12 or Older,2006-08,"Indiana Central",0.0674050764,0.0521966077,0.0866397523
Marijuana Use in the Past Month,12 to 17,2006-08,"Indiana Central",0.0811002649,0.0596685874,0.1093346991
Marijuana Use in the Past Month,18 or Older,2006-08,"Indiana Central",0.0657410794,0.0499670461,0.0860437909
Marijuana Use in the Past Month,18 to 25,2006-08,"Indiana Central",0.164759157,0.1311098863,0.2050068894
Marijuana Use in the Past Month,26 or Older,2006-08,"Indiana Central",0.050765682,0.0352954965,0.072506892
Marijuana Use in the Past Month,12 or Older,2006-08,"Indiana East",0.0542232056,0.0386048475,0.07566299
Marijuana Use in the Past Month,12 to 17,2006-08,"Indiana East",0.0714496854,0.0473032275,0.106543529
Marijuana Use in the Past Month,18 or Older,2006-08,"Indiana East",0.0524162765,0.0367624268,0.0742220941
Marijuana Use in the Past Month,18 to 25,2006-08,"Indiana East",0.1536782035,0.1106299936,0.2095308652
Marijuana Use in the Past Month,26 or Older,2006-08,"Indiana East",suppressed,suppressed,suppressed
Marijuana Use in the Past Month,12 or Older,2006-08,"Indiana North Central",0.0585720708,0.0430294735,0.0792637767
Marijuana Use in the Past Month,12 to 17,2006-08,"Indiana North Central",0.0669252322,0.0468672841,0.0947144141
Marijuana Use in the Past Month,18 or Older,2006-08,"Indiana North Central",0.0575956446,0.0415128665,0.0793930574
Marijuana Use in the Past Month,18 to 25,2006-08,"Indiana North Central",0.1588365561,0.1188677512,0.2090561114
Marijuana Use in the Past Month,26 or Older,2006-08,"Indiana North Central",0.0410136837,0.0268234474,0.0622308483
Marijuana Use in the Past Month,12 or Older,2006-08,"Indiana Northeast",0.0663929912,0.0481803024,0.0908332731
Marijuana Use in the Past Month,12 to 17,2006-08,"Indiana Northeast",0.0744185864,0.0499775517,0.109435416
Marijuana Use in the Past Month,18 or Older,2006-08,"Indiana Northeast",0.065385361,0.046798112,0.0906529834
Marijuana Use in the Past Month,18 to 25,2006-08,"Indiana Northeast",suppressed,suppressed,suppressed
Marijuana Use in the Past Month,26 or Older,2006-08,"Indiana Northeast",0.0464997419,0.0302498315,0.0708412597
Marijuana Use in the Past Month,12 or Older,2006-08,"Indiana Northwest",0.0612683258,0.0440420008,0.08463592
Marijuana Use in the Past Month,12 to 17,2006-08,"Indiana Northwest",0.0699281975,0.0482803576,0.1002599159
Marijuana Use in the Past Month,18 or Older,2006-08,"Indiana Northwest",0.0602222891,0.0425337385,0.0846168893
Marijuana Use in the Past Month,18 to 25,2006-08,"Indiana Northwest",0.1614477393,0.1189599001,0.2154005283
Marijuana Use in the Past Month,26 or Older,2006-08,"Indiana Northwest",0.0434358199,0.0276699057,0.0675607429
Marijuana Use in the Past Month,12 or Older,2006-08,"Indiana Southeast",0.0638844064,0.0467098216,0.0867988785
Marijuana Use in the Past Month,12 to 17,2006-08,"Indiana Southeast",0.082217813,0.0567480966,0.1176925395
Marijuana Use in the Past Month,18 or Older,2006-08,"Indiana Southeast",0.061837231,0.0443972549,0.0855148626
Marijuana Use in the Past Month,18 to 25,2006-08,"Indiana Southeast",0.1783108387,0.1323092926,0.2359569597
Marijuana Use in the Past Month,26 or Older,2006-08,"Indiana Southeast",0.0452201901,0.029609864,0.0684795163
Marijuana Use in the Past Month,12 or Older,2006-08,"Indiana Southwest",0.0479149737,0.0334658286,0.0681626963
Marijuana Use in the Past Month,12 to 17,2006-08,"Indiana Southwest",0.055853764,0.0362225886,0.0851838818
Marijuana Use in the Past Month,18 or Older,2006-08,"Indiana Southwest",0.0470470324,0.0323331208,0.0679863987
Marijuana Use in the Past Month,18 to 25,2006-08,"Indiana Southwest",suppressed,suppressed,suppressed
Marijuana Use in the Past Month,26 or Older,2006-08,"Indiana Southwest",0.0320014374,0.0198466885,0.0512112114
Marijuana Use in the Past Month,12 or Older,2006-08,"Indiana West",0.0795661811,0.0597752737,0.1051766418
Marijuana Use in the Past Month,12 to 17,2006-08,"Indiana West",0.0933569154,0.0651899845,0.1319758766
Marijuana Use in the Past Month,18 or Older,2006-08,"Indiana West",0.0782325795,0.0581113644,0.1045474951
Marijuana Use in the Past Month,18 to 25,2006-08,"Indiana West",0.1842503477,0.138425552,0.2410017342
Marijuana Use in the Past Month,26 or Older,2006-08,"Indiana West",0.0490899171,0.0323251082,0.0738856017
Marijuana Use in the Past Month,12 or Older,2006-08,"Iowa",0.0387233833,0.0321582575,0.0465643006
Marijuana Use in the Past Month,12 to 17,2006-08,"Iowa",0.0557418261,0.0450552592,0.0687805532
Marijuana Use in the Past Month,18 or Older,2006-08,"Iowa",0.0368533886,0.0300001594,0.0451992178
Marijuana Use in the Past Month,18 to 25,2006-08,"Iowa",0.1058837533,0.0874284747,0.1276896559
Marijuana Use in the Past Month,26 or Older,2006-08,"Iowa",0.0244877862,0.0183218831,0.0326596796
Marijuana Use in the Past Month,12 or Older,2006-08,"Iowa Central",0.046277986,0.0341447187,0.0624440416
Marijuana Use in the Past Month,12 to 17,2006-08,"Iowa Central",0.0720233921,0.0499665134,0.1027637119
Marijuana Use in the Past Month,18 or Older,2006-08,"Iowa Central",0.0433864472,0.0312755664,0.0598970722
Marijuana Use in the Past Month,18 to 25,2006-08,"Iowa Central",0.1234548488,0.0900567302,0.1669661755
Marijuana Use in the Past Month,26 or Older,2006-08,"Iowa Central",0.0310876407,0.0205282595,0.0468189548
Marijuana Use in the Past Month,12 or Older,2006-08,"Iowa North Central",0.033509793,0.0237210289,0.0471429484
Marijuana Use in the Past Month,12 to 17,2006-08,"Iowa North Central",0.0504928161,0.0338007049,0.074790067
Marijuana Use in the Past Month,18 or Older,2006-08,"Iowa North Central",0.0317925882,0.0219764324,0.0457880294
Marijuana Use in the Past Month,18 to 25,2006-08,"Iowa North Central",0.0845368969,0.0586579302,0.1203732717
Marijuana Use in the Past Month,26 or Older,2006-08,"Iowa North Central",0.0197814183,0.0121508854,0.0320483265
Marijuana Use in the Past Month,12 or Older,2006-08,"Iowa Northeast",0.0375688329,0.0279093791,0.0503981042
Marijuana Use in the Past Month,12 to 17,2006-08,"Iowa Northeast",0.0541389808,0.0382439085,0.0761175642
Marijuana Use in the Past Month,18 or Older,2006-08,"Iowa Northeast",0.0357400177,0.025948015,0.0490411836
Marijuana Use in the Past Month,18 to 25,2006-08,"Iowa Northeast",0.1032935544,0.0756977514,0.1394318972
Marijuana Use in the Past Month,26 or Older,2006-08,"Iowa Northeast",0.0233871332,0.0152965245,0.0356022927
Marijuana Use in the Past Month,12 or Older,2006-08,"Iowa Northwest",0.0298193883,0.0209504281,0.0422807119
Marijuana Use in the Past Month,12 to 17,2006-08,"Iowa Northwest",0.0434124668,0.0290382505,0.0644299064
Marijuana Use in the Past Month,18 or Older,2006-08,"Iowa Northwest",0.0282544279,0.0192997098,0.0411894709
Marijuana Use in the Past Month,18 to 25,2006-08,"Iowa Northwest",0.0857313315,0.0596836579,0.1216759608
Marijuana Use in the Past Month,26 or Older,2006-08,"Iowa Northwest",0.0187669034,0.0114736203,0.0305529225
