outcome,age_group,years,geography,estimate,ci_lower,ci_upper
Alcohol Use in the Past Month,26 or Older,2004-06,"Georgia",0.4681068039,0.4338480235,0.5026689251
Alcohol Use in the Past Month,12 or Older,2004-06,"Georgia Region 1",0.3606836988,0.3080650472,0.4168750704
Alcohol Use in the Past Month,12 to 17,2004-06,"Georgia Region 1",0.1670347073,0.1297025423,0.2124886267
Alcohol Use in the Past Month,18 or Older,2004-06,"Georgia Region 1",0.3835312027,0.3254078273,0.4451851021
Alcohol Use in the Past Month,18 to 25,2004-06,"Georgia Region 1",suppressed,suppressed,suppressed
Alcohol Use in the Past Month,26 or Older,2004-06,"Georgia Region 1",suppressed,suppressed,suppressed
Alcohol Use in the Past Month,12 or Older,2004-06,"Georgia Region 2",0.4221789174,0.3681048232,0.4781852639
Alcohol Use in the Past Month,12 to 17,2004-06,"Georgia Region 2",0.1522638354,0.1188138222,0.1930678058
Alcohol Use in the Past Month,18 or Older,2004-06,"Georgia Region 2",0.4547189421,0.3947235773,0.5160584361
Alcohol Use in the Past Month,18 to 25,2004-06,"Georgia Region 2",0.5302832847,0.4663788007,0.5932099572
Alcohol Use in the Past Month,26 or Older,2004-06,"Georgia Region 2",suppressed,suppressed,suppressed
Alcohol Use in the Past Month,12 or Older,2004-06,"Georgia Region 3",0.4870314258,0.4469752395,0.5272548842
Alcohol Use in the Past Month,12 to 17,2004-06,"Georgia Region 3",0.1324256483,0.105613971,0.1647897695
Alcohol Use in the Past Month,18 or Older,2004-06,"Georgia Region 3",0.5285374307,0.4842798239,0.5723508999
Alcohol Use in the Past Month,18 to 25,2004-06,"Georgia Region 3",0.5424905626,0.4925560341,0.59158569
Alcohol Use in the Past Month,26 or Older,2004-06,"Georgia Region 3",0.5260862239,0.4758504174,0.5757994295
Alcohol Use in the Past Month,12 or Older,2004-06,"Georgia Region 4",0.4380496918,0.3811183656,0.4966605234
Alcohol Use in the Past Month,12 to 17,2004-06,"Georgia Region 4",0.1458281927,0.1114571323,0.1885493902
Alcohol Use in the Past Month,18 or Older,2004-06,"Georgia Region 4",0.4756554178,0.4121719207,0.5399355524
Alcohol Use in the Past Month,18 to 25,2004-06,"Georgia Region 4",suppressed,suppressed,suppressed
Alcohol Use in the Past Month,26 or Older,2004-06,"Georgia Region 4",suppressed,suppressed,suppressed
Alcohol Use in the Past Month,12 or Older,2004-06,"Georgia Region 5",0.3947402156,0.3403829648,0.4518319149
Alcohol Use in the Past Month,12 to 17,2004-06,"Georgia Region 5",0.149959369,0.1158345953,0.1919547105
Alcohol Use in the Past Month,18 or Older,2004-06,"Georgia Region 5",0.4264277805,0.3660618556,0.4890685906
Alcohol Use in the Past Month,18 to 25,2004-06,"Georgia Region 5",suppressed,suppressed,suppressed
Alcohol Use in the Past Month,26 or Older,2004-06,"Georgia Region 5",suppressed,suppressed,suppressed
Alcohol Use in the Past Month,12 or Older,2004-06,"Hawaii",0.4680848961,0.4385126374,0.4978830637
Alcohol Use in the Past Month,12 to 17,2004-06,"Hawaii",0.139662079,0.1187908366,0.1635198805
Alcohol Use in the Past Month,18 or Older,2004-06,"Hawaii",0.5041070515,0.4715240177,0.5366552381
Alcohol Use in the Past Month,18 to 25,2004-06,"Hawaii",0.5939573354,0.5595688617,0.6274484298
Alcohol Use in the Past Month,26 or Older,2004-06,"Hawaii",0.4903873234,0.4535906685,0.5272884366
Alcohol Use in the Past Month,12 or Older,2004-06,"Hawaii Hawaii Island",0.478372546,0.4177177357,0.5396718662
Alcohol Use in the Past Month,12 to 17,2004-06,"Hawaii Hawaii Island",0.1584358142,0.1194778215,0.2071089056
Alcohol Use in the Past Month,18 or Older,2004-06,"Hawaii Hawaii Island",0.5174096127,0.4502809617,0.583915712
Alcohol Use in the Past Month,18 to 25,2004-06,"Hawaii Hawaii Island",suppressed,suppressed,suppressed
Alcohol Use in the Past Month,26 or Older,2004-06,"Hawaii Hawaii Island",suppressed,suppressed,suppressed
Alcohol Use in the Past Month,12 or Older,2004-06,"Hawaii Honolulu",0.4601654815,0.4259972573,0.4947122747
Alcohol Use in the Past Month,12 to 17,2004-06,"Hawaii Honolulu",0.1342296613,0.1102272975,0.1625040587
Alcohol Use in the Past Month,18 or Older,2004-06,"Hawaii Honolulu",0.4947953953,0.4572283033,0.5324213473
Alcohol Use in the Past Month,18 to 25,2004-06,"Hawaii Honolulu",0.6044437986,0.565038848,0.6425373037
Alcohol Use in the Past Month,26 or Older,2004-06,"Hawaii Honolulu",0.4771430003,0.434439907,0.520182875
Alcohol Use in the Past Month,12 or Older,2004-06,"Hawaii Kauai and Maui",0.4953407343,0.4400079055,0.5507879319
Alcohol Use in the Past Month,12 to 17,2004-06,"Hawaii Kauai and Maui",0.1465359475,0.1149743827,0.1849508878
Alcohol Use in the Past Month,18 or Older,2004-06,"Hawaii Kauai and Maui",0.535606925,0.4744803288,0.5956821451
Alcohol Use in the Past Month,18 to 25,2004-06,"Hawaii Kauai and Maui",0.5416696895,0.4764221761,0.6055187255
Alcohol Use in the Past Month,26 or Older,2004-06,"Hawaii Kauai and Maui",0.534854025,0.4685309718,0.5999670629
Alcohol Use in the Past Month,12 or Older,2004-06,"Hawaii Maui",0.4877468192,0.4229639062,0.5529440076
Alcohol Use in the Past Month,12 to 17,2004-06,"Hawaii Maui",0.1391568373,0.1034512979,0.1846478288
Alcohol Use in the Past Month,18 or Older,2004-06,"Hawaii Maui",suppressed,suppressed,suppressed
Alcohol Use in the Past Month,18 to 25,2004-06,"Hawaii Maui",suppressed,suppressed,suppressed
Alcohol Use in the Past Month,26 or Older,2004-06,"Hawaii Maui",suppressed,suppressed,suppressed
Alcohol Use in the Past Month,12 or Older,2004-06,"Idaho",0.466236753,0.4409013453,0.4917475369
Alcohol Use in the Past Month,12 to 17,2004-06,"Idaho",0.1604121313,0.1394318582,0.1838747768
Alcohol Use in the Past Month,18 or Older,2004-06,"Idaho",0.5046695976,0.4764176135,0.5328917933
Alcohol Use in the Past Month,18 to 25,2004-06,"Idaho",0.5428272888,0.5112601499,0.5740541975
Alcohol Use in the Past Month,26 or Older,2004-06,"Idaho",0.4970233029,0.4647501959,0.529321233
Alcohol Use in the Past Month,12 or Older,2004-06,"Idaho Region 1",0.5244045744,0.4659030458,0.5822439055
Alcohol Use in the Past Month,12 to 17,2004-06,"Idaho Region 1",0.1846801932,0.14275523,0.2355348449
Alcohol Use in the Past Month,18 or Older,2004-06,"Idaho Region 1",0.5625472614,0.4982874699,0.6247743816
Alcohol Use in the Past Month,18 to 25,2004-06,"Idaho Region 1",suppressed,suppressed,suppressed
Alcohol Use in the Past Month,26 or Older,2004-06,"Idaho Region 1",suppressed,suppressed,suppressed
Alcohol Use in the Past Month,12 or Older,2004-06,"Idaho Region 2",0.5353698949,0.4683042111,0.6011804213
Alcohol Use in the Past Month,12 to 17,2004-06,"Idaho Region 2",suppressed,suppressed,suppressed
Alcohol Use in the Past Month,18 or Older,2004-06,"Idaho Region 2",suppressed,suppressed,suppressed
Alcohol Use in the Past Month,18 to 25,2004-06,"Idaho Region 2",suppressed,suppressed,suppressed
Alcohol Use in the Past Month,26 or Older,2004-06,"Idaho Region 2",suppressed,suppressed,suppressed
Alcohol Use in the Past Month,12 or Older,2004-06,"Idaho Region 3",0.3754221912,0.3281063822,0.4252428393
Alcohol Use in the Past Month,12 to 17,2004-06,"Idaho Region 3",0.1690627074,0.1328661451,0.2127014294
Alcohol Use in the Past Month,18 or Older,2004-06,"Idaho Region 3",0.4015704863,0.3492803697,0.4562006954
Alcohol Use in the Past Month,18 to 25,2004-06,"Idaho Region 3",suppressed,suppressed,suppressed
Alcohol Use in the Past Month,26 or Older,2004-06,"Idaho Region 3",0.391213704,0.3326842234,0.4530494646
Alcohol Use in the Past Month,12 or Older,2004-06,"Idaho Region 4",0.5647853884,0.5159439931,0.6124008797
Alcohol Use in the Past Month,12 to 17,2004-06,"Idaho Region 4",0.1640061369,0.1272504926,0.2088380204
Alcohol Use in the Past Month,18 or Older,2004-06,"Idaho Region 4",0.6092061933,0.555067563,0.6607831249
Alcohol Use in the Past Month,18 to 25,2004-06,"Idaho Region 4",0.6534608116,0.5990337611,0.7041486977
Alcohol Use in the Past Month,26 or Older,2004-06,"Idaho Region 4",0.6004834412,0.5382149882,0.6596648554
Alcohol Use in the Past Month,12 or Older,2004-06,"Idaho Region 5",0.4512612263,0.3913134888,0.5126578293
Alcohol Use in the Past Month,12 to 17,2004-06,"Idaho Region 5",0.1679022124,0.1305738352,0.2132841369
Alcohol Use in the Past Month,18 or Older,2004-06,"Idaho Region 5",0.4880489491,0.4211491872,0.5553796163
Alcohol Use in the Past Month,18 to 25,2004-06,"Idaho Region 5",suppressed,suppressed,suppressed
Alcohol Use in the Past Month,26 or Older,2004-06,"Idaho Region 5",suppressed,suppressed,suppressed
Alcohol Use in the Past Month,12 or Older,2004-06,"Idaho Region 6",0.3739136314,0.317516242,0.43395881
Alcohol Use in the Past Month,12 to 17,2004-06,"Idaho Region 6",0.1395349473,0.1042627222,0.1842848486
Alcohol Use in the Past Month,18 or Older,2004-06,"Idaho Region 6",0.4077962068,0.3444457834,0.4743669372
Alcohol Use in the Past Month,18 to 25,2004-06,"Idaho Region 6",suppressed,suppressed,suppressed
Alcohol Use in the Past Month,26 or Older,2004-06,"Idaho Region 6",suppressed,suppressed,suppressed
Alcohol Use in the Past Month,12 or Older,2004-06,"Idaho Region 7",0.3391097693,0.283341128,0.3997325952
Alcohol Use in the Past Month,12 to 17,2004-06,"Idaho Region 7",0.1242833514,0.0908400422,0.1677670211
Alcohol Use in the Past Month,18 or Older,2004-06,"Idaho Region 7",suppressed,suppressed,suppressed
Alcohol Use in the Past Month,18 to 25,2004-06,"Idaho Region 7",suppressed,suppressed,suppressed
Alcohol Use in the Past Month,26 or Older,2004-06,"Idaho Region 7",suppressed,suppressed,suppressed
Alcohol Use in the Past Month,12 or Older,2004-06,"Illinois",0.5297856352,0.5153063081,0.5442150006
Alcohol Use in the Past Month,12 to 17,2004-06,"Illinois",0.1697744452,0.1575326115,0.1827612166
Alcohol Use in the Past Month,18 or Older,2004-06,"Illinois",0.5720829288,0.555980493,0.5880341031
Alcohol Use in the Past Month,18 to 25,2004-06,"Illinois",0.6466986291,0.6299667366,0.6630785834
Alcohol Use in the Past Month,26 or Older,2004-06,"Illinois",0.5587637087,0.5401948624,0.5771696321
Alcohol Use in the Past Month,12 or Older,2004-06,"Illinois Region 1 (Cook)",0.5314162645,0.5091433473,0.5535647065
Alcohol Use in the Past Month,12 to 17,2004-06,"Illinois Region 1 (Cook)",0.176156508,0.1564515921,0.1977614015
Alcohol Use in the Past Month,18 or Older,2004-06,"Illinois Region 1 (Cook)",0.5715572345,0.5470113227,0.5957560071
Alcohol Use in the Past Month,18 to 25,2004-06,"Illinois Region 1 (Cook)",0.6375554161,0.6117868478,0.6625569667
Alcohol Use in the Past Month,26 or Older,2004-06,"Illinois Region 1 (Cook)",0.5596273206,0.5312037419,0.5876652603
Alcohol Use in the Past Month,12 or Older,2004-06,"Illinois Region 2",0.5626420298,0.53953873,0.5854767358
Alcohol Use in the Past Month,12 to 17,2004-06,"Illinois Region 2",0.1623046179,0.1434195014,0.18314479
Alcohol Use in the Past Month,18 or Older,2004-06,"Illinois Region 2",0.6126639822,0.5867567746,0.6379491874
Alcohol Use in the Past Month,18 to 25,2004-06,"Illinois Region 2",0.6618181353,0.6317627531,0.6906217119
Alcohol Use in the Past Month,26 or Older,2004-06,"Illinois Region 2",0.6044551537,0.5750581129,0.6331159998
Alcohol Use in the Past Month,12 or Older,2004-06,"Illinois Region 3",0.5096511396,0.473668205,0.545534346
Alcohol Use in the Past Month,12 to 17,2004-06,"Illinois Region 3",0.171491114,0.1433751629,0.20380883
Alcohol Use in the Past Month,18 or Older,2004-06,"Illinois Region 3",0.5492516507,0.509399517,0.5884817474
Alcohol Use in the Past Month,18 to 25,2004-06,"Illinois Region 3",0.6534684508,0.613206822,0.6916466062
Alcohol Use in the Past Month,26 or Older,2004-06,"Illinois Region 3",0.527406251,0.480881948,0.5734593757
Alcohol Use in the Past Month,12 or Older,2004-06,"Illinois Region 4",0.4988180063,0.4546679065,0.5429865457
Alcohol Use in the Past Month,12 to 17,2004-06,"Illinois Region 4",0.1820506975,0.1487004812,0.2209394025
Alcohol Use in the Past Month,18 or Older,2004-06,"Illinois Region 4",0.535459114,0.486784133,0.5834678504
Alcohol Use in the Past Month,18 to 25,2004-06,"Illinois Region 4",0.6384985136,0.5855043066,0.6883239924
Alcohol Use in the Past Month,26 or Older,2004-06,"Illinois Region 4",0.5180978215,0.463526725,0.5722405779
Alcohol Use in the Past Month,12 or Older,2004-06,"Illinois Region 5",0.467249224,0.426982291,0.5079473802
Alcohol Use in the Past Month,12 to 17,2004-06,"Illinois Region 5",0.1550743324,0.1275771348,0.1872262355
Alcohol Use in the Past Month,18 or Older,2004-06,"Illinois Region 5",0.503634551,0.4590613767,0.548150029
Alcohol Use in the Past Month,18 to 25,2004-06,"Illinois Region 5",0.6407284673,0.5966800217,0.6825258147
Alcohol Use in the Past Month,26 or Older,2004-06,"Illinois Region 5",0.4795762936,0.4290151682,0.5305593018
Alcohol Use in the Past Month,12 or Older,2004-06,"Indiana",0.4971773544,0.4711107155,0.523259346
Alcohol Use in the Past Month,12 to 17,2004-06,"Indiana",0.1548102336,0.1352447039,0.1766281266
Alcohol Use in the Past Month,18 or Older,2004-06,"Indiana",0.5376314041,0.5086481597,0.5663625285
Alcohol Use in the Past Month,18 to 25,2004-06,"Indiana",0.6123217797,0.5813436832,0.6424176015
Alcohol Use in the Past Month,26 or Older,2004-06,"Indiana",0.5240997684,0.4910234826,0.5569659768
Alcohol Use in the Past Month,12 or Older,2004-06,"Indiana Central",0.5441463026,0.4964241741,0.5910713407
Alcohol Use in the Past Month,12 to 17,2004-06,"Indiana Central",0.1494424523,0.1183937944,0.186907322
Alcohol Use in the Past Month,18 or Older,2004-06,"Indiana Central",0.5896048364,0.5366349982,0.640575073
Alcohol Use in the Past Month,18 to 25,2004-06,"Indiana Central",0.6212091746,0.5639715133,0.6752596349
Alcohol Use in the Past Month,26 or Older,2004-06,"Indiana Central",0.5843801013,0.5249126772,0.641487849
Alcohol Use in the Past Month,12 or Older,2004-06,"Indiana East",0.4024350779,0.3411029766,0.4669792697
Alcohol Use in the Past Month,12 to 17,2004-06,"Indiana East",0.1414624768,0.1064846208,0.1855439332
Alcohol Use in the Past Month,18 or Older,2004-06,"Indiana East",suppressed,suppressed,suppressed
Alcohol Use in the Past Month,18 to 25,2004-06,"Indiana East",suppressed,suppressed,suppressed
Alcohol Use in the Past Month,26 or Older,2004-06,"Indiana East",suppressed,suppressed,suppressed
Alcohol Use in the Past Month,12 or Older,2004-06,"Indiana North Central",0.4790194054,0.4221936159,0.536393388
Alcohol Use in the Past Month,12 to 17,2004-06,"Indiana North Central",0.1468018409,0.1120442432,0.190034157
Alcohol Use in the Past Month,18 or Older,2004-06,"Indiana North Central",0.5190301446,0.455982754,0.5814772726
Alcohol Use in the Past Month,18 to 25,2004-06,"Indiana North Central",suppressed,suppressed,suppressed
Alcohol Use in the Past Month,26 or Older,2004-06,"Indiana North Central",suppressed,suppressed,suppressed
Alcohol Use in the Past Month,12 or Older,2004-06,"Indiana Northeast",0.4670469162,0.4060441945,0.5290511287
Alcohol Use in the Past Month,12 to 17,2004-06,"Indiana Northeast",0.1439831639,0.1091186652,0.1876409597
Alcohol Use in the Past Month,18 or Older,2004-06,"Indiana Northeast",0.5080215587,0.4401544467,0.5755943021
Alcohol Use in the Past Month,18 to 25,2004-06,"Indiana Northeast",suppressed,suppressed,suppressed
Alcohol Use in the Past Month,26 or Older,2004-06,"Indiana Northeast",suppressed,suppressed,suppressed
Alcohol Use in the Past Month,12 or Older,2004-06,"Indiana Northwest",0.5282210706,0.4710523835,0.5846589915
Alcohol Use in the Past Month,12 to 17,2004-06,"Indiana Northwest",0.1656597647,0.1282521615,0.2113330929
Alcohol Use in the Past Month,18 or Older,2004-06,"Indiana Northwest",0.5723241754,0.5087986726,0.6335511613
Alcohol Use in the Past Month,18 to 25,2004-06,"Indiana Northwest",0.5965439726,0.5284326046,0.661126353
Alcohol Use in the Past Month,26 or Older,2004-06,"Indiana Northwest",suppressed,suppressed,suppressed
Alcohol Use in the Past Month,12 or Older,2004-06,"Indiana Southeast",0.4664230397,0.4045238878,0.5293736176
Alcohol Use in the Past Month,12 to 17,2004-06,"Indiana Southeast",0.1787702765,0.1379012258,0.2285405663
Alcohol Use in the Past Month,18 or Older,2004-06,"Indiana Southeast",suppressed,suppressed,suppressed
Alcohol Use in the Past Month,18 to 25,2004-06,"Indiana Southeast",suppressed,suppressed,suppressed
Alcohol Use in the Past Month,26 or Older,2004-06,"Indiana Southeast",suppressed,suppressed,suppressed
Alcohol Use in the Past Month,12 or Older,2004-06,"Indiana Southwest",0.5045222807,0.4406601678,0.5682371734
Alcohol Use in the Past Month,12 to 17,2004-06,"Indiana Southwest",0.1703773453,0.1296489718,0.2206565199
Alcohol Use in the Past Month,18 or Older,2004-06,"Indiana Southwest",suppressed,suppressed,suppressed
Alcohol Use in the Past Month,18 to 25,2004-06,"Indiana Southwest",suppressed,suppressed,suppressed
Alcohol Use in the Past Month,26 or Older,2004-06,"Indiana Southwest",suppressed,suppressed,suppressed
Alcohol Use in the Past Month,12 or Older,2004-06,"Indiana West",0.512018479,0.4553280573,0.5684013988
Alcohol Use in the Past Month,12 to 17,2004-06,"Indiana West",0.1530781236,0.116054741,0.1992502424
Alcohol Use in the Past Month,18 or Older,2004-06,"Indiana West",0.5554071473,0.4925733916,0.6165177207
Alcohol Use in the Past Month,18 to 25,2004-06,"Indiana West",0.6640520485,0.6012221329,0.7215671743
Alcohol Use in the Past Month,26 or Older,2004-06,"Indiana West",suppressed,suppressed,suppressed
Alcohol Use in the Past Month,12 or Older,2004-06,"Iowa",0.5332323009,0.5066460224,0.5596311594
Alcohol Use in the Past Month,12 to 17,2004-06,"Iowa",0.1859421979,0.1639049141,0.2101975336
Alcohol Use in the Past Month,18 or Older,2004-06,"Iowa",0.5707624618,0.5415163788,0.5995226534
Alcohol Use in the Past Month,18 to 25,2004-06,"Iowa",0.6907286719,0.6601877953,0.7196901178
Alcohol Use in the Past Month,26 or Older,2004-06,"Iowa",0.5487355492,0.5157043986,0.5813427457
Alcohol Use in the Past Month,12 or Older,2004-06,"Iowa Central",0.5316959856,0.4753993815,0.5871971139
Alcohol Use in the Past Month,12 to 17,2004-06,"Iowa Central",0.1920558315,0.1508156628,0.2413677006
Alcohol Use in the Past Month,18 or Older,2004-06,"Iowa Central",0.5666390736,0.5048663636,0.6264078929
Alcohol Use in the Past Month,18 to 25,2004-06,"Iowa Central",0.674248766,0.6080756937,0.7341340896
Alcohol Use in the Past Month,26 or Older,2004-06,"Iowa Central",suppressed,suppressed,suppressed
Alcohol Use in the Past Month,12 or Older,2004-06,"Iowa North Central",0.5310852627,0.4706046972,0.5906662276
Alcohol Use in the Past Month,12 to 17,2004-06,"Iowa North Central",0.1623785125,0.1221015753,0.2127220804
Alcohol Use in the Past Month,18 or Older,2004-06,"Iowa North Central",0.571328961,0.504556838,0.6356012872
Alcohol Use in the Past Month,18 to 25,2004-06,"Iowa North Central",0.709811177,0.6449101808,0.7671332369
Alcohol Use in the Past Month,26 or Older,2004-06,"Iowa North Central",suppressed,suppressed,suppressed
Alcohol Use in the Past Month,12 or Older,2004-06,"Iowa Northeast",0.6008862229,0.553115076,0.6468115438
Alcohol Use in the Past Month,12 to 17,2004-06,"Iowa Northeast",0.2077653438,0.1693067889,0.2523064978
Alcohol Use in the Past Month,18 or Older,2004-06,"Iowa Northeast",0.6439972889,0.591529777,0.6932205964
Alcohol Use in the Past Month,18 to 25,2004-06,"Iowa Northeast",0.7665474318,0.7151332737,0.8111328253
Alcohol Use in the Past Month,26 or Older,2004-06,"Iowa Northeast",0.6212401046,0.5613618933,0.6776382575
Alcohol Use in the Past Month,12 or Older,2004-06,"Iowa Northwest",0.5003693161,0.4469790333,0.5537511782
Alcohol Use in the Past Month,12 to 17,2004-06,"Iowa Northwest",0.1915722452,0.1514590645,0.2393129915
Alcohol Use in the Past Month,18 or Older,2004-06,"Iowa Northwest",0.5350098633,0.4764231775,0.5926461418
Alcohol Use in the Past Month,18 to 25,2004-06,"Iowa Northwest",suppressed,suppressed,suppressed
Alcohol Use in the Past Month,26 or Older,2004-06,"Iowa Northwest",0.5174996393,0.4529608452,0.5814598288
Alcohol Use in the Past Month,12 or Older,2004-06,"Iowa Southeast",0.5025526251,0.4529819021,0.5520732179
Alcohol Use in the Past Month,12 to 17,2004-06,"Iowa Southeast",0.1677400237,0.1302928807,0.2133100516
Alcohol Use in the Past Month,18 or Older,2004-06,"Iowa Southeast",0.538334876,0.4840903938,0.5916865704
Alcohol Use in the Past Month,18 to 25,2004-06,"Iowa Southeast",0.6571001185,0.5955999461,0.7137426376
Alcohol Use in the Past Month,26 or Older,2004-06,"Iowa Southeast",0.5146697721,0.453547572,0.5753562813
Alcohol Use in the Past Month,12 or Older,2004-06,"Iowa Southwest",0.4918854614,0.4282222403,0.5558129503
Alcohol Use in the Past Month,12 to 17,2004-06,"Iowa Southwest",0.1782825058,0.1386741512,0.2262324383
Alcohol Use in the Past Month,18 or Older,2004-06,"Iowa Southwest",suppressed,suppressed,suppressed
Alcohol Use in the Past Month,18 to 25,2004-06,"Iowa Southwest",suppressed,suppressed,suppressed
Alcohol Use in the Past Month,26 or Older,2004-06,"Iowa Southwest",suppressed,suppressed,suppressed
Alcohol Use in the Past Month,12 or Older,2004-06,"Kansas",0.5203549003,0.4918220208,0.5487556034
Alcohol Use in the Past Month,12 to 17,2004-06,"Kansas",0.2012431825,0.1770343006,0.2278460119
Alcohol Use in the Past Month,18 or Older,2004-06,"Kansas",0.5575585953,0.5260694298,0.588591744
Alcohol Use in the Past Month,18 to 25,2004-06,"Kansas",0.668600871,0.6351618101,0.700420649
Alcohol Use in the Past Month,26 or Older,2004-06,"Kansas",0.5361261216,0.5003437663,0.5715403217
Alcohol Use in the Past Month,12 or Older,2004-06,"Kansas Kansas City Metro",0.5812681449,0.5363907593,0.6248397536
Alcohol Use in the Past Month,12 to 17,2004-06,"Kansas Kansas City Metro",0.2132992572,0.1747849491,0.2576505461
Alcohol Use in the Past Month,18 or Older,2004-06,"Kansas Kansas City Metro",0.6230912207,0.5735562686,0.6701810106
Alcohol Use in the Past Month,18 to 25,2004-06,"Kansas Kansas City Metro",0.7073925764,0.6584098191,0.7519970949
Alcohol Use in the Past Month,26 or Older,2004-06,"Kansas Kansas City Metro",0.6062545857,0.5491839029,0.660565895
Alcohol Use in the Past Month,12 or Older,2004-06,"Kansas Northeast",0.5292038665,0.4767113176,0.5810583018
Alcohol Use in the Past Month,12 to 17,2004-06,"Kansas Northeast",0.201598729,0.1611569913,0.2491745418
Alcohol Use in the Past Month,18 or Older,2004-06,"Kansas Northeast",0.5670501841,0.5090767108,0.6232441892
Alcohol Use in the Past Month,18 to 25,2004-06,"Kansas Northeast",0.6992509846,0.6342881655,0.7570934024
Alcohol Use in the Past Month,26 or Older,2004-06,"Kansas Northeast",0.5392048662,0.4736635497,0.6034180314
Alcohol Use in the Past Month,12 or Older,2004-06,"Kansas South Central",0.4323105457,0.3772905994,0.4890526376
Alcohol Use in the Past Month,12 to 17,2004-06,"Kansas South Central",0.1812317159,0.1421002366,0.2282718955
Alcohol Use in the Past Month,18 or Older,2004-06,"Kansas South Central",0.4626134064,0.401584176,0.5247838391
Alcohol Use in the Past Month,18 to 25,2004-06,"Kansas South Central",suppressed,suppressed,suppressed
Alcohol Use in the Past Month,26 or Older,2004-06,"Kansas South Central",suppressed,suppressed,suppressed
Alcohol Use in the Past Month,12 or Older,2004-06,"Kansas Southeast",0.4595459541,0.385623514,0.5352924713
Alcohol Use in the Past Month,12 to 17,2004-06,"Kansas Southeast",0.2042844424,0.156230421,0.2625204458
Alcohol Use in the Past Month,18 or Older,2004-06,"Kansas Southeast",suppressed,suppressed,suppressed
Alcohol Use in the Past Month,18 to 25,2004-06,"Kansas Southeast",suppressed,suppressed,suppressed
Alcohol Use in the Past Month,26 or Older,2004-06,"Kansas Southeast",suppressed,suppressed,suppressed
Alcohol Use in the Past Month,12 or Older,2004-06,"Kansas West",0.4677015418,0.401297524,0.5352697515
Alcohol Use in the Past Month,12 to 17,2004-06,"Kansas West",0.2073870331,0.1633092896,0.2596693267
Alcohol Use in the Past Month,18 or Older,2004-06,"Kansas West",suppressed,suppressed,suppressed
Alcohol Use in the Past Month,18 to 25,2004-06,"Kansas West",suppressed,suppressed,suppressed
Alcohol Use in the Past Month,26 or Older,2004-06,"Kansas West",suppressed,suppressed,suppressed
Alcohol Use in the Past Month,12 or Older,2004-06,"Kansas Wichita (Sedgwick)",0.5285837434,0.4757937257,0.580742068
Alcohol Use in the Past Month,12 to 17,2004-06,"Kansas Wichita (Sedgwick)",0.1888657822,0.1464719905,0.2400784057
Alcohol Use in the Past Month,18 or Older,2004-06,"Kansas Wichita (Sedgwick)",0.5677463375,0.5098748233,0.6238260362
Alcohol Use in the Past Month,18 to 25,2004-06,"Kansas Wichita (Sedgwick)",0.6713669817,0.609926098,0.727454694
Alcohol Use in the Past Month,26 or Older,2004-06,"Kansas Wichita (Sedgwick)",0.548266686,0.4830697794,0.6118478979
Alcohol Use in the Past Month,12 or Older,2004-06,"Kentucky",0.4216553077,0.3950135772,0.4487610391
Alcohol Use in the Past Month,12 to 17,2004-06,"Kentucky",0.1709882795,0.1508557406,0.1931963204
Alcohol Use in the Past Month,18 or Older,2004-06,"Kentucky",0.4487383089,0.4193184568,0.4785213068
Alcohol Use in the Past Month,18 to 25,2004-06,"Kentucky",0.5615536595,0.5292151989,0.593377545
Alcohol Use in the Past Month,26 or Older,2004-06,"Kentucky",0.4300315054,0.3969466805,0.4637533033
Alcohol Use in the Past Month,12 or Older,2004-06,"Kentucky Adanta, Cumberland River, and Lifeskills",0.3579766721,0.3040929945,0.4157047488
Alcohol Use in the Past Month,12 to 17,2004-06,"Kentucky Adanta, Cumberland River, and Lifeskills",0.1723908285,0.1347249446,0.2179349064
Alcohol Use in the Past Month,18 or Older,2004-06,"Kentucky Adanta, Cumberland River, and Lifeskills",0.3782822102,0.3194408977,0.4409397154
Alcohol Use in the Past Month,18 to 25,2004-06,"Kentucky Adanta, Cumberland River, and Lifeskills",0.4804716697,0.4130260064,0.5486366718
Alcohol Use in the Past Month,26 or Older,2004-06,"Kentucky Adanta, Cumberland River, and Lifeskills",suppressed,suppressed,suppressed
Alcohol Use in the Past Month,12 or Older,2004-06,"Kentucky Bluegrass, Comprehend, and North Key",0.459604338,0.4145047399,0.5053754153
Alcohol Use in the Past Month,12 to 17,2004-06,"Kentucky Bluegrass, Comprehend, and North Key",0.1844402202,0.1496135594,0.2252266229
Alcohol Use in the Past Month,18 or Older,2004-06,"Kentucky Bluegrass, Comprehend, and North Key",0.4891444861,0.4396640688,0.5388385437
Alcohol Use in the Past Month,18 to 25,2004-06,"Kentucky Bluegrass, Comprehend, and North Key",0.5961551205,0.5411802964,0.6488173901
Alcohol Use in the Past Month,26 or Older,2004-06,"Kentucky Bluegrass, Comprehend, and North Key",0.4694964758,0.4130559202,0.5267282342
Alcohol Use in the Past Month,12 or Older,2004-06,"Kentucky Communicare and River Valley",0.3878798338,0.3313624155,0.4475841479
Alcohol Use in the Past Month,12 to 17,2004-06,"Kentucky Communicare and River Valley",0.1566885274,0.1190147182,0.2035327437
Alcohol Use in the Past Month,18 or Older,2004-06,"Kentucky Communicare and River Valley",0.415258471,0.3531033693,0.480232341
Alcohol Use in the Past Month,18 to 25,2004-06,"Kentucky Communicare and River Valley",suppressed,suppressed,suppressed
