outcome,age_group,years,geography,estimate,ci_lower,ci_upper
Marijuana Use in the Past Month,26 or Older,2004-06,"Florida Circuit 10",0.027332428,0.0170448888,0.0435539494
Marijuana Use in the Past Month,12 or Older,2004-06,"Florida Circuit 15 (Palm Beach)",0.0623093805,0.0496268555,0.0779671262
Marijuana Use in the Past Month,12 to 17,2004-06,"Florida Circuit 15 (Palm Beach)",0.0793802661,0.0578337663,0.1080336548
Marijuana Use in the Past Month,18 or Older,2004-06,"Florida Circuit 15 (Palm Beach)",0.0607092819,0.0475211995,0.0772604429
Marijuana Use in the Past Month,18 to 25,2004-06,"Florida Circuit 15 (Palm Beach)",0.2239940106,0.1843001307,0.2694133656
Marijuana Use in the Past Month,26 or Older,2004-06,"Florida Circuit 15 (Palm Beach)",0.0415012517,0.0288433122,0.0593745319
Marijuana Use in the Past Month,12 or Older,2004-06,"Florida Circuit 19",0.04884263,0.0364197062,0.0652162684
Marijuana Use in the Past Month,12 to 17,2004-06,"Florida Circuit 19",0.0732691095,0.0507491976,0.1046801969
Marijuana Use in the Past Month,18 or Older,2004-06,"Florida Circuit 19",0.0465119947,0.0337546879,0.0637725984
Marijuana Use in the Past Month,18 to 25,2004-06,"Florida Circuit 19",suppressed,suppressed,suppressed
Marijuana Use in the Past Month,26 or Older,2004-06,"Florida Circuit 19",0.0309294716,0.0198247538,0.0479501368
Marijuana Use in the Past Month,12 or Older,2004-06,"Florida Circuit 20",0.0430047208,0.032680581,0.0564002009
Marijuana Use in the Past Month,12 to 17,2004-06,"Florida Circuit 20",0.0643718224,0.0450222343,0.0912428954
Marijuana Use in the Past Month,18 or Older,2004-06,"Florida Circuit 20",0.0411777985,0.0306326549,0.0551465425
Marijuana Use in the Past Month,18 to 25,2004-06,"Florida Circuit 20",0.1548263206,0.1175192662,0.2012754676
Marijuana Use in the Past Month,26 or Older,2004-06,"Florida Circuit 20",0.0286178109,0.0190960536,0.0426807644
Marijuana Use in the Past Month,12 or Older,2004-06,"Florida Circuit 5",0.0406440567,0.030692203,0.0536441853
Marijuana Use in the Past Month,12 to 17,2004-06,"Florida Circuit 5",0.06634064,0.0461770608,0.0944370724
Marijuana Use in the Past Month,18 or Older,2004-06,"Florida Circuit 5",0.0383692341,0.0282733562,0.0518776948
Marijuana Use in the Past Month,18 to 25,2004-06,"Florida Circuit 5",0.1645928971,0.1241184569,0.2150256717
Marijuana Use in the Past Month,26 or Older,2004-06,"Florida Circuit 5",0.0256115863,0.016779686,0.0389081552
Marijuana Use in the Past Month,12 or Older,2004-06,"Florida South (Circuits 11 and 16)",0.0383836347,0.030579747,0.0480802841
Marijuana Use in the Past Month,12 to 17,2004-06,"Florida South (Circuits 11 and 16)",0.0475253614,0.0344953161,0.0651452015
Marijuana Use in the Past Month,18 or Older,2004-06,"Florida South (Circuits 11 and 16)",0.0373945273,0.0291701585,0.0478234867
Marijuana Use in the Past Month,18 to 25,2004-06,"Florida South (Circuits 11 and 16)",0.1109539555,0.088621325,0.1380618798
Marijuana Use in the Past Month,26 or Older,2004-06,"Florida South (Circuits 11 and 16)",0.0257662533,0.0178999269,0.0369594309
Marijuana Use in the Past Month,12 or Older,2004-06,"Georgia",0.0614792927,0.0511597343,0.0737187095
Marijuana Use in the Past Month,12 to 17,2004-06,"Georgia",0.0580678143,0.0459664693,0.0731108723
Marijuana Use in the Past Month,18 or Older,2004-06,"Georgia",0.0618949772,0.050724098,0.0753307723
Marijuana Use in the Past Month,18 to 25,2004-06,"Georgia",0.1476110118,0.1258686135,0.1723685751
Marijuana Use in the Past Month,26 or Older,2004-06,"Georgia",0.0464730643,0.0350003627,0.0614668436
Marijuana Use in the Past Month,12 or Older,2004-06,"Georgia Region 1",0.0491779935,0.035556157,0.0676523912
Marijuana Use in the Past Month,12 to 17,2004-06,"Georgia Region 1",0.0564333416,0.0376954654,0.0836756353
Marijuana Use in the Past Month,18 or Older,2004-06,"Georgia Region 1",0.0483229736,0.0340542708,0.0681484532
Marijuana Use in the Past Month,18 to 25,2004-06,"Georgia Region 1",0.1273751591,0.0916425037,0.1743659862
Marijuana Use in the Past Month,26 or Older,2004-06,"Georgia Region 1",0.0353958552,0.0223076906,0.0557253119
Marijuana Use in the Past Month,12 or Older,2004-06,"Georgia Region 2",0.052227745,0.0384067124,0.0706569539
Marijuana Use in the Past Month,12 to 17,2004-06,"Georgia Region 2",0.0520096824,0.0348364124,0.0769736703
Marijuana Use in the Past Month,18 or Older,2004-06,"Georgia Region 2",0.0522566085,0.0376157959,0.0721685887
Marijuana Use in the Past Month,18 to 25,2004-06,"Georgia Region 2",0.1354043412,0.1000867516,0.1806822504
Marijuana Use in the Past Month,26 or Older,2004-06,"Georgia Region 2",0.0369238484,0.0231907363,0.0583040339
Marijuana Use in the Past Month,12 or Older,2004-06,"Georgia Region 3",0.0765616917,0.0598766833,0.0974143183
Marijuana Use in the Past Month,12 to 17,2004-06,"Georgia Region 3",0.0630935006,0.0447953904,0.0881760839
Marijuana Use in the Past Month,18 or Older,2004-06,"Georgia Region 3",0.0781387933,0.0600444702,0.101099338
Marijuana Use in the Past Month,18 to 25,2004-06,"Georgia Region 3",0.1732353184,0.1392926657,0.2133983868
Marijuana Use in the Past Month,26 or Older,2004-06,"Georgia Region 3",0.0614392186,0.0429083629,0.0872434985
Marijuana Use in the Past Month,12 or Older,2004-06,"Georgia Region 4",0.0440416764,0.0309933171,0.0622306735
Marijuana Use in the Past Month,12 to 17,2004-06,"Georgia Region 4",0.0502378626,0.0324461998,0.0770089787
Marijuana Use in the Past Month,18 or Older,2004-06,"Georgia Region 4",0.0432509418,0.0294923628,0.0630113482
Marijuana Use in the Past Month,18 to 25,2004-06,"Georgia Region 4",0.1074521491,0.0739763773,0.1535642726
Marijuana Use in the Past Month,26 or Older,2004-06,"Georgia Region 4",0.0317155057,0.0189310055,0.0526701342
Marijuana Use in the Past Month,12 or Older,2004-06,"Georgia Region 5",0.0541472013,0.0390523779,0.0746235011
Marijuana Use in the Past Month,12 to 17,2004-06,"Georgia Region 5",0.0594536723,0.0397408223,0.0880482012
Marijuana Use in the Past Month,18 or Older,2004-06,"Georgia Region 5",0.0534673071,0.0375503145,0.0756012843
Marijuana Use in the Past Month,18 to 25,2004-06,"Georgia Region 5",0.1410036518,0.1006299877,0.194080079
Marijuana Use in the Past Month,26 or Older,2004-06,"Georgia Region 5",0.0355157952,0.0214167075,0.0583432429
Marijuana Use in the Past Month,12 or Older,2004-06,"Hawaii",0.0588143497,0.0484990822,0.0711594927
Marijuana Use in the Past Month,12 to 17,2004-06,"Hawaii",0.0784831913,0.0613925726,0.0998255315
Marijuana Use in the Past Month,18 or Older,2004-06,"Hawaii",0.0566541687,0.0458035687,0.0698869493
Marijuana Use in the Past Month,18 to 25,2004-06,"Hawaii",0.1559528271,0.1311150784,0.1844966329
Marijuana Use in the Past Month,26 or Older,2004-06,"Hawaii",0.0414481944,0.0306162276,0.055891532
Marijuana Use in the Past Month,12 or Older,2004-06,"Hawaii Hawaii Island",0.0857445416,0.0608419434,0.1195423826
Marijuana Use in the Past Month,12 to 17,2004-06,"Hawaii Hawaii Island",0.0847148126,0.0558590177,0.1264800998
Marijuana Use in the Past Month,18 or Older,2004-06,"Hawaii Hawaii Island",0.0858736003,0.0592486466,0.1229001205
Marijuana Use in the Past Month,18 to 25,2004-06,"Hawaii Hawaii Island",suppressed,suppressed,suppressed
Marijuana Use in the Past Month,26 or Older,2004-06,"Hawaii Hawaii Island",0.0696059305,0.0432047902,0.1102805214
Marijuana Use in the Past Month,12 or Older,2004-06,"Hawaii Honolulu",0.0499045675,0.0396774242,0.0625960026
Marijuana Use in the Past Month,12 to 17,2004-06,"Hawaii Honolulu",0.0760255579,0.0568939561,0.100902202
Marijuana Use in the Past Month,18 or Older,2004-06,"Hawaii Honolulu",0.047125203,0.0364528281,0.0607252338
Marijuana Use in the Past Month,18 to 25,2004-06,"Hawaii Honolulu",0.1439357979,0.1167562732,0.1761803441
Marijuana Use in the Past Month,26 or Older,2004-06,"Hawaii Honolulu",0.0315151385,0.0212347392,0.0465359624
Marijuana Use in the Past Month,12 or Older,2004-06,"Hawaii Kauai and Maui",0.0772861506,0.0573305284,0.1034258261
Marijuana Use in the Past Month,12 to 17,2004-06,"Hawaii Kauai and Maui",0.0834803092,0.0578454094,0.1190402507
Marijuana Use in the Past Month,18 or Older,2004-06,"Hawaii Kauai and Maui",0.0765708117,0.0555049378,0.1047451795
Marijuana Use in the Past Month,18 to 25,2004-06,"Hawaii Kauai and Maui",0.1804564181,0.1366117545,0.2345500047
Marijuana Use in the Past Month,26 or Older,2004-06,"Hawaii Kauai and Maui",0.0629444768,0.0420224919,0.0932688559
Marijuana Use in the Past Month,12 or Older,2004-06,"Hawaii Maui",0.0838550225,0.0599938791,0.1160348937
Marijuana Use in the Past Month,12 to 17,2004-06,"Hawaii Maui",0.0885227351,0.0582033794,0.1324154611
Marijuana Use in the Past Month,18 or Older,2004-06,"Hawaii Maui",0.0833245097,0.0580660198,0.118191677
Marijuana Use in the Past Month,18 to 25,2004-06,"Hawaii Maui",suppressed,suppressed,suppressed
Marijuana Use in the Past Month,26 or Older,2004-06,"Hawaii Maui",0.0690805016,0.0439094881,0.1070649272
Marijuana Use in the Past Month,12 or Older,2004-06,"Idaho",0.0503342575,0.0425703279,0.0594262764
Marijuana Use in the Past Month,12 to 17,2004-06,"Idaho",0.0605774679,0.048245297,0.0758108232
Marijuana Use in the Past Month,18 or Older,2004-06,"Idaho",0.0490518546,0.0408037967,0.0588648527
Marijuana Use in the Past Month,18 to 25,2004-06,"Idaho",0.1296900828,0.1108781656,0.1511510975
Marijuana Use in the Past Month,26 or Older,2004-06,"Idaho",0.03296595,0.0247799545,0.0437348944
Marijuana Use in the Past Month,12 or Older,2004-06,"Idaho Region 1",0.0529250683,0.0387066169,0.071975448
Marijuana Use in the Past Month,12 to 17,2004-06,"Idaho Region 1",0.0691696226,0.046151577,0.1024350158
Marijuana Use in the Past Month,18 or Older,2004-06,"Idaho Region 1",0.0510994459,0.0363649574,0.071361988
Marijuana Use in the Past Month,18 to 25,2004-06,"Idaho Region 1",0.1592941897,0.1155344312,0.2155883575
Marijuana Use in the Past Month,26 or Older,2004-06,"Idaho Region 1",0.0351965569,0.0220766367,0.0556696549
Marijuana Use in the Past Month,12 or Older,2004-06,"Idaho Region 2",0.0602185926,0.0437896501,0.0822809359
Marijuana Use in the Past Month,12 to 17,2004-06,"Idaho Region 2",0.0594925465,0.0382000334,0.0915240222
Marijuana Use in the Past Month,18 or Older,2004-06,"Idaho Region 2",0.0602961992,0.0430456982,0.0838540452
Marijuana Use in the Past Month,18 to 25,2004-06,"Idaho Region 2",suppressed,suppressed,suppressed
Marijuana Use in the Past Month,26 or Older,2004-06,"Idaho Region 2",0.0384011425,0.0237666845,0.0614793503
Marijuana Use in the Past Month,12 or Older,2004-06,"Idaho Region 3",0.0446216236,0.0328399286,0.0603663135
Marijuana Use in the Past Month,12 to 17,2004-06,"Idaho Region 3",0.0698095101,0.0461073166,0.1043631147
Marijuana Use in the Past Month,18 or Older,2004-06,"Idaho Region 3",0.0414337186,0.0294516463,0.0579992501
Marijuana Use in the Past Month,18 to 25,2004-06,"Idaho Region 3",0.1143974114,0.0810719944,0.1590505458
Marijuana Use in the Past Month,26 or Older,2004-06,"Idaho Region 3",0.0276415366,0.0170754967,0.0444500032
Marijuana Use in the Past Month,12 or Older,2004-06,"Idaho Region 4",0.056359606,0.0436844128,0.0724339899
Marijuana Use in the Past Month,12 to 17,2004-06,"Idaho Region 4",0.0627322833,0.0436411416,0.0893943362
Marijuana Use in the Past Month,18 or Older,2004-06,"Idaho Region 4",0.0556505532,0.0422664917,0.0729499774
Marijuana Use in the Past Month,18 to 25,2004-06,"Idaho Region 4",0.1412015476,0.1100164457,0.1794440212
Marijuana Use in the Past Month,26 or Older,2004-06,"Idaho Region 4",0.0388483578,0.0257833316,0.0581386576
Marijuana Use in the Past Month,12 or Older,2004-06,"Idaho Region 5",0.0427839739,0.0300621198,0.0605534268
Marijuana Use in the Past Month,12 to 17,2004-06,"Idaho Region 5",0.059107727,0.0388224083,0.0890108752
Marijuana Use in the Past Month,18 or Older,2004-06,"Idaho Region 5",0.0406710589,0.0276330524,0.0594844145
Marijuana Use in the Past Month,18 to 25,2004-06,"Idaho Region 5",0.1098539966,0.0742398745,0.1596072978
Marijuana Use in the Past Month,26 or Older,2004-06,"Idaho Region 5",0.0283650085,0.0170363564,0.0468676821
Marijuana Use in the Past Month,12 or Older,2004-06,"Idaho Region 6",0.048185604,0.0350808183,0.0658517193
Marijuana Use in the Past Month,12 to 17,2004-06,"Idaho Region 6",0.0528249033,0.0341460502,0.080866126
Marijuana Use in the Past Month,18 or Older,2004-06,"Idaho Region 6",0.0475299708,0.0336214586,0.0667944671
Marijuana Use in the Past Month,18 to 25,2004-06,"Idaho Region 6",0.1203534013,0.0849924374,0.1677294131
Marijuana Use in the Past Month,26 or Older,2004-06,"Idaho Region 6",0.0303747102,0.0185357643,0.04939473
Marijuana Use in the Past Month,12 or Older,2004-06,"Idaho Region 7",0.0438509019,0.0322444054,0.0593788624
Marijuana Use in the Past Month,12 to 17,2004-06,"Idaho Region 7",0.0485892853,0.0310557896,0.0752530408
Marijuana Use in the Past Month,18 or Older,2004-06,"Idaho Region 7",0.0430956334,0.0308599322,0.0598829225
Marijuana Use in the Past Month,18 to 25,2004-06,"Idaho Region 7",0.1074030239,0.07564325,0.1503288998
Marijuana Use in the Past Month,26 or Older,2004-06,"Idaho Region 7",0.0260883055,0.0159423405,0.0424130278
Marijuana Use in the Past Month,12 or Older,2004-06,"Illinois",0.055068554,0.0501132991,0.060482591
Marijuana Use in the Past Month,12 to 17,2004-06,"Illinois",0.0627084567,0.0551123111,0.0712726079
Marijuana Use in the Past Month,18 or Older,2004-06,"Illinois",0.0541717414,0.048811372,0.060083592
Marijuana Use in the Past Month,18 to 25,2004-06,"Illinois",0.1566953828,0.1441605966,0.1701034459
Marijuana Use in the Past Month,26 or Older,2004-06,"Illinois",0.035879216,0.0301571398,0.0426392767
Marijuana Use in the Past Month,12 or Older,2004-06,"Illinois Region 1 (Cook)",0.0636567354,0.0554602296,0.0729710236
Marijuana Use in the Past Month,12 to 17,2004-06,"Illinois Region 1 (Cook)",0.0696435811,0.0573817638,0.084291301
Marijuana Use in the Past Month,18 or Older,2004-06,"Illinois Region 1 (Cook)",0.0629786975,0.054150879,0.0731343742
Marijuana Use in the Past Month,18 to 25,2004-06,"Illinois Region 1 (Cook)",0.1664525969,0.1465857048,0.1884175969
Marijuana Use in the Past Month,26 or Older,2004-06,"Illinois Region 1 (Cook)",0.0442890254,0.0349479931,0.0559819321
Marijuana Use in the Past Month,12 or Older,2004-06,"Illinois Region 2",0.0467260721,0.0398018049,0.0547862135
Marijuana Use in the Past Month,12 to 17,2004-06,"Illinois Region 2",0.053639166,0.0428347906,0.0669780695
Marijuana Use in the Past Month,18 or Older,2004-06,"Illinois Region 2",0.0458670312,0.0384213245,0.0546736074
Marijuana Use in the Past Month,18 to 25,2004-06,"Illinois Region 2",0.1462487713,0.1264301456,0.1685745741
Marijuana Use in the Past Month,26 or Older,2004-06,"Illinois Region 2",0.0290815633,0.0218231856,0.0386586636
Marijuana Use in the Past Month,12 or Older,2004-06,"Illinois Region 3",0.0536311719,0.0440310235,0.0651817366
Marijuana Use in the Past Month,12 to 17,2004-06,"Illinois Region 3",0.0678513256,0.0507351574,0.0901932127
Marijuana Use in the Past Month,18 or Older,2004-06,"Illinois Region 3",0.0519664583,0.0418049583,0.0644318199
Marijuana Use in the Past Month,18 to 25,2004-06,"Illinois Region 3",0.1485770482,0.1209522284,0.1812105871
Marijuana Use in the Past Month,26 or Older,2004-06,"Illinois Region 3",0.0317789268,0.0224537425,0.0447994355
Marijuana Use in the Past Month,12 or Older,2004-06,"Illinois Region 4",0.0472073758,0.0369710357,0.0601010217
Marijuana Use in the Past Month,12 to 17,2004-06,"Illinois Region 4",0.063860199,0.0452222063,0.0894599648
Marijuana Use in the Past Month,18 or Older,2004-06,"Illinois Region 4",0.045280969,0.034739621,0.0588260345
Marijuana Use in the Past Month,18 to 25,2004-06,"Illinois Region 4",0.1461552325,0.1136768951,0.1859659151
Marijuana Use in the Past Month,26 or Older,2004-06,"Illinois Region 4",0.02827287,0.0189115501,0.0420693906
Marijuana Use in the Past Month,12 or Older,2004-06,"Illinois Region 5",0.0501651268,0.0406372951,0.0617829935
Marijuana Use in the Past Month,12 to 17,2004-06,"Illinois Region 5",0.0553361553,0.0400134979,0.0760615263
Marijuana Use in the Past Month,18 or Older,2004-06,"Illinois Region 5",0.0495627288,0.0394884505,0.0620411428
Marijuana Use in the Past Month,18 to 25,2004-06,"Illinois Region 5",0.1617298494,0.1331361122,0.1950826657
Marijuana Use in the Past Month,26 or Older,2004-06,"Illinois Region 5",0.0298801403,0.0204603195,0.0434444489
Marijuana Use in the Past Month,12 or Older,2004-06,"Indiana",0.0551345624,0.0469643705,0.0646297006
Marijuana Use in the Past Month,12 to 17,2004-06,"Indiana",0.0674956284,0.0548729412,0.0827676909
Marijuana Use in the Past Month,18 or Older,2004-06,"Indiana",0.0536750645,0.0450648163,0.0638204721
Marijuana Use in the Past Month,18 to 25,2004-06,"Indiana",0.1490699729,0.1279733591,0.1729546208
Marijuana Use in the Past Month,26 or Older,2004-06,"Indiana",0.0364061146,0.0280063782,0.0472027761
Marijuana Use in the Past Month,12 or Older,2004-06,"Indiana Central",0.0633491936,0.0486501906,0.0821060148
Marijuana Use in the Past Month,12 to 17,2004-06,"Indiana Central",0.0750458652,0.0536376264,0.1040591757
Marijuana Use in the Past Month,18 or Older,2004-06,"Indiana Central",0.062001666,0.0465551424,0.0821317112
Marijuana Use in the Past Month,18 to 25,2004-06,"Indiana Central",0.1662494295,0.1299475387,0.2102419907
Marijuana Use in the Past Month,26 or Older,2004-06,"Indiana Central",0.0447313635,0.0296251116,0.0670085833
Marijuana Use in the Past Month,12 or Older,2004-06,"Indiana East",0.0474161079,0.0346311869,0.0646050193
Marijuana Use in the Past Month,12 to 17,2004-06,"Indiana East",0.0611455656,0.040352104,0.091630812
Marijuana Use in the Past Month,18 or Older,2004-06,"Indiana East",0.0458875668,0.0327129539,0.06401689
Marijuana Use in the Past Month,18 to 25,2004-06,"Indiana East",0.1327276141,0.0934074933,0.1852180631
Marijuana Use in the Past Month,26 or Older,2004-06,"Indiana East",0.0299898861,0.0187029636,0.047756782
Marijuana Use in the Past Month,12 or Older,2004-06,"Indiana North Central",0.0525888254,0.0382016043,0.0719889023
Marijuana Use in the Past Month,12 to 17,2004-06,"Indiana North Central",0.0594355195,0.038605467,0.0904473144
Marijuana Use in the Past Month,18 or Older,2004-06,"Indiana North Central",0.0517665764,0.0367400442,0.0724764859
Marijuana Use in the Past Month,18 to 25,2004-06,"Indiana North Central",0.141243327,0.1017038949,0.1928543611
Marijuana Use in the Past Month,26 or Older,2004-06,"Indiana North Central",0.0360390892,0.0225739716,0.0570670601
Marijuana Use in the Past Month,12 or Older,2004-06,"Indiana Northeast",0.045084413,0.0324837074,0.0622585073
Marijuana Use in the Past Month,12 to 17,2004-06,"Indiana Northeast",0.0534129577,0.0347430154,0.0812708986
Marijuana Use in the Past Month,18 or Older,2004-06,"Indiana Northeast",0.0440336766,0.0308623946,0.0624638244
Marijuana Use in the Past Month,18 to 25,2004-06,"Indiana Northeast",0.1275602156,0.0896598365,0.1783429389
Marijuana Use in the Past Month,26 or Older,2004-06,"Indiana Northeast",0.0292086486,0.0177047964,0.0478233236
Marijuana Use in the Past Month,12 or Older,2004-06,"Indiana Northwest",0.0589655374,0.0431419217,0.0801070597
Marijuana Use in the Past Month,12 to 17,2004-06,"Indiana Northwest",0.0627065554,0.0417325934,0.0931964334
Marijuana Use in the Past Month,18 or Older,2004-06,"Indiana Northwest",0.0585135369,0.0417670528,0.0814041054
Marijuana Use in the Past Month,18 to 25,2004-06,"Indiana Northwest",suppressed,suppressed,suppressed
Marijuana Use in the Past Month,26 or Older,2004-06,"Indiana Northwest",0.0416199095,0.0264708493,0.0648610434
Marijuana Use in the Past Month,12 or Older,2004-06,"Indiana Southeast",0.0510442066,0.0376842263,0.0688019889
Marijuana Use in the Past Month,12 to 17,2004-06,"Indiana Southeast",0.0767227734,0.0511448457,0.1135614718
Marijuana Use in the Past Month,18 or Older,2004-06,"Indiana Southeast",0.0481140463,0.0345231574,0.0666857698
Marijuana Use in the Past Month,18 to 25,2004-06,"Indiana Southeast",suppressed,suppressed,suppressed
Marijuana Use in the Past Month,26 or Older,2004-06,"Indiana Southeast",0.0315877832,0.0198533398,0.049904808
Marijuana Use in the Past Month,12 or Older,2004-06,"Indiana Southwest",0.052227601,0.0373258864,0.0726297214
Marijuana Use in the Past Month,12 to 17,2004-06,"Indiana Southwest",0.0654756721,0.0422562893,0.1001200867
Marijuana Use in the Past Month,18 or Older,2004-06,"Indiana Southwest",0.0506794591,0.0352900762,0.0722770834
Marijuana Use in the Past Month,18 to 25,2004-06,"Indiana Southwest",suppressed,suppressed,suppressed
Marijuana Use in the Past Month,26 or Older,2004-06,"Indiana Southwest",0.0330085049,0.0201099204,0.0537266799
Marijuana Use in the Past Month,12 or Older,2004-06,"Indiana West",0.0575214522,0.0437018232,0.0753667864
Marijuana Use in the Past Month,12 to 17,2004-06,"Indiana West",0.0780068731,0.0525785512,0.1142499819
Marijuana Use in the Past Month,18 or Older,2004-06,"Indiana West",0.0550474282,0.0407786554,0.0739241809
Marijuana Use in the Past Month,18 to 25,2004-06,"Indiana West",0.1407198405,0.1045466014,0.1867981348
Marijuana Use in the Past Month,26 or Older,2004-06,"Indiana West",0.0310671739,0.0195129447,0.0491202755
Marijuana Use in the Past Month,12 or Older,2004-06,"Iowa",0.0437754377,0.0364508371,0.0524916956
Marijuana Use in the Past Month,12 to 17,2004-06,"Iowa",0.0618319578,0.0487612835,0.078118553
Marijuana Use in the Past Month,18 or Older,2004-06,"Iowa",0.0418204452,0.0342509161,0.0509745583
Marijuana Use in the Past Month,18 to 25,2004-06,"Iowa",0.1225342269,0.1025983421,0.1457148579
Marijuana Use in the Past Month,26 or Older,2004-06,"Iowa",0.0270148115,0.0199316418,0.0365213492
Marijuana Use in the Past Month,12 or Older,2004-06,"Iowa Central",0.0511053131,0.037203262,0.0698255063
Marijuana Use in the Past Month,12 to 17,2004-06,"Iowa Central",0.0805288737,0.0542009368,0.1180493093
Marijuana Use in the Past Month,18 or Older,2004-06,"Iowa Central",0.0480728106,0.0339566567,0.0676462862
Marijuana Use in the Past Month,18 to 25,2004-06,"Iowa Central",0.1406110587,0.1022219648,0.1903601584
Marijuana Use in the Past Month,26 or Older,2004-06,"Iowa Central",0.0319601516,0.0195855572,0.0517406742
Marijuana Use in the Past Month,12 or Older,2004-06,"Iowa North Central",0.0391457696,0.0279314616,0.0546096092
Marijuana Use in the Past Month,12 to 17,2004-06,"Iowa North Central",0.0627844086,0.0407350786,0.0955795506
Marijuana Use in the Past Month,18 or Older,2004-06,"Iowa North Central",0.0365626055,0.0253188345,0.052530482
Marijuana Use in the Past Month,18 to 25,2004-06,"Iowa North Central",0.0985471453,0.0666939107,0.1432781087
Marijuana Use in the Past Month,26 or Older,2004-06,"Iowa North Central",0.0225268165,0.0133256997,0.0378374768
Marijuana Use in the Past Month,12 or Older,2004-06,"Iowa Northeast",0.0477279886,0.0364061835,0.0623429163
Marijuana Use in the Past Month,12 to 17,2004-06,"Iowa Northeast",0.0566924853,0.0386952352,0.0823432966
Marijuana Use in the Past Month,18 or Older,2004-06,"Iowa Northeast",0.0467416328,0.034913796,0.0623176793
Marijuana Use in the Past Month,18 to 25,2004-06,"Iowa Northeast",0.144482234,0.1091340104,0.1888525675
Marijuana Use in the Past Month,26 or Older,2004-06,"Iowa Northeast",0.0286102305,0.0184527224,0.0441077959
Marijuana Use in the Past Month,12 or Older,2004-06,"Iowa Northwest",0.033268387,0.0238173874,0.0462918044
Marijuana Use in the Past Month,12 to 17,2004-06,"Iowa Northwest",0.0556052575,0.0365278415,0.0837798518
Marijuana Use in the Past Month,18 or Older,2004-06,"Iowa Northwest",0.0307610179,0.0211342685,0.0445731184
Marijuana Use in the Past Month,18 to 25,2004-06,"Iowa Northwest",0.0936804247,0.06444755,0.1342700502
Marijuana Use in the Past Month,26 or Older,2004-06,"Iowa Northwest",0.0206347769,0.0123897076,0.0341768748
Marijuana Use in the Past Month,12 or Older,2004-06,"Iowa Southeast",0.0458242942,0.034221684,0.0611117655
Marijuana Use in the Past Month,12 to 17,2004-06,"Iowa Southeast",0.0554705976,0.0367211504,0.0829687606
Marijuana Use in the Past Month,18 or Older,2004-06,"Iowa Southeast",0.0447887371,0.0328186094,0.0608501187
Marijuana Use in the Past Month,18 to 25,2004-06,"Iowa Southeast",0.1233291305,0.091212948,0.1647040257
Marijuana Use in the Past Month,26 or Older,2004-06,"Iowa Southeast",0.0291776622,0.0184451278,0.0458632673
Marijuana Use in the Past Month,12 or Older,2004-06,"Iowa Southwest",0.0399893179,0.0289078816,0.0550777392
Marijuana Use in the Past Month,12 to 17,2004-06,"Iowa Southwest",0.067525745,0.0445617441,0.1010719087
Marijuana Use in the Past Month,18 or Older,2004-06,"Iowa Southwest",0.0370261951,0.0258216758,0.0528289152
Marijuana Use in the Past Month,18 to 25,2004-06,"Iowa Southwest",0.1109618791,0.0783930603,0.1547890007
Marijuana Use in the Past Month,26 or Older,2004-06,"Iowa Southwest",0.0258331099,0.0158403434,0.0418616038
Marijuana Use in the Past Month,12 or Older,2004-06,"Kansas",0.0542016515,0.0460960833,0.0636374238
Marijuana Use in the Past Month,12 to 17,2004-06,"Kansas",0.0708532863,0.0568857322,0.0879306403
Marijuana Use in the Past Month,18 or Older,2004-06,"Kansas",0.0522606034,0.0437211519,0.0623591847
Marijuana Use in the Past Month,18 to 25,2004-06,"Kansas",0.1360833562,0.1150895867,0.1602133133
Marijuana Use in the Past Month,26 or Older,2004-06,"Kansas",0.0361122973,0.0277411458,0.0468877013
Marijuana Use in the Past Month,12 or Older,2004-06,"Kansas Kansas City Metro",0.0665059176,0.0525799589,0.0837939956
Marijuana Use in the Past Month,12 to 17,2004-06,"Kansas Kansas City Metro",0.0897428372,0.0646121016,0.1233590495
Marijuana Use in the Past Month,18 or Older,2004-06,"Kansas Kansas City Metro",0.0638637885,0.049290655,0.0823722586
Marijuana Use in the Past Month,18 to 25,2004-06,"Kansas Kansas City Metro",0.153449522,0.1212180469,0.192375118
Marijuana Use in the Past Month,26 or Older,2004-06,"Kansas Kansas City Metro",0.0460201926,0.0315896253,0.0665895554
Marijuana Use in the Past Month,12 or Older,2004-06,"Kansas Northeast",0.0482510212,0.0351787128,0.0658494264
Marijuana Use in the Past Month,12 to 17,2004-06,"Kansas Northeast",0.0631493797,0.0426375589,0.0925747202
Marijuana Use in the Past Month,18 or Older,2004-06,"Kansas Northeast",0.0465296843,0.0330072853,0.0652182974
Marijuana Use in the Past Month,18 to 25,2004-06,"Kansas Northeast",0.1226081563,0.0879705614,0.1683662817
Marijuana Use in the Past Month,26 or Older,2004-06,"Kansas Northeast",0.0305594691,0.0186648377,0.0496507316
Marijuana Use in the Past Month,12 or Older,2004-06,"Kansas South Central",0.0419867467,0.0302451886,0.0580138362
Marijuana Use in the Past Month,12 to 17,2004-06,"Kansas South Central",0.0601903848,0.0403316128,0.0889213303
Marijuana Use in the Past Month,18 or Older,2004-06,"Kansas South Central",0.0397917786,0.0277441871,0.0567654529
Marijuana Use in the Past Month,18 to 25,2004-06,"Kansas South Central",0.1174468618,0.0814616208,0.1664478349
Marijuana Use in the Past Month,26 or Older,2004-06,"Kansas South Central",0.0262148312,0.0159741211,0.0427355502
