outcome,age_group,years,geography,estimate,ci_lower,ci_upper
Marijuana Use in the Past Month,12 or Older,2002-04,"Missouri Northwest",0.0663185057,0.0523082918,0.0837495896
Marijuana Use in the Past Month,12 to 17,2002-04,"Missouri Northwest",0.0726771561,0.0524662766,0.0998531417
Marijuana Use in the Past Month,18 or Older,2002-04,"Missouri Northwest",0.0655914682,0.051005325,0.0839797265
Marijuana Use in the Past Month,18 to 25,2002-04,"Missouri Northwest",0.1806319563,0.1453212464,0.2222910661
Marijuana Use in the Past Month,26 or Older,2002-04,"Missouri Northwest",0.0452682238,0.0316785833,0.0643004984
Marijuana Use in the Past Month,12 or Older,2002-04,"Missouri Northwest (Jackson)",0.0770703383,0.0587337427,0.1005202431
Marijuana Use in the Past Month,12 to 17,2002-04,"Missouri Northwest (Jackson)",0.071899603,0.0471292938,0.1082102917
Marijuana Use in the Past Month,18 or Older,2002-04,"Missouri Northwest (Jackson)",0.0776508116,0.0583900436,0.1025729099
Marijuana Use in the Past Month,18 to 25,2002-04,"Missouri Northwest (Jackson)",0.2061986921,0.1590482358,0.2629563359
Marijuana Use in the Past Month,26 or Older,2002-04,"Missouri Northwest (Jackson)",0.0551051776,0.0367671954,0.0818125603
Marijuana Use in the Past Month,12 or Older,2002-04,"Missouri Northwest (excluding Jackson)",0.0565952094,0.0406917215,0.0782075138
Marijuana Use in the Past Month,12 to 17,2002-04,"Missouri Northwest (excluding Jackson)",0.0733630125,0.0470055334,0.1127513593
Marijuana Use in the Past Month,18 or Older,2002-04,"Missouri Northwest (excluding Jackson)",0.0546546683,0.0385828953,0.0768857807
Marijuana Use in the Past Month,18 to 25,2002-04,"Missouri Northwest (excluding Jackson)",0.1577168576,0.1148243176,0.2127803586
Marijuana Use in the Past Month,26 or Older,2002-04,"Missouri Northwest (excluding Jackson)",0.0363283472,0.0223661448,0.0584851218
Marijuana Use in the Past Month,12 or Older,2002-04,"Missouri Southeast",0.047250851,0.0337216067,0.0658382418
Marijuana Use in the Past Month,12 to 17,2002-04,"Missouri Southeast",0.0685200288,0.04490947,0.1032022468
Marijuana Use in the Past Month,18 or Older,2002-04,"Missouri Southeast",0.0447788639,0.0311616219,0.0639538696
Marijuana Use in the Past Month,18 to 25,2002-04,"Missouri Southeast",0.1309988723,0.0928772669,0.1816345094
Marijuana Use in the Past Month,26 or Older,2002-04,"Missouri Southeast",0.0304299454,0.0185872071,0.0494381181
Marijuana Use in the Past Month,12 or Older,2002-04,"Missouri Southwest",0.0523278334,0.0389956765,0.0698866191
Marijuana Use in the Past Month,12 to 17,2002-04,"Missouri Southwest",0.0681866954,0.0444400437,0.103251335
Marijuana Use in the Past Month,18 or Older,2002-04,"Missouri Southwest",0.0505789149,0.037064121,0.068670218
Marijuana Use in the Past Month,18 to 25,2002-04,"Missouri Southwest",0.1454082554,0.111446803,0.1875346102
Marijuana Use in the Past Month,26 or Older,2002-04,"Missouri Southwest",0.033649773,0.0212959266,0.0527836262
Marijuana Use in the Past Month,12 or Older,2002-04,"Montana",0.085358348,0.0736442292,0.0987371553
Marijuana Use in the Past Month,12 to 17,2002-04,"Montana",0.1084840997,0.0914574411,0.1282332171
Marijuana Use in the Past Month,18 or Older,2002-04,"Montana",0.0826618654,0.0700568733,0.0972975222
Marijuana Use in the Past Month,18 to 25,2002-04,"Montana",0.2070613412,0.1830232012,0.2333548494
Marijuana Use in the Past Month,26 or Older,2002-04,"Montana",0.0602940728,0.0471159671,0.0768607253
Marijuana Use in the Past Month,12 or Older,2002-04,"Montana Region 1",0.070454334,0.0506951197,0.0971270441
Marijuana Use in the Past Month,12 to 17,2002-04,"Montana Region 1",0.1048272466,0.0723082363,0.1496123735
Marijuana Use in the Past Month,18 or Older,2002-04,"Montana Region 1",0.0661335155,0.0460061773,0.0941969482
Marijuana Use in the Past Month,18 to 25,2002-04,"Montana Region 1",suppressed,suppressed,suppressed
Marijuana Use in the Past Month,26 or Older,2002-04,"Montana Region 1",0.0498868557,0.0309687936,0.0794144007
Marijuana Use in the Past Month,12 or Older,2002-04,"Montana Region 2",0.0769039833,0.0581986352,0.1009767429
Marijuana Use in the Past Month,12 to 17,2002-04,"Montana Region 2",0.1102240861,0.0778456243,0.153823326
Marijuana Use in the Past Month,18 or Older,2002-04,"Montana Region 2",0.0726982169,0.053572001,0.0979461774
Marijuana Use in the Past Month,18 to 25,2002-04,"Montana Region 2",0.1923686656,0.1481429465,0.2459847652
Marijuana Use in the Past Month,26 or Older,2002-04,"Montana Region 2",0.0514198407,0.0335654045,0.0780050145
Marijuana Use in the Past Month,12 or Older,2002-04,"Montana Region 3",0.0689049072,0.0522810882,0.0903108958
Marijuana Use in the Past Month,12 to 17,2002-04,"Montana Region 3",0.0921844931,0.0647896206,0.129558009
Marijuana Use in the Past Month,18 or Older,2002-04,"Montana Region 3",0.066274103,0.0489599971,0.0891372537
Marijuana Use in the Past Month,18 to 25,2002-04,"Montana Region 3",0.1698595789,0.1312244387,0.217028117
Marijuana Use in the Past Month,26 or Older,2002-04,"Montana Region 3",0.0492438812,0.0324713085,0.0740172982
Marijuana Use in the Past Month,12 or Older,2002-04,"Montana Region 4",0.0952858098,0.0766665792,0.1178497546
Marijuana Use in the Past Month,12 to 17,2002-04,"Montana Region 4",0.1116795502,0.0834057415,0.1479904353
Marijuana Use in the Past Month,18 or Older,2002-04,"Montana Region 4",0.0934449932,0.0738427034,0.1175902262
Marijuana Use in the Past Month,18 to 25,2002-04,"Montana Region 4",0.2153994367,0.1787238732,0.2572437541
Marijuana Use in the Past Month,26 or Older,2002-04,"Montana Region 4",0.0688096025,0.0485247875,0.0967121675
Marijuana Use in the Past Month,12 or Older,2002-04,"Montana Region 5",0.0965675725,0.0775421002,0.1196555638
Marijuana Use in the Past Month,12 to 17,2002-04,"Montana Region 5",0.116814075,0.0871822271,0.1548092581
Marijuana Use in the Past Month,18 or Older,2002-04,"Montana Region 5",0.0942316672,0.0740386976,0.1192228719
Marijuana Use in the Past Month,18 to 25,2002-04,"Montana Region 5",0.2345073514,0.1936034736,0.2810413817
Marijuana Use in the Past Month,26 or Older,2002-04,"Montana Region 5",0.0682959355,0.0478653741,0.0965625501
Marijuana Use in the Past Month,12 or Older,2002-04,"Nebraska",0.053804917,0.0456170559,0.063364852
Marijuana Use in the Past Month,12 to 17,2002-04,"Nebraska",0.0793910822,0.0646582623,0.0971322633
Marijuana Use in the Past Month,18 or Older,2002-04,"Nebraska",0.0507623557,0.0421553682,0.0610147166
Marijuana Use in the Past Month,18 to 25,2002-04,"Nebraska",0.1510019897,0.1292185086,0.1757166742
Marijuana Use in the Past Month,26 or Older,2002-04,"Nebraska",0.0313630742,0.0232690163,0.0421511225
Marijuana Use in the Past Month,12 or Older,2002-04,"Nebraska Region 3",0.0479616048,0.0353168933,0.0648293312
Marijuana Use in the Past Month,12 to 17,2002-04,"Nebraska Region 3",0.0784973209,0.0521935806,0.1164288352
Marijuana Use in the Past Month,18 or Older,2002-04,"Nebraska Region 3",0.0443370828,0.0318543846,0.0614011153
Marijuana Use in the Past Month,18 to 25,2002-04,"Nebraska Region 3",0.1412958096,0.1023217406,0.1919408237
Marijuana Use in the Past Month,26 or Older,2002-04,"Nebraska Region 3",0.026799323,0.0165767329,0.043050045
Marijuana Use in the Past Month,12 or Older,2002-04,"Nebraska Region 4",0.0437095568,0.0315384015,0.0602853647
Marijuana Use in the Past Month,12 to 17,2002-04,"Nebraska Region 4",0.0786166085,0.0512816421,0.1186991046
Marijuana Use in the Past Month,18 or Older,2002-04,"Nebraska Region 4",0.0391138076,0.0272967607,0.0557533523
Marijuana Use in the Past Month,18 to 25,2002-04,"Nebraska Region 4",0.123416292,0.0885726667,0.1694191312
Marijuana Use in the Past Month,26 or Older,2002-04,"Nebraska Region 4",0.0249197541,0.0149181883,0.0413452143
Marijuana Use in the Past Month,12 or Older,2002-04,"Nebraska Region 5",0.0558495701,0.0433825444,0.071631027
Marijuana Use in the Past Month,12 to 17,2002-04,"Nebraska Region 5",0.0727036686,0.0499162544,0.1047469263
Marijuana Use in the Past Month,18 or Older,2002-04,"Nebraska Region 5",0.0539465004,0.0411108303,0.0704951116
Marijuana Use in the Past Month,18 to 25,2002-04,"Nebraska Region 5",0.1387681924,0.1073615371,0.177535019
Marijuana Use in the Past Month,26 or Older,2002-04,"Nebraska Region 5",0.0344521796,0.0227429181,0.0518700123
Marijuana Use in the Past Month,12 or Older,2002-04,"Nebraska Region 6",0.0615722576,0.0495578554,0.076265614
Marijuana Use in the Past Month,12 to 17,2002-04,"Nebraska Region 6",0.0843581167,0.06185087,0.1140598748
Marijuana Use in the Past Month,18 or Older,2002-04,"Nebraska Region 6",0.058870132,0.0463847433,0.0744538275
Marijuana Use in the Past Month,18 to 25,2002-04,"Nebraska Region 6",0.1795673778,0.1448498641,0.2204607594
Marijuana Use in the Past Month,26 or Older,2002-04,"Nebraska Region 6",0.0353164922,0.0241668373,0.0513395396
Marijuana Use in the Past Month,12 or Older,2002-04,"Nebraska Regions 1 and 2",0.0406333137,0.0284925257,0.0576404106
Marijuana Use in the Past Month,12 to 17,2002-04,"Nebraska Regions 1 and 2",0.0784107315,0.0495612151,0.121899672
Marijuana Use in the Past Month,18 or Older,2002-04,"Nebraska Regions 1 and 2",0.0361105948,0.0245387754,0.0528437496
Marijuana Use in the Past Month,18 to 25,2002-04,"Nebraska Regions 1 and 2",0.1145502735,0.0796853647,0.1619847501
Marijuana Use in the Past Month,26 or Older,2002-04,"Nebraska Regions 1 and 2",0.0240005052,0.0141489145,0.040430241
Marijuana Use in the Past Month,12 or Older,2002-04,"Nevada",0.0706341015,0.0590329366,0.0843108534
Marijuana Use in the Past Month,12 to 17,2002-04,"Nevada",0.0905200073,0.0735301385,0.1109653669
Marijuana Use in the Past Month,18 or Older,2002-04,"Nevada",0.0683303164,0.0559355888,0.0832294458
Marijuana Use in the Past Month,18 to 25,2002-04,"Nevada",0.1650193043,0.1420171984,0.190917978
Marijuana Use in the Past Month,26 or Older,2002-04,"Nevada",0.0530956397,0.0401363157,0.0699344401
Marijuana Use in the Past Month,12 or Older,2002-04,"Nevada Clark - Region 1",0.0676204136,0.0545604418,0.0835303164
Marijuana Use in the Past Month,12 to 17,2002-04,"Nevada Clark - Region 1",0.0852953783,0.0650735437,0.1110547771
Marijuana Use in the Past Month,18 or Older,2002-04,"Nevada Clark - Region 1",0.06565158,0.051776009,0.0829205167
Marijuana Use in the Past Month,18 to 25,2002-04,"Nevada Clark - Region 1",0.1512302025,0.1253827018,0.1813015919
Marijuana Use in the Past Month,26 or Older,2002-04,"Nevada Clark - Region 1",0.0519234185,0.0374624245,0.0715515925
Marijuana Use in the Past Month,12 or Older,2002-04,"Nevada Region 3",0.0629479579,0.0464102535,0.0848542801
Marijuana Use in the Past Month,12 to 17,2002-04,"Nevada Region 3",0.0908580518,0.0627378719,0.1298361866
Marijuana Use in the Past Month,18 or Older,2002-04,"Nevada Region 3",0.0592159969,0.0423162066,0.0822851404
Marijuana Use in the Past Month,18 to 25,2002-04,"Nevada Region 3",0.1775172648,0.1352991463,0.2294138547
Marijuana Use in the Past Month,26 or Older,2002-04,"Nevada Region 3",0.0436844705,0.0276613871,0.0683367439
Marijuana Use in the Past Month,12 or Older,2002-04,"Nevada Washoe - Region 2",0.0902248927,0.0692857701,0.1166986538
Marijuana Use in the Past Month,12 to 17,2002-04,"Nevada Washoe - Region 2",0.1112342455,0.0790471124,0.1543313147
Marijuana Use in the Past Month,18 or Older,2002-04,"Nevada Washoe - Region 2",0.0876984824,0.0657227497,0.1161090561
Marijuana Use in the Past Month,18 to 25,2002-04,"Nevada Washoe - Region 2",0.2141358966,0.1681169893,0.2686830816
Marijuana Use in the Past Month,26 or Older,2002-04,"Nevada Washoe - Region 2",0.0664535953,0.0446348803,0.0978455432
Marijuana Use in the Past Month,12 or Older,2002-04,"New Hampshire",0.0959989245,0.0834842089,0.1101641652
Marijuana Use in the Past Month,12 to 17,2002-04,"New Hampshire",0.1065832385,0.0893392871,0.1266925086
Marijuana Use in the Past Month,18 or Older,2002-04,"New Hampshire",0.0947527593,0.0812620385,0.1102144663
Marijuana Use in the Past Month,18 to 25,2002-04,"New Hampshire",0.2643635003,0.2359136094,0.2949200423
Marijuana Use in the Past Month,26 or Older,2002-04,"New Hampshire",0.0682173358,0.0540780567,0.0857184727
Marijuana Use in the Past Month,12 or Older,2002-04,"New Hampshire Central",0.0855779286,0.0696813673,0.1046928989
Marijuana Use in the Past Month,12 to 17,2002-04,"New Hampshire Central",0.1021493021,0.0767463633,0.134733521
Marijuana Use in the Past Month,18 or Older,2002-04,"New Hampshire Central",0.0836251458,0.0670081249,0.1039040252
Marijuana Use in the Past Month,18 to 25,2002-04,"New Hampshire Central",0.236697027,0.2001094056,0.27765221
Marijuana Use in the Past Month,26 or Older,2002-04,"New Hampshire Central",0.0574092316,0.0410658014,0.0797163347
Marijuana Use in the Past Month,12 or Older,2002-04,"New Hampshire Central 1",0.0818489225,0.0638956631,0.1042846804
Marijuana Use in the Past Month,12 to 17,2002-04,"New Hampshire Central 1",0.0889652591,0.0600235015,0.1299329789
Marijuana Use in the Past Month,18 or Older,2002-04,"New Hampshire Central 1",0.0809950075,0.0623470827,0.1045983042
Marijuana Use in the Past Month,18 to 25,2002-04,"New Hampshire Central 1",0.2263479899,0.1817675583,0.2781454625
Marijuana Use in the Past Month,26 or Older,2002-04,"New Hampshire Central 1",0.0518878004,0.0342670452,0.0778391569
Marijuana Use in the Past Month,12 or Older,2002-04,"New Hampshire Central 2",0.0891818712,0.0678482698,0.1163858833
Marijuana Use in the Past Month,12 to 17,2002-04,"New Hampshire Central 2",0.1153282911,0.0792374254,0.1649134977
Marijuana Use in the Past Month,18 or Older,2002-04,"New Hampshire Central 2",0.0861569876,0.0641607084,0.114769459
Marijuana Use in the Past Month,18 to 25,2002-04,"New Hampshire Central 2",0.2498679333,0.1967847831,0.3117133232
Marijuana Use in the Past Month,26 or Older,2002-04,"New Hampshire Central 2",0.0624769221,0.0412972419,0.0934598912
Marijuana Use in the Past Month,12 or Older,2002-04,"New Hampshire Northern",0.0891125672,0.0671557225,0.1173452414
Marijuana Use in the Past Month,12 to 17,2002-04,"New Hampshire Northern",suppressed,suppressed,suppressed
Marijuana Use in the Past Month,18 or Older,2002-04,"New Hampshire Northern",0.0874992572,0.0648141052,0.1171298367
Marijuana Use in the Past Month,18 to 25,2002-04,"New Hampshire Northern",suppressed,suppressed,suppressed
Marijuana Use in the Past Month,26 or Older,2002-04,"New Hampshire Northern",0.0606221114,0.039194078,0.092635694
Marijuana Use in the Past Month,12 or Older,2002-04,"New Hampshire Southern",0.1025249682,0.0871575646,0.120244997
Marijuana Use in the Past Month,12 to 17,2002-04,"New Hampshire Southern",0.109455429,0.0881226168,0.1351869011
Marijuana Use in the Past Month,18 or Older,2002-04,"New Hampshire Southern",0.101705564,0.0851849962,0.1210062893
Marijuana Use in the Past Month,18 to 25,2002-04,"New Hampshire Southern",0.2822448935,0.2451859013,0.3225119211
Marijuana Use in the Past Month,26 or Older,2002-04,"New Hampshire Southern",0.0749692347,0.0578567411,0.0966240633
Marijuana Use in the Past Month,12 or Older,2002-04,"New Hampshire Southern 1 (Rockingham)",0.0950178851,0.0732938799,0.1223308217
Marijuana Use in the Past Month,12 to 17,2002-04,"New Hampshire Southern 1 (Rockingham)",0.1153588013,0.0831563578,0.1578842339
Marijuana Use in the Past Month,18 or Older,2002-04,"New Hampshire Southern 1 (Rockingham)",0.0926292121,0.0698473768,0.1218681448
Marijuana Use in the Past Month,18 to 25,2002-04,"New Hampshire Southern 1 (Rockingham)",0.2729484455,0.2196547853,0.3336439648
Marijuana Use in the Past Month,26 or Older,2002-04,"New Hampshire Southern 1 (Rockingham)",0.0693822304,0.0469264309,0.1014401206
Marijuana Use in the Past Month,12 or Older,2002-04,"New Hampshire Southern 2",0.1070805948,0.0884649595,0.1290588842
Marijuana Use in the Past Month,12 to 17,2002-04,"New Hampshire Southern 2",0.1059096159,0.0814389782,0.1366393766
Marijuana Use in the Past Month,18 or Older,2002-04,"New Hampshire Southern 2",0.1072201785,0.0873178584,0.1310076746
Marijuana Use in the Past Month,18 to 25,2002-04,"New Hampshire Southern 2",0.2869153367,0.2424796009,0.3358835305
Marijuana Use in the Past Month,26 or Older,2002-04,"New Hampshire Southern 2",0.0784578236,0.0581959995,0.1049877136
Marijuana Use in the Past Month,12 or Older,2002-04,"New Jersey",0.0467203709,0.0392764652,0.0554935974
Marijuana Use in the Past Month,12 to 17,2002-04,"New Jersey",0.0697919606,0.0561731751,0.0864102355
Marijuana Use in the Past Month,18 or Older,2002-04,"New Jersey",0.044097464,0.0363132051,0.0534578264
Marijuana Use in the Past Month,18 to 25,2002-04,"New Jersey",0.1654743488,0.1418492265,0.1921531981
Marijuana Use in the Past Month,26 or Older,2002-04,"New Jersey",0.0266578359,0.0193420638,0.0366372846
Marijuana Use in the Past Month,12 or Older,2002-04,"New Jersey Central",0.051455336,0.0390373053,0.0675459629
Marijuana Use in the Past Month,12 to 17,2002-04,"New Jersey Central",0.0893558462,0.063495104,0.1243507804
Marijuana Use in the Past Month,18 or Older,2002-04,"New Jersey Central",0.0471514358,0.0347269281,0.0637276766
Marijuana Use in the Past Month,18 to 25,2002-04,"New Jersey Central",0.186702941,0.1462817789,0.2352160685
Marijuana Use in the Past Month,26 or Older,2002-04,"New Jersey Central",0.0291146914,0.0182042579,0.0462560439
Marijuana Use in the Past Month,12 or Older,2002-04,"New Jersey Metropolitan",0.0464946406,0.0353504743,0.0609300805
Marijuana Use in the Past Month,12 to 17,2002-04,"New Jersey Metropolitan",0.0630638211,0.0422428424,0.0931491086
Marijuana Use in the Past Month,18 or Older,2002-04,"New Jersey Metropolitan",0.0446165856,0.033348589,0.0594576899
Marijuana Use in the Past Month,18 to 25,2002-04,"New Jersey Metropolitan",0.1574617432,0.1198480273,0.2041423173
Marijuana Use in the Past Month,26 or Older,2002-04,"New Jersey Metropolitan",0.0264235504,0.0167927409,0.0413454613
Marijuana Use in the Past Month,12 or Older,2002-04,"New Jersey Northern",0.0441009982,0.034216935,0.0566726759
Marijuana Use in the Past Month,12 to 17,2002-04,"New Jersey Northern",0.0688557367,0.0482851833,0.0972939053
Marijuana Use in the Past Month,18 or Older,2002-04,"New Jersey Northern",0.0414629275,0.0314029099,0.054564154
Marijuana Use in the Past Month,18 to 25,2002-04,"New Jersey Northern",0.1578509942,0.123390687,0.1997424015
Marijuana Use in the Past Month,26 or Older,2002-04,"New Jersey Northern",0.0253490829,0.0164581521,0.0388532872
Marijuana Use in the Past Month,12 or Older,2002-04,"New Jersey Southern",0.0458573916,0.0342254122,0.0611921768
Marijuana Use in the Past Month,12 to 17,2002-04,"New Jersey Southern",0.0585310888,0.0384936964,0.0880436078
Marijuana Use in the Past Month,18 or Older,2002-04,"New Jersey Southern",0.0442670865,0.0324158558,0.0601816336
Marijuana Use in the Past Month,18 to 25,2002-04,"New Jersey Southern",0.1661768778,0.1270954707,0.2143250375
Marijuana Use in the Past Month,26 or Older,2002-04,"New Jersey Southern",0.0262470042,0.0161726874,0.0423268419
Marijuana Use in the Past Month,12 or Older,2002-04,"New Mexico",0.0778757142,0.06676947,0.090649893
Marijuana Use in the Past Month,12 to 17,2002-04,"New Mexico",0.1071767312,0.0886108381,0.1290816402
Marijuana Use in the Past Month,18 or Older,2002-04,"New Mexico",0.0740833071,0.0622811362,0.0879122957
Marijuana Use in the Past Month,18 to 25,2002-04,"New Mexico",0.1989470385,0.1729289618,0.2278014797
Marijuana Use in the Past Month,26 or Older,2002-04,"New Mexico",0.0506349033,0.0385886179,0.0661828306
Marijuana Use in the Past Month,12 or Older,2002-04,"New Mexico Region 1",0.0751488272,0.057008001,0.0984596067
Marijuana Use in the Past Month,12 to 17,2002-04,"New Mexico Region 1",0.1250110684,0.0894604241,0.1720201943
Marijuana Use in the Past Month,18 or Older,2002-04,"New Mexico Region 1",0.067664199,0.0491663287,0.092444897
Marijuana Use in the Past Month,18 to 25,2002-04,"New Mexico Region 1",0.1837493173,0.1385397946,0.2396085281
Marijuana Use in the Past Month,26 or Older,2002-04,"New Mexico Region 1",0.046918411,0.0296481907,0.0734867575
Marijuana Use in the Past Month,12 or Older,2002-04,"New Mexico Region 2",0.0748251776,0.0540600462,0.1027004844
Marijuana Use in the Past Month,12 to 17,2002-04,"New Mexico Region 2",suppressed,suppressed,suppressed
Marijuana Use in the Past Month,18 or Older,2002-04,"New Mexico Region 2",0.072027507,0.0508165295,0.1011485473
Marijuana Use in the Past Month,18 to 25,2002-04,"New Mexico Region 2",suppressed,suppressed,suppressed
Marijuana Use in the Past Month,26 or Older,2002-04,"New Mexico Region 2",0.053572988,0.0336790649,0.0841942113
Marijuana Use in the Past Month,12 or Older,2002-04,"New Mexico Region 3 (Bernalillo)",0.0921757186,0.0746097625,0.1133706959
Marijuana Use in the Past Month,12 to 17,2002-04,"New Mexico Region 3 (Bernalillo)",0.1142610605,0.0848217365,0.1522185178
Marijuana Use in the Past Month,18 or Older,2002-04,"New Mexico Region 3 (Bernalillo)",0.089690834,0.0712951912,0.1122591971
Marijuana Use in the Past Month,18 to 25,2002-04,"New Mexico Region 3 (Bernalillo)",0.2253430449,0.184075977,0.2727687468
Marijuana Use in the Past Month,26 or Older,2002-04,"New Mexico Region 3 (Bernalillo)",0.0633343051,0.0449869711,0.0884711646
Marijuana Use in the Past Month,12 or Older,2002-04,"New Mexico Region 4",0.0666013621,0.0494474512,0.0891480615
Marijuana Use in the Past Month,12 to 17,2002-04,"New Mexico Region 4",0.0927849973,0.0608108815,0.1390813619
Marijuana Use in the Past Month,18 or Older,2002-04,"New Mexico Region 4",0.062918065,0.0455676311,0.0862776922
Marijuana Use in the Past Month,18 to 25,2002-04,"New Mexico Region 4",0.1765780393,0.1319863416,0.2322049055
Marijuana Use in the Past Month,26 or Older,2002-04,"New Mexico Region 4",0.0400834257,0.0247253863,0.0643515785
Marijuana Use in the Past Month,12 or Older,2002-04,"New Mexico Region 5",0.0683497104,0.0527144037,0.0881907693
Marijuana Use in the Past Month,12 to 17,2002-04,"New Mexico Region 5",0.0942567202,0.064033867,0.1366614285
Marijuana Use in the Past Month,18 or Older,2002-04,"New Mexico Region 5",0.0647672601,0.0489776079,0.0851912749
Marijuana Use in the Past Month,18 to 25,2002-04,"New Mexico Region 5",0.1907482857,0.1496009653,0.2400187926
Marijuana Use in the Past Month,26 or Older,2002-04,"New Mexico Region 5",0.0386835381,0.0245837997,0.0603695133
Marijuana Use in the Past Month,12 or Older,2002-04,"New York",0.0753049862,0.0691298076,0.0819831955
Marijuana Use in the Past Month,12 to 17,2002-04,"New York",0.0871662374,0.078024831,0.0972656648
Marijuana Use in the Past Month,18 or Older,2002-04,"New York",0.0740068984,0.067325326,0.0812937735
Marijuana Use in the Past Month,18 to 25,2002-04,"New York",0.2117084666,0.1974010446,0.2267598937
Marijuana Use in the Past Month,26 or Older,2002-04,"New York",0.0512065914,0.0441048942,0.0593807571
Marijuana Use in the Past Month,12 or Older,2002-04,"New York Region 2A: Bronx",0.0682843836,0.0527275409,0.0880047305
Marijuana Use in the Past Month,12 to 17,2002-04,"New York Region 2A: Bronx",0.0644903232,0.0444073187,0.0927740015
Marijuana Use in the Past Month,18 or Older,2002-04,"New York Region 2A: Bronx",0.0687877082,0.0523496102,0.0898978139
Marijuana Use in the Past Month,18 to 25,2002-04,"New York Region 2A: Bronx",0.1741684952,0.1351448104,0.2215735485
Marijuana Use in the Past Month,26 or Older,2002-04,"New York Region 2A: Bronx",0.047569087,0.032377356,0.0693778286
Marijuana Use in the Past Month,12 or Older,2002-04,"New York Region 14",0.07460703,0.0574884413,0.0963022558
Marijuana Use in the Past Month,12 to 17,2002-04,"New York Region 14",0.081429477,0.0554694519,0.118020849
Marijuana Use in the Past Month,18 or Older,2002-04,"New York Region 14",0.0737874337,0.0561384431,0.0964181726
Marijuana Use in the Past Month,18 to 25,2002-04,"New York Region 14",0.2055007807,0.1594642283,0.2607055933
Marijuana Use in the Past Month,26 or Older,2002-04,"New York Region 14",0.0487487532,0.0327821354,0.0719137529
Marijuana Use in the Past Month,12 or Older,2002-04,"New York Region 15",0.0827099023,0.0646402891,0.1052622687
Marijuana Use in the Past Month,12 to 17,2002-04,"New York Region 15",0.1093607394,0.0772015873,0.1526993991
Marijuana Use in the Past Month,18 or Older,2002-04,"New York Region 15",0.0793623387,0.060824233,0.1029312838
Marijuana Use in the Past Month,18 to 25,2002-04,"New York Region 15",0.242986428,0.1953430075,0.297947243
Marijuana Use in the Past Month,26 or Older,2002-04,"New York Region 15",0.0521935097,0.0347649248,0.0776565537
Marijuana Use in the Past Month,12 or Older,2002-04,"New York Region 2",0.0680456891,0.055065567,0.0838141117
Marijuana Use in the Past Month,12 to 17,2002-04,"New York Region 2",0.0615239984,0.045636395,0.0824646997
Marijuana Use in the Past Month,18 or Older,2002-04,"New York Region 2",0.0688073884,0.0550159655,0.0857423606
Marijuana Use in the Past Month,18 to 25,2002-04,"New York Region 2",0.1734058261,0.1429341789,0.2087910834
Marijuana Use in the Past Month,26 or Older,2002-04,"New York Region 2",0.0496032912,0.0359271157,0.0681176622
Marijuana Use in the Past Month,12 or Older,2002-04,"New York Region 6",0.0647697101,0.0511432251,0.0817141421
Marijuana Use in the Past Month,12 to 17,2002-04,"New York Region 6",0.0865822466,0.0616920363,0.1202279061
Marijuana Use in the Past Month,18 or Older,2002-04,"New York Region 6",0.0624355869,0.048570334,0.0799264143
Marijuana Use in the Past Month,18 to 25,2002-04,"New York Region 6",0.2231504803,0.1794843038,0.2738938965
Marijuana Use in the Past Month,26 or Older,2002-04,"New York Region 6",0.0405461809,0.027997827,0.0583807909
Marijuana Use in the Past Month,12 or Older,2002-04,"New York Region 7",0.0802525768,0.0631162222,0.101537295
Marijuana Use in the Past Month,12 to 17,2002-04,"New York Region 7",0.0934104599,0.0671558838,0.1285151846
Marijuana Use in the Past Month,18 or Older,2002-04,"New York Region 7",0.0786345598,0.0607800289,0.1011690179
Marijuana Use in the Past Month,18 to 25,2002-04,"New York Region 7",0.2626219449,0.2127292194,0.3194678921
Marijuana Use in the Past Month,26 or Older,2002-04,"New York Region 7",0.0485920335,0.032311025,0.0724624693
Marijuana Use in the Past Month,12 or Older,2002-04,"New York Region 8",0.0999370782,0.0808188258,0.1229728347
Marijuana Use in the Past Month,12 to 17,2002-04,"New York Region 8",0.1335275355,0.0980462745,0.1792964216
Marijuana Use in the Past Month,18 or Older,2002-04,"New York Region 8",0.0961595522,0.0764766457,0.1202486752
Marijuana Use in the Past Month,18 to 25,2002-04,"New York Region 8",0.2818181608,0.2358609841,0.3328297076
Marijuana Use in the Past Month,26 or Older,2002-04,"New York Region 8",0.0661207057,0.0469883021,0.0922889238
Marijuana Use in the Past Month,12 or Older,2002-04,"New York Region 9",0.0880095876,0.0711089335,0.1084580586
Marijuana Use in the Past Month,12 to 17,2002-04,"New York Region 9",0.1096077787,0.0803892772,0.1477399863
Marijuana Use in the Past Month,18 or Older,2002-04,"New York Region 9",0.085396657,0.0678387433,0.1069773641
Marijuana Use in the Past Month,18 to 25,2002-04,"New York Region 9",0.2697933572,0.2240494969,0.3210129149
Marijuana Use in the Past Month,26 or Older,2002-04,"New York Region 9",0.0540737756,0.037563184,0.0772589053
Marijuana Use in the Past Month,12 or Older,2002-04,"New York Region D",0.0760852633,0.0646346767,0.0893705974
Marijuana Use in the Past Month,12 to 17,2002-04,"New York Region D",0.0951614435,0.0759149407,0.1186608848
Marijuana Use in the Past Month,18 or Older,2002-04,"New York Region D",0.0737570396,0.0618829684,0.0876965141
Marijuana Use in the Past Month,18 to 25,2002-04,"New York Region D",0.2181090375,0.1881520206,0.2513589702
