outcome,age_group,years,geography,estimate,ci_lower,ci_upper
Marijuana Use in the Past Month,18 to 25,2002-04,"Illinois Region 3",0.1704314446,0.1437667429,0.2008814215
Marijuana Use in the Past Month,26 or Older,2002-04,"Illinois Region 3",0.0305671951,0.0216485812,0.0429985482
Marijuana Use in the Past Month,12 or Older,2002-04,"Illinois Region 4",0.0447969811,0.0355777678,0.0562657797
Marijuana Use in the Past Month,12 to 17,2002-04,"Illinois Region 4",0.0571832459,0.0402721557,0.0805992662
Marijuana Use in the Past Month,18 or Older,2002-04,"Illinois Region 4",0.0433549945,0.0339073627,0.0552843881
Marijuana Use in the Past Month,18 to 25,2002-04,"Illinois Region 4",0.1527361081,0.122511536,0.1888128462
Marijuana Use in the Past Month,26 or Older,2002-04,"Illinois Region 4",0.0254042114,0.0170660891,0.0376600757
Marijuana Use in the Past Month,12 or Older,2002-04,"Illinois Region 5",0.0483333873,0.039340051,0.0592558319
Marijuana Use in the Past Month,12 to 17,2002-04,"Illinois Region 5",0.0607302244,0.0438148451,0.0836050445
Marijuana Use in the Past Month,18 or Older,2002-04,"Illinois Region 5",0.0468798335,0.0376507307,0.0582343157
Marijuana Use in the Past Month,18 to 25,2002-04,"Illinois Region 5",0.1766977819,0.1464455122,0.2116498488
Marijuana Use in the Past Month,26 or Older,2002-04,"Illinois Region 5",0.0245832996,0.0165853122,0.0362958314
Marijuana Use in the Past Month,12 or Older,2002-04,"Indiana",0.0593318589,0.0504642038,0.0696434645
Marijuana Use in the Past Month,12 to 17,2002-04,"Indiana",0.0774554186,0.0638217068,0.0937100565
Marijuana Use in the Past Month,18 or Older,2002-04,"Indiana",0.0571630905,0.0478035911,0.0682237961
Marijuana Use in the Past Month,18 to 25,2002-04,"Indiana",0.1613509626,0.1402440192,0.1849511759
Marijuana Use in the Past Month,26 or Older,2002-04,"Indiana",0.0380216132,0.0288931555,0.0498859482
Marijuana Use in the Past Month,12 or Older,2002-04,"Indiana Central",0.0667048252,0.0517205609,0.0856382202
Marijuana Use in the Past Month,12 to 17,2002-04,"Indiana Central",0.0836931589,0.0598872512,0.1157965995
Marijuana Use in the Past Month,18 or Older,2002-04,"Indiana Central",0.0647376603,0.0490582574,0.0849804941
Marijuana Use in the Past Month,18 to 25,2002-04,"Indiana Central",0.1770816998,0.1394556176,0.2222378346
Marijuana Use in the Past Month,26 or Older,2002-04,"Indiana Central",0.0462153744,0.0311726296,0.0680076289
Marijuana Use in the Past Month,12 or Older,2002-04,"Indiana East",0.0587653509,0.0427998088,0.0801875741
Marijuana Use in the Past Month,12 to 17,2002-04,"Indiana East",0.0734247813,0.0467170349,0.1135819022
Marijuana Use in the Past Month,18 or Older,2002-04,"Indiana East",0.0571082764,0.0410283565,0.0789712965
Marijuana Use in the Past Month,18 to 25,2002-04,"Indiana East",0.163662557,0.1209729788,0.2176860143
Marijuana Use in the Past Month,26 or Older,2002-04,"Indiana East",0.0373230559,0.0233701629,0.0591022389
Marijuana Use in the Past Month,12 or Older,2002-04,"Indiana North Central",0.0642033345,0.0481677091,0.0851001242
Marijuana Use in the Past Month,12 to 17,2002-04,"Indiana North Central",0.0954269298,0.0646383789,0.1387059609
Marijuana Use in the Past Month,18 or Older,2002-04,"Indiana North Central",0.0603879605,0.0442961473,0.081825071
Marijuana Use in the Past Month,18 to 25,2002-04,"Indiana North Central",0.1764171203,0.1328647762,0.2304516069
Marijuana Use in the Past Month,26 or Older,2002-04,"Indiana North Central",0.0395662449,0.0255172871,0.0608669583
Marijuana Use in the Past Month,12 or Older,2002-04,"Indiana Northeast",0.0469905635,0.0335362621,0.0654768639
Marijuana Use in the Past Month,12 to 17,2002-04,"Indiana Northeast",0.0595333446,0.0375449973,0.093152862
Marijuana Use in the Past Month,18 or Older,2002-04,"Indiana Northeast",0.0453804185,0.0317484308,0.064475876
Marijuana Use in the Past Month,18 to 25,2002-04,"Indiana Northeast",0.1334271361,0.0956720697,0.1830653844
Marijuana Use in the Past Month,26 or Older,2002-04,"Indiana Northeast",0.0294859905,0.0177691049,0.0485470857
Marijuana Use in the Past Month,12 or Older,2002-04,"Indiana Northwest",0.0562852202,0.0406664032,0.077418682
Marijuana Use in the Past Month,12 to 17,2002-04,"Indiana Northwest",0.0654934878,0.042229349,0.1002325936
Marijuana Use in the Past Month,18 or Older,2002-04,"Indiana Northwest",0.0551595281,0.0389872431,0.0774992439
Marijuana Use in the Past Month,18 to 25,2002-04,"Indiana Northwest",0.152248692,0.1137077579,0.2008919598
Marijuana Use in the Past Month,26 or Older,2002-04,"Indiana Northwest",0.0393889534,0.0243801136,0.0630404754
Marijuana Use in the Past Month,12 or Older,2002-04,"Indiana Southeast",0.0477224057,0.0347995361,0.0651204303
Marijuana Use in the Past Month,12 to 17,2002-04,"Indiana Southeast",0.0696312169,0.044659961,0.107001107
Marijuana Use in the Past Month,18 or Older,2002-04,"Indiana Southeast",0.0451784272,0.0323554698,0.0627537412
Marijuana Use in the Past Month,18 to 25,2002-04,"Indiana Southeast",0.1457072541,0.10479691,0.1990372361
Marijuana Use in the Past Month,26 or Older,2002-04,"Indiana Southeast",0.0289164115,0.0181344671,0.0458097334
Marijuana Use in the Past Month,12 or Older,2002-04,"Indiana Southwest",0.0560180634,0.0406505536,0.076730441
Marijuana Use in the Past Month,12 to 17,2002-04,"Indiana Southwest",0.0764352147,0.0488649568,0.1176370623
Marijuana Use in the Past Month,18 or Older,2002-04,"Indiana Southwest",0.0535956903,0.0382029064,0.0747088075
Marijuana Use in the Past Month,18 to 25,2002-04,"Indiana Southwest",0.1617486909,0.1181167245,0.2175226771
Marijuana Use in the Past Month,26 or Older,2002-04,"Indiana Southwest",0.0350547172,0.0216706079,0.0562299574
Marijuana Use in the Past Month,12 or Older,2002-04,"Indiana West",0.0647933792,0.0490808148,0.0850860227
Marijuana Use in the Past Month,12 to 17,2002-04,"Indiana West",0.0805616058,0.0530559923,0.1205121075
Marijuana Use in the Past Month,18 or Older,2002-04,"Indiana West",0.0628412486,0.0469756042,0.0835953654
Marijuana Use in the Past Month,18 to 25,2002-04,"Indiana West",0.1566984973,0.1179175637,0.2052657618
Marijuana Use in the Past Month,26 or Older,2002-04,"Indiana West",0.0352818734,0.0222788426,0.0554437518
Marijuana Use in the Past Month,12 or Older,2002-04,"Iowa",0.0439291366,0.0364611878,0.0528427784
Marijuana Use in the Past Month,12 to 17,2002-04,"Iowa",0.0649386054,0.0526155578,0.0799043983
Marijuana Use in the Past Month,18 or Older,2002-04,"Iowa",0.0416191355,0.0338323889,0.05110326
Marijuana Use in the Past Month,18 to 25,2002-04,"Iowa",0.1213998362,0.10142521,0.144674895
Marijuana Use in the Past Month,26 or Older,2002-04,"Iowa",0.0266201529,0.0193029319,0.0366075958
Marijuana Use in the Past Month,12 or Older,2002-04,"Iowa Central",0.0447027317,0.0322107273,0.0617303841
Marijuana Use in the Past Month,12 to 17,2002-04,"Iowa Central",0.0645738384,0.0425204883,0.0969075551
Marijuana Use in the Past Month,18 or Older,2002-04,"Iowa Central",0.0426494395,0.0300471945,0.0602091571
Marijuana Use in the Past Month,18 to 25,2002-04,"Iowa Central",0.1299638147,0.0935509748,0.1777700622
Marijuana Use in the Past Month,26 or Older,2002-04,"Iowa Central",0.0270363207,0.016502177,0.0439941211
Marijuana Use in the Past Month,12 or Older,2002-04,"Iowa North Central",0.0474916156,0.0343546618,0.0653122711
Marijuana Use in the Past Month,12 to 17,2002-04,"Iowa North Central",0.0747297463,0.0484334991,0.1135987317
Marijuana Use in the Past Month,18 or Older,2002-04,"Iowa North Central",0.0444341469,0.0314161991,0.0624982825
Marijuana Use in the Past Month,18 to 25,2002-04,"Iowa North Central",0.1211179131,0.0865636274,0.1669445663
Marijuana Use in the Past Month,26 or Older,2002-04,"Iowa North Central",0.0267544955,0.0162096692,0.0438532391
Marijuana Use in the Past Month,12 or Older,2002-04,"Iowa Northeast",0.0447657096,0.034178516,0.0584339935
Marijuana Use in the Past Month,12 to 17,2002-04,"Iowa Northeast",0.0645338317,0.0447298244,0.0922591867
Marijuana Use in the Past Month,18 or Older,2002-04,"Iowa Northeast",0.0425612597,0.0317392617,0.0568565136
Marijuana Use in the Past Month,18 to 25,2002-04,"Iowa Northeast",0.1293144653,0.0989595694,0.1672521023
Marijuana Use in the Past Month,26 or Older,2002-04,"Iowa Northeast",0.0260174157,0.0164679601,0.0408742852
Marijuana Use in the Past Month,12 or Older,2002-04,"Iowa Northwest",0.0372101977,0.0266075081,0.0518130045
Marijuana Use in the Past Month,12 to 17,2002-04,"Iowa Northwest",0.0674700513,0.0439690644,0.1021894221
Marijuana Use in the Past Month,18 or Older,2002-04,"Iowa Northwest",0.0337358323,0.023415367,0.0483797587
Marijuana Use in the Past Month,18 to 25,2002-04,"Iowa Northwest",0.1001917004,0.0700119493,0.1414028454
Marijuana Use in the Past Month,26 or Older,2002-04,"Iowa Northwest",0.0227575603,0.0137476664,0.0374481161
Marijuana Use in the Past Month,12 or Older,2002-04,"Iowa Southeast",0.0484747394,0.0360999222,0.0648063581
Marijuana Use in the Past Month,12 to 17,2002-04,"Iowa Southeast",0.0598456283,0.0390210342,0.0907344793
Marijuana Use in the Past Month,18 or Older,2002-04,"Iowa Southeast",0.0472436342,0.0344839908,0.0644095988
Marijuana Use in the Past Month,18 to 25,2002-04,"Iowa Southeast",0.1229704605,0.0909799451,0.1641779329
Marijuana Use in the Past Month,26 or Older,2002-04,"Iowa Southeast",0.0318322075,0.020285514,0.0496185119
Marijuana Use in the Past Month,12 or Older,2002-04,"Iowa Southwest",0.0376538586,0.0260433393,0.0541527275
Marijuana Use in the Past Month,12 to 17,2002-04,"Iowa Southwest",0.0611127278,0.0385593601,0.0955466101
Marijuana Use in the Past Month,18 or Older,2002-04,"Iowa Southwest",0.0350637415,0.023596242,0.0518086017
Marijuana Use in the Past Month,18 to 25,2002-04,"Iowa Southwest",0.115094917,0.0789882715,0.1647539669
Marijuana Use in the Past Month,26 or Older,2002-04,"Iowa Southwest",0.0226814276,0.0131985361,0.0387103206
Marijuana Use in the Past Month,12 or Older,2002-04,"Kansas",0.0479361671,0.0399629916,0.0574049838
Marijuana Use in the Past Month,12 to 17,2002-04,"Kansas",0.0759119055,0.0618136758,0.0929071829
Marijuana Use in the Past Month,18 or Older,2002-04,"Kansas",0.0445447482,0.0362500206,0.0546298873
Marijuana Use in the Past Month,18 to 25,2002-04,"Kansas",0.1346405124,0.1141798705,0.1581131888
Marijuana Use in the Past Month,26 or Older,2002-04,"Kansas",0.0270038419,0.0193039153,0.037657173
Marijuana Use in the Past Month,12 or Older,2002-04,"Kansas Kansas City Metro",0.0565420098,0.0441807169,0.0721009688
Marijuana Use in the Past Month,12 to 17,2002-04,"Kansas Kansas City Metro",0.0860589485,0.0613377083,0.1194755276
Marijuana Use in the Past Month,18 or Older,2002-04,"Kansas Kansas City Metro",0.0530927034,0.0404986986,0.0693201605
Marijuana Use in the Past Month,18 to 25,2002-04,"Kansas Kansas City Metro",0.1625447777,0.1284707207,0.2035455516
Marijuana Use in the Past Month,26 or Older,2002-04,"Kansas Kansas City Metro",0.0311034014,0.0199287345,0.0482356647
Marijuana Use in the Past Month,12 or Older,2002-04,"Kansas Northeast",0.0457083785,0.0338179699,0.0615132902
Marijuana Use in the Past Month,12 to 17,2002-04,"Kansas Northeast",0.0701312164,0.0466301737,0.104182187
Marijuana Use in the Past Month,18 or Older,2002-04,"Kansas Northeast",0.0427771786,0.0309025924,0.0589371758
Marijuana Use in the Past Month,18 to 25,2002-04,"Kansas Northeast",0.1198595496,0.0893896474,0.1589032052
Marijuana Use in the Past Month,26 or Older,2002-04,"Kansas Northeast",0.0264674851,0.0161436223,0.0431042198
Marijuana Use in the Past Month,12 or Older,2002-04,"Kansas South Central",0.0444609598,0.0322791158,0.060950565
Marijuana Use in the Past Month,12 to 17,2002-04,"Kansas South Central",0.0861943228,0.0571280086,0.1280410711
Marijuana Use in the Past Month,18 or Older,2002-04,"Kansas South Central",0.039171461,0.0275184906,0.0554774906
Marijuana Use in the Past Month,18 to 25,2002-04,"Kansas South Central",0.123875758,0.0890122181,0.1698484433
Marijuana Use in the Past Month,26 or Older,2002-04,"Kansas South Central",0.0242430051,0.0144190667,0.040485208
Marijuana Use in the Past Month,12 or Older,2002-04,"Kansas Southeast",0.0365560318,0.0252365253,0.052678368
Marijuana Use in the Past Month,12 to 17,2002-04,"Kansas Southeast",0.0564206859,0.0340624447,0.0920560193
Marijuana Use in the Past Month,18 or Older,2002-04,"Kansas Southeast",0.034160258,0.0230958279,0.0502526161
Marijuana Use in the Past Month,18 to 25,2002-04,"Kansas Southeast",0.1036788695,0.0729138434,0.1453890773
Marijuana Use in the Past Month,26 or Older,2002-04,"Kansas Southeast",suppressed,suppressed,suppressed
Marijuana Use in the Past Month,12 or Older,2002-04,"Kansas West",0.0347904189,0.0243724971,0.0494357959
Marijuana Use in the Past Month,12 to 17,2002-04,"Kansas West",0.0642212077,0.0407354259,0.0998383078
Marijuana Use in the Past Month,18 or Older,2002-04,"Kansas West",0.03092083,0.0209658486,0.0453835117
Marijuana Use in the Past Month,18 to 25,2002-04,"Kansas West",0.0921735388,0.0642920589,0.1304605278
Marijuana Use in the Past Month,26 or Older,2002-04,"Kansas West",0.0195994171,0.011275222,0.0338586904
Marijuana Use in the Past Month,12 or Older,2002-04,"Kansas Wichita (Sedgwick)",0.0516498079,0.0382978289,0.0693212207
Marijuana Use in the Past Month,12 to 17,2002-04,"Kansas Wichita (Sedgwick)",0.0731482231,0.0485823622,0.1087164918
Marijuana Use in the Past Month,18 or Older,2002-04,"Kansas Wichita (Sedgwick)",0.0490811837,0.0356589998,0.0672034515
Marijuana Use in the Past Month,18 to 25,2002-04,"Kansas Wichita (Sedgwick)",0.149263444,0.1094812779,0.2002506072
Marijuana Use in the Past Month,26 or Older,2002-04,"Kansas Wichita (Sedgwick)",0.029972847,0.0187918115,0.0474845948
Marijuana Use in the Past Month,12 or Older,2002-04,"Kentucky",0.0646033429,0.0548483845,0.0759538282
Marijuana Use in the Past Month,12 to 17,2002-04,"Kentucky",0.0862312391,0.071890426,0.1031149468
Marijuana Use in the Past Month,18 or Older,2002-04,"Kentucky",0.0622772797,0.0519296617,0.0745247084
Marijuana Use in the Past Month,18 to 25,2002-04,"Kentucky",0.1538247004,0.1325279635,0.1778421282
Marijuana Use in the Past Month,26 or Older,2002-04,"Kentucky",0.0464684482,0.0357870259,0.0601391293
Marijuana Use in the Past Month,12 or Older,2002-04,"Kentucky Adanta, Cumberland River, and Lifeskills",0.0440037263,0.0317995706,0.0605984869
Marijuana Use in the Past Month,12 to 17,2002-04,"Kentucky Adanta, Cumberland River, and Lifeskills",0.0577950489,0.0379211932,0.0871410592
Marijuana Use in the Past Month,18 or Older,2002-04,"Kentucky Adanta, Cumberland River, and Lifeskills",0.0424914301,0.0300008113,0.0598614964
Marijuana Use in the Past Month,18 to 25,2002-04,"Kentucky Adanta, Cumberland River, and Lifeskills",0.1157636838,0.0865030002,0.1532615513
Marijuana Use in the Past Month,26 or Older,2002-04,"Kentucky Adanta, Cumberland River, and Lifeskills",0.0298869673,0.0181990218,0.0487088514
Marijuana Use in the Past Month,12 or Older,2002-04,"Kentucky Bluegrass, Comprehend, and North Key",0.0710384481,0.0558477733,0.0899672851
Marijuana Use in the Past Month,12 to 17,2002-04,"Kentucky Bluegrass, Comprehend, and North Key",0.0843587453,0.061366131,0.1149115472
Marijuana Use in the Past Month,18 or Older,2002-04,"Kentucky Bluegrass, Comprehend, and North Key",0.0696195791,0.0537619118,0.0897111844
Marijuana Use in the Past Month,18 to 25,2002-04,"Kentucky Bluegrass, Comprehend, and North Key",0.160724189,0.1262928399,0.20236836
Marijuana Use in the Past Month,26 or Older,2002-04,"Kentucky Bluegrass, Comprehend, and North Key",0.0523024971,0.0365065978,0.0744052599
Marijuana Use in the Past Month,12 or Older,2002-04,"Kentucky Communicare and River Valley",0.0641029816,0.046887379,0.0870622274
Marijuana Use in the Past Month,12 to 17,2002-04,"Kentucky Communicare and River Valley",0.0900464615,0.0603705586,0.132256667
Marijuana Use in the Past Month,18 or Older,2002-04,"Kentucky Communicare and River Valley",0.0610632242,0.0435067402,0.0850742243
Marijuana Use in the Past Month,18 to 25,2002-04,"Kentucky Communicare and River Valley",0.1529907819,0.1124763518,0.2047322796
Marijuana Use in the Past Month,26 or Older,2002-04,"Kentucky Communicare and River Valley",0.0457082772,0.0289152344,0.0715357297
Marijuana Use in the Past Month,12 or Older,2002-04,"Kentucky Four Rivers and Pennyroyal",0.0558903624,0.0401567101,0.077292154
Marijuana Use in the Past Month,12 to 17,2002-04,"Kentucky Four Rivers and Pennyroyal",0.0805594399,0.052881998,0.1208740064
Marijuana Use in the Past Month,18 or Older,2002-04,"Kentucky Four Rivers and Pennyroyal",0.0533524147,0.0373899719,0.0755943492
Marijuana Use in the Past Month,18 to 25,2002-04,"Kentucky Four Rivers and Pennyroyal",suppressed,suppressed,suppressed
Marijuana Use in the Past Month,26 or Older,2002-04,"Kentucky Four Rivers and Pennyroyal",0.0378984165,0.0236995604,0.0600805761
Marijuana Use in the Past Month,12 or Older,2002-04,"Kentucky Kentucky River, Mountain, and Pathways",0.0519370157,0.037650579,0.0712430965
Marijuana Use in the Past Month,12 to 17,2002-04,"Kentucky Kentucky River, Mountain, and Pathways",0.0741914968,0.0492486258,0.1103015497
Marijuana Use in the Past Month,18 or Older,2002-04,"Kentucky Kentucky River, Mountain, and Pathways",0.0495448234,0.0350597167,0.0695829718
Marijuana Use in the Past Month,18 to 25,2002-04,"Kentucky Kentucky River, Mountain, and Pathways",0.1302237644,0.0948820976,0.1761673072
Marijuana Use in the Past Month,26 or Older,2002-04,"Kentucky Kentucky River, Mountain, and Pathways",0.0357601656,0.0222484177,0.0569993984
Marijuana Use in the Past Month,12 or Older,2002-04,"Kentucky Centerstone",0.0840418898,0.0656222339,0.1070395123
Marijuana Use in the Past Month,12 to 17,2002-04,"Kentucky Centerstone",0.1199147607,0.0861867944,0.164466163
Marijuana Use in the Past Month,18 or Older,2002-04,"Kentucky Centerstone",0.0802879574,0.0611074297,0.1048167964
Marijuana Use in the Past Month,18 to 25,2002-04,"Kentucky Centerstone",0.1970623374,0.1550270285,0.2471614973
Marijuana Use in the Past Month,26 or Older,2002-04,"Kentucky Centerstone",0.062264043,0.043066789,0.0892207293
Marijuana Use in the Past Month,12 or Older,2002-04,"Louisiana",0.0555907692,0.0474071155,0.0650905961
Marijuana Use in the Past Month,12 to 17,2002-04,"Louisiana",0.066877146,0.0546639209,0.0815836049
Marijuana Use in the Past Month,18 or Older,2002-04,"Louisiana",0.0541819762,0.0455079675,0.064397742
Marijuana Use in the Past Month,18 to 25,2002-04,"Louisiana",0.1592803654,0.1383768398,0.1826721567
Marijuana Use in the Past Month,26 or Older,2002-04,"Louisiana",0.0330375413,0.0246702048,0.0441144477
Marijuana Use in the Past Month,12 or Older,2002-04,"Louisiana Region 10 (Jefferson)",0.0596462236,0.0437091217,0.0809026601
Marijuana Use in the Past Month,12 to 17,2002-04,"Louisiana Region 10 (Jefferson)",0.0645228356,0.0409764424,0.1001862581
Marijuana Use in the Past Month,18 or Older,2002-04,"Louisiana Region 10 (Jefferson)",0.0591249916,0.04275631,0.0812284476
Marijuana Use in the Past Month,18 to 25,2002-04,"Louisiana Region 10 (Jefferson)",0.1715664406,0.1269106001,0.2278349207
Marijuana Use in the Past Month,26 or Older,2002-04,"Louisiana Region 10 (Jefferson)",0.0398672796,0.0252068212,0.0625075993
Marijuana Use in the Past Month,12 or Older,2002-04,"Louisiana Regions 2 and 9",0.0592342473,0.0473085586,0.0739329019
Marijuana Use in the Past Month,12 to 17,2002-04,"Louisiana Regions 2 and 9",0.074173828,0.0525862812,0.1036538516
Marijuana Use in the Past Month,18 or Older,2002-04,"Louisiana Regions 2 and 9",0.057329945,0.0448925164,0.0729499669
Marijuana Use in the Past Month,18 to 25,2002-04,"Louisiana Regions 2 and 9",0.1706431365,0.1376341723,0.2096441313
Marijuana Use in the Past Month,26 or Older,2002-04,"Louisiana Regions 2 and 9",0.0330274782,0.0218830659,0.0495598462
Marijuana Use in the Past Month,12 or Older,2002-04,"Louisiana Regions 7 and 8",0.0506514037,0.0390231537,0.0655084727
Marijuana Use in the Past Month,12 to 17,2002-04,"Louisiana Regions 7 and 8",0.0706868629,0.0484068546,0.102121097
Marijuana Use in the Past Month,18 or Older,2002-04,"Louisiana Regions 7 and 8",0.048109909,0.0363555435,0.0634145687
Marijuana Use in the Past Month,18 to 25,2002-04,"Louisiana Regions 7 and 8",0.1418663401,0.108067263,0.1840550253
Marijuana Use in the Past Month,26 or Older,2002-04,"Louisiana Regions 7 and 8",0.0288754268,0.0189822511,0.0436950741
Marijuana Use in the Past Month,12 or Older,2002-04,"Louisiana Region 1",0.0732017442,0.0538248035,0.0988257919
Marijuana Use in the Past Month,12 to 17,2002-04,"Louisiana Region 1",0.0731259336,0.0468883737,0.1123152532
Marijuana Use in the Past Month,18 or Older,2002-04,"Louisiana Region 1",0.0732112376,0.0531470266,0.10004976
Marijuana Use in the Past Month,18 to 25,2002-04,"Louisiana Region 1",suppressed,suppressed,suppressed
Marijuana Use in the Past Month,26 or Older,2002-04,"Louisiana Region 1",0.0460351862,0.028342456,0.0739321994
Marijuana Use in the Past Month,12 or Older,2002-04,"Louisiana Region 3",0.0515475374,0.0370579547,0.0712831279
Marijuana Use in the Past Month,12 to 17,2002-04,"Louisiana Region 3",0.0675619925,0.0432234275,0.1041139809
Marijuana Use in the Past Month,18 or Older,2002-04,"Louisiana Region 3",0.0493428003,0.0346122106,0.0698887189
Marijuana Use in the Past Month,18 to 25,2002-04,"Louisiana Region 3",0.1393452733,0.101311571,0.1886599031
Marijuana Use in the Past Month,26 or Older,2002-04,"Louisiana Region 3",0.0317039118,0.018910052,0.0526887787
Marijuana Use in the Past Month,12 or Older,2002-04,"Louisiana Region 4",0.0505978071,0.0374379405,0.068056455
Marijuana Use in the Past Month,12 to 17,2002-04,"Louisiana Region 4",0.0587706627,0.0382159841,0.0893536925
Marijuana Use in the Past Month,18 or Older,2002-04,"Louisiana Region 4",0.0495168865,0.0360331257,0.0676920124
Marijuana Use in the Past Month,18 to 25,2002-04,"Louisiana Region 4",0.1528404053,0.1133920561,0.2028723111
Marijuana Use in the Past Month,26 or Older,2002-04,"Louisiana Region 4",0.028489948,0.0174921815,0.046078
Marijuana Use in the Past Month,12 or Older,2002-04,"Louisiana Regions 5 and 6",0.0431883363,0.0313269465,0.0592660519
Marijuana Use in the Past Month,12 to 17,2002-04,"Louisiana Regions 5 and 6",0.0505402725,0.032160313,0.078571803
Marijuana Use in the Past Month,18 or Older,2002-04,"Louisiana Regions 5 and 6",0.0422864671,0.0301975645,0.0589208573
Marijuana Use in the Past Month,18 to 25,2002-04,"Louisiana Regions 5 and 6",0.1262011752,0.0911762013,0.1721325129
Marijuana Use in the Past Month,26 or Older,2002-04,"Louisiana Regions 5 and 6",0.0259903554,0.0158865917,0.0422442035
Marijuana Use in the Past Month,12 or Older,2002-04,"Maine",0.0797912708,0.0686257354,0.0925928564
Marijuana Use in the Past Month,12 to 17,2002-04,"Maine",0.1133607311,0.0957724079,0.1337014956
Marijuana Use in the Past Month,18 or Older,2002-04,"Maine",0.076162811,0.0643236162,0.0899715557
Marijuana Use in the Past Month,18 to 25,2002-04,"Maine",0.2337893787,0.2079465632,0.261782357
Marijuana Use in the Past Month,26 or Older,2002-04,"Maine",0.0523431658,0.0401930922,0.0679062608
Marijuana Use in the Past Month,12 or Older,2002-04,"Maine Cumberland",0.0922106306,0.0730035133,0.1158396321
Marijuana Use in the Past Month,12 to 17,2002-04,"Maine Cumberland",0.1012821108,0.0728772979,0.1390970348
Marijuana Use in the Past Month,18 or Older,2002-04,"Maine Cumberland",0.0912710534,0.0711085589,0.1164339202
Marijuana Use in the Past Month,18 to 25,2002-04,"Maine Cumberland",0.2888742469,0.2362422518,0.3478909452
Marijuana Use in the Past Month,26 or Older,2002-04,"Maine Cumberland",0.0606521004,0.0414865061,0.0878600787
Marijuana Use in the Past Month,12 or Older,2002-04,"Maine Region 7",0.0674142021,0.0494717896,0.0912393353
Marijuana Use in the Past Month,12 to 17,2002-04,"Maine Region 7",0.1045521826,0.0707757901,0.1518142102
Marijuana Use in the Past Month,18 or Older,2002-04,"Maine Region 7",0.0634815542,0.0452962122,0.0882926674
Marijuana Use in the Past Month,18 to 25,2002-04,"Maine Region 7",suppressed,suppressed,suppressed
Marijuana Use in the Past Month,26 or Older,2002-04,"Maine Region 7",0.0456499766,0.0286596006,0.0719665509
Marijuana Use in the Past Month,12 or Older,2002-04,"Maine Midcoast",0.0681701249,0.0509069118,0.090727897
Marijuana Use in the Past Month,12 to 17,2002-04,"Maine Midcoast",0.1205126585,0.0829662643,0.171866187
Marijuana Use in the Past Month,18 or Older,2002-04,"Maine Midcoast",0.0626977394,0.0455096592,0.0857939173
Marijuana Use in the Past Month,18 to 25,2002-04,"Maine Midcoast",0.2002027739,0.154092726,0.2559359692
Marijuana Use in the Past Month,26 or Older,2002-04,"Maine Midcoast",0.0454749206,0.0294492612,0.069596051
Marijuana Use in the Past Month,12 or Older,2002-04,"Maine York",0.0677900664,0.0510534391,0.0894959347
Marijuana Use in the Past Month,12 to 17,2002-04,"Maine York",0.1065424521,0.0737649054,0.1515024236
Marijuana Use in the Past Month,18 or Older,2002-04,"Maine York",0.0636339559,0.0465139995,0.0864835562
Marijuana Use in the Past Month,18 to 25,2002-04,"Maine York",0.2030594094,0.15628831,0.2595219534
Marijuana Use in the Past Month,26 or Older,2002-04,"Maine York",0.0446949961,0.0287346072,0.0688916481
Marijuana Use in the Past Month,12 or Older,2002-04,"Maine Planning Region 1",0.0820727155,0.0675207806,0.099426452
Marijuana Use in the Past Month,12 to 17,2002-04,"Maine Planning Region 1",0.1035106849,0.0809528067,0.1314553275
Marijuana Use in the Past Month,18 or Older,2002-04,"Maine Planning Region 1",0.0798224985,0.0644613664,0.0984589378
Marijuana Use in the Past Month,18 to 25,2002-04,"Maine Planning Region 1",0.2557126216,0.2160283285,0.2998982099
Marijuana Use in the Past Month,26 or Older,2002-04,"Maine Planning Region 1",0.0539767692,0.0390296066,0.0742062126
Marijuana Use in the Past Month,12 or Older,2002-04,"Maine Planning Region 2",0.0787087264,0.0649919112,0.0950263106
Marijuana Use in the Past Month,12 to 17,2002-04,"Maine Planning Region 2",0.1213601165,0.0958966646,0.152444827
Marijuana Use in the Past Month,18 or Older,2002-04,"Maine Planning Region 2",0.0740088099,0.0599498283,0.0910454771
Marijuana Use in the Past Month,18 to 25,2002-04,"Maine Planning Region 2",0.2248046244,0.1935165444,0.2595235389
Marijuana Use in the Past Month,26 or Older,2002-04,"Maine Planning Region 2",0.0519270041,0.0379705308,0.0706366707
Marijuana Use in the Past Month,12 or Older,2002-04,"Maine Planning Region 3",0.0782120162,0.0625771576,0.0973475737
Marijuana Use in the Past Month,12 to 17,2002-04,"Maine Planning Region 3",0.1143347214,0.0869714437,0.1489030965
Marijuana Use in the Past Month,18 or Older,2002-04,"Maine Planning Region 3",0.0742617607,0.0581219772,0.0944340164
Marijuana Use in the Past Month,18 to 25,2002-04,"Maine Planning Region 3",0.21786087,0.1792286181,0.2621604702
Marijuana Use in the Past Month,26 or Older,2002-04,"Maine Planning Region 3",0.0506117661,0.0351208144,0.0724225536
Marijuana Use in the Past Month,12 or Older,2002-04,"Maine Region 3",0.0892274729,0.0695019859,0.1138662125
Marijuana Use in the Past Month,12 to 17,2002-04,"Maine Region 3",0.1336920523,0.0947212859,0.1854125133
Marijuana Use in the Past Month,18 or Older,2002-04,"Maine Region 3",0.0842718347,0.0643969986,0.1095623297
