id node1;id node2;name node1;name node2;parent id node1;parent id node2;parent name node1;parent name node2;edge confidence;edge weight(med nof)
213;504;rh.postcentral_27;Right-Putamen;16;37;ctx-rh-postcentral;Right-Putamen;275;5.000000
94;504;rh.superiorfrontal_11;Right-Putamen;8;37;ctx-rh-superiorfrontal;Right-Putamen;272;4.000000
94;129;rh.superiorfrontal_11;rh.caudalmiddlefrontal_1;8;9;ctx-rh-superiorfrontal;ctx-rh-caudalmiddlefrontal;219;3.000000
94;98;rh.superiorfrontal_11;rh.superiorfrontal_25;8;8;ctx-rh-superiorfrontal;ctx-rh-superiorfrontal;247;3.000000
94;103;rh.superiorfrontal_11;rh.superiorfrontal_22;8;8;ctx-rh-superiorfrontal;ctx-rh-superiorfrontal;235;2.000000
94;503;rh.superiorfrontal_11;Right-Caudate;8;36;ctx-rh-superiorfrontal;Right-Caudate;297;6.000000
816;965;lh.inferiorparietal_20;lh.superiortemporal_24;60;73;ctx-lh-inferiorparietal;ctx-lh-superiortemporal;270;4.000000
51;504;rh.parsopercularis_2;Right-Putamen;6;37;ctx-rh-parsopercularis;Right-Putamen;401;17.000000
51;494;rh.parsopercularis_2;rh.insula_10;6;34;ctx-rh-parsopercularis;ctx-rh-insula;309;3.000000
51;505;rh.parsopercularis_2;Right-Pallidum;6;38;ctx-rh-parsopercularis;Right-Pallidum;221;4.000000
51;503;rh.parsopercularis_2;Right-Caudate;6;36;ctx-rh-parsopercularis;Right-Caudate;323;5.000000
568;578;lh.rostralmiddlefrontal_18;lh.rostralmiddlefrontal_7;48;48;ctx-lh-rostralmiddlefrontal;ctx-lh-rostralmiddlefrontal;281;4.000000
568;573;lh.rostralmiddlefrontal_18;lh.rostralmiddlefrontal_23;48;48;ctx-lh-rostralmiddlefrontal;ctx-lh-rostralmiddlefrontal;253;3.000000
652;655;lh.precentral_10;lh.precentral_35;51;51;ctx-lh-precentral;ctx-lh-precentral;213;3.000000
791;852;lh.superiorparietal_1;lh.pericalcarine_6;59;63;ctx-lh-superiorparietal;ctx-lh-pericalcarine;261;3.000000
791;841;lh.superiorparietal_1;lh.cuneus_1;59;62;ctx-lh-superiorparietal;ctx-lh-cuneus;225;2.000000
791;838;lh.superiorparietal_1;lh.precuneus_18;59;61;ctx-lh-superiorparietal;ctx-lh-precuneus;230;2.000000
493;504;rh.insula_11;Right-Putamen;34;37;ctx-rh-insula;Right-Putamen;368;3.000000
796;852;lh.inferiorparietal_16;lh.pericalcarine_6;60;63;ctx-lh-inferiorparietal;ctx-lh-pericalcarine;259;4.000000
796;806;lh.inferiorparietal_16;lh.inferiorparietal_18;60;60;ctx-lh-inferiorparietal;ctx-lh-inferiorparietal;258;3.000000
796;837;lh.inferiorparietal_16;lh.precuneus_15;60;61;ctx-lh-inferiorparietal;ctx-lh-precuneus;270;3.000000
796;866;lh.inferiorparietal_16;lh.lateraloccipital_3;60;64;ctx-lh-inferiorparietal;ctx-lh-lateraloccipital;227;2.000000
27;77;rh.medialorbitofrontal_3;rh.rostralmiddlefrontal_1;4;7;ctx-rh-medialorbitofrontal;ctx-rh-rostralmiddlefrontal;230;2.000000
27;76;rh.medialorbitofrontal_3;rh.rostralmiddlefrontal_26;4;7;ctx-rh-medialorbitofrontal;ctx-rh-rostralmiddlefrontal;212;2.000000
582;1010;lh.rostralmiddlefrontal_25;Left-Putamen;48;78;ctx-lh-rostralmiddlefrontal;Left-Putamen;217;4.000000
919;1014;lh.entorhinal_3;Left-Amygdala;68;82;ctx-lh-entorhinal;Left-Amygdala;215;2.000000
534;580;lh.medialorbitofrontal_5;lh.rostralmiddlefrontal_3;45;48;ctx-lh-medialorbitofrontal;ctx-lh-rostralmiddlefrontal;243;3.000000
534;582;lh.medialorbitofrontal_5;lh.rostralmiddlefrontal_25;45;48;ctx-lh-medialorbitofrontal;ctx-lh-rostralmiddlefrontal;247;2.000000
534;1010;lh.medialorbitofrontal_5;Left-Putamen;45;78;ctx-lh-medialorbitofrontal;Left-Putamen;365;10.000000
534;1009;lh.medialorbitofrontal_5;Left-Caudate;45;77;ctx-lh-medialorbitofrontal;Left-Caudate;338;4.000000
534;583;lh.medialorbitofrontal_5;lh.rostralmiddlefrontal_1;45;48;ctx-lh-medialorbitofrontal;ctx-lh-rostralmiddlefrontal;238;2.000000
744;746;lh.postcentral_7;lh.supramarginal_7;57;58;ctx-lh-postcentral;ctx-lh-supramarginal;217;2.000000
744;755;lh.postcentral_7;lh.supramarginal_17;57;58;ctx-lh-postcentral;ctx-lh-supramarginal;224;2.000000
888;892;lh.lingual_2;lh.lingual_7;65;65;ctx-lh-lingual;ctx-lh-lingual;226;2.000000
633;1010;lh.caudalmiddlefrontal_5;Left-Putamen;50;78;ctx-lh-caudalmiddlefrontal;Left-Putamen;382;10.000000
633;637;lh.caudalmiddlefrontal_5;lh.caudalmiddlefrontal_4;50;50;ctx-lh-caudalmiddlefrontal;ctx-lh-caudalmiddlefrontal;314;6.000000
633;641;lh.caudalmiddlefrontal_5;lh.caudalmiddlefrontal_10;50;50;ctx-lh-caudalmiddlefrontal;ctx-lh-caudalmiddlefrontal;327;7.000000
633;1009;lh.caudalmiddlefrontal_5;Left-Caudate;50;77;ctx-lh-caudalmiddlefrontal;Left-Caudate;347;5.000000
633;661;lh.caudalmiddlefrontal_5;lh.precentral_6;50;51;ctx-lh-caudalmiddlefrontal;ctx-lh-precentral;318;5.000000
633;997;lh.caudalmiddlefrontal_5;lh.insula_14;50;75;ctx-lh-caudalmiddlefrontal;ctx-lh-insula;222;3.000000
1011;1013;Left-Pallidum;Left-Hippocampus;79;81;Left-Pallidum;Left-Hippocampus;324;3.000000
1011;1014;Left-Pallidum;Left-Amygdala;79;82;Left-Pallidum;Left-Amygdala;242;2.000000
1011;1012;Left-Pallidum;Left-Accumbens-area;79;80;Left-Pallidum;Left-Accumbens-area;313;2.000000
151;504;rh.precentral_9;Right-Putamen;10;37;ctx-rh-precentral;Right-Putamen;339;15.000000
151;493;rh.precentral_9;rh.insula_11;10;34;ctx-rh-precentral;ctx-rh-insula;247;4.000000
557;676;lh.parsopercularis_1;lh.precentral_23;47;51;ctx-lh-parsopercularis;ctx-lh-precentral;229;2.000000
468;507;rh.superiortemporal_24;Right-Hippocampus;32;40;ctx-rh-superiortemporal;Right-Hippocampus;223;2.000000
700;1009;lh.posteriorcingulate_8;Left-Caudate;55;77;ctx-lh-posteriorcingulate;Left-Caudate;382;5.000000
78;504;rh.rostralmiddlefrontal_6;Right-Putamen;7;37;ctx-rh-rostralmiddlefrontal;Right-Putamen;277;4.000000
78;81;rh.rostralmiddlefrontal_6;rh.superiorfrontal_3;7;8;ctx-rh-rostralmiddlefrontal;ctx-rh-superiorfrontal;318;4.000000
990;1008;lh.transversetemporal_2;Left-Thalamus-Proper;74;76;ctx-lh-transversetemporal;Left-Thalamus-Proper;238;2.000000
413;507;rh.entorhinal_2;Right-Hippocampus;27;40;ctx-rh-entorhinal;Right-Hippocampus;274;3.000000
672;676;lh.precentral_22;lh.precentral_23;51;51;ctx-lh-precentral;ctx-lh-precentral;211;3.000000
769;1008;lh.superiorparietal_27;Left-Thalamus-Proper;59;76;ctx-lh-superiorparietal;Left-Thalamus-Proper;235;5.000000
769;991;lh.superiorparietal_27;lh.insula_5;59;75;ctx-lh-superiorparietal;ctx-lh-insula;311;9.000000
769;1010;lh.superiorparietal_27;Left-Putamen;59;78;ctx-lh-superiorparietal;Left-Putamen;318;10.000000
275;316;rh.superiorparietal_14;rh.precuneus_16;18;20;ctx-rh-superiorparietal;ctx-rh-precuneus;249;2.000000
275;315;rh.superiorparietal_14;rh.precuneus_10;18;20;ctx-rh-superiorparietal;ctx-rh-precuneus;282;3.000000
275;326;rh.superiorparietal_14;rh.precuneus_20;18;20;ctx-rh-superiorparietal;ctx-rh-precuneus;289;4.000000
751;758;lh.supramarginal_3;lh.supramarginal_15;58;58;ctx-lh-supramarginal;ctx-lh-supramarginal;281;3.000000
751;770;lh.supramarginal_3;lh.superiorparietal_25;58;59;ctx-lh-supramarginal;ctx-lh-superiorparietal;317;7.000000
606;612;lh.superiorfrontal_28;lh.superiorfrontal_36;49;49;ctx-lh-superiorfrontal;ctx-lh-superiorfrontal;233;3.000000
606;616;lh.superiorfrontal_28;lh.superiorfrontal_34;49;49;ctx-lh-superiorfrontal;ctx-lh-superiorfrontal;314;3.000000
60;504;rh.rostralmiddlefrontal_18;Right-Putamen;7;37;ctx-rh-rostralmiddlefrontal;Right-Putamen;239;6.000000
60;73;rh.rostralmiddlefrontal_18;rh.rostralmiddlefrontal_3;7;7;ctx-rh-rostralmiddlefrontal;ctx-rh-rostralmiddlefrontal;230;3.000000
60;63;rh.rostralmiddlefrontal_18;rh.rostralmiddlefrontal_23;7;7;ctx-rh-rostralmiddlefrontal;ctx-rh-rostralmiddlefrontal;295;5.000000
60;66;rh.rostralmiddlefrontal_18;rh.rostralmiddlefrontal_14;7;7;ctx-rh-rostralmiddlefrontal;ctx-rh-rostralmiddlefrontal;275;5.000000
60;70;rh.rostralmiddlefrontal_18;rh.rostralmiddlefrontal_2;7;7;ctx-rh-rostralmiddlefrontal;ctx-rh-rostralmiddlefrontal;285;6.000000
691;1009;lh.rostralanteriorcingulate_2;Left-Caudate;53;77;ctx-lh-rostralanteriorcingulate;Left-Caudate;404;16.000000
691;695;lh.rostralanteriorcingulate_2;lh.caudalanteriorcingulate_1;53;54;ctx-lh-rostralanteriorcingulate;ctx-lh-caudalanteriorcingulate;224;2.000000
691;1010;lh.rostralanteriorcingulate_2;Left-Putamen;53;78;ctx-lh-rostralanteriorcingulate;Left-Putamen;351;6.000000
691;694;lh.rostralanteriorcingulate_2;lh.caudalanteriorcingulate_4;53;54;ctx-lh-rostralanteriorcingulate;ctx-lh-caudalanteriorcingulate;243;2.000000
666;676;lh.precentral_11;lh.precentral_23;51;51;ctx-lh-precentral;ctx-lh-precentral;271;3.000000
666;1010;lh.precentral_11;Left-Putamen;51;78;ctx-lh-precentral;Left-Putamen;355;9.000000
666;1009;lh.precentral_11;Left-Caudate;51;77;ctx-lh-precentral;Left-Caudate;212;2.000000
666;669;lh.precentral_11;lh.precentral_15;51;51;ctx-lh-precentral;ctx-lh-precentral;214;2.000000
666;997;lh.precentral_11;lh.insula_14;51;75;ctx-lh-precentral;ctx-lh-insula;223;2.000000
911;1013;lh.parahippocampal_3;Left-Hippocampus;67;81;ctx-lh-parahippocampal;Left-Hippocampus;242;3.000000
427;436;rh.inferiortemporal_6;rh.middletemporal_15;29;30;ctx-rh-inferiortemporal;ctx-rh-middletemporal;211;2.000000
677;684;lh.paracentral_7;lh.paracentral_4;52;52;ctx-lh-paracentral;ctx-lh-paracentral;234;2.000000
708;1008;lh.isthmuscingulate_6;Left-Thalamus-Proper;56;76;ctx-lh-isthmuscingulate;Left-Thalamus-Proper;214;3.000000
82;90;rh.superiorfrontal_14;rh.superiorfrontal_27;8;8;ctx-rh-superiorfrontal;ctx-rh-superiorfrontal;213;2.000000
82;504;rh.superiorfrontal_14;Right-Putamen;8;37;ctx-rh-superiorfrontal;Right-Putamen;249;3.000000
82;93;rh.superiorfrontal_14;rh.superiorfrontal_2;8;8;ctx-rh-superiorfrontal;ctx-rh-superiorfrontal;261;3.000000
82;87;rh.superiorfrontal_14;rh.superiorfrontal_19;8;8;ctx-rh-superiorfrontal;ctx-rh-superiorfrontal;367;6.000000
82;94;rh.superiorfrontal_14;rh.superiorfrontal_11;8;8;ctx-rh-superiorfrontal;ctx-rh-superiorfrontal;291;4.000000
650;1010;lh.precentral_26;Left-Putamen;51;78;ctx-lh-precentral;Left-Putamen;262;6.000000
650;685;lh.precentral_26;lh.paracentral_6;51;52;ctx-lh-precentral;ctx-lh-paracentral;299;4.000000
650;661;lh.precentral_26;lh.precentral_6;51;51;ctx-lh-precentral;ctx-lh-precentral;247;6.000000
590;601;lh.superiorfrontal_35;lh.superiorfrontal_21;49;49;ctx-lh-superiorfrontal;ctx-lh-superiorfrontal;209;2.000000
590;1010;lh.superiorfrontal_35;Left-Putamen;49;78;ctx-lh-superiorfrontal;Left-Putamen;219;2.000000
590;594;lh.superiorfrontal_35;lh.superiorfrontal_23;49;49;ctx-lh-superiorfrontal;ctx-lh-superiorfrontal;313;4.000000
590;602;lh.superiorfrontal_35;lh.superiorfrontal_29;49;49;ctx-lh-superiorfrontal;ctx-lh-superiorfrontal;298;4.000000
590;591;lh.superiorfrontal_35;lh.superiorfrontal_42;49;49;ctx-lh-superiorfrontal;ctx-lh-superiorfrontal;214;2.000000
590;603;lh.superiorfrontal_35;lh.superiorfrontal_44;49;49;ctx-lh-superiorfrontal;ctx-lh-superiorfrontal;225;2.000000
112;127;rh.superiorfrontal_41;rh.caudalmiddlefrontal_11;8;9;ctx-rh-superiorfrontal;ctx-rh-caudalmiddlefrontal;258;7.000000
112;504;rh.superiorfrontal_41;Right-Putamen;8;37;ctx-rh-superiorfrontal;Right-Putamen;233;3.000000
545;546;lh.parstriangularis_6;lh.parstriangularis_2;46;46;ctx-lh-parstriangularis;ctx-lh-parstriangularis;280;3.000000
545;580;lh.parstriangularis_6;lh.rostralmiddlefrontal_3;46;48;ctx-lh-parstriangularis;ctx-lh-rostralmiddlefrontal;306;5.000000
545;578;lh.parstriangularis_6;lh.rostralmiddlefrontal_7;46;48;ctx-lh-parstriangularis;ctx-lh-rostralmiddlefrontal;340;7.000000
545;1010;lh.parstriangularis_6;Left-Putamen;46;78;ctx-lh-parstriangularis;Left-Putamen;211;2.000000
545;573;lh.parstriangularis_6;lh.rostralmiddlefrontal_23;46;48;ctx-lh-parstriangularis;ctx-lh-rostralmiddlefrontal;319;4.000000
191;503;rh.posteriorcingulate_1;Right-Caudate;14;36;ctx-rh-posteriorcingulate;Right-Caudate;400;7.000000
187;503;rh.caudalanteriorcingulate_2;Right-Caudate;13;36;ctx-rh-caudalanteriorcingulate;Right-Caudate;344;4.000000
79;81;rh.superiorfrontal_40;rh.superiorfrontal_3;8;8;ctx-rh-superiorfrontal;ctx-rh-superiorfrontal;217;3.000000
1006;1010;lh.insula_3;Left-Putamen;75;78;ctx-lh-insula;Left-Putamen;382;6.000000
1006;1014;lh.insula_3;Left-Amygdala;75;82;ctx-lh-insula;Left-Amygdala;221;3.000000
126;504;rh.caudalmiddlefrontal_5;Right-Putamen;9;37;ctx-rh-caudalmiddlefrontal;Right-Putamen;250;6.000000
996;1010;lh.insula_8;Left-Putamen;75;78;ctx-lh-insula;Left-Putamen;337;3.000000
369;397;rh.lateraloccipital_5;rh.fusiform_15;23;25;ctx-rh-lateraloccipital;ctx-rh-fusiform;209;3.000000
369;396;rh.lateraloccipital_5;rh.fusiform_17;23;25;ctx-rh-lateraloccipital;ctx-rh-fusiform;269;3.000000
369;390;rh.lateraloccipital_5;rh.fusiform_2;23;25;ctx-rh-lateraloccipital;ctx-rh-fusiform;260;3.000000
651;767;lh.precentral_21;lh.superiorparietal_24;51;59;ctx-lh-precentral;ctx-lh-superiorparietal;220;5.000000
651;1011;lh.precentral_21;Left-Pallidum;51;79;ctx-lh-precentral;Left-Pallidum;266;5.000000
651;1010;lh.precentral_21;Left-Putamen;51;78;ctx-lh-precentral;Left-Putamen;393;22.000000
651;771;lh.precentral_21;lh.superiorparietal_13;51;59;ctx-lh-precentral;ctx-lh-superiorparietal;210;7.000000
651;662;lh.precentral_21;lh.precentral_25;51;51;ctx-lh-precentral;ctx-lh-precentral;351;12.000000
651;686;lh.precentral_21;lh.paracentral_5;51;52;ctx-lh-precentral;ctx-lh-paracentral;236;5.000000
651;685;lh.precentral_21;lh.paracentral_6;51;52;ctx-lh-precentral;ctx-lh-paracentral;211;3.000000
651;1008;lh.precentral_21;Left-Thalamus-Proper;51;76;ctx-lh-precentral;Left-Thalamus-Proper;308;9.000000
651;731;lh.precentral_21;lh.postcentral_31;51;57;ctx-lh-precentral;ctx-lh-postcentral;244;4.000000
651;1009;lh.precentral_21;Left-Caudate;51;77;ctx-lh-precentral;Left-Caudate;365;7.000000
651;654;lh.precentral_21;lh.precentral_16;51;51;ctx-lh-precentral;ctx-lh-precentral;292;4.000000
651;661;lh.precentral_21;lh.precentral_6;51;51;ctx-lh-precentral;ctx-lh-precentral;365;10.000000
651;687;lh.precentral_21;lh.paracentral_11;51;52;ctx-lh-precentral;ctx-lh-paracentral;251;6.000000
651;703;lh.precentral_21;lh.posteriorcingulate_6;51;55;ctx-lh-precentral;ctx-lh-posteriorcingulate;255;3.000000
176;258;rh.paracentral_10;rh.superiorparietal_10;11;18;ctx-rh-paracentral;ctx-rh-superiorparietal;220;2.000000
629;634;lh.caudalmiddlefrontal_9;lh.caudalmiddlefrontal_3;50;50;ctx-lh-caudalmiddlefrontal;ctx-lh-caudalmiddlefrontal;238;3.000000
629;1010;lh.caudalmiddlefrontal_9;Left-Putamen;50;78;ctx-lh-caudalmiddlefrontal;Left-Putamen;301;6.000000
629;632;lh.caudalmiddlefrontal_9;lh.caudalmiddlefrontal_13;50;50;ctx-lh-caudalmiddlefrontal;ctx-lh-caudalmiddlefrontal;330;6.500000
629;631;lh.caudalmiddlefrontal_9;lh.caudalmiddlefrontal_1;50;50;ctx-lh-caudalmiddlefrontal;ctx-lh-caudalmiddlefrontal;308;5.000000
629;1009;lh.caudalmiddlefrontal_9;Left-Caudate;50;77;ctx-lh-caudalmiddlefrontal;Left-Caudate;322;6.000000
498;499;rh.insula_3;rh.insula_2;34;34;ctx-rh-insula;ctx-rh-insula;213;2.000000
498;507;rh.insula_3;Right-Hippocampus;34;40;ctx-rh-insula;Right-Hippocampus;362;5.000000
498;508;rh.insula_3;Right-Amygdala;34;41;ctx-rh-insula;Right-Amygdala;363;4.000000
947;950;lh.middletemporal_14;lh.middletemporal_9;71;71;ctx-lh-middletemporal;ctx-lh-middletemporal;273;3.000000
256;275;rh.superiorparietal_24;rh.superiorparietal_14;18;18;ctx-rh-superiorparietal;ctx-rh-superiorparietal;225;2.000000
256;327;rh.superiorparietal_24;rh.precuneus_4;18;20;ctx-rh-superiorparietal;ctx-rh-precuneus;270;6.000000
256;326;rh.superiorparietal_24;rh.precuneus_20;18;20;ctx-rh-superiorparietal;ctx-rh-precuneus;254;4.500000
256;270;rh.superiorparietal_24;rh.superiorparietal_9;18;18;ctx-rh-superiorparietal;ctx-rh-superiorparietal;209;2.000000
256;269;rh.superiorparietal_24;rh.superiorparietal_22;18;18;ctx-rh-superiorparietal;ctx-rh-superiorparietal;266;2.000000
33;503;rh.medialorbitofrontal_6;Right-Caudate;4;36;ctx-rh-medialorbitofrontal;Right-Caudate;211;2.000000
920;1014;lh.temporalpole_2;Left-Amygdala;69;82;ctx-lh-temporalpole;Left-Amygdala;264;3.000000
660;1010;lh.precentral_5;Left-Putamen;51;78;ctx-lh-precentral;Left-Putamen;254;6.000000
7;504;rh.lateralorbitofrontal_4;Right-Putamen;1;37;ctx-rh-lateralorbitofrontal;Right-Putamen;384;8.000000
99;102;rh.superiorfrontal_24;rh.superiorfrontal_5;8;8;ctx-rh-superiorfrontal;ctx-rh-superiorfrontal;244;4.000000
99;110;rh.superiorfrontal_24;rh.superiorfrontal_33;8;8;ctx-rh-superiorfrontal;ctx-rh-superiorfrontal;226;3.000000
99;104;rh.superiorfrontal_24;rh.superiorfrontal_21;8;8;ctx-rh-superiorfrontal;ctx-rh-superiorfrontal;320;5.000000
99;103;rh.superiorfrontal_24;rh.superiorfrontal_22;8;8;ctx-rh-superiorfrontal;ctx-rh-superiorfrontal;344;5.000000
99;111;rh.superiorfrontal_24;rh.superiorfrontal_28;8;8;ctx-rh-superiorfrontal;ctx-rh-superiorfrontal;268;4.000000
566;1004;lh.rostralmiddlefrontal_4;lh.insula_4;48;75;ctx-lh-rostralmiddlefrontal;ctx-lh-insula;254;2.000000
566;1010;lh.rostralmiddlefrontal_4;Left-Putamen;48;78;ctx-lh-rostralmiddlefrontal;Left-Putamen;283;5.000000
566;629;lh.rostralmiddlefrontal_4;lh.caudalmiddlefrontal_9;48;50;ctx-lh-rostralmiddlefrontal;ctx-lh-caudalmiddlefrontal;236;3.000000
566;602;lh.rostralmiddlefrontal_4;lh.superiorfrontal_29;48;49;ctx-lh-rostralmiddlefrontal;ctx-lh-superiorfrontal;246;6.000000
566;573;lh.rostralmiddlefrontal_4;lh.rostralmiddlefrontal_23;48;48;ctx-lh-rostralmiddlefrontal;ctx-lh-rostralmiddlefrontal;246;4.000000
566;567;lh.rostralmiddlefrontal_4;lh.rostralmiddlefrontal_26;48;48;ctx-lh-rostralmiddlefrontal;ctx-lh-rostralmiddlefrontal;245;2.000000
566;1009;lh.rostralmiddlefrontal_4;Left-Caudate;48;77;ctx-lh-rostralmiddlefrontal;Left-Caudate;310;5.000000
566;603;lh.rostralmiddlefrontal_4;lh.superiorfrontal_44;48;49;ctx-lh-rostralmiddlefrontal;ctx-lh-superiorfrontal;228;5.000000
72;81;rh.rostralmiddlefrontal_11;rh.superiorfrontal_3;7;8;ctx-rh-rostralmiddlefrontal;ctx-rh-superiorfrontal;274;3.000000
500;508;rh.insula_12;Right-Amygdala;34;41;ctx-rh-insula;Right-Amygdala;357;8.000000
500;504;rh.insula_12;Right-Putamen;34;37;ctx-rh-insula;Right-Putamen;393;6.000000
255;504;rh.superiorparietal_13;Right-Putamen;18;37;ctx-rh-superiorparietal;Right-Putamen;348;11.500000
255;327;rh.superiorparietal_13;rh.precuneus_4;18;20;ctx-rh-superiorparietal;ctx-rh-precuneus;223;5.000000
255;486;rh.superiorparietal_13;rh.insula_16;18;34;ctx-rh-superiorparietal;ctx-rh-insula;232;4.000000
533;580;lh.medialorbitofrontal_4;lh.rostralmiddlefrontal_3;45;48;ctx-lh-medialorbitofrontal;ctx-lh-rostralmiddlefrontal;235;2.000000
533;584;lh.medialorbitofrontal_4;lh.superiorfrontal_11;45;49;ctx-lh-medialorbitofrontal;ctx-lh-superiorfrontal;285;3.000000
533;1010;lh.medialorbitofrontal_4;Left-Putamen;45;78;ctx-lh-medialorbitofrontal;Left-Putamen;249;3.000000
533;583;lh.medialorbitofrontal_4;lh.rostralmiddlefrontal_1;45;48;ctx-lh-medialorbitofrontal;ctx-lh-rostralmiddlefrontal;298;3.000000
359;396;rh.lateraloccipital_3;rh.fusiform_17;23;25;ctx-rh-lateraloccipital;ctx-rh-fusiform;236;3.000000
359;385;rh.lateraloccipital_3;rh.lingual_6;23;24;ctx-rh-lateraloccipital;ctx-rh-lingual;285;4.000000
359;369;rh.lateraloccipital_3;rh.lateraloccipital_5;23;23;ctx-rh-lateraloccipital;ctx-rh-lateraloccipital;247;2.000000
359;390;rh.lateraloccipital_3;rh.fusiform_2;23;25;ctx-rh-lateraloccipital;ctx-rh-fusiform;325;3.000000
182;504;rh.rostralanteriorcingulate_4;Right-Putamen;12;37;ctx-rh-rostralanteriorcingulate;Right-Putamen;280;4.000000
182;503;rh.rostralanteriorcingulate_4;Right-Caudate;12;36;ctx-rh-rostralanteriorcingulate;Right-Caudate;410;12.000000
182;1009;rh.rostralanteriorcingulate_4;Left-Caudate;12;77;ctx-rh-rostralanteriorcingulate;Left-Caudate;229;3.000000
108;114;rh.superiorfrontal_13;rh.superiorfrontal_6;8;8;ctx-rh-superiorfrontal;ctx-rh-superiorfrontal;328;4.000000
108;110;rh.superiorfrontal_13;rh.superiorfrontal_33;8;8;ctx-rh-superiorfrontal;ctx-rh-superiorfrontal;238;2.000000
108;111;rh.superiorfrontal_13;rh.superiorfrontal_28;8;8;ctx-rh-superiorfrontal;ctx-rh-superiorfrontal;212;2.000000
1001;1010;lh.insula_11;Left-Putamen;75;78;ctx-lh-insula;Left-Putamen;284;3.000000
1001;1014;lh.insula_11;Left-Amygdala;75;82;ctx-lh-insula;Left-Amygdala;355;5.000000
1014;1014;Left-Amygdala;Left-Amygdala;82;82;Left-Amygdala;Left-Amygdala;260;2.000000
815;816;lh.inferiorparietal_1;lh.inferiorparietal_20;60;60;ctx-lh-inferiorparietal;ctx-lh-inferiorparietal;217;2.000000
632;1011;lh.caudalmiddlefrontal_13;Left-Pallidum;50;79;ctx-lh-caudalmiddlefrontal;Left-Pallidum;244;3.000000
632;697;lh.caudalmiddlefrontal_13;lh.caudalanteriorcingulate_3;50;54;ctx-lh-caudalmiddlefrontal;ctx-lh-caudalanteriorcingulate;266;3.500000
632;695;lh.caudalmiddlefrontal_13;lh.caudalanteriorcingulate_1;50;54;ctx-lh-caudalmiddlefrontal;ctx-lh-caudalanteriorcingulate;237;3.000000
632;1010;lh.caudalmiddlefrontal_13;Left-Putamen;50;78;ctx-lh-caudalmiddlefrontal;Left-Putamen;413;27.000000
632;1003;lh.caudalmiddlefrontal_13;lh.insula_15;50;75;ctx-lh-caudalmiddlefrontal;ctx-lh-insula;230;3.000000
632;637;lh.caudalmiddlefrontal_13;lh.caudalmiddlefrontal_4;50;50;ctx-lh-caudalmiddlefrontal;ctx-lh-caudalmiddlefrontal;336;11.000000
632;1009;lh.caudalmiddlefrontal_13;Left-Caudate;50;77;ctx-lh-caudalmiddlefrontal;Left-Caudate;405;16.000000
991;1010;lh.insula_5;Left-Putamen;75;78;ctx-lh-insula;Left-Putamen;382;4.000000
991;1008;lh.insula_5;Left-Thalamus-Proper;75;76;ctx-lh-insula;Left-Thalamus-Proper;316;3.000000
360;390;rh.lateraloccipital_17;rh.fusiform_2;23;25;ctx-rh-lateraloccipital;ctx-rh-fusiform;217;2.000000
692;1010;lh.rostralanteriorcingulate_5;Left-Putamen;53;78;ctx-lh-rostralanteriorcingulate;Left-Putamen;293;6.000000
692;1009;lh.rostralanteriorcingulate_5;Left-Caudate;53;77;ctx-lh-rostralanteriorcingulate;Left-Caudate;323;4.000000
610;616;lh.superiorfrontal_37;lh.superiorfrontal_34;49;49;ctx-lh-superiorfrontal;ctx-lh-superiorfrontal;267;3.000000
514;1010;lh.lateralorbitofrontal_2;Left-Putamen;42;78;ctx-lh-lateralorbitofrontal;Left-Putamen;395;10.000000
513;1010;lh.lateralorbitofrontal_13;Left-Putamen;42;78;ctx-lh-lateralorbitofrontal;Left-Putamen;362;10.000000
513;1012;lh.lateralorbitofrontal_13;Left-Accumbens-area;42;80;ctx-lh-lateralorbitofrontal;Left-Accumbens-area;216;2.000000
513;1009;lh.lateralorbitofrontal_13;Left-Caudate;42;77;ctx-lh-lateralorbitofrontal;Left-Caudate;287;5.000000
50;504;rh.parsopercularis_6;Right-Putamen;6;37;ctx-rh-parsopercularis;Right-Putamen;324;6.000000
50;503;rh.parsopercularis_6;Right-Caudate;6;36;ctx-rh-parsopercularis;Right-Caudate;315;4.000000
50;94;rh.parsopercularis_6;rh.superiorfrontal_11;6;8;ctx-rh-parsopercularis;ctx-rh-superiorfrontal;222;4.000000
510;1010;lh.lateralorbitofrontal_4;Left-Putamen;42;78;ctx-lh-lateralorbitofrontal;Left-Putamen;248;2.000000
274;316;rh.superiorparietal_2;rh.precuneus_16;18;20;ctx-rh-superiorparietal;ctx-rh-precuneus;239;2.000000
549;553;lh.parsopercularis_7;lh.parsopercularis_4;47;47;ctx-lh-parsopercularis;ctx-lh-parsopercularis;233;2.000000
645;684;lh.precentral_17;lh.paracentral_4;51;52;ctx-lh-precentral;ctx-lh-paracentral;302;3.000000
709;770;lh.isthmuscingulate_7;lh.superiorparietal_25;56;59;ctx-lh-isthmuscingulate;ctx-lh-superiorparietal;216;3.000000
128;504;rh.caudalmiddlefrontal_10;Right-Putamen;9;37;ctx-rh-caudalmiddlefrontal;Right-Putamen;372;10.000000
128;131;rh.caudalmiddlefrontal_10;rh.caudalmiddlefrontal_6;9;9;ctx-rh-caudalmiddlefrontal;ctx-rh-caudalmiddlefrontal;357;6.000000
